location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SC_45053,2020-08-24,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,6,0,669,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,9.94,,13.06,7.1,6.81,4.26,6.53,9.08,,3.97,11.92,,6.25,5.96,6.81,4.26,8.23,28.39,5.96,12.49,,5.68,5.11,42.3,5.96,6.53,7.95,5.11,8.23,26.788889,23.494444,30.7,3.598333,,24.41358,88.181074
US_SC_45053,2020-08-25,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,0,0,669,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,7,4.05,5.5,,10.42,6.66,7.53,7.81,4.92,7.24,4.05,4.92,8.39,,,5.5,4.92,5.21,10.42,20.26,4.34,8.1,,,4.34,48.04,5.79,9.55,9.55,4.05,,27.116667,24.255556,32.211111,21.009429,,24.395062,86.168968
US_SC_45053,2020-08-26,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,9,0,678,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,6,,8.29,5.15,12.58,9.15,9.44,,,10.58,6.29,7.15,9.72,,,,,5.43,10.01,18.59,4.58,10.58,4.0,6.0,6.86,43.18,,6.58,7.15,6.58,,27.661111,23.544444,33.522222,2.3495,,23.839506,80.395496
US_SC_45053,2020-08-27,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,-2,0,676,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,6,5.87,10.57,,9.4,7.34,6.17,4.41,,8.52,,5.29,6.46,,5.58,8.22,6.46,4.99,6.75,23.2,6.75,8.52,5.87,5.29,,37.0,,7.05,,,5.87,27.433333,23.188889,33.05,2.2606,,23.58642,80.087602
US_SC_45053,2020-08-28,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,4,0,680,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,7.62,10.97,,7.32,5.18,4.57,6.1,8.23,9.45,7.32,5.18,10.97,,5.79,5.49,,4.57,10.97,22.86,5.49,8.53,,4.88,5.18,41.76,4.27,7.92,7.01,5.49,6.4,28.888889,24.916667,33.566667,0.0,,24.783951,79.047361
US_SC_45053,2020-08-29,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,5,0,685,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,6.05,7.0,,8.6,7.32,7.96,4.78,,6.05,,5.09,9.23,6.37,6.05,4.46,4.46,,8.28,21.01,,12.1,,,,43.94,5.41,6.05,,5.73,,29.011111,25.933333,33.211111,0.0,,23.993827,74.495043
US_SC_45053,2020-08-30,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,2,0,687,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,7.07,8.3,,15.37,8.3,7.07,7.69,,5.23,,,8.3,5.53,6.46,,6.15,,9.53,25.52,8.61,10.15,4.3,,,41.2,4.3,7.38,,5.84,,27.911111,24.511111,33.433333,0.03175,,23.660494,77.668059
US_SC_45053,2020-08-31,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,0,0,687,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,5,6.82,6.82,4.26,10.23,11.93,7.96,6.53,3.98,7.67,3.98,,9.38,7.39,5.97,,,4.55,9.66,21.31,5.4,10.8,4.55,,4.55,44.89,,8.81,6.53,7.96,6.25,27.066667,23.366667,32.461111,9.4615,,23.061728,79.230054
US_SC_45053,2020-09-01,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,0,0,687,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,6,11.04,9.3,5.52,12.49,7.84,6.39,4.94,,10.75,4.94,4.36,8.43,5.23,,4.94,,,10.75,24.41,9.3,13.37,4.07,,5.23,41.55,,10.75,5.81,5.52,6.68,28.405556,23.888889,33.994444,0.0508,,24.166667,77.837977
US_SC_45053,2020-09-02,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,0,0,687,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,6,4.61,6.34,,11.24,4.04,6.34,,6.63,6.63,,,7.78,,7.21,5.19,5.76,4.9,8.07,24.21,8.36,9.8,,6.05,5.76,40.92,5.76,8.36,5.19,4.32,7.78,29.116667,25.083333,34.305556,0.0,,24.864198,77.792324
US_SC_45053,2020-09-03,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,3,0,690,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,5,5.24,9.03,5.24,17.19,10.2,13.69,13.11,5.83,9.03,7.28,,9.32,5.24,5.24,,5.54,5.83,7.57,23.01,6.41,10.49,,4.66,4.37,48.65,,7.57,9.9,4.95,7.57,29.683333,25.3,34.544444,0.705556,,24.166667,72.355808
US_SC_45053,2020-09-04,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,9,0,699,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,7.09,9.16,,10.05,7.98,10.05,4.14,6.21,7.68,,,8.28,5.32,5.03,,,5.62,7.68,25.71,5.32,10.64,,4.43,5.03,43.75,,10.05,7.39,4.14,,29.477778,23.983333,35.483333,0.0,,23.055556,68.676984
US_SC_45053,2020-09-05,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,6,0,705,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,,9.89,4.47,14.35,5.74,5.42,4.47,,4.79,,,9.25,,4.47,,,6.7,11.48,23.92,,9.57,,5.42,,42.42,6.38,9.25,,6.7,5.42,29.133333,24.238889,34.888889,0.423333,,23.530864,72.087813
US_SC_45053,2020-09-06,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,2,0,707,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,4.76,9.84,5.08,12.7,7.3,5.08,4.45,,8.57,5.4,,6.35,4.76,,,6.03,,8.57,23.82,7.94,10.16,,,5.72,45.73,5.08,6.35,5.4,,5.08,25.777778,22.25,31.666667,4.934857,,20.432099,72.655733
US_SC_45053,2020-09-07,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,8,0,715,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,,7.16,6.26,,13.72,9.25,4.18,9.25,,5.67,4.47,4.77,10.14,5.07,7.76,,5.37,6.56,9.54,17.9,5.07,11.93,,5.07,,39.67,4.77,10.74,8.35,6.26,6.86,25.744444,21.788889,30.066667,0.762,,20.950617,75.165659
US_SC_45053,2020-09-08,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,0,0,715,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,5,8.78,8.21,7.93,9.34,10.19,11.89,7.08,,5.94,3.96,,9.62,,4.25,,,5.38,9.34,24.63,7.93,10.76,,6.23,6.23,46.42,4.81,6.51,5.66,,7.08,25.277778,21.605556,29.383333,5.136444,,20.802469,76.806289
US_SC_45053,2020-09-09,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,1,0,716,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,7,6.81,8.18,4.36,8.72,5.18,3.82,4.36,4.63,8.18,4.63,4.09,7.9,6.27,3.82,4.09,6.81,,10.36,29.16,6.27,5.72,4.63,,6.27,42.52,5.45,6.0,4.63,3.82,5.18,25.377778,22.722222,29.783333,1.354667,,22.82716,86.275247
US_SC_45053,2020-09-10,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,7,0,723,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,,,,,,4,5.62,12.65,6.75,11.81,9.84,4.5,3.94,3.94,7.31,,4.22,7.31,7.31,,3.94,,4.5,13.78,22.21,,7.03,,6.18,4.22,41.61,4.78,9.28,6.75,,3.94,26.977778,24.222222,31.433333,2.032,,24.246914,85.391921
US_SC_45053,2020-09-11,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,6,0,729,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-13,-6,-24,14,-22,,4.46,9.51,,12.18,7.13,4.46,4.75,,7.13,,,9.21,,10.4,4.46,,4.75,5.35,20.8,7.13,8.02,,4.46,,37.45,8.62,5.94,7.43,,5.35,27.033333,24.838889,31.75,0.1016,,24.592593,87.196237
US_SC_45053,2020-09-12,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,5,0,734,18,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-8,4,-17,,-11,,8.06,10.31,,13.86,,5.16,4.83,,6.45,4.51,,5.48,,6.12,,,,6.12,24.17,4.51,8.7,5.16,4.83,,35.13,,,9.03,,6.77,27.483333,24.6,31.488889,4.41325,,24.074074,82.270554
US_SC_45053,2020-09-13,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,2,1,736,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-1,10,-22,28,-15,,8.99,8.37,4.34,9.92,10.23,,,5.89,4.65,,4.34,13.02,4.65,,,5.89,8.37,6.51,18.6,6.2,8.37,,,4.96,39.99,,7.75,6.82,6.82,,26.944444,24.411111,31.077778,0.423333,,23.58642,82.481382
US_SC_45053,2020-09-14,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,7,0,743,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-11,7,-28,21,-20,3,8.39,11.57,6.37,10.71,6.95,5.79,8.1,,11.29,4.34,,9.26,6.66,6.37,6.08,4.05,5.5,10.13,28.07,6.08,8.39,,4.05,4.92,41.38,,4.05,4.05,5.21,5.79,27.133333,23.761111,31.894444,0.3048,,23.358025,80.361256
US_SC_45053,2020-09-15,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,5,0,748,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-8,-2,-20,11,-21,5,4.64,9.85,4.93,9.56,9.56,4.35,6.95,,6.08,,,7.82,6.95,6.95,,5.5,,10.43,22.89,7.24,8.98,,6.67,4.06,48.39,4.93,5.5,6.95,,,25.944444,23.827778,29.522222,0.0,,22.265432,80.764075
US_SC_45053,2020-09-16,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,3,0,751,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-9,-5,-20,-3,-25,7,4.75,10.33,,13.68,5.3,,6.7,3.91,5.58,4.19,,10.33,5.03,5.58,,4.19,5.03,7.26,20.1,4.19,12.29,,,5.86,44.67,5.3,7.54,7.82,7.82,6.14,22.981481,20.623457,26.246914,3.556,,19.694444,82.643224
US_SC_45053,2020-09-17,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,3,0,754,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-11,-6,-28,-1,-23,,,7.96,5.4,14.22,7.11,,8.53,7.68,5.97,,4.26,9.1,4.55,4.26,,5.97,,6.54,24.74,,7.11,,5.69,4.26,40.95,5.4,6.82,7.39,6.54,6.82,26.377778,22.577778,30.011111,10.117667,,24.12963,88.245322
US_SC_45053,2020-09-18,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,7,0,761,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-13,-3,-20,10,-21,,8.18,8.49,4.24,13.64,5.76,6.36,4.85,4.55,6.67,4.55,,8.79,,,,7.88,4.24,6.97,21.52,5.76,7.27,,4.24,,42.13,,7.27,8.49,,4.85,23.977778,22.416667,27.288889,9.525,,21.58642,86.981503
US_SC_45053,2020-09-19,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,9,0,770,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,0,5,-4,,-16,,,7.26,,10.88,7.58,4.62,6.6,5.61,7.92,6.27,,6.93,4.95,,,,,5.61,19.46,5.94,8.57,,,,34.63,5.94,8.24,,,8.9,22.261111,19.433333,25.016667,0.1524,,17.407407,74.507332
US_SC_45053,2020-09-20,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,5,0,775,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,5,10,-22,40,-15,,,,4.39,9.41,6.59,7.21,7.53,6.27,5.96,4.39,5.02,8.78,6.59,5.02,5.02,7.53,,10.04,21.96,7.53,10.04,,5.02,5.02,39.21,,6.9,5.65,,5.65,18.722222,15.433333,24.311111,0.0,,13.179012,70.549443
US_SC_45053,2020-09-21,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,4,0,779,19,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-8,0,-30,16,-20,5,4.31,11.79,5.46,10.06,5.75,5.75,6.9,,8.91,,,10.06,5.46,4.31,5.18,4.03,,7.76,21.57,5.75,7.48,,4.03,4.31,40.55,7.48,7.48,8.34,,6.9,19.327778,14.744444,23.594444,0.0,,11.845679,62.265563
US_SC_45053,2020-09-22,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,-1,1,778,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-1,1,-25,5,-22,5,4.66,5.82,,13.09,9.02,5.53,7.57,6.98,8.44,,,10.18,6.11,5.82,,,,7.86,25.02,4.95,10.47,5.24,,4.07,34.04,5.24,6.69,6.11,4.95,6.11,18.216667,13.333333,23.244444,0.0,,11.160494,63.875593
US_SC_45053,2020-09-23,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,4,0,782,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-5,3,-25,-10,-21,6,6.1,7.56,,7.56,9.3,10.17,8.14,5.23,7.85,6.1,4.07,14.82,,4.94,6.39,,4.07,9.88,25.29,6.98,9.01,,4.07,4.07,43.89,4.36,6.68,6.39,6.68,4.94,18.694444,13.638889,24.894444,0.0,,13.561728,73.05348
US_SC_45053,2020-09-24,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,8,0,790,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-4,7,-11,15,-19,5,6.14,9.65,,16.38,6.73,8.19,4.39,7.02,6.14,,4.39,10.53,4.1,7.9,,5.56,4.97,7.31,21.65,6.73,14.92,,5.85,,43.01,6.73,7.9,4.1,6.14,,21.205556,15.277778,27.816667,0.0,,17.246914,78.911429
US_SC_45053,2020-09-25,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,16,0,806,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-6,1,-15,13,-18,5,6.08,6.68,4.25,12.45,5.47,4.56,4.86,6.68,8.51,4.56,,11.54,,5.47,,5.16,,7.9,19.14,7.29,7.9,,,,41.01,,8.51,5.47,6.38,4.25,25.861111,21.011111,30.016667,1.3208,,22.740741,83.201839
US_SC_45053,2020-09-26,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,6,0,812,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-1,7,-15,,-12,,,11.51,,10.23,6.39,,5.11,8.63,5.75,,5.11,7.99,,6.07,,,7.67,6.71,19.81,,9.59,,,,41.23,4.79,6.07,5.75,,,24.35,21.733333,28.394444,20.755429,,21.975309,86.713939
US_SC_45053,2020-09-27,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,2,0,814,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,3,11,-12,47,-13,,7.5,10.62,4.68,11.55,8.74,5.93,5.31,5.31,5.93,,,10.93,,,,,,7.5,20.61,5.62,11.24,4.37,,4.68,40.91,6.87,7.18,7.81,5.0,4.68,22.705556,19.888889,27.127778,0.0508,,20.030864,85.4239
US_SC_45053,2020-09-28,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,2,0,816,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-11,-1,-29,19,-23,9,5.23,7.98,5.78,12.38,6.6,8.25,6.88,,10.45,5.23,4.68,10.18,4.4,,4.95,9.08,4.95,11.0,26.13,4.68,10.18,4.68,7.15,5.78,47.32,,4.95,6.33,4.4,5.23,23.044444,20.827778,26.816667,4.8768,,21.462963,91.759857
US_SC_45053,2020-09-29,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,6,0,822,20,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-6,-2,-34,5,-23,8,,6.35,6.08,12.98,6.08,4.42,6.08,,7.73,4.14,5.25,10.77,5.25,3.87,4.7,,7.46,11.05,25.13,4.14,5.8,8.56,7.73,5.52,38.94,4.14,5.52,5.52,3.87,4.42,23.838889,17.877778,29.272222,8.5344,,21.895062,89.603488
US_SC_45053,2020-09-30,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,-1,2,821,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-3,3,-14,9,-21,4,,7.94,,10.59,7.06,4.41,6.18,4.41,6.47,4.71,,7.94,,6.47,,,7.65,11.47,23.53,4.12,9.12,4.71,6.76,,41.18,,5.29,,,4.12,18.233333,13.566667,25.744444,14.1732,,12.5,69.515779
US_SC_45053,2020-10-01,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,-1,0,820,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,2,4,-13,16,-19,1,4.36,5.52,,15.97,9.88,5.52,4.36,4.94,6.1,6.1,4.94,6.68,5.81,,4.94,5.23,4.36,8.71,20.91,5.23,8.71,5.23,,4.65,36.59,6.1,7.26,4.94,,8.42,18.938889,12.588889,26.738889,0.0,,13.17284,70.379901
US_SC_45053,2020-10-02,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,3,0,823,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-4,6,-13,27,-21,2,7.13,8.31,,8.31,7.13,7.72,7.42,,5.64,,5.34,8.61,5.64,,5.05,5.05,6.24,8.31,25.83,8.31,5.94,4.16,4.75,9.2,43.65,4.45,4.16,5.05,,5.94,19.566667,15.016667,24.805556,0.0,,13.308642,67.603771
US_SC_45053,2020-10-03,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,2,0,825,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,3,9,-20,,-10,-1,,7.74,,10.0,5.16,6.13,6.77,,8.71,,6.77,6.13,5.16,5.81,4.84,7.1,6.77,6.45,17.74,6.77,11.93,,5.16,8.06,39.03,,5.48,5.81,,,17.555556,13.205556,22.677778,0.0,,11.506173,68.724271
US_SC_45053,2020-10-04,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,1,0,826,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,7,7,-19,49,-19,,4.38,5.0,5.32,12.2,5.0,,7.82,,9.38,4.69,,5.94,5.0,,,5.63,,8.13,20.64,,8.45,,,5.94,41.29,,6.57,5.94,5.32,5.32,18.305556,14.127778,23.416667,0.0,,12.808642,70.959692
US_SC_45053,2020-10-05,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,8,0,834,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-8,-1,-25,28,-22,2,4.84,7.12,4.27,11.96,9.4,8.26,5.41,,6.55,3.99,5.13,8.26,,3.99,4.27,,7.12,11.96,19.09,9.12,8.55,6.27,6.84,6.55,45.01,,5.41,6.27,4.27,4.84,18.672222,14.294444,24.461111,0.0,,13.098765,70.710364
US_SC_45053,2020-10-06,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,1,0,835,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-5,1,-17,10,-21,4,,6.15,4.19,10.34,12.02,8.94,6.71,,10.06,6.99,,12.85,3.91,6.99,4.19,4.19,5.31,10.34,20.68,7.82,8.94,,6.43,4.47,37.44,,,5.03,6.15,6.71,20.666667,17.494444,24.288889,0.0,,16.975309,80.09938
US_SC_45053,2020-10-07,ChIJyXEoeS6T-4gRnI4OR2ugugE,Q112957,geoId/45053,US,United States of America,SC,South Carolina,45053,Jasper County,US,USA,2,4,0,839,22,,,28522,14464,14058,3282,3136,3923,3551,3259,4066,4072,2335,898,1857004,32.44,-81.02,1512,75.85,-8,-1,-5,12,-22,4,4.58,8.88,,16.03,12.03,6.58,5.73,,7.73,5.15,6.01,9.45,4.58,4.29,5.15,4.29,,10.88,22.05,6.3,7.16,4.29,,6.01,40.66,,7.16,8.88,4.58,6.58,23.15,19.066667,30.055556,0.0,,20.17284,82.995781
