location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_UT_49039,2020-01-01,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,7.93,,8.66,,,9.38,6.13,5.77,,,,15.51,,,,28.13,6.85,,-3.598765,-7.246914,1.098765,0.471714,,-5.833333,81.8556
US_UT_49039,2020-01-02,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,4.75,5.39,6.02,,,13.31,7.92,6.97,5.7,6.02,8.87,14.89,,5.7,,31.37,7.61,,-1.411111,-5.327778,2.483333,1.596571,,-3.987654,82.078347
US_UT_49039,2020-01-03,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,5.3,7.17,4.99,,5.61,9.04,4.68,,,,5.92,12.78,,,5.3,28.99,,,-1.962963,-5.771605,3.314815,0.0,,-5.243056,78.838874
US_UT_49039,2020-01-04,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,6.21,7.31,,,,10.23,,6.21,,,,12.06,,,,28.51,,,-2.395062,-6.080247,4.197531,0.0,,-5.180556,77.873854
US_UT_49039,2020-01-05,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,6.36,8.04,6.03,,,10.04,,,,,,16.41,6.7,,,21.76,6.36,,-3.308642,-7.648148,2.074074,0.0,,-5.423611,82.39419
US_UT_49039,2020-01-06,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,6.28,6.01,5.75,4.18,4.18,10.72,4.97,5.75,,,4.71,12.55,3.66,4.18,,31.38,4.45,3.92,-2.383333,-7.344444,2.716667,0.0,,-5.851852,76.988154
US_UT_49039,2020-01-07,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,5.82,7.52,8.73,4.85,6.55,3.64,3.88,7.52,,3.4,7.76,14.8,,3.64,4.85,27.41,3.4,3.88,-2.744444,-7.355556,3.238889,0.0,,-7.080247,69.695294
US_UT_49039,2020-01-08,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,4.93,6.58,5.41,,4.0,11.75,8.46,7.75,4.7,3.29,8.23,23.5,3.29,5.64,5.41,31.02,10.81,,-1.866667,-6.061111,2.827778,0.254,,-5.771605,71.96954
US_UT_49039,2020-01-09,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,4.08,5.28,8.64,,3.84,11.04,,6.72,3.6,4.32,4.08,18.24,4.32,,5.28,23.75,10.08,,-1.85,-5.861111,2.038889,0.03175,,-4.808642,79.227599
US_UT_49039,2020-01-10,ChIJcTX9aCOoSYcRqmsdfOxTZ3U,Q484577,geoId/49039,US,United States of America,UT,Utah,49039,Sanpete County,US,USA,2,,,,,,,29921,15727,14194,3930,5429,4889,3727,3420,2951,2902,1791,882,1744367,39.37,-111.58,4151,79.6,,,,,,4.33,5.93,11.63,,,9.58,5.25,6.39,4.11,,4.79,19.62,3.42,5.93,,28.29,4.56,,-4.154321,-9.067901,-0.0,0.0,,-8.638889,71.285479
