location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21017,2020-01-01,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,11.47,,,21.23,,33.85,8.61,35.0,,4.016667,1.05,8.872222,0.0,,-2.061728,64.665817
US_KY_21017,2020-01-02,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,8.43,11.59,,24.24,7.91,35.31,,49.01,,5.883333,1.661111,10.833333,0.0,,-1.030864,61.221153
US_KY_21017,2020-01-03,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,,16.67,,24.2,8.07,36.57,10.76,40.88,8.61,10.683333,7.288889,12.044444,10.16,,9.981481,95.557813
US_KY_21017,2020-01-04,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,,12.0,8.57,18.85,9.71,26.85,8.57,38.85,9.14,6.727778,1.85,11.8,10.837333,,5.12963,89.644511
US_KY_21017,2020-01-05,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,,,,15.06,12.74,33.59,8.69,43.43,8.69,2.611111,-1.205556,8.438889,0.889,,-2.160494,70.90732
US_KY_21017,2020-01-06,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,11.22,8.08,8.08,17.95,8.53,32.31,8.08,35.45,7.63,4.066667,-1.516667,8.561111,0.0,,-2.530864,62.242945
US_KY_21017,2020-01-07,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,,6.67,10.23,12.01,12.46,23.14,,40.49,7.56,3.188889,-1.838889,9.222222,0.0,,-4.030864,59.565063
US_KY_21017,2020-01-08,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,,10.3,11.65,12.99,,34.04,10.75,34.94,17.47,3.616667,0.227778,8.35,0.0,,-6.320988,48.507423
US_KY_21017,2020-01-09,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,6.72,9.4,10.3,15.22,9.85,31.79,,33.13,6.72,4.0,-2.577778,14.95,0.0,,-6.123457,48.359698
US_KY_21017,2020-01-10,ChIJWQvDhMfLQ4gRzxDgt2OFS08,Q486105,geoId/21017,US,United States of America,KY,Kentucky,21017,Bourbon County,US,USA,2,,,,,,,20092,9795,10297,2447,2523,2350,2202,2617,2891,2501,1626,935,1846500,38.2,-84.21,755,76.98,,,,,9.7,6.61,11.02,,31.29,7.05,40.54,7.49,13.816667,11.083333,17.972222,0.127,,5.012346,55.735122
