location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13189,2020-01-11,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,,8.55,9.5,20.43,7.6,,23.28,11.4,40.39,9.5,18.777778,14.17284,22.820988,0.5715,16.833333,87.908035
US_GA_13189,2020-01-12,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,10.6,,7.57,19.19,11.11,10.6,25.25,,40.9,,17.965278,13.631944,22.256944,14.6304,16.222222,88.361343
US_GA_13189,2020-01-13,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,6.45,11.0,10.62,12.14,,9.86,20.48,9.86,40.58,9.48,17.958333,16.708333,20.416667,8.5344,17.435185,94.901211
US_GA_13189,2020-01-14,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,5.73,9.55,6.88,8.03,6.12,11.85,21.4,9.17,37.45,8.03,18.340278,16.569444,20.4375,17.8816,17.722222,94.560106
US_GA_13189,2020-01-15,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,7.57,10.6,7.2,12.12,8.33,8.71,22.34,7.95,34.08,6.82,17.930556,14.402778,23.8125,5.1308,15.785714,85.972199
US_GA_13189,2020-01-16,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,6.33,5.96,9.69,11.55,10.43,9.69,29.43,7.08,39.12,,19.013889,15.826389,23.527778,7.2644,13.555556,69.944557
US_GA_13189,2020-01-17,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,8.06,9.59,7.67,15.35,,7.29,25.32,,26.47,9.21,10.4375,6.215278,17.861111,1.5875,-4.373016,35.166403
US_GA_13189,2020-01-18,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,9.46,,8.46,17.92,13.44,10.45,24.89,,43.3,,8.269841,4.349206,15.801587,0.0,0.351852,56.154121
US_GA_13189,2020-01-19,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,9.07,12.6,,15.63,9.58,,20.17,17.14,35.79,13.11,10.854167,5.986111,14.402778,2.286,4.833333,64.397664
US_GA_13189,2020-01-20,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,8.94,16.0,9.88,23.54,15.06,8.47,22.59,,48.95,8.94,3.351852,-0.981481,9.709877,0.423333,-6.111111,48.927094
US_GA_13189,2020-01-21,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,9.35,13.42,10.16,19.52,14.23,8.54,25.61,10.98,41.88,5.69,0.91358,-2.617284,5.95679,0.0,-7.365079,53.976796
US_GA_13189,2020-01-22,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,7.87,9.45,7.87,16.53,9.84,9.45,24.01,7.08,35.03,6.3,2.012346,-3.135802,10.444444,0.0,-9.166667,43.402313
US_GA_13189,2020-01-23,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,6.24,13.64,,20.65,8.57,10.52,30.79,5.84,37.8,5.46,5.141975,0.240741,10.993827,0.0,-4.198413,50.833729
US_GA_13189,2020-01-24,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,8.23,5.99,8.23,21.33,10.1,7.86,29.56,9.36,34.8,8.61,9.925926,4.82716,14.41358,2.878667,7.904762,85.50013
US_GA_13189,2020-01-25,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,16.46,7.96,7.96,20.7,7.96,8.49,28.14,15.39,46.19,8.49,8.475309,3.858025,13.080247,6.716889,4.984127,77.604081
US_GA_13189,2020-01-26,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,12.49,7.21,11.05,17.29,11.05,7.68,35.54,,49.47,8.65,6.716049,1.444444,13.981481,0.0,0.166667,62.790238
US_GA_13189,2020-01-27,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,6.15,9.99,,18.44,11.91,10.76,38.8,6.91,38.41,,9.938272,5.58642,13.734568,0.5588,4.611111,69.140143
US_GA_13189,2020-01-28,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,5.39,6.16,,24.24,6.16,,31.93,9.23,37.71,13.47,8.703704,1.975309,15.975309,0.0,2.968254,67.429295
US_GA_13189,2020-01-29,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,7.7,15.79,,23.1,8.86,11.17,37.35,8.86,46.59,15.4,6.381944,1.847222,12.347222,0.0,2.428571,76.896108
US_GA_13189,2020-01-30,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,9.24,5.17,,26.24,8.87,11.09,39.54,,34.37,7.76,8.236111,2.069444,14.694444,0.8255,4.690476,77.59029
US_GA_13189,2020-01-31,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,5.32,9.22,6.74,22.69,,,32.62,9.22,28.72,6.03,5.604167,3.513889,10.680556,9.8552,3.214286,84.272936
US_GA_13189,2020-02-01,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,,9.6,,27.28,,,22.23,,40.92,7.58,5.923611,3.840278,10.888889,10.287,4.793651,92.118198
US_GA_13189,2020-02-02,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,,9.42,,23.29,10.9,7.93,31.22,10.41,36.18,,8.847222,3.541667,16.375,0.03175,2.777778,65.717906
US_GA_13189,2020-02-03,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,7.03,8.2,5.86,23.03,11.32,7.42,32.4,5.86,35.52,8.59,13.694444,3.715278,24.298611,0.0,3.214286,49.018211
US_GA_13189,2020-02-04,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,7.71,8.09,7.71,26.98,6.55,9.25,26.98,13.88,33.15,8.48,15.305556,7.729167,21.840278,0.0,8.984127,65.759991
US_GA_13189,2020-02-05,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,5.46,7.65,8.38,18.57,8.38,8.74,26.59,11.29,33.14,7.28,17.243056,14.541667,21.243056,0.3048,14.515873,83.45993
US_GA_13189,2020-02-06,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,12.15,9.41,6.27,12.54,8.62,8.62,25.87,7.45,39.59,,18.784722,16.083333,22.763889,19.3548,17.62963,91.945956
US_GA_13189,2020-02-07,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,9.38,9.74,,20.2,8.66,10.82,29.23,8.66,34.64,,10.438272,5.030864,18.91358,47.625,5.047619,66.573102
US_GA_13189,2020-02-08,ChIJXzWxFKl294gRvmy_mjAa7cs,Q492066,geoId/13189,US,United States of America,GA,Georgia,13189,McDuffie County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21511,10049,11462,2963,3030,2564,2404,2453,2969,2672,1686,770,1073926,33.48,-82.48,690,74.04,,,,,,10.84,9.85,,21.18,10.34,,35.96,,34.48,9.85,2.604167,-1.465278,8.631944,0.762,-0.674603,77.796204
