location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47173,2020-01-01,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,13.32,23.0,12.71,30.87,,45.4,5.15,0.6,9.772222,0.0,,-3.094444,55.278601
US_TN_47173,2020-01-02,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,20.13,23.9,11.32,30.82,12.58,43.4,4.605556,0.061111,8.222222,1.23825,,-0.216667,71.454549
US_TN_47173,2020-01-03,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,15.2,20.9,,27.23,13.3,40.53,8.944444,5.127778,11.75,22.76475,,8.641975,97.524442
US_TN_47173,2020-01-04,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,,16.2,,26.79,,47.97,9.255556,2.05,12.994444,5.715,,7.216667,87.193924
US_TN_47173,2020-01-05,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,10.62,26.87,,28.74,9.37,37.49,3.377778,0.611111,9.755556,0.762,,-2.233333,66.866297
US_TN_47173,2020-01-06,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,12.9,23.21,10.96,27.08,,47.07,3.811111,-2.45,11.305556,0.0,,-2.605556,63.275687
US_TN_47173,2020-01-07,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,,21.69,,25.49,,36.87,4.666667,-0.161111,10.088889,3.90525,,-0.994444,67.253687
US_TN_47173,2020-01-08,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,11.3,15.61,14.53,26.37,12.92,37.14,5.038889,-0.588889,11.716667,0.4318,,-3.905556,52.588142
US_TN_47173,2020-01-09,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,11.59,22.12,9.48,32.65,,37.92,4.333333,-2.761111,14.488889,0.0,,-2.038889,63.623475
US_TN_47173,2020-01-10,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,15.77,15.77,9.25,28.28,8.7,37.53,12.622222,8.594444,17.288889,0.0,,4.155556,56.693139
US_TN_47173,2020-01-11,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,13.79,15.59,9.59,28.18,,40.17,17.911111,12.1,23.027778,2.286,,12.127778,69.159461
US_TN_47173,2020-01-12,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,13.62,12.44,11.25,19.55,8.88,35.54,12.122222,6.911111,19.433333,10.795,,7.644444,74.298335
US_TN_47173,2020-01-13,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,8.94,23.34,13.41,26.32,9.44,45.19,7.333333,3.033333,14.8,0.0,,5.483333,88.222604
US_TN_47173,2020-01-14,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,9.14,15.74,10.15,35.54,7.62,44.17,12.794444,8.644444,15.411111,5.1435,,11.811111,93.864683
US_TN_47173,2020-01-15,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,9.44,20.44,,38.79,,45.61,14.018519,11.240741,17.395062,3.701143,,13.308642,95.585956
US_TN_47173,2020-01-16,ChIJ66ZTKftlXIgRVp7DQd8uZi8,Q501935,geoId/47173,US,United States of America,TN,Tennessee,47173,Union County,US,USA,2,,,,,,,19399,9584,9815,2259,2381,2212,2229,2456,3007,2588,1597,670,1848205,36.28,-83.84,640,73.35,,,,,11.27,18.24,12.34,34.87,,46.13,11.290123,6.37037,16.925926,1.016,,4.981481,65.291249
