location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54029,2020-01-01,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,5.99,7.99,5.99,9.48,7.99,6.24,4.99,,17.97,6.49,5.24,9.98,4.99,5.74,7.24,,6.74,5.74,24.71,5.49,8.98,,5.74,8.24,37.69,,9.48,7.74,5.24,3.99,-0.211111,-2.138889,3.5,2.116667,30.48,-4.533333,72.832508
US_WV_54029,2020-01-02,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,5.41,10.57,,11.56,6.64,4.92,3.69,,22.13,13.53,,5.9,3.69,,4.43,6.15,5.66,9.35,25.82,4.18,5.9,4.92,3.69,5.41,37.38,4.67,6.64,6.15,3.69,5.66,3.0,-1.95,8.838889,0.1016,30.48,-3.094444,64.376022
US_WV_54029,2020-01-03,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,,7.91,6.42,11.12,8.9,6.92,4.94,3.95,16.31,10.13,6.67,5.44,5.19,,,3.46,6.42,8.65,27.92,6.67,9.39,4.7,3.71,5.19,36.82,7.91,7.91,7.41,3.71,3.95,8.838889,3.727778,10.533333,7.507111,,7.694444,92.580229
US_WV_54029,2020-01-04,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,4.41,9.56,,12.74,9.31,6.62,8.33,6.13,15.93,7.84,5.64,6.37,4.66,6.13,5.64,4.9,4.41,5.88,17.89,6.13,3.92,3.68,6.13,3.43,38.96,,6.86,5.15,3.43,4.17,6.266667,1.483333,10.1,10.668,,5.322222,93.699184
US_WV_54029,2020-01-05,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,6.14,10.06,,10.55,6.14,,4.91,7.86,20.38,14.48,,7.12,3.93,4.42,5.4,4.91,5.4,8.84,24.79,6.14,4.91,4.42,3.93,5.16,37.8,3.93,6.87,4.66,,3.44,-0.533333,-1.661111,5.683333,1.36525,30.48,-3.777778,78.78815
US_WV_54029,2020-01-06,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,5.22,6.17,,6.89,7.12,5.94,3.8,4.75,16.38,10.21,4.75,8.07,,6.17,6.65,4.99,6.65,7.84,29.44,4.99,7.12,4.51,4.51,6.41,39.65,,4.04,6.89,4.27,5.46,2.955556,-1.083333,5.555556,0.141111,30.48,-3.333333,63.373563
US_WV_54029,2020-01-07,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,5.38,4.91,3.74,15.44,9.59,3.74,6.08,,13.8,6.79,6.55,10.53,3.74,9.83,5.85,4.91,5.62,10.53,21.29,7.02,7.49,3.98,4.68,6.32,39.3,3.27,6.32,5.15,5.62,4.68,0.388889,-4.244444,5.788889,0.0,,-5.483333,65.152592
US_WV_54029,2020-01-08,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,4.61,6.22,4.15,8.76,7.15,5.99,5.3,3.92,15.45,7.15,4.84,10.14,5.53,5.3,3.69,3.69,4.15,10.38,30.66,6.46,8.07,5.3,4.38,4.38,35.73,3.46,10.61,4.61,7.84,3.92,-0.077778,-4.788889,4.666667,0.127,40.64,-7.25,58.658068
US_WV_54029,2020-01-09,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,,7.12,4.75,9.97,7.12,5.7,5.93,4.51,13.53,9.02,7.12,8.07,4.75,5.93,6.65,4.04,6.17,10.21,31.33,6.41,6.65,5.93,7.36,7.59,43.67,3.32,11.39,4.51,8.07,4.04,-3.316667,-9.283333,5.611111,0.536222,30.48,-10.316667,58.564471
US_WV_54029,2020-01-10,ChIJifj7U4Y8NIgR8SIuaU7BjuY,Q504863,geoId/54029,US,United States of America,WV,West Virginia,54029,Hancock County,US,USA,2,,,,,,,29383,14328,15055,2907,3226,2993,3117,3816,4367,4529,2583,1845,1910158,40.52,-80.58,229,75.6375,,,,,5.67,6.37,,9.68,10.39,,5.9,,10.62,7.08,4.72,7.79,5.43,,,4.72,4.01,9.68,27.62,5.19,6.37,,7.32,8.73,38.95,,6.37,4.01,3.54,4.49,8.522222,4.077778,11.661111,0.53975,30.48,0.966667,59.180735
