location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47107,2020-07-03,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,9,1,227,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,20,,19,-47,10,5.95,5.37,4.8,12.48,8.64,7.87,4.8,5.76,4.03,3.65,4.03,9.98,4.61,3.84,4.03,3.84,7.29,3.46,4.61,5.76,2.69,2.69,4.99,3.65,,6.14,24.38,4.8,,10.94,,,4.03,4.03,44.53,5.57,9.02,5.95,3.07,5.76,3.07,4.03,24.977778,18.633333,32.3,0.0,,19.111111,69.376536
US_TN_47107,2020-07-04,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,5,0,232,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-7,16,,,-23,,4.02,7.62,3.81,11.86,5.08,6.57,2.96,5.29,4.24,2.96,2.96,8.05,3.81,,5.08,3.6,8.05,3.18,,3.81,3.18,4.45,5.29,5.51,,10.17,25.84,6.57,,10.8,2.96,3.81,4.24,5.08,40.24,4.24,9.96,9.74,3.39,4.02,3.39,,25.5,19.166667,32.55,3.640667,,20.080247,71.655801
US_TN_47107,2020-07-05,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,5,0,237,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-6,0,,,-19,,5.17,7.46,2.87,15.88,7.27,6.32,3.64,6.89,5.17,,4.02,8.99,3.44,3.83,2.68,4.59,5.74,4.78,5.17,5.36,4.59,5.17,4.97,4.21,3.25,7.85,25.83,5.17,3.64,17.61,2.68,4.78,4.02,5.74,41.52,4.21,12.44,5.93,4.21,2.68,,2.87,25.572222,20.388889,32.355556,0.0254,,20.722222,73.817181
US_TN_47107,2020-07-06,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,2,0,239,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,10,5,,24,-26,6,3.88,8.11,4.94,14.82,6.88,8.29,3.7,6.88,7.06,,,10.23,3.53,5.12,3.53,4.59,10.05,5.12,3.17,5.12,2.65,,3.7,3.88,,10.94,29.81,5.82,2.65,13.41,3.17,3.53,3.53,4.76,43.92,4.59,12.17,6.53,5.64,4.41,3.7,4.06,25.033333,19.688889,31.394444,1.552222,,20.037037,73.235507
US_TN_47107,2020-07-07,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,4,0,243,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,3,6,,9,-24,5,5.96,8.41,2.8,18.23,9.11,5.43,3.51,4.73,4.91,3.86,,10.34,3.68,3.68,3.68,6.84,9.99,3.86,3.15,6.31,6.13,3.33,3.33,3.51,2.63,9.11,28.75,5.78,3.33,15.95,4.03,5.08,3.86,5.43,46.27,4.56,14.02,8.41,3.68,4.73,,4.56,24.933333,20.427778,30.638889,4.430889,,20.555556,76.114991
US_TN_47107,2020-07-08,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,12,0,255,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,6,5,,8,-23,5,3.57,8.03,4.82,16.23,6.78,,2.85,6.42,6.96,5.35,4.46,8.38,3.75,4.1,3.03,4.64,9.45,5.53,4.82,3.92,3.75,5.35,5.35,4.82,3.39,8.92,30.5,6.42,4.1,15.88,4.1,4.82,6.24,6.6,41.92,5.53,14.45,6.24,5.89,4.82,4.82,3.92,24.816667,20.194444,30.933333,3.358444,,20.82716,77.691376
US_TN_47107,2020-07-09,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,2,0,257,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,4,8,,20,-24,6,5.29,7.93,3.0,14.63,8.64,6.17,,7.4,,3.17,3.17,7.4,4.41,4.93,4.05,4.05,11.28,6.7,4.58,4.23,,4.41,6.34,4.76,3.88,8.99,25.73,5.64,4.76,11.63,3.17,4.05,3.17,4.93,44.06,4.05,11.81,7.23,5.99,5.82,3.7,4.76,25.15,19.872222,32.205556,5.503333,,20.833333,76.331635
US_TN_47107,2020-07-10,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,13,0,270,18,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-5,2,,16,-24,6,4.87,7.04,3.07,17.68,7.94,3.43,3.43,7.76,3.97,3.61,2.53,9.56,2.89,3.61,4.15,4.33,7.22,4.33,3.79,4.69,3.79,5.23,,4.33,3.97,9.74,27.07,5.77,,12.45,3.97,3.25,3.61,4.87,42.77,5.59,11.91,8.48,4.15,5.23,,4.33,25.888889,20.55,32.677778,2.7178,,21.222222,74.882157
US_TN_47107,2020-07-11,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,6,1,276,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,16,,,-6,,4.66,4.85,2.72,15.71,7.76,5.63,,6.4,6.6,,2.91,9.12,3.1,3.88,4.07,4.46,10.48,4.07,3.69,6.21,5.43,5.04,3.49,3.49,,7.95,24.25,3.69,,11.06,3.49,3.3,3.3,3.69,39.77,7.18,10.48,10.67,5.04,3.69,,2.72,25.427778,18.688889,31.455556,1.0414,,17.783951,62.03367
US_TN_47107,2020-07-12,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,8,0,284,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-1,5,,37,-11,,3.7,8.7,3.89,17.59,8.33,5.0,2.78,6.11,5.37,2.96,,8.52,2.59,3.15,2.96,3.7,7.59,3.89,3.89,6.48,3.7,5.37,5.55,4.81,4.81,6.67,27.77,8.15,4.26,12.41,4.26,3.15,5.37,4.26,42.59,5.18,10.18,8.15,2.96,6.3,2.96,4.07,22.722222,17.983333,29.666667,0.254,,17.635802,72.210572
US_TN_47107,2020-07-13,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,9,0,293,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,4,-1,,18,-22,5,8.01,6.05,,12.1,8.36,5.69,2.67,6.05,4.09,4.09,,10.85,4.63,5.51,3.91,3.38,11.39,5.16,,6.76,4.98,4.8,3.56,4.45,3.2,10.68,29.89,4.63,2.49,12.45,,2.67,3.02,4.45,46.26,7.83,10.85,8.72,6.76,4.98,,3.38,24.0,17.761111,31.122222,1.6764,,18.32716,70.056317
US_TN_47107,2020-07-14,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,14,0,307,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,3,3,,6,-24,4,5.65,10.95,3.53,15.37,5.83,6.36,,7.77,3.18,3.0,3.18,10.24,2.65,5.47,3.0,5.47,9.18,3.36,4.59,5.83,7.07,5.47,3.36,5.12,6.0,11.48,27.38,6.0,3.71,12.19,3.71,6.18,6.54,6.36,45.39,4.77,9.36,4.95,3.89,6.54,3.53,,24.627778,16.944444,32.488889,0.0,,17.024691,62.014134
US_TN_47107,2020-07-15,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,6,0,313,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,8,10,,7,-24,5,5.49,8.49,4.42,16.63,10.44,7.08,3.72,7.43,5.13,4.07,,10.44,2.48,5.13,3.89,4.78,8.67,5.66,3.19,4.07,6.72,4.42,2.83,4.95,3.72,10.09,28.31,5.84,2.65,16.1,3.36,6.9,4.07,6.55,43.35,5.49,13.27,5.31,5.13,6.55,,2.65,25.361111,17.688889,33.211111,0.0,,18.314815,64.566598
US_TN_47107,2020-07-16,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,13,0,326,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,3,8,,9,-25,6,4.86,6.66,5.4,11.7,9.0,7.2,,6.66,3.78,4.5,3.96,10.26,3.42,5.94,5.22,3.24,15.12,3.78,3.06,6.48,5.76,6.66,5.58,3.78,4.86,9.9,32.76,6.12,3.96,11.88,3.24,4.32,6.3,3.96,45.0,2.52,7.56,8.28,7.56,6.12,3.06,,27.388889,19.5,33.855556,0.0,,20.493827,65.370115
US_TN_47107,2020-07-17,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,25,0,351,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-5,4,,23,-21,5,3.8,7.07,3.8,14.86,6.7,7.07,3.62,5.8,3.08,3.62,2.72,5.98,4.89,,5.25,3.8,9.24,7.25,3.62,7.25,2.72,3.08,3.62,3.8,3.99,9.78,25.18,5.43,4.35,8.88,2.9,3.8,4.17,3.44,42.57,3.62,7.25,6.16,4.17,5.25,3.99,,27.133333,21.083333,34.155556,0.028222,,20.895062,68.249166
US_TN_47107,2020-07-18,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,3,0,354,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,14,,,-3,,5.45,6.42,5.45,13.81,6.81,3.69,,5.25,10.7,3.31,5.06,8.17,2.92,4.67,4.47,4.47,6.22,3.5,3.5,5.83,2.92,4.08,3.69,6.22,3.31,7.39,23.53,6.03,4.86,12.25,,3.69,3.89,5.06,40.45,,8.75,7.39,,5.64,4.08,2.72,27.172222,21.177778,34.338889,0.0,,21.17284,69.425876
US_TN_47107,2020-07-19,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,9,0,363,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,11,,35,-12,,5.44,7.88,4.32,16.32,6.38,4.69,,4.5,,4.88,,7.69,3.75,3.75,4.88,4.69,7.32,5.25,5.63,4.5,4.69,4.32,5.63,6.94,2.81,7.69,25.51,5.25,3.0,13.32,4.13,,6.0,3.94,43.9,2.81,11.44,10.32,3.38,5.82,,3.19,27.122222,21.244444,33.855556,0.169333,,21.475309,70.860304
US_TN_47107,2020-07-20,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,8,0,371,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,8,5,,23,-24,6,4.74,6.67,3.86,14.22,8.61,4.21,3.34,6.5,5.27,2.63,3.86,10.71,2.98,2.46,,4.57,11.41,3.34,,5.97,5.62,3.51,,4.92,4.21,10.89,25.82,3.86,,12.29,2.63,4.04,5.79,6.15,40.22,5.79,9.83,6.85,5.79,6.32,,3.51,27.05,21.288889,34.25,0.0762,,21.024691,69.227169
US_TN_47107,2020-07-21,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,11,0,382,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,1,0,,5,-22,5,3.0,5.47,3.35,16.07,9.89,6.71,3.18,9.36,2.83,3.35,,8.65,2.83,4.41,2.83,4.77,7.95,5.12,3.53,6.53,,2.83,4.94,6.18,3.71,8.65,24.54,3.71,3.35,13.59,2.47,4.77,5.83,4.77,41.31,3.53,11.3,9.0,4.06,5.65,3.53,2.83,26.0,20.594444,33.827778,1.834444,,21.018519,73.830192
US_TN_47107,2020-07-22,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,2,0,384,19,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,4,4,,3,-23,5,5.89,8.29,3.13,12.89,7.36,5.52,3.13,6.26,2.95,3.13,4.24,9.76,3.68,5.16,3.31,3.31,10.49,3.68,,3.31,2.95,8.29,,4.05,4.24,9.21,26.33,6.26,4.97,11.23,,5.52,5.52,8.1,41.06,4.97,8.84,6.81,4.6,6.44,,4.42,25.444444,20.75,32.283333,0.733778,,20.660494,74.317023
US_TN_47107,2020-07-23,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,9,1,393,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,2,7,,10,-23,5,7.85,8.56,4.64,14.09,10.17,4.99,5.71,5.71,3.21,,3.03,6.96,4.46,5.71,4.46,6.24,9.45,6.96,4.28,5.53,3.57,4.1,3.75,3.03,3.57,9.45,27.82,6.06,,9.45,2.67,4.1,4.99,5.71,42.63,3.92,8.56,8.38,3.92,4.28,,4.64,25.066667,20.983333,31.794444,1.8288,,20.91358,77.398932
US_TN_47107,2020-07-24,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,9,0,402,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-5,1,,22,-23,6,4.46,7.67,5.53,12.3,6.6,6.78,,5.53,5.53,,3.57,7.67,4.1,3.57,4.28,4.64,8.56,3.57,3.21,4.64,2.85,5.53,4.28,3.75,3.92,7.49,26.03,7.13,,8.74,,6.06,4.99,5.88,40.66,4.28,7.85,6.6,5.17,5.17,2.5,3.92,24.311111,21.055556,31.083333,5.7658,,21.049383,81.768217
US_TN_47107,2020-07-25,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,11,0,413,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,16,,,-2,,4.97,6.69,4.4,12.43,5.55,4.02,3.83,5.16,4.4,3.06,2.87,8.42,3.83,4.02,5.74,3.25,7.84,4.21,4.78,5.36,4.4,3.25,3.83,5.93,3.06,8.99,24.48,4.97,3.44,12.24,2.68,3.44,6.31,4.4,39.4,6.88,9.95,8.8,5.93,3.63,3.83,4.59,23.983333,19.988889,30.872222,2.737556,,20.506173,80.328458
US_TN_47107,2020-07-26,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,10,0,423,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,5,,33,-12,,5.89,7.6,3.61,11.78,5.51,6.65,3.42,5.89,4.75,3.99,3.8,10.26,2.66,3.23,5.13,3.8,8.55,4.18,4.37,3.61,4.75,,,3.8,3.42,7.22,22.04,5.89,2.85,11.21,3.23,3.99,4.18,3.99,42.17,6.08,10.07,6.08,4.94,5.32,6.46,2.85,24.238889,19.4,31.666667,1.8796,,20.234568,77.723142
US_TN_47107,2020-07-27,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,7,0,430,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-2,-2,,4,-24,5,6.83,7.0,2.45,16.8,6.13,7.88,3.33,5.95,3.33,2.63,2.98,8.05,2.98,4.9,4.38,5.78,8.23,4.9,3.33,4.03,6.13,5.08,3.15,3.33,3.68,10.5,27.13,4.2,2.8,13.65,2.63,2.8,5.78,5.95,39.74,6.13,11.38,7.35,3.85,3.5,,5.08,24.966667,19.644444,32.033333,4.938889,,20.919753,77.711978
US_TN_47107,2020-07-28,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,8,0,438,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,3,,9,-21,4,5.88,5.88,4.1,15.16,9.63,23.01,4.28,3.21,3.57,4.82,2.85,10.88,4.46,3.92,3.03,3.92,11.59,4.82,6.24,6.42,5.17,7.13,4.1,,5.17,9.81,27.64,5.17,3.75,12.66,3.39,5.88,3.39,5.71,39.41,4.28,9.45,6.42,4.64,4.1,2.85,4.82,24.95,20.738889,31.333333,3.725333,,21.351852,79.865145
US_TN_47107,2020-07-29,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,4,0,442,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,4,3,,9,-24,5,2.83,7.79,3.9,14.34,8.14,16.47,3.01,4.07,,4.78,3.01,10.09,4.43,3.01,5.13,7.26,10.8,5.31,3.9,4.96,5.31,6.38,6.91,4.6,3.72,7.61,28.86,6.2,4.07,8.32,3.9,4.43,5.49,5.31,43.56,6.02,10.62,6.73,5.67,6.2,3.19,3.54,25.466667,20.927778,31.8,4.5085,,21.635802,78.572829
US_TN_47107,2020-07-30,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,10,0,452,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-1,7,,6,-25,6,,9.02,3.81,16.47,11.44,10.4,3.64,6.59,5.03,3.81,,7.46,4.16,4.33,,4.85,11.1,6.93,4.16,4.85,4.68,5.38,6.24,3.64,3.64,12.66,24.27,5.38,3.12,10.75,3.29,2.95,4.16,4.33,40.4,4.68,8.67,6.59,7.46,4.51,,3.47,25.055556,21.788889,30.722222,4.120444,,22.339506,84.15365
US_TN_47107,2020-07-31,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,10,0,462,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,0,7,,22,-23,6,8.63,6.17,5.11,12.68,8.28,7.75,4.93,5.11,5.11,2.82,4.23,8.81,,3.35,5.29,2.47,6.34,5.64,3.7,5.11,5.81,3.17,4.05,4.76,2.47,10.04,26.95,7.4,,14.27,,4.23,6.69,4.93,43.16,7.4,9.34,3.88,3.88,4.4,2.82,4.58,26.233333,22.127778,32.338889,5.926667,,22.209877,77.897916
US_TN_47107,2020-08-01,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,10,0,472,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,4,19,,,-2,,6.28,8.57,4.38,15.23,6.66,9.33,,5.52,,2.86,3.43,8.0,,6.09,,3.81,11.99,5.33,3.05,5.52,3.05,4.95,4.38,5.33,,8.0,25.13,4.57,4.19,13.14,2.86,2.86,5.71,5.33,35.03,5.9,11.42,8.57,3.05,,,3.24,25.122222,21.427778,31.277778,11.740444,,20.802469,76.267334
US_TN_47107,2020-08-02,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,7,0,479,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,4,13,,26,-15,,4.38,7.8,3.62,16.17,7.99,8.18,3.23,3.62,2.85,4.0,6.47,9.7,2.85,4.95,,,24.54,4.18,4.76,7.04,2.85,5.52,6.66,6.28,3.81,7.23,29.49,7.04,3.62,13.51,,,4.0,4.38,39.76,4.95,11.61,7.99,3.42,3.04,4.76,,24.155556,20.105556,29.722222,0.0,,18.265432,68.911509
US_TN_47107,2020-08-03,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,10,0,489,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,13,7,,13,-23,5,6.2,6.72,5.0,16.71,9.82,6.03,6.38,5.34,5.0,2.76,4.48,8.79,4.82,2.58,3.79,5.34,13.96,3.96,3.79,7.41,4.13,4.82,4.82,4.13,5.34,7.58,30.5,6.03,3.45,12.23,,5.51,6.03,7.24,43.42,5.0,12.75,6.89,6.38,6.89,,4.48,22.694444,18.394444,29.177778,1.044222,,18.845679,78.010073
US_TN_47107,2020-08-04,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,4,0,493,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,8,11,,8,-21,4,7.87,7.34,4.9,15.56,9.97,9.27,3.85,5.25,4.02,3.32,4.72,10.49,5.07,9.09,3.15,5.77,10.32,6.64,,5.6,6.29,5.95,4.02,5.95,4.55,11.54,27.45,6.12,3.15,12.41,2.45,5.07,6.64,6.12,41.79,6.29,9.09,7.0,6.12,5.95,4.02,3.32,23.15,18.583333,29.3,3.697111,,19.382716,78.460064
US_TN_47107,2020-08-05,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,5,0,498,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,11,9,,12,-21,4,5.42,4.72,3.84,18.69,5.94,7.69,3.67,6.29,4.54,,4.89,7.16,2.62,3.49,5.59,7.16,7.86,4.19,3.67,4.02,3.84,3.84,3.84,7.69,,10.13,27.77,5.59,4.19,11.35,3.14,5.07,8.38,6.64,43.32,4.37,8.56,7.69,2.97,5.94,3.49,3.84,23.255556,18.216667,29.888889,1.4605,,19.185185,76.861414
US_TN_47107,2020-08-06,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,11,0,509,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,8,10,,14,-23,4,5.61,5.08,7.01,14.55,8.41,4.73,,4.91,5.26,3.86,4.38,11.22,5.61,5.79,3.68,2.63,9.82,5.26,4.73,6.49,5.43,5.08,3.86,4.38,5.26,8.06,30.16,8.77,4.56,11.92,,5.61,5.43,6.66,41.02,4.91,9.82,5.96,5.26,5.08,2.81,4.03,23.355556,18.755556,30.066667,4.79425,,20.17284,81.621765
US_TN_47107,2020-08-07,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,15,0,524,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,-2,-1,,12,-21,3,3.35,7.75,3.88,11.81,8.99,6.17,3.17,4.58,4.05,3.7,2.47,9.87,5.11,,2.82,4.23,7.58,4.41,4.76,3.7,3.0,4.23,2.47,4.76,3.35,10.57,26.43,8.99,,9.87,3.35,5.82,6.7,6.34,36.48,3.88,10.22,5.99,4.41,4.93,,4.93,23.866667,18.922222,30.633333,2.878667,,19.950617,78.132626
US_TN_47107,2020-08-08,ChIJT5Yu-eU_XogRQAnU3e8XUyM,Q494636,geoId/47107,US,United States of America,TN,Tennessee,47107,McMinn County,US,USA,2,7,0,531,20,,,52931,25861,27070,5869,6666,6295,5838,6689,7581,6959,4619,2415,1848190,35.42,-84.62,1119,74.822222,2,13,,,2,-3,6.83,7.61,8.19,13.46,6.44,3.51,2.73,3.12,3.12,3.12,,10.73,3.51,5.07,6.05,5.66,10.53,4.49,4.1,7.22,4.68,3.51,4.29,4.1,,4.68,26.14,8.0,,11.12,,2.73,3.32,,40.57,5.66,10.92,5.46,6.44,2.73,3.12,,24.283333,18.116667,31.922222,0.028222,,19.135802,72.231111
