location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18135,2020-01-01,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,,10.19,,12.4,9.74,,27.01,6.64,30.11,,2.088889,-0.15,7.022222,0.0762,,-3.055556,69.136657
US_IN_18135,2020-01-02,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,9.17,7.8,11.47,15.14,10.09,7.8,30.73,8.26,38.53,,5.555556,0.838889,10.572222,0.0,,-1.366667,61.328752
US_IN_18135,2020-01-03,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,,,9.6,23.31,10.51,10.05,27.88,,36.1,,8.277778,4.75,10.188889,10.668,,7.377778,94.173436
US_IN_18135,2020-01-04,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,,12.4,7.8,16.53,9.64,7.35,25.71,7.8,42.7,,3.838889,0.733333,8.3,4.03225,,2.35,90.187493
US_IN_18135,2020-01-05,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,9.84,8.95,,16.55,,,31.31,8.05,40.25,,1.077778,-2.383333,7.055556,0.508,,-3.2,73.340691
US_IN_18135,2020-01-06,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,,9.49,10.78,17.25,13.37,10.35,22.86,8.2,35.8,,2.677778,-2.544444,6.844444,0.0,,-2.838889,67.364174
US_IN_18135,2020-01-07,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,,7.95,,13.12,7.95,,26.64,8.75,35.0,9.15,1.361111,-3.483333,7.5,0.0,,-4.483333,65.649251
US_IN_18135,2020-01-08,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,7.85,6.28,,12.16,14.12,6.67,21.97,,31.78,10.98,0.088889,-3.744444,5.8,0.0,,-6.705556,60.562444
US_IN_18135,2020-01-09,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,,5.87,6.65,15.64,9.78,,24.25,7.43,36.37,10.17,0.85,-5.033333,11.872222,0.0,,-6.716667,57.26521
US_IN_18135,2020-01-10,ChIJiSME_cldFYgR2wqc2zacceU,Q506552,geoId/18135,US,United States of America,IN,Indiana,18135,Randolph County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24907,12209,12698,3009,3312,2745,2641,3061,3478,3207,2144,1310,1802230,40.15,-85.01,1174,78.4,,,,,7.91,8.29,6.4,11.3,6.03,,17.71,,26.37,7.16,10.333333,7.072222,13.111111,12.474222,,6.144444,75.793243
