location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13231,2020-01-01,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,10.46,19.34,20.39,10.98,38.69,7.138889,1.077778,14.4,0.0,-2.666667,49.874136
US_GA_13231,2020-01-02,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,8.42,22.09,34.72,,45.24,8.311111,3.338889,12.772222,0.145143,4.194444,75.528694
US_GA_13231,2020-01-03,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,13.41,21.15,29.4,,48.49,15.744444,8.077778,20.527778,17.743714,14.494444,92.507356
US_GA_13231,2020-01-04,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,10.76,19.37,17.22,,32.82,14.177778,8.8,18.333333,25.617714,10.138889,76.717187
US_GA_13231,2020-01-05,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,8.01,13.34,21.89,,40.57,5.361111,-0.4,14.733333,0.4572,-2.744444,56.015915
US_GA_13231,2020-01-06,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,11.07,15.88,19.73,,41.38,8.011111,0.727778,17.8,0.0,1.416667,63.307783
US_GA_13231,2020-01-07,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,10.05,15.08,21.93,7.77,42.04,11.305556,3.583333,16.6,0.1905,3.65,59.326749
US_GA_13231,2020-01-08,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,8.48,19.19,30.35,,35.26,7.883333,0.327778,16.866667,0.0,-3.3,45.309409
US_GA_13231,2020-01-09,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,10.25,12.03,24.07,,37.89,7.822222,-0.672222,18.338889,0.0,-0.061111,57.691622
US_GA_13231,2020-01-10,ChIJ8x6RORhe9IgRTsaoPio4pEA,Q491533,geoId/13231,US,United States of America,GA,Georgia,13231,Pike County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18204,8942,9262,1947,2788,2066,2053,2660,2729,2024,1355,582,1029445,33.09,-84.39,568,77.175,,,,7.14,12.18,21.41,6.3,39.88,15.055556,10.55,19.988889,0.0,9.538889,69.691742
