location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PA_42065,2020-01-01,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,5.16,10.33,3.87,6.2,9.04,6.71,6.45,4.91,16.52,4.65,12.13,,8.0,7.74,6.2,5.94,,7.23,6.71,4.91,5.42,28.66,6.2,6.2,3.87,,7.23,43.11,4.65,8.0,7.23,3.87,4.39,-1.572222,-3.122222,2.3,1.143,-5.866667,72.632549
US_PA_42065,2020-01-02,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,5.32,7.32,3.1,6.65,7.54,6.43,7.76,4.88,19.95,3.1,11.53,,6.65,10.64,4.66,5.76,5.54,4.43,4.43,4.88,6.65,30.81,9.09,5.54,3.77,3.77,5.54,41.89,5.54,7.98,5.54,4.66,3.99,1.988889,-3.494444,7.655556,0.0508,-4.505556,62.414694
US_PA_42065,2020-01-03,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.48,7.77,4.32,7.77,6.91,6.48,7.12,5.18,18.57,3.24,10.79,3.45,5.18,8.2,3.89,4.96,4.96,4.53,3.45,4.75,8.42,31.52,5.4,6.69,4.75,6.69,6.91,39.72,5.4,7.77,7.34,,4.75,7.75,3.444444,9.405556,2.413,5.855556,87.985196
US_PA_42065,2020-01-04,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.24,8.33,,12.23,5.72,,7.29,5.46,22.11,3.64,10.41,,4.42,5.98,6.5,5.98,6.5,,5.2,,6.5,29.4,4.68,7.03,3.9,5.98,9.37,44.23,4.68,7.03,5.2,4.42,5.46,6.355556,1.716667,9.45,6.265333,5.227778,92.577181
US_PA_42065,2020-01-05,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.84,7.86,4.56,8.87,10.14,7.61,4.06,5.83,18.51,6.59,12.93,,4.82,10.65,7.61,8.37,6.08,5.07,5.83,4.56,8.37,25.1,7.86,8.37,,4.56,4.56,48.17,,7.61,,,,-1.261111,-2.466667,3.4,0.762,-4.694444,77.799511
US_PA_42065,2020-01-06,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.72,6.97,4.95,12.37,9.45,5.85,7.42,,17.55,,11.47,,6.52,9.22,5.85,4.05,5.85,6.07,3.15,3.6,7.87,26.99,4.95,8.1,4.5,,4.5,42.29,3.37,7.2,6.07,6.07,,1.305556,-2.127778,3.988889,0.479778,-4.172222,66.993878
US_PA_42065,2020-01-07,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.46,7.36,,9.58,5.35,5.57,5.79,3.12,16.49,6.46,8.91,,5.57,10.92,7.13,7.13,8.25,4.68,4.01,3.57,6.91,31.2,8.69,6.69,3.79,4.01,6.46,40.79,5.35,6.91,6.02,3.79,5.57,-0.933333,-4.183333,2.533333,0.127,-5.311111,72.353497
US_PA_42065,2020-01-08,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,3.85,7.48,3.85,9.75,6.8,6.57,4.31,6.57,15.41,4.99,7.25,,7.93,7.48,4.08,5.67,7.03,7.03,4.31,4.31,8.84,25.39,7.03,6.12,3.63,3.85,6.12,41.03,3.17,4.08,7.25,4.08,4.08,-2.25,-5.594444,0.861111,0.762,-6.561111,72.424838
US_PA_42065,2020-01-09,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.21,5.98,3.91,10.34,7.36,7.12,9.65,5.75,14.02,3.45,10.57,3.68,5.98,9.42,4.37,3.68,4.14,4.83,3.22,5.75,6.44,25.28,,7.58,3.91,5.52,9.88,39.53,5.52,8.28,3.91,5.52,4.37,-5.966667,-11.9,0.255556,0.0762,-12.011111,62.424507
US_PA_42065,2020-01-10,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.75,8.13,,9.04,5.88,8.36,6.78,,18.98,3.39,10.17,,6.33,13.78,5.65,7.23,4.29,4.97,4.07,4.29,6.33,26.89,6.1,4.97,4.97,4.29,5.2,43.16,5.65,7.91,8.13,7.68,4.75,3.611111,-3.022222,8.127778,0.127,-2.188889,66.268306
US_PA_42065,2020-01-11,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.27,9.81,7.9,8.99,11.99,7.36,9.81,5.45,15.8,6.27,8.72,,,12.81,5.45,7.9,5.18,,,4.63,8.17,25.61,5.18,7.08,5.99,8.72,5.18,44.68,5.99,10.63,5.99,4.9,5.18,12.433333,3.672222,18.738889,4.3815,8.438889,77.044466
US_PA_42065,2020-01-12,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,3.9,6.77,,14.31,7.81,8.07,8.07,4.68,12.49,5.46,10.93,4.42,6.51,8.33,4.42,5.2,4.42,3.64,8.07,5.72,5.46,26.02,5.2,7.55,4.42,4.94,7.55,40.85,4.42,7.03,,,,9.194444,2.005556,18.205556,3.838222,5.427778,77.397954
US_PA_42065,2020-01-13,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.21,4.6,4.37,5.99,8.06,6.45,7.83,4.83,17.03,3.45,8.98,,3.45,10.82,3.22,9.21,4.83,8.52,3.68,6.21,7.83,23.02,7.14,7.14,6.45,5.99,8.29,37.75,,7.6,3.68,4.83,4.37,3.672222,-0.255556,12.938889,0.5588,0.483333,79.705415
US_PA_42065,2020-01-14,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,7.42,7.42,6.03,9.51,8.12,6.96,8.35,4.87,15.77,5.8,6.96,,,10.44,6.03,5.57,6.03,5.1,,4.17,8.12,28.3,7.42,3.25,3.94,3.25,6.49,44.99,,6.73,6.03,6.49,5.57,3.344444,-1.261111,9.15,0.0,1.444444,87.427384
US_PA_42065,2020-01-15,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,5.38,11.24,5.15,12.87,10.06,6.09,5.15,6.79,16.85,4.68,7.02,4.92,3.75,11.47,,6.09,7.49,5.15,3.75,6.55,5.15,29.26,3.51,5.62,5.38,7.02,6.79,43.3,,4.21,6.32,3.75,4.21,5.005556,-0.844444,10.427778,0.112889,0.527778,72.863039
US_PA_42065,2020-01-16,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,5.08,7.17,4.39,9.24,7.63,6.24,5.08,3.24,14.56,3.93,8.78,,5.08,9.94,6.7,5.78,,4.62,4.62,4.39,7.17,26.35,3.93,5.32,5.32,,6.01,41.83,,6.93,6.47,4.16,3.47,3.405556,-2.327778,10.188889,1.9685,-0.755556,74.465177
US_PA_42065,2020-01-17,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.54,7.75,5.81,12.11,6.54,3.39,5.09,4.12,15.5,3.88,11.87,,3.88,12.11,4.84,5.81,5.09,4.84,4.6,3.63,8.96,30.76,7.75,6.06,4.36,5.57,5.81,38.27,5.33,10.17,5.81,6.54,5.33,-5.144444,-7.594444,-1.977778,0.53975,-11.005556,63.677797
US_PA_42065,2020-01-18,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.39,8.01,3.62,12.4,7.23,5.17,6.72,5.68,18.6,6.2,11.11,,6.72,6.98,4.13,4.91,9.56,4.39,4.13,7.75,5.68,21.44,7.49,9.56,,6.98,,38.49,6.98,7.23,5.94,3.88,,-4.011111,-7.627778,3.583333,0.09525,-7.583333,76.272641
US_PA_42065,2020-01-19,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,,9.88,6.24,8.58,7.54,7.8,9.1,5.2,16.91,,10.14,3.9,4.68,7.54,3.9,4.42,5.98,5.46,6.24,4.68,6.24,25.49,4.42,7.8,,4.68,6.5,51.77,4.68,9.37,8.32,4.68,3.64,-2.7,-9.116667,5.122222,10.63625,-6.027778,77.958604
