location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PA_42065,2020-01-20,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.28,9.54,4.02,15.32,10.55,7.28,9.54,7.03,19.84,,11.8,,8.04,9.79,6.28,7.28,7.79,5.27,6.03,4.52,7.53,26.12,9.79,7.79,5.53,3.52,5.27,51.98,,8.79,6.53,5.02,5.02,-8.161111,-11.388889,-1.166667,0.254,-13.05,68.321666
US_PA_42065,2020-01-21,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,3.95,7.44,6.28,10.69,11.16,5.81,4.42,5.35,21.62,,10.0,3.49,6.04,12.09,5.35,5.35,6.97,5.35,4.88,7.21,7.9,29.06,8.37,7.44,5.81,6.28,5.11,41.84,5.11,8.6,5.58,5.81,3.25,-7.944444,-12.727778,-3.633333,0.0,-12.116667,72.116359
US_PA_42065,2020-01-22,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,3.98,6.32,,11.0,6.55,,6.08,5.38,18.72,4.21,10.06,,4.45,11.23,4.68,5.38,4.91,6.32,,10.06,7.25,26.67,5.38,4.45,3.98,6.79,8.42,42.81,4.91,5.15,4.21,5.38,3.27,-6.933333,-13.472222,1.327778,0.0,-12.05,67.037997
US_PA_42065,2020-01-23,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.36,6.6,4.71,9.9,8.25,4.01,8.96,8.72,22.16,,7.31,,4.48,9.9,5.18,7.78,5.66,4.71,3.3,4.48,6.6,32.76,8.01,5.89,5.66,,5.89,45.49,7.07,6.83,9.9,4.24,5.66,-2.977778,-11.4,4.8,0.0,-9.622222,60.857964
US_PA_42065,2020-01-24,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,5.82,7.92,,10.01,5.59,8.62,5.36,6.75,21.66,3.26,8.15,,5.12,10.48,5.82,5.12,6.75,6.99,,5.82,6.99,30.27,6.99,5.82,3.73,3.49,6.99,44.01,,7.92,5.36,,3.96,1.805556,-3.077778,5.85,0.0,-4.661111,62.449881
US_PA_42065,2020-01-25,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.09,9.55,4.09,12.56,8.19,4.37,,4.37,23.2,,11.19,,7.1,7.92,3.82,4.91,5.73,7.64,6.55,5.73,5.19,31.94,13.1,6.55,4.91,7.92,6.01,45.59,5.19,7.64,8.19,,4.37,3.594444,-0.416667,5.872222,12.389556,2.111111,90.120718
US_PA_42065,2020-01-26,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.59,8.42,,9.69,4.33,4.85,,9.69,25.5,7.4,7.14,4.08,4.85,10.46,4.59,7.91,4.33,4.85,5.1,6.89,9.69,33.15,7.65,6.63,,7.4,10.46,42.33,5.87,5.87,5.61,6.38,4.33,0.105556,-0.65,3.227778,2.116667,-1.661111,88.029839
US_PA_42065,2020-01-27,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.57,10.06,,10.75,6.63,5.03,7.09,,23.32,3.66,8.23,,5.72,9.6,3.2,6.17,3.43,6.86,4.12,4.34,8.46,30.87,7.09,7.77,5.72,4.8,5.49,44.58,5.26,7.77,6.86,6.17,6.4,-0.061111,-0.744444,0.738889,0.34925,-1.744444,88.630558
US_PA_42065,2020-01-28,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,3.68,8.05,4.14,10.59,8.74,5.98,5.98,,23.24,3.68,10.59,,,10.59,5.75,5.98,5.06,4.14,4.14,6.44,9.44,33.83,7.36,5.06,5.75,4.14,6.67,41.19,,7.36,5.29,5.75,6.9,-0.227778,-0.883333,0.788889,0.395111,-2.566667,84.654459
US_PA_42065,2020-01-29,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,,5.56,3.71,11.81,11.12,7.88,5.1,3.94,17.84,,6.72,,5.56,10.66,6.49,5.79,3.71,5.79,5.1,5.33,11.58,34.75,6.25,5.33,6.25,4.17,7.18,36.6,3.48,9.5,3.94,3.24,4.87,-1.277778,-3.172222,1.077778,0.254,-5.794444,72.270341
US_PA_42065,2020-01-30,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,6.92,6.92,3.92,10.6,16.13,5.99,5.07,,27.89,4.61,7.38,3.69,4.38,14.29,5.53,5.76,5.53,5.53,3.92,6.22,8.53,35.26,5.76,5.53,3.92,5.3,4.38,44.48,3.46,7.38,6.45,6.68,,-4.072222,-8.811111,1.2,0.0254,-8.327778,72.654346
US_PA_42065,2020-01-31,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,,5.12,5.35,8.6,8.14,4.88,6.28,3.95,29.3,5.81,10.23,,4.42,9.77,6.05,6.05,8.14,3.25,3.95,5.58,9.3,50.92,6.51,5.35,5.81,4.42,5.35,37.67,,11.86,7.44,6.51,6.98,0.2,-4.255556,3.122222,0.0,-4.455556,71.446643
US_PA_42065,2020-02-01,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.92,6.21,6.21,9.06,6.99,5.43,5.69,,24.07,5.18,9.06,,,7.25,5.69,5.18,3.88,,5.18,4.92,7.25,31.57,5.18,5.18,3.62,3.62,4.92,38.82,,5.18,8.54,,4.66,0.194444,-1.877778,2.622222,0.5715,-1.644444,87.651048
US_PA_42065,2020-02-02,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,7.63,8.35,,10.97,8.59,3.34,6.44,,16.46,,8.35,3.58,,6.44,5.25,3.82,,,4.06,6.44,6.44,27.91,5.01,6.68,3.34,6.92,5.49,42.23,3.58,3.34,6.92,,4.77,0.927778,-1.594444,5.655556,0.889,-1.422222,84.378648
US_PA_42065,2020-02-03,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,,5.49,4.78,10.03,8.36,5.25,7.17,4.06,23.64,5.25,9.31,,5.01,9.08,4.06,4.54,5.25,4.06,,5.25,6.93,31.53,8.6,10.51,5.01,5.49,4.3,41.8,3.34,9.79,5.73,4.3,5.01,7.638889,-0.2,14.616667,0.7112,0.794444,62.087646
US_PA_42065,2020-02-04,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,5.96,8.48,5.27,9.17,10.54,6.42,6.88,4.13,19.94,,11.46,4.13,5.96,10.54,8.48,5.27,7.11,3.67,4.13,4.58,7.11,25.44,7.79,3.44,5.04,4.36,9.17,38.05,3.9,7.11,5.96,6.65,5.04,10.244444,3.533333,14.277778,0.03175,5.055556,70.307021
US_PA_42065,2020-02-05,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,,6.0,4.38,6.92,11.3,6.0,6.69,4.38,20.98,,8.3,4.15,4.15,12.68,3.46,5.53,6.46,6.69,,4.84,6.92,33.44,5.3,5.53,5.07,4.15,5.3,35.74,4.15,6.0,6.46,6.46,6.23,0.466667,-1.772222,6.4,2.88925,-2.955556,77.930231
US_PA_42065,2020-02-06,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,9.31,8.86,,9.31,8.18,6.13,5.91,6.82,15.9,6.59,6.59,,5.91,12.95,6.36,5.91,5.22,,5.45,5.68,7.04,28.85,6.82,5.45,3.86,5.45,5.45,39.76,5.0,7.72,5.68,6.82,4.32,1.861111,-1.655556,4.95,5.55625,0.572222,91.17143
US_PA_42065,2020-02-07,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.69,9.38,4.44,10.86,11.11,5.18,5.68,6.91,20.74,3.7,6.42,,5.43,9.63,3.7,3.46,6.91,,,3.95,7.41,25.18,4.69,5.18,6.17,5.43,6.91,44.69,3.7,9.38,4.94,6.91,4.94,-0.272222,-3.866667,4.666667,8.509,-1.522222,91.314045
US_PA_42065,2020-02-08,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,4.98,9.41,5.81,11.9,6.92,5.26,5.26,4.15,17.99,3.87,8.03,,4.98,8.03,5.81,,4.15,4.7,4.98,4.98,4.15,27.4,5.54,6.64,,4.15,3.87,33.48,6.92,11.9,7.47,4.43,,-3.161111,-5.472222,0.416667,2.413,-6.1,80.310534
US_PA_42065,2020-02-09,ChIJG0U4It3pzIkRm_wUxTgIM5g,Q494156,geoId/42065,US,United States of America,PA,Pennsylvania,42065,Jefferson County,US,USA,2,,,,,,,43818,21777,22041,5108,5198,4902,4852,5111,6380,6119,3735,2413,416696,41.13,-79.0,1701,77.746154,,,,,,8.56,8.81,7.52,10.89,11.41,7.78,7.78,,19.45,5.19,11.67,4.93,4.67,10.37,3.89,7.0,5.45,5.45,3.63,3.89,9.07,33.97,,7.78,3.63,6.74,9.59,44.08,5.96,8.04,9.07,8.56,3.89,-0.972222,-3.944444,2.227778,0.34925,-3.788889,81.327209
