location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AZ_04012,2020-01-12,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,7.39,9.24,6.28,9.61,7.76,10.35,14.41,8.13,31.04,7.02,9.033333,1.061111,17.055556,0.0,-2.851852,43.930853
US_AZ_04012,2020-01-13,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,,8.33,,10.33,9.33,6.0,23.66,4.67,33.65,5.66,9.761111,1.833333,18.194444,0.0,-1.166667,47.260633
US_AZ_04012,2020-01-14,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,4.99,8.98,4.99,9.98,6.99,6.66,14.64,5.33,29.29,4.99,10.588889,2.888889,19.322222,0.0,-0.635802,46.468285
US_AZ_04012,2020-01-15,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,4.83,9.02,7.41,9.99,8.38,8.38,22.88,5.48,31.91,8.38,11.005556,3.494444,19.133333,0.0,0.055556,47.272572
US_AZ_04012,2020-01-16,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,4.91,8.9,4.91,9.82,7.06,8.29,20.25,7.37,34.37,7.06,11.15,4.711111,18.872222,0.0,1.802469,53.103019
US_AZ_04012,2020-01-17,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,6.79,7.97,,9.15,7.97,8.56,20.95,5.61,34.23,4.13,12.183333,4.405556,18.444444,0.0,2.919753,54.952969
US_AZ_04012,2020-01-18,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,10.84,9.03,4.51,9.63,8.43,7.53,16.25,4.21,45.45,,11.733333,4.333333,19.688889,0.0,-2.759259,38.676
US_AZ_04012,2020-01-19,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,7.46,6.6,5.16,13.48,,7.17,19.5,7.46,38.15,4.59,14.05,5.35,22.422222,0.0,-4.450617,28.508325
US_AZ_04012,2020-01-20,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,7.15,7.43,6.86,12.29,10.29,6.58,19.15,6.58,34.59,6.58,15.766667,8.483333,21.827778,0.0,-1.333333,31.669259
US_AZ_04012,2020-01-21,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,4.94,6.31,4.67,15.64,9.88,9.06,24.7,7.13,37.05,4.39,13.561111,10.672222,18.833333,0.435429,6.135802,62.793506
US_AZ_04012,2020-01-22,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,5.17,7.18,,19.54,8.91,8.91,30.17,6.9,39.65,5.75,11.922222,6.355556,18.3,0.2032,7.777778,76.822795
US_AZ_04012,2020-01-23,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,7.43,6.57,4.29,18.58,9.72,8.86,19.44,,32.59,6.86,13.338889,6.338889,21.244444,0.0,5.537037,60.512605
US_AZ_04012,2020-01-24,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,6.27,8.54,4.56,19.94,8.54,7.41,29.91,,31.05,7.12,14.444444,6.888889,22.083333,0.0,3.154321,47.548294
US_AZ_04012,2020-01-25,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,9.53,9.22,,23.35,,6.14,28.27,8.3,31.65,6.45,13.788889,5.861111,22.35,0.0,3.191358,49.512962
US_AZ_04012,2020-01-26,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,7.27,9.09,,40.91,9.39,7.58,35.76,,37.27,6.36,13.75,5.927778,22.15,0.0,3.549383,51.295139
US_AZ_04012,2020-01-27,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,5.67,7.55,5.35,32.42,10.07,9.44,36.82,5.04,38.08,4.41,15.944444,7.372222,22.988889,0.0,3.216049,43.320479
US_AZ_04012,2020-01-28,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,10.48,8.52,,19.33,17.04,12.45,32.76,5.57,28.83,7.86,15.205556,7.638889,22.494444,0.0,-2.771605,29.570669
US_AZ_04012,2020-01-29,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,6.27,7.21,5.33,21.95,10.97,10.35,26.97,,35.75,4.7,13.45,6.394444,20.966667,0.0,-0.648148,38.963653
US_AZ_04012,2020-01-30,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,,9.59,,27.76,12.23,,34.04,,29.75,5.62,14.644444,7.855556,20.644444,0.0,-3.148148,30.543781
US_AZ_04012,2020-01-31,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,5.76,7.12,,29.83,8.47,6.78,31.18,5.08,33.9,,15.05,7.144444,22.122222,0.0,-3.537037,28.441262
US_AZ_04012,2020-02-01,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,,9.56,,20.64,8.03,10.71,19.11,7.65,34.41,5.74,15.161111,6.683333,24.3,0.0,-2.950617,29.577667
US_AZ_04012,2020-02-02,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,7.14,12.03,5.26,21.05,11.28,11.28,30.82,9.4,39.09,8.65,15.544444,6.138889,24.916667,0.0,-0.462963,34.060702
US_AZ_04012,2020-02-03,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,5.42,11.16,,20.4,13.71,5.42,26.78,4.78,32.51,,14.405556,7.472222,24.272222,0.0,-5.833333,25.198255
US_AZ_04012,2020-02-04,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,,8.37,4.51,19.97,10.95,8.05,25.76,4.83,28.02,8.7,7.327778,1.405556,13.805556,0.0,-16.302469,17.475093
US_AZ_04012,2020-02-05,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,7.01,8.68,9.02,22.71,7.35,8.35,24.38,,29.72,,7.405556,1.761111,13.077778,0.0,-15.790123,18.261753
US_AZ_04012,2020-02-06,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,5.51,12.4,5.51,17.22,7.23,7.58,24.11,6.2,31.0,5.51,8.144444,0.316667,17.55,0.0,-9.222222,28.862831
US_AZ_04012,2020-02-07,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,,10.42,,18.76,10.77,6.6,22.93,6.95,32.31,5.91,11.144444,1.788889,20.783333,0.0,-3.388889,36.405185
US_AZ_04012,2020-02-08,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,5.74,6.12,8.03,15.29,14.91,8.41,19.12,8.41,31.36,,13.083333,3.805556,22.661111,0.0,-1.617284,36.602323
US_AZ_04012,2020-02-09,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,6.68,9.65,9.65,9.65,9.65,,25.24,,32.29,,14.527778,5.188889,22.583333,0.0,-0.012346,37.501471
US_AZ_04012,2020-02-10,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,8.07,9.36,,16.45,6.13,6.45,23.23,,36.78,6.13,14.227778,8.577778,20.355556,0.0,3.722222,50.550462
US_AZ_04012,2020-02-11,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,8.18,9.49,,15.71,7.2,6.87,24.21,6.87,31.09,8.51,12.133333,7.861111,18.038889,4.430889,0.148148,49.257256
US_AZ_04012,2020-02-12,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,,6.64,7.34,11.19,10.49,,22.02,5.24,39.84,,10.127778,2.377778,18.194444,0.8636,-3.179012,43.05874
US_AZ_04012,2020-02-13,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,5.32,7.1,,11.36,10.65,8.16,20.59,,38.33,6.03,11.116667,2.344444,19.605556,0.0,-1.234568,44.428266
US_AZ_04012,2020-02-14,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,,,,,,,,9.46,,14.37,9.11,5.61,25.23,,31.19,6.31,12.572222,3.966667,21.094444,0.0,-0.41358,42.337053
US_AZ_04012,2020-02-15,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-2,-9,24,-4,-9,,,11.45,5.73,12.6,7.63,12.6,20.61,,33.59,6.49,13.272222,5.005556,22.327778,0.0,-0.154321,41.034365
US_AZ_04012,2020-02-16,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,4,3,1,-6,-5,,7.23,7.96,5.06,12.29,6.15,11.93,24.59,,34.71,6.51,14.577778,5.5,23.277778,0.0,0.493827,39.119092
US_AZ_04012,2020-02-17,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-4,-12,-19,26,-24,,5.77,8.66,,13.71,10.83,10.47,20.57,5.05,38.98,7.22,15.844444,6.866667,23.933333,0.0,0.765432,36.840397
US_AZ_04012,2020-02-18,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-8,-4,-12,-2,-1,,,8.46,7.1,10.49,10.82,6.09,26.05,,34.5,6.43,15.772222,7.338889,24.222222,0.0,-1.32716,32.676989
US_AZ_04012,2020-02-19,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-2,-5,-6,2,-1,,5.42,15.23,7.45,13.88,9.82,10.83,20.99,7.79,36.23,5.08,15.672222,7.722222,24.061111,0.0,-1.345679,32.863608
US_AZ_04012,2020-02-20,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-6,-10,-5,-1,-4,,,,7.86,10.6,10.94,6.5,25.3,7.52,36.92,5.47,16.527778,7.577778,24.7,0.0,-3.240741,26.611586
US_AZ_04012,2020-02-21,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-11,-15,-17,-10,0,,7.53,11.64,5.82,10.96,10.96,9.93,21.23,5.82,42.8,6.85,18.327778,10.372222,25.294444,0.0,-1.993827,26.260012
US_AZ_04012,2020-02-22,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-16,-19,-19,-14,-14,,6.09,5.38,5.02,,9.68,7.88,25.09,,33.33,6.09,16.933333,12.038889,24.088889,0.508,6.740741,53.206148
US_AZ_04012,2020-02-23,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-10,-7,-19,-3,-5,,6.64,8.59,,11.72,7.81,5.47,23.04,7.81,29.68,6.64,13.905556,8.7,20.1,6.237111,6.876543,63.856315
US_AZ_04012,2020-02-24,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-11,-14,-24,-7,1,,,12.37,7.21,15.12,8.93,9.28,26.11,,38.82,5.84,14.861111,7.733333,22.861111,0.0254,7.166667,61.169774
US_AZ_04012,2020-02-25,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-11,-16,-15,-2,-1,,7.13,12.23,,15.62,9.85,9.51,26.49,,34.31,,16.044444,8.25,22.761111,0.0,-3.45679,27.848125
US_AZ_04012,2020-02-26,ChIJ3f7Q5PTk04ARcPUqZ1wzDcg,Q58759,geoId/04012,US,United States of America,AZ,Arizona,04012,La Paz County,US,USA,2,,,,,,,20706,10634,10072,1921,1914,1844,1730,1604,2271,3001,4198,2223,1832197,33.840278,-113.942778,11690,76.728571,-3,-11,-4,0,2,,6.28,8.02,,25.11,15.0,4.88,32.44,6.63,33.13,6.28,13.716667,6.35,20.5,0.0,-9.858025,19.243143
