location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19147,2020-01-01,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,28.84,43.84,-3.744444,-9.055556,2.633333,0.0,-5.977778,84.617786
US_IA_19147,2020-01-02,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,30.18,45.27,0.95,-2.394444,2.727778,0.0,-0.294444,91.517459
US_IA_19147,2020-01-03,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,18.9,33.35,-0.616667,-3.333333,1.094444,0.0,-1.333333,95.00325
US_IA_19147,2020-01-04,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,,23.19,-3.972222,-7.9,0.122222,1.052286,-5.116667,91.894514
US_IA_19147,2020-01-05,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,21.92,48.45,0.622222,-4.033333,3.966667,0.0508,-2.594444,79.223192
US_IA_19147,2020-01-06,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,18.55,45.89,-2.344444,-6.305556,2.0,0.0,-4.572222,84.890006
US_IA_19147,2020-01-07,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,33.02,38.53,-2.783333,-7.755556,1.038889,0.0,-4.4,88.770028
US_IA_19147,2020-01-08,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,20.93,37.5,-10.466667,-14.388889,-4.283333,0.0,-14.705556,71.140656
US_IA_19147,2020-01-09,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,27.77,31.47,-1.538889,-7.927778,5.194444,0.0,-5.211111,76.281461
US_IA_19147,2020-01-10,ChIJ7X2ERPsd84cR-d30OYl5Jm8,Q485799,geoId/19147,US,United States of America,IA,Iowa,19147,Palo Alto County,US,USA,2,,,,,,,9052,4484,4568,1131,1177,1053,994,911,1211,1180,705,690,1646304,43.08,-94.680833,365,1475,78.4,,,,27.48,26.5,-6.116667,-11.15,-1.627778,0.0,-8.144444,85.691209
