location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18151,2020-08-07,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,2,0,211,3,,,0,0,0,0,0,2,0,0,0,0,1,2,3,15,1,40,39,27,27,40,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,121,90,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,26,34,,32,-13,3,4.37,6.44,5.98,14.26,4.6,5.29,4.37,,8.05,3.68,,5.29,8.05,,3.91,,3.22,,3.22,4.37,23.0,5.75,11.73,,,,33.82,5.29,11.96,4.6,3.91,4.14,19.0,11.194444,26.594444,0.0,,12.094444,64.327217
US_IN_18151,2020-08-08,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,207,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,33,,,41,12,,3.55,5.76,11.53,11.75,5.54,5.98,4.65,,7.98,3.55,,,7.54,4.43,5.76,3.77,3.77,,3.1,4.88,17.51,7.09,9.75,,,,35.46,5.32,9.31,5.32,3.99,,20.216667,11.761111,28.094444,0.0,,13.788889,66.663574
US_IN_18151,2020-08-09,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,38,,,42,2,,3.9,7.59,6.29,14.97,7.16,4.34,6.07,,8.68,,,,4.77,5.64,4.99,4.34,4.34,4.56,3.69,4.77,21.91,5.42,14.97,3.9,4.56,5.21,35.8,7.16,14.97,6.72,3.25,3.25,23.916667,15.033333,30.822222,0.0,,18.3,70.904895
US_IN_18151,2020-08-10,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,4,0,215,3,,,0,0,0,1,0,0,0,1,0,1,1,2,3,16,1,40,39,28,27,41,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,1,124,91,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,23,26,,11,-12,4,4.41,6.09,4.62,13.86,5.25,7.35,5.67,,9.03,,,6.93,8.61,,5.04,3.57,4.2,6.72,4.2,5.67,19.95,4.62,11.76,,4.83,3.15,40.95,5.67,10.71,9.45,4.62,4.83,25.422222,19.088889,31.544444,0.362857,,21.011111,76.661839
US_IN_18151,2020-08-11,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,2,0,213,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,25,32,,13,-10,3,,6.86,5.79,15.0,7.71,5.36,5.57,4.07,9.64,3.43,4.07,3.64,8.14,5.36,5.57,4.29,3.21,5.36,3.21,7.93,22.71,7.5,14.14,4.93,3.86,5.79,36.43,4.5,10.71,7.07,3.43,4.5,22.661111,19.172222,29.255556,5.406571,,18.127778,75.864861
US_IN_18151,2020-08-12,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,2,0,217,3,,,0,0,0,0,0,1,1,0,0,0,1,2,3,16,1,41,40,28,27,41,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,125,92,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,25,,,11,-11,3,3.53,7.5,3.31,11.24,6.83,3.31,5.51,5.29,8.6,,,,8.6,,3.97,3.75,3.31,,3.75,4.85,19.4,5.07,10.8,3.31,,6.39,37.26,3.53,10.8,3.31,6.62,5.51,21.444444,14.5,28.294444,0.0,,14.177778,63.405659
US_IN_18151,2020-08-13,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,220,3,,,0,0,0,1,0,1,1,0,0,0,1,2,3,17,1,42,41,28,27,41,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,127,93,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,23,,,8,-11,3,3.61,5.3,4.67,11.88,7.0,5.09,4.88,3.61,5.94,3.39,4.45,4.67,8.27,,3.61,3.82,3.61,,2.97,7.42,18.88,4.88,7.85,3.61,3.39,4.03,34.57,,6.79,3.39,3.39,4.24,21.205556,12.8,29.5,0.0,,14.683333,66.480029
US_IN_18151,2020-08-14,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,223,3,,,0,0,0,0,0,0,1,1,0,0,1,2,3,17,1,42,42,29,27,41,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,129,94,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,16,17,,17,-10,3,5.23,3.02,6.24,12.08,4.43,5.84,5.63,4.63,5.84,,,2.82,5.84,3.62,4.03,,2.82,3.02,3.22,6.64,16.7,7.85,9.66,3.02,3.62,3.62,35.02,3.22,9.66,7.04,,,22.611111,14.472222,30.505556,0.084667,,16.911111,70.358041
US_IN_18151,2020-08-15,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,5,0,222,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,26,,,33,14,,5.59,6.94,7.38,12.53,4.03,7.83,4.7,,4.25,3.13,,,6.71,4.7,,,3.8,,3.36,5.15,19.91,3.36,10.52,5.15,3.58,7.16,35.35,5.15,10.07,5.37,,5.15,22.888889,16.0,31.244444,1.905,,17.816667,73.166907
US_IN_18151,2020-08-16,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,224,3,,,0,0,0,0,0,0,0,0,1,0,1,2,3,17,1,42,42,29,28,41,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,129,95,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,29,,,33,-3,,6.06,7.36,8.44,12.55,8.22,4.11,7.14,3.46,8.0,,3.25,4.76,11.25,,5.84,3.46,,4.76,4.76,6.71,22.5,6.71,14.49,5.84,5.19,4.11,36.13,3.89,11.68,5.41,,4.11,23.172222,17.666667,29.683333,0.254,,17.694444,71.457262
US_IN_18151,2020-08-17,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,4,0,228,3,,,0,0,0,0,0,1,0,1,2,0,1,2,3,17,1,43,42,30,30,41,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,3,130,98,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,3,2.84,7.09,3.24,16.41,7.09,5.27,5.27,4.66,8.71,3.85,5.06,4.66,10.33,4.25,4.05,5.67,4.25,3.44,3.44,6.48,24.51,7.09,14.18,4.05,2.84,4.05,35.24,3.24,11.14,7.09,,4.46,20.911111,13.944444,28.155556,0.0,,14.3,65.999919
US_IN_18151,2020-08-18,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,229,3,,,0,0,0,0,0,0,0,0,0,1,1,2,3,17,1,43,42,30,30,42,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,131,98,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,2,4.67,6.29,3.04,16.43,5.88,6.49,3.85,,7.5,,4.46,,11.15,5.68,4.46,5.48,,2.84,,5.48,19.27,6.49,10.34,,3.04,4.67,31.64,4.26,9.53,6.49,3.85,6.49,19.811111,13.744444,26.611111,0.0,,11.383333,58.339633
US_IN_18151,2020-08-19,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,9,0,238,3,,,0,0,2,3,1,1,1,1,0,0,1,2,5,20,2,44,43,31,30,42,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,3,137,101,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,2,3.68,5.52,3.47,10.83,7.56,4.5,4.9,,5.11,,3.68,4.9,6.33,3.68,3.68,4.29,4.29,3.27,,5.31,21.25,3.06,8.38,4.9,,3.68,35.14,3.06,7.76,5.31,3.06,,18.027778,10.288889,25.9,0.2286,,10.894444,63.162132
US_IN_18151,2020-08-20,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,2,0,240,3,,,0,0,0,0,1,0,0,0,0,0,1,2,5,20,3,44,43,31,30,42,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,138,102,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,2,4.05,6.28,3.04,16.82,9.53,5.47,5.27,3.65,6.28,,3.24,,9.53,3.85,3.65,3.65,2.84,5.07,3.65,6.28,19.46,6.49,7.3,3.24,3.85,5.47,38.31,4.86,6.89,5.67,4.26,4.86,19.544444,10.833333,28.327778,0.0,,12.277778,62.956069
US_IN_18151,2020-08-21,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,2,0,242,3,,,0,0,0,0,0,0,0,0,0,1,1,2,5,20,3,44,43,31,30,43,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,140,102,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,1,,5.7,3.05,9.98,6.92,4.28,6.31,,4.68,,2.85,4.07,5.5,3.26,3.46,,4.28,2.85,2.85,6.11,15.88,5.5,8.75,3.67,,3.67,32.98,3.26,6.72,5.09,,3.26,21.555556,12.661111,30.344444,0.0762,,14.505556,64.25673
US_IN_18151,2020-08-22,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,243,3,,,0,0,0,0,0,0,0,1,0,0,1,2,5,20,3,44,43,32,30,43,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,140,103,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,,3.82,6.52,,12.59,7.2,,6.52,,9.0,,3.15,,6.75,,4.5,5.17,,,3.37,3.37,22.26,4.27,7.2,,6.75,,36.66,4.5,8.1,7.2,3.82,6.3,22.727778,14.038889,31.005556,0.0,,15.733333,64.761851
US_IN_18151,2020-08-23,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,246,3,,,0,0,0,0,1,0,0,0,0,1,1,2,5,20,4,44,43,32,30,44,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,142,104,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,,3.62,7.24,5.96,14.06,8.73,5.75,6.18,3.19,7.46,,6.39,4.47,5.11,4.26,5.11,3.83,4.69,,,8.52,22.15,4.9,13.42,,4.69,3.41,35.58,4.9,11.72,5.33,,4.05,23.133333,15.222222,30.85,0.0,,16.527778,66.462113
US_IN_18151,2020-08-24,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,252,3,,,0,0,0,0,0,3,1,0,0,1,1,2,5,20,4,47,44,32,30,45,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,144,108,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,2,3.94,5.51,3.94,14.76,9.45,4.53,7.28,2.95,7.08,2.95,4.33,4.33,8.66,6.3,3.74,6.5,3.94,,3.15,8.46,24.8,5.12,14.56,3.94,3.94,8.07,34.44,7.08,10.23,5.12,5.12,5.51,24.888889,17.188889,32.972222,0.0,,18.588889,68.11844
US_IN_18151,2020-08-25,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,12,0,264,3,,,0,1,0,0,1,4,2,0,1,3,1,3,5,20,5,51,46,32,31,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,6,150,114,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,3,4.25,4.66,5.06,12.76,6.48,4.05,6.28,3.65,6.48,3.65,7.29,,7.49,,4.25,3.24,,3.04,2.83,6.48,21.27,5.67,12.36,5.06,,7.49,38.48,4.05,11.34,9.52,5.87,4.86,24.888889,19.622222,31.272222,0.0,,19.505556,72.219518
US_IN_18151,2020-08-26,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,3,0,267,3,,,0,0,0,0,1,1,0,1,0,0,1,3,5,20,6,52,46,33,31,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,152,115,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,3,4.72,3.94,6.89,14.95,8.85,6.3,5.9,,9.25,4.13,3.15,4.92,6.1,3.15,6.1,5.12,,,2.95,7.08,17.71,4.33,8.46,5.71,2.95,7.28,37.98,,5.51,5.71,,5.12,24.772222,18.5,32.961111,0.056444,,18.05,66.280417
US_IN_18151,2020-08-27,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,10,0,277,3,,,0,0,0,1,2,0,2,1,0,0,1,3,5,21,8,52,48,34,31,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,3,158,118,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,2,3.98,4.58,2.98,14.32,6.96,8.55,2.98,3.58,9.75,,3.38,2.79,7.76,4.18,5.37,4.18,,,2.98,9.15,24.07,5.17,12.53,3.58,3.98,3.98,32.03,4.97,9.95,5.77,5.17,4.77,26.905556,20.577778,33.911111,0.0,,20.683333,68.911011
US_IN_18151,2020-08-28,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,283,3,,,0,0,0,1,2,0,0,0,1,1,1,3,5,22,10,52,48,34,32,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,4,160,122,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,3,5.92,4.54,,11.06,7.31,3.36,4.15,5.13,6.52,3.75,3.36,4.94,7.31,2.76,3.95,4.94,3.16,4.34,,5.33,18.95,5.13,8.69,4.15,,2.96,30.8,5.13,9.87,4.15,3.95,4.94,25.416667,21.705556,32.811111,3.259667,,21.794444,80.446084
US_IN_18151,2020-08-29,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,284,3,,,0,1,0,0,0,0,0,0,0,0,1,4,5,22,10,52,48,34,32,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,161,122,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,,4.28,5.18,4.28,12.62,,7.44,4.28,6.99,4.96,3.83,,,10.82,3.83,6.31,3.38,,3.83,4.73,5.18,17.13,3.16,10.82,3.61,6.09,,32.23,,9.69,3.83,,4.28,22.066667,19.033333,28.794444,23.730857,,17.633333,76.026273
US_IN_18151,2020-08-30,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,1,285,4,,,0,0,0,0,0,1,0,0,0,0,1,4,5,22,10,53,48,34,32,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,161,123,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,,,9.78,4.0,14.89,8.89,4.45,4.45,4.67,7.34,5.78,3.11,3.78,8.22,4.22,4.0,4.45,4.22,4.0,,6.22,18.23,4.89,11.12,,5.33,6.89,41.12,5.33,14.89,6.0,4.0,3.33,17.666667,11.261111,24.838889,5.8674,,11.972222,69.347361
US_IN_18151,2020-08-31,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,7,0,292,4,,,0,0,0,0,0,0,1,2,0,2,1,4,5,22,10,53,49,36,32,51,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,5,163,128,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,3,4.07,5.7,5.08,14.64,11.39,6.71,4.68,,9.56,,,3.86,7.93,,5.49,6.92,3.46,,2.85,6.1,20.14,6.71,9.36,4.47,5.08,5.49,42.51,4.68,8.34,7.12,4.27,3.46,19.305556,11.933333,27.272222,0.0,,13.066667,67.295122
US_IN_18151,2020-09-01,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,8,1,300,5,,,0,0,0,0,0,1,2,1,0,1,1,4,5,22,10,54,51,37,32,52,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,2,169,130,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,3,4.46,7.9,3.44,13.57,6.68,6.48,5.47,4.66,5.67,,,4.25,8.3,3.04,4.25,2.84,4.05,5.87,4.05,5.87,18.23,4.46,6.89,5.67,4.46,4.05,27.75,4.05,7.49,7.9,3.65,4.05,21.95,14.855556,28.083333,3.20675,,18.25,79.610218
US_IN_18151,2020-09-02,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,6,0,306,5,,,0,0,0,0,0,0,1,2,1,1,1,4,5,22,10,54,52,39,33,53,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,2,173,132,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,1,4.45,8.3,3.44,11.74,10.52,6.07,6.48,,7.29,3.04,4.66,3.44,9.92,4.25,3.44,3.44,,5.26,5.26,7.69,21.45,8.7,9.11,3.64,4.45,5.87,33.39,4.05,8.1,5.87,3.64,2.83,22.388889,18.55,27.305556,4.868333,,18.583333,79.172292
US_IN_18151,2020-09-03,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,4,0,310,5,,,0,0,0,0,0,0,0,1,0,2,1,4,5,22,10,54,52,40,33,55,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,1,176,133,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,1,4.24,4.24,3.02,10.69,8.67,4.84,6.66,4.64,6.66,3.83,4.03,4.24,8.47,5.24,4.03,7.06,4.24,3.23,4.84,5.24,22.59,10.09,8.27,2.82,3.23,4.64,36.91,4.64,9.48,8.47,4.03,3.02,21.511111,15.466667,29.461111,0.366889,,15.283333,67.786816
US_IN_18151,2020-09-04,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,5,0,315,5,,,0,0,0,0,0,1,0,1,0,3,1,4,5,22,10,55,52,41,33,58,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,178,136,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,1,4.64,6.46,5.45,9.89,6.66,3.43,6.46,5.45,7.26,,,4.64,6.05,4.04,,5.85,,3.63,,5.45,16.95,7.06,11.3,2.83,,4.24,30.87,,8.27,3.03,3.43,4.04,18.005556,10.183333,26.666667,0.0,,9.9,59.20793
US_IN_18151,2020-09-05,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,1,316,6,,,0,0,0,0,0,0,0,0,0,0,1,4,5,22,10,55,52,41,33,58,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,179,136,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,,,10.01,4.05,15.33,3.83,2.98,4.47,,7.03,4.47,,4.05,7.88,4.26,,6.82,,2.98,3.41,3.41,16.4,4.9,8.73,,3.62,4.47,28.96,3.62,7.45,6.18,,4.47,18.211111,10.422222,28.022222,0.0,,10.038889,59.014981
US_IN_18151,2020-09-06,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,317,6,,,0,0,0,0,0,0,0,0,1,0,1,4,5,22,10,55,52,41,34,58,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,179,137,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,,3.4,6.8,2.65,16.26,6.05,4.73,6.05,4.92,6.43,3.4,3.78,4.73,7.37,5.48,4.73,3.78,4.92,4.73,4.73,7.56,14.74,4.54,10.59,,4.35,,39.13,2.83,7.18,6.99,3.4,5.48,16.244444,8.616667,26.25,0.0,,11.511111,73.657088
US_IN_18151,2020-09-07,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,1,0,318,6,,,0,0,0,0,0,0,0,0,1,0,1,4,5,22,10,55,52,41,35,58,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,180,137,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,-69,,5.11,7.47,2.75,16.91,7.47,5.7,4.33,6.49,9.24,2.75,3.15,4.72,7.28,4.33,5.11,4.33,4.92,3.74,4.92,6.88,16.52,4.92,15.14,,5.7,4.52,35.78,4.13,9.44,7.28,5.9,3.93,23.105556,21.044444,25.983333,0.973667,,16.511111,66.643679
US_IN_18151,2020-09-08,ChIJxSp9DtklFogRmp4VfPrSZi0,Q24646,geoId/18151,US,United States of America,IN,Indiana,18151,Steuben County,US,USA,2,8,0,326,6,,,0,1,0,0,2,1,2,0,1,0,1,5,5,22,12,56,54,41,36,58,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,4,184,141,34384,17430,16954,3743,4443,4338,3404,4025,5089,4931,2911,1500,1802089,41.64,-85.0,835,78.5625,,,,,,2,4.06,5.27,3.65,11.36,9.33,5.88,,3.45,8.32,,4.26,7.5,6.9,3.85,5.88,3.04,3.85,,3.45,5.48,22.92,4.26,4.46,4.06,3.85,4.87,41.38,,7.5,6.69,,3.04,18.877778,15.477778,25.505556,31.096857,,16.172222,84.378913
