location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48107,2020-01-01,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,5.527778,-1.361111,15.338889,0.0,,-3.580247,51.458374
US_TX_48107,2020-01-02,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,7.866667,1.205556,15.116667,0.0635,,-2.382716,48.268624
US_TX_48107,2020-01-03,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,6.977778,2.288889,12.088889,0.254,,-0.814815,57.122359
US_TX_48107,2020-01-04,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,5.355556,-2.238889,17.055556,0.0254,,-3.654321,51.794499
US_TX_48107,2020-01-05,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,8.633333,0.038889,16.216667,0.0,,-4.469136,39.039962
US_TX_48107,2020-01-06,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,5.716667,-2.283333,14.677778,0.0,,-4.740741,46.270337
US_TX_48107,2020-01-07,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,4.938889,-4.016667,17.294444,0.0,,-9.364198,34.914023
US_TX_48107,2020-01-08,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,6.605556,-2.344444,17.294444,0.0,,-8.462963,32.608781
US_TX_48107,2020-01-09,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,11.755556,3.844444,19.866667,0.0,,1.518519,49.332825
US_TX_48107,2020-01-10,ChIJOff-gXHN_4YRMjwwlEI_WAE,Q109279,geoId/48107,US,United States of America,TX,Texas,48107,Crosby County,US,USA,2,,,,,,,5849,2908,2941,839,887,685,706,601,687,700,458,286,1810970,33.61,-101.3,2335,77.866667,,,9.961111,4.416667,17.277778,0.0,,0.191358,49.849768
