location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29023,2020-01-01,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,7.2,7.46,,7.2,9.0,7.46,9.26,4.63,18.0,,11.32,4.89,4.37,9.0,6.43,4.37,5.92,5.4,5.66,5.92,,7.71,28.29,,,4.89,4.63,6.43,10.54,46.55,5.66,6.17,8.74,3.86,6.17,,4.685185,-0.932099,11.611111,0.0,,-2.197531,61.150852
US_MO_29023,2020-01-02,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,3.67,13.06,5.96,11.22,8.7,8.47,8.02,,15.12,,10.99,,5.96,10.54,4.35,6.64,4.12,4.58,4.35,8.7,3.89,14.43,32.07,5.27,3.89,9.16,3.89,5.04,8.47,46.04,7.33,9.16,7.79,6.18,7.33,4.35,9.088889,7.205556,10.788889,0.296333,,4.672222,74.157644
US_MO_29023,2020-01-03,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,4.09,9.55,3.41,12.05,10.23,4.55,6.6,3.87,19.56,,12.05,,6.14,10.46,4.78,5.91,5.23,4.55,,4.55,,8.41,27.52,5.46,,8.41,5.46,6.37,7.73,44.58,5.69,7.05,7.73,5.69,6.82,,11.072222,9.233333,12.577778,15.113,,10.416667,95.775141
US_MO_29023,2020-01-04,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,3.57,7.91,6.12,10.72,6.38,5.36,,7.65,20.92,,10.21,,5.61,8.42,4.85,4.59,,6.38,4.34,6.12,5.61,10.21,25.77,3.57,,6.89,5.87,4.34,5.87,41.84,4.59,8.42,6.38,3.83,4.34,6.38,5.302469,1.617284,9.808642,1.23825,,1.148148,74.794483
US_MO_29023,2020-01-05,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,5.43,11.13,5.18,6.73,9.06,8.02,7.76,,18.89,,12.16,5.69,3.62,9.32,7.76,7.25,4.66,4.14,,4.92,,10.87,29.5,9.32,4.14,11.9,,3.88,6.47,46.84,4.4,10.09,7.5,3.62,6.21,4.4,4.45679,-0.987654,14.055556,0.0,,0.407407,75.148585
US_MO_29023,2020-01-06,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,4.61,6.01,,11.82,9.21,5.81,6.61,5.01,11.82,,7.61,4.41,6.01,11.22,3.4,3.6,3.21,3.6,4.01,4.41,,10.62,27.24,7.41,4.81,8.21,5.81,3.6,6.81,41.06,3.4,6.21,3.81,5.81,5.21,4.01,6.0,0.033333,10.833333,0.0,,-0.244444,64.496271
US_MO_29023,2020-01-07,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,4.39,7.25,5.73,10.69,8.02,3.05,5.73,6.3,12.79,,9.73,3.44,7.63,14.12,5.92,3.82,3.44,6.11,4.77,,2.86,8.4,32.45,4.96,5.15,8.59,6.3,3.63,7.63,39.9,5.15,8.02,5.92,5.54,5.73,3.63,5.994444,0.827778,12.066667,0.0,,-1.416667,59.298779
US_MO_29023,2020-01-08,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,5.78,9.64,3.28,10.61,7.91,5.01,6.17,4.24,9.06,,7.91,3.08,7.13,9.83,3.47,5.78,,5.4,5.01,6.36,4.43,7.71,30.08,6.56,3.47,7.33,3.08,4.24,9.06,44.35,6.56,11.57,5.78,4.82,3.08,3.08,6.172222,-0.344444,13.261111,0.0,,-1.422222,58.600564
US_MO_29023,2020-01-09,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,4.88,8.58,2.73,8.19,10.14,6.44,3.51,4.29,15.99,4.1,9.17,3.32,6.44,10.34,2.73,6.44,2.73,5.27,,6.05,3.51,7.61,27.7,7.02,2.73,6.83,4.88,6.44,6.83,40.77,5.66,7.61,8.58,6.24,4.49,4.88,9.711111,4.727778,15.038889,0.042333,,2.777778,62.313806
US_MO_29023,2020-01-10,ChIJ4XD797nJ14cR_BBKTxFdXI0,Q484457,geoId/29023,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2,,,,,,,42618,20695,21923,5462,5479,5104,5124,4985,5656,5321,3359,2128,1180547,36.72,-90.4,1810,72.56,,,,,,7.09,6.16,4.67,7.09,10.08,6.35,5.6,,10.64,,7.09,3.73,3.36,11.01,4.48,2.8,2.61,5.6,2.99,5.04,4.11,10.27,22.02,7.65,,5.6,,3.36,4.48,35.46,3.55,7.65,4.85,7.65,4.11,3.55,15.011111,12.755556,16.833333,8.128,,12.177778,83.318757
