location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19031,2020-01-01,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,,12.21,,26.75,,27.91,,43.62,,-1.572222,-7.694444,7.577778,0.0762,30.48,-4.888889,78.341258
US_IA_19031,2020-01-02,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,12.29,,8.78,16.97,,33.94,,42.13,14.04,5.172222,1.788889,9.438889,0.0,30.48,0.594444,72.623246
US_IA_19031,2020-01-03,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,,10.65,10.11,16.5,9.58,33.0,,36.2,,1.411111,-0.333333,5.483333,0.0,,-1.038889,83.930136
US_IA_19031,2020-01-04,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,,9.17,,22.36,12.04,27.52,13.19,47.02,,-1.022222,-3.777778,1.166667,2.074333,,-2.4,90.488439
US_IA_19031,2020-01-05,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,,,9.74,17.76,11.46,24.07,,45.27,,0.011111,-5.361111,6.872222,0.2286,40.64,-3.183333,79.274422
US_IA_19031,2020-01-06,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,,13.18,9.49,17.39,9.49,31.63,7.91,32.15,7.91,-0.894444,-6.222222,4.388889,0.0,50.8,-4.9,74.411297
US_IA_19031,2020-01-07,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,8.47,11.12,13.76,15.88,,30.7,8.47,37.59,9.0,-0.638889,-4.227778,2.7,0.0,,-4.388889,75.822492
US_IA_19031,2020-01-08,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,,11.83,10.22,12.37,,27.97,,37.11,9.14,-6.111111,-11.116667,0.538889,0.0,,-12.627778,60.230712
US_IA_19031,2020-01-09,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,,10.47,,17.63,15.43,37.47,,46.84,9.92,2.95,-6.444444,14.388889,0.0,,-3.35,63.414734
US_IA_19031,2020-01-10,ChIJx08AQYeF44cRhM19SDyDzGE,Q156475,geoId/19031,US,United States of America,IA,Iowa,19031,Cedar County,US,USA,2,,,,,,,18490,9225,9265,2119,2411,1824,2210,2244,2802,2478,1362,1040,1792162,41.768056,-91.128611,1507,82.18,,,,,,7.81,,,17.7,,24.99,,33.32,,1.772222,-2.772222,11.311111,0.072571,,-0.833333,83.111743
