location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AL_01079,2020-01-01,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,,8.54,,16.07,9.23,6.84,17.09,,33.84,7.18,4.844444,-1.105556,12.227778,0.0,,-2.740741,56.799858
US_AL_01079,2020-01-02,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,6.36,10.37,8.03,14.39,7.03,10.71,22.09,8.37,33.8,6.69,9.138889,5.277778,12.466667,0.5842,,4.805556,74.948358
US_AL_01079,2020-01-03,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,9.3,10.33,8.61,16.54,7.58,5.86,28.94,12.4,42.37,6.89,13.105556,10.361111,15.577778,61.4426,,12.472222,96.347996
US_AL_01079,2020-01-04,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,16.26,7.27,6.23,15.22,5.88,10.73,22.14,6.57,38.06,,9.738889,3.25,14.355556,7.2136,,6.194444,78.562443
US_AL_01079,2020-01-05,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,10.79,10.79,5.92,18.44,9.05,,22.97,9.74,45.93,,3.444444,-2.833333,13.311111,1.9558,,-1.814815,67.637545
US_AL_01079,2020-01-06,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,,8.46,7.1,14.21,12.18,11.5,27.4,6.76,41.27,6.09,7.216667,-0.494444,15.833333,0.0,,2.574074,71.44865
US_AL_01079,2020-01-07,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,,8.01,11.5,9.76,10.8,,24.74,8.71,38.68,7.32,10.111111,4.066667,13.911111,0.635,,2.703704,59.472909
US_AL_01079,2020-01-08,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,6.26,12.19,6.92,12.52,6.26,8.89,33.27,9.55,41.5,16.47,5.483333,-2.455556,16.138889,0.1016,,-2.731481,54.121112
US_AL_01079,2020-01-09,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,8.2,8.53,7.21,12.79,7.54,6.23,30.16,,39.35,8.85,7.833333,1.311111,16.038889,0.0,,-1.731481,48.607152
US_AL_01079,2020-01-10,ChIJ5-nPAWihYogRqk5W1HBMkXA,Q502737,geoId/01079,US,United States of America,AL,Alabama,01079,Lawrence County,US,USA,2,,,,,,,33063,16121,16942,3815,4000,4041,3645,4222,5062,4219,2857,1202,1848784,34.521389,-87.310278,1860,73.742857,,,,,,11.03,8.54,14.23,12.45,8.54,28.46,13.87,45.18,8.54,15.811111,12.655556,18.783333,0.508,,9.37037,65.766473
