location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28093,2020-01-01,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,7.6,9.33,6.57,6.22,5.53,17.28,5.18,5.53,5.87,22.11,6.22,7.26,,32.14,5.53,,5.172222,-0.672222,12.527778,0.0,,-2.12963,58.857632
US_MS_28093,2020-01-02,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,5.98,13.96,,,5.98,17.62,7.65,5.32,10.64,24.93,5.32,7.65,6.65,32.91,7.31,8.97,9.972222,6.988889,12.583333,1.778,,5.641975,74.352742
US_MS_28093,2020-01-03,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,7.0,8.91,4.77,5.73,4.77,13.68,7.0,,5.41,21.64,,6.68,,43.27,4.77,7.0,13.561111,10.888889,15.522222,26.289,,13.160494,97.458067
US_MS_28093,2020-01-04,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,,10.68,8.61,,,15.84,9.99,,7.23,19.28,7.92,,,30.99,7.58,,7.944444,3.327778,13.988889,3.011714,,4.030864,76.251489
US_MS_28093,2020-01-05,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,9.27,13.9,9.27,7.48,9.62,12.47,8.2,,8.91,15.32,6.41,,,30.29,6.41,,5.055556,-1.088889,16.244444,0.0,,0.395062,70.868996
US_MS_28093,2020-01-06,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,4.96,7.88,5.54,8.46,,11.09,8.17,,8.17,18.97,4.96,7.0,,30.35,,9.92,8.111111,1.85,15.65,0.0,,3.666667,72.570396
US_MS_28093,2020-01-07,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,7.41,4.23,5.29,,,15.35,6.09,,5.29,16.41,5.29,,4.5,33.87,,4.76,7.911111,2.066667,13.383333,0.0,,0.820988,60.678984
US_MS_28093,2020-01-08,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,4.15,6.49,4.15,3.63,,15.05,9.6,5.19,5.19,22.83,6.49,4.67,5.45,26.73,8.56,5.71,6.45,-0.6,16.666667,0.0,,-1.981481,54.16778
US_MS_28093,2020-01-09,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,5.11,7.66,6.64,3.83,8.43,10.47,6.89,,6.38,21.96,4.85,4.34,4.85,31.15,,4.34,10.522222,4.05,17.605556,0.0,,1.135802,52.279524
US_MS_28093,2020-01-10,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,5.12,6.75,4.19,3.26,3.73,10.01,,,6.52,19.09,,6.99,3.49,26.77,5.36,3.26,16.416667,14.588889,19.266667,0.8128,,11.697531,73.551174
US_MS_28093,2020-01-11,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,6.09,6.42,5.13,,,7.38,6.42,5.45,5.13,21.49,5.13,7.7,,29.51,,6.09,15.555556,7.305556,20.911111,16.3068,,14.296296,92.565365
US_MS_28093,2020-01-12,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,7.81,8.49,,,5.09,13.92,,,,16.98,,,,29.54,,,5.072222,2.672222,7.944444,28.109333,,2.975309,86.545544
US_MS_28093,2020-01-13,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,,10.3,4.27,4.27,3.52,8.79,6.53,4.02,5.28,15.57,5.53,3.52,4.27,31.9,4.77,4.02,5.538889,1.361111,12.066667,0.084667,,4.141975,89.444992
US_MS_28093,2020-01-14,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,7.08,4.15,5.86,4.15,4.64,11.96,8.79,5.13,5.37,20.75,,4.64,5.62,26.37,4.15,,13.211111,9.216667,17.727778,5.733143,,11.790123,91.325692
US_MS_28093,2020-01-15,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,,6.84,6.35,5.86,,10.99,4.88,3.91,7.57,23.44,3.91,5.13,,27.35,6.84,4.4,17.183333,13.938889,20.611111,3.894667,,16.381944,95.752289
US_MS_28093,2020-01-16,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,6.67,,6.19,4.52,3.33,10.71,5.71,4.76,7.86,16.19,7.14,4.05,4.29,26.19,4.76,4.76,12.294444,6.727778,19.722222,8.255,,8.950617,80.432495
US_MS_28093,2020-01-17,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,4.59,8.96,5.28,,,9.19,6.89,,4.59,18.14,4.82,4.36,5.28,19.06,6.43,,6.844444,3.444444,12.577778,0.108857,,-1.191358,56.958673
US_MS_28093,2020-01-18,ChIJv0AWRgXPf4gRDB-aesyDY8g,Q842902,geoId/28093,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2,,,,,,,35590,17666,17924,4160,4403,4842,4001,4340,5251,4744,2614,1235,1829179,34.77,-89.51,1838,74.02,,,,,,9.72,5.03,,,11.07,6.71,,5.03,21.46,5.37,10.39,,32.86,5.37,6.04,13.916667,9.15,17.177778,3.9116,,8.12963,68.322562
