location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40153,2020-01-01,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,16.33,22.86,8.87,26.13,4.738889,-1.172222,14.627778,0.0,,-2.777778,58.394488
US_OK_40153,2020-01-02,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,8.08,22.96,20.41,,32.31,5.394444,-1.361111,12.938889,0.0,,0.177778,69.328511
US_OK_40153,2020-01-03,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,8.79,20.09,20.93,7.54,31.82,5.733333,-0.044444,12.133333,0.0,,-0.261111,65.536508
US_OK_40153,2020-01-04,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,9.09,20.0,20.45,,31.82,3.255556,-3.761111,12.161111,0.0,,-3.405556,61.775559
US_OK_40153,2020-01-05,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,17.58,20.28,,32.91,6.938889,0.1,13.594444,0.0,,-2.022222,53.043144
US_OK_40153,2020-01-06,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,17.13,17.87,6.7,31.28,2.716667,-4.761111,12.588889,0.0,,-5.283333,55.902743
US_OK_40153,2020-01-07,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.74,15.12,24.62,5.63,31.3,3.633333,-5.3,15.994444,0.0,,-7.716667,43.482089
US_OK_40153,2020-01-08,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,8.33,13.54,20.14,8.68,28.82,5.872222,-2.011111,16.166667,0.0,,-6.133333,41.973275
US_OK_40153,2020-01-09,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.1,15.97,29.46,5.68,24.49,11.561111,5.666667,17.677778,0.0,,2.894444,55.391896
US_OK_40153,2020-01-10,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.74,15.84,27.45,,22.17,7.222222,-0.1,13.644444,0.6096,,3.855556,79.533059
US_OK_40153,2020-01-11,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,15.91,23.87,8.84,22.98,-3.022222,-8.027778,2.994444,0.5334,,-8.15,67.785641
US_OK_40153,2020-01-12,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,13.48,20.45,,22.31,1.7,-3.022222,11.366667,0.0,,-3.983333,66.330845
US_OK_40153,2020-01-13,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,8.94,23.73,10.66,22.01,4.788889,-2.45,16.5,0.0,,-0.638889,69.175056
US_OK_40153,2020-01-14,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,9.63,18.2,6.07,24.26,6.888889,-1.588889,16.506173,0.0,,1.272222,71.519183
US_OK_40153,2020-01-15,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,9.12,14.73,25.59,8.41,23.84,7.761111,2.972222,12.433333,0.0,,1.166667,65.067869
US_OK_40153,2020-01-16,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.54,12.68,16.1,,26.04,-0.833333,-4.316667,6.505556,0.0,,-6.766667,64.225854
US_OK_40153,2020-01-17,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,16.7,20.46,,27.98,0.111111,-2.738889,5.561111,3.7592,,-0.661111,94.571146
US_OK_40153,2020-01-18,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.04,18.3,19.71,,32.85,5.038889,-0.055556,8.516667,0.4826,,-1.883333,61.086574
US_OK_40153,2020-01-19,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,12.71,14.12,,20.7,1.527778,-4.472222,10.3,0.0,,-6.405556,55.758348
US_OK_40153,2020-01-20,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,8.0,18.4,24.8,,30.41,0.966667,-6.838889,12.133333,0.0,,-4.75,65.886186
US_OK_40153,2020-01-21,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.04,21.79,24.47,,26.48,-0.133333,-4.583333,7.177778,0.0,,-4.372222,73.253566
US_OK_40153,2020-01-22,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,11.51,17.78,20.92,,29.63,4.088889,2.227778,6.577778,2.8448,,3.066667,93.106214
US_OK_40153,2020-01-23,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,6.68,19.33,21.79,,27.41,5.75,1.455556,12.616667,0.310444,,1.0,71.756386
US_OK_40153,2020-01-24,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,6.93,25.89,24.06,5.83,28.44,3.994444,-1.988889,12.744444,0.0,,-3.377778,59.343502
US_OK_40153,2020-01-25,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,9.99,19.51,13.8,,29.5,4.705556,-1.316667,14.45,0.0,,-0.4,70.030419
US_OK_40153,2020-01-26,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,29.05,23.77,,27.73,6.061111,-1.433333,17.233333,0.0,,0.616667,68.298136
US_OK_40153,2020-01-27,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.54,24.34,29.14,,23.31,6.727778,-1.355556,17.155556,0.0,,0.727778,65.787819
US_OK_40153,2020-01-28,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,28.97,23.32,,26.85,3.966667,-0.072222,11.894444,2.751667,,2.2,88.302493
US_OK_40153,2020-01-29,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,7.15,22.89,33.25,,23.24,0.6,-1.244444,2.722222,3.90525,,-0.527778,92.205496
US_OK_40153,2020-01-30,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,5.03,25.82,29.51,6.37,23.81,0.816667,-1.194444,4.505556,0.0,,-1.055556,87.337941
US_OK_40153,2020-01-31,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,6.64,20.24,25.22,,23.23,3.161111,-1.183333,10.355556,0.0,,-2.277778,67.749512
US_OK_40153,2020-02-01,ChIJVYXFH_DJqIcRwoZIkLj1r5Y,Q489447,geoId/40153,US,United States of America,OK,Oklahoma,40153,Woodward County,US,USA,2,,,,,,,20531,10750,9781,2848,2683,2726,2862,2499,2545,2143,1431,794,1822248,36.42,-99.26,1246,75.56,,,,,11.08,22.65,,27.46,4.933333,-2.638889,19.098765,0.0,,-4.222222,52.104502
