location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55121,2020-01-11,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,6.64,7.64,,,6.64,14.94,10.62,,6.64,,,4.65,4.98,,22.58,,,,,32.2,,5.98,,4.65,-8.522222,-12.172222,-5.044444,0.0,149.86,-14.316667,63.219546
US_WI_55121,2020-01-12,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.67,11.22,7.48,,4.99,,10.59,10.28,,7.17,,8.72,6.23,,4.99,21.5,4.99,4.36,,6.23,29.6,,5.92,,,-10.438889,-15.627778,-5.066667,0.0,149.86,-14.322222,73.322208
US_WI_55121,2020-01-13,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,5.13,5.87,5.87,7.82,6.6,6.11,15.15,10.51,4.4,8.8,,4.4,4.89,5.38,3.42,22.73,,7.09,5.38,4.64,34.22,,6.11,4.16,,-5.677778,-11.188889,-2.077778,1.100667,90.17,-7.522222,86.986863
US_WI_55121,2020-01-14,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,3.88,6.31,7.03,,4.61,4.37,13.1,8.0,5.09,7.03,7.28,4.12,5.09,3.88,,20.13,,4.12,,7.52,28.13,,6.55,,,-1.544444,-4.572222,0.916667,1.806222,100.753333,-3.138889,89.062787
US_WI_55121,2020-01-15,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,5.75,6.51,3.5,,7.26,17.27,6.76,,6.51,,3.75,5.0,4.25,,26.52,5.25,6.26,,3.75,31.53,5.0,7.01,3.5,,-6.794444,-11.8,-2.955556,0.616857,143.086667,-8.661111,86.77021
US_WI_55121,2020-01-16,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,6.65,5.62,5.62,,,10.23,7.67,5.11,6.14,3.83,6.14,4.09,5.11,,25.31,,4.86,,5.88,21.48,,5.37,3.58,,-15.322222,-20.922222,-6.311111,0.084667,132.926667,-19.872222,68.296799
US_WI_55121,2020-01-17,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,5.63,4.09,6.65,6.14,,9.21,7.93,,8.19,,4.09,5.12,4.86,5.37,17.4,6.14,7.17,,,30.2,,3.84,,,-15.3,-21.727778,-5.394444,0.042333,132.926667,-18.677778,75.579316
US_WI_55121,2020-01-18,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.78,7.64,6.68,5.09,5.73,6.05,11.46,6.37,6.37,6.37,,,5.73,5.09,5.09,16.87,5.41,6.37,,,32.47,,,5.41,,-5.461111,-14.033333,-2.15,1.669143,159.173333,-6.85,90.129048
US_WI_55121,2020-01-19,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,7.94,8.55,7.02,7.33,5.19,11.91,7.02,5.19,7.02,4.27,4.58,,,,20.15,5.8,7.33,,5.5,36.64,5.8,6.11,7.33,5.19,-14.45,-17.911111,-9.9,0.580571,193.04,-17.911111,75.154575
US_WI_55121,2020-01-20,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.38,6.84,7.66,9.03,4.38,7.12,13.41,10.12,5.47,5.75,5.2,,5.75,,4.11,24.36,,4.93,3.83,4.65,32.56,4.38,4.65,,4.65,-10.738889,-14.727778,-6.283333,0.0635,224.79,-13.627778,79.41827
US_WI_55121,2020-01-21,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,3.71,6.92,4.94,7.66,,4.45,15.33,8.4,5.93,7.42,,3.71,6.18,7.66,3.96,19.78,6.92,5.69,5.93,3.71,34.11,3.71,8.4,6.67,6.43,-14.105556,-20.633333,-6.338889,0.03175,179.493333,-16.844444,79.851871
US_WI_55121,2020-01-22,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,8.59,5.89,8.83,,6.62,15.95,9.08,4.66,8.59,,8.1,6.87,7.11,4.42,24.04,5.64,6.87,6.13,,30.66,,7.61,4.66,,-3.422222,-8.227778,0.533333,0.072571,179.493333,-6.077778,82.014591
US_WI_55121,2020-01-23,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.37,6.79,5.33,6.79,,,16.49,7.03,4.85,4.85,,3.4,4.12,,6.79,18.92,3.88,3.88,4.37,6.3,25.22,,,6.3,,-1.255556,-2.861111,0.011111,2.286,186.266667,-2.177778,93.611153
US_WI_55121,2020-01-24,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,6.62,6.11,9.42,4.58,5.09,24.7,5.6,4.33,8.4,,3.56,,,4.84,24.7,5.35,,,4.84,28.27,,,5.35,,-0.366667,-1.311111,1.122222,0.73025,247.226667,-1.216667,94.169524
US_WI_55121,2020-01-25,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,9.94,8.61,5.63,,,21.87,9.94,5.96,,,4.97,5.96,,6.96,30.48,6.29,,5.63,5.3,33.13,,,,6.96,0.316667,-0.538889,1.194444,1.058333,230.293333,-1.005556,91.073331
US_WI_55121,2020-01-26,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.83,9.35,8.75,,,,23.22,7.24,6.63,8.44,4.52,4.52,,,,28.65,4.52,5.43,5.13,,27.75,,,5.73,,-2.083333,-3.988889,0.383333,0.03175,230.293333,-3.833333,88.036693
US_WI_55121,2020-01-27,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,3.4,,5.35,5.83,,5.59,23.58,10.21,5.11,7.54,4.38,3.89,5.83,,4.38,32.81,5.11,5.35,,5.35,27.22,,5.59,7.54,,-2.288889,-4.722222,-0.907407,0.0,220.133333,-4.272222,86.997331
US_WI_55121,2020-01-28,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,6.04,3.62,,7.0,3.86,,21.01,5.79,6.28,8.69,3.62,4.11,4.59,4.11,,32.6,5.55,3.62,,3.38,30.91,,4.35,6.04,3.38,-3.894444,-7.055556,-2.228395,0.0,209.973333,-6.405556,83.529229
US_WI_55121,2020-01-29,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.19,6.16,4.68,5.67,3.7,3.45,20.95,6.66,,6.16,4.19,4.93,4.68,3.45,6.41,31.3,6.9,3.7,,3.7,27.61,,6.41,4.19,,-6.861111,-8.716667,-4.316667,0.0,199.813333,-9.144444,84.062909
US_WI_55121,2020-01-30,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,4.41,7.59,4.41,,4.9,27.42,8.81,,9.79,4.41,3.43,5.39,3.43,,32.31,5.63,4.65,3.43,3.92,34.03,3.92,5.63,6.86,,-5.161111,-6.394444,-2.416667,0.0,199.813333,-7.622222,83.082377
US_WI_55121,2020-01-31,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,3.95,3.95,5.43,6.17,4.94,4.69,28.39,9.13,3.46,5.18,,,3.95,,6.67,33.57,6.17,6.42,3.95,5.68,32.09,,3.95,,3.95,-2.027778,-3.422222,0.116667,0.0,193.04,-3.961111,86.798518
US_WI_55121,2020-02-01,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,6.43,7.07,7.72,8.36,,22.51,6.11,,,,,5.14,7.39,4.82,28.61,7.07,5.47,,,28.94,,,7.72,,0.461111,-1.138889,3.116667,0.127,193.04,-1.994444,83.771819
US_WI_55121,2020-02-02,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,8.14,4.83,7.54,7.54,4.52,19.6,6.03,5.13,8.14,4.52,,,6.03,4.83,25.93,5.73,,5.13,4.83,28.04,,,,,4.461111,-0.277778,8.477778,0.0,186.266667,-0.838889,68.615373
US_WI_55121,2020-02-03,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,7.02,5.57,5.57,,7.75,20.57,9.44,,5.57,5.08,5.57,,,5.08,25.66,3.87,4.36,3.87,3.87,27.84,,3.87,3.63,,-0.216667,-5.366667,3.938889,0.0,152.4,-3.627778,78.017985
US_WI_55121,2020-02-04,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,5.08,6.05,4.12,7.75,3.63,6.78,17.43,5.57,,6.3,4.84,,3.87,,6.05,27.61,,5.33,,5.08,28.09,,,,3.63,-4.755556,-9.777778,-0.138889,0.0,135.466667,-12.566667,54.531276
US_WI_55121,2020-02-05,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.25,6.5,6.25,4.5,,3.5,26.02,5.5,8.01,7.0,,,5.0,3.5,4.75,29.27,4.75,5.5,4.0,,30.02,,4.25,,,-9.772222,-16.044444,-2.611111,0.0,135.466667,-14.911111,66.336075
US_WI_55121,2020-02-06,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.75,6.51,5.5,7.51,,3.5,23.52,9.51,6.76,9.76,,4.0,5.0,,4.25,26.27,4.0,3.75,,,26.02,4.25,5.5,5.0,,-8.234568,-14.944444,-0.185185,0.0,135.466667,-14.012346,63.392143
US_WI_55121,2020-02-07,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,6.55,4.71,6.81,5.24,4.71,22.26,6.81,4.71,6.55,,,,,,26.71,5.24,,,7.33,25.93,5.5,4.19,4.19,,-6.265432,-11.506173,-0.41358,0.0,110.913333,-11.228395,68.072603
US_WI_55121,2020-02-08,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,,11.68,5.01,,6.68,24.7,9.01,,,,5.67,6.68,6.68,,26.7,5.34,6.01,,,36.38,,,4.67,,-6.290123,-10.092593,-2.240741,0.042333,110.913333,-10.450617,72.621562
US_WI_55121,2020-02-09,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,6.7,5.48,8.84,4.88,6.4,4.57,21.02,8.23,7.31,5.79,,6.7,,,5.18,29.25,6.4,6.7,,4.57,34.12,,10.36,5.18,,-8.549383,-13.209877,-4.290123,3.156857,171.026667,-11.901235,77.078613
US_WI_55121,2020-02-10,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,4.13,5.58,6.8,3.64,3.88,18.45,8.74,3.4,6.07,3.4,4.86,5.34,6.07,4.61,31.32,,4.37,5.1,5.1,23.06,,5.1,,,-12.04321,-22.37037,-2.537037,3.683,186.266667,-14.444444,82.404832
US_WI_55121,2020-02-11,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,5.57,5.33,5.81,3.39,4.12,15.5,6.54,,7.51,3.87,,3.87,,,23.25,5.57,5.57,,5.08,30.99,,4.36,3.63,,-6.216049,-11.382716,-2.228395,0.0,280.246667,-9.259259,79.194618
US_WI_55121,2020-02-12,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,3.48,5.71,5.96,6.21,4.72,4.97,17.38,8.44,4.97,8.69,,3.97,6.7,3.97,4.47,23.59,7.45,4.72,,4.97,26.32,,3.97,3.97,,-3.876543,-9.907407,2.012346,0.036286,249.766667,-7.91358,73.610903
US_WI_55121,2020-02-13,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,4.61,5.97,,7.6,,4.61,14.93,7.33,5.16,7.6,,3.8,7.6,6.24,6.51,19.81,,,3.8,,26.87,,,,,-14.425926,-20.925926,-2.95679,0.544286,253.153333,-19.703704,64.554556
US_WI_55121,2020-02-14,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,,,,,,4.4,7.04,6.16,5.28,,15.56,9.39,,7.34,,5.87,4.7,,7.63,24.66,6.75,4.7,,,28.18,,4.99,,,-21.648148,-29.987654,-10.919753,0.0,247.226667,-27.438272,59.582829
US_WI_55121,2020-02-15,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,9,7,9,,,6.23,6.89,5.9,5.58,5.58,18.04,8.86,,4.59,,4.59,,6.56,5.58,20.34,6.56,5.9,,,31.82,,6.23,5.25,,-6.666667,-13.537037,1.5,0.0,226.906667,-12.537037,63.205334
US_WI_55121,2020-02-16,ChIJQxIsrwkv-YcRnCE0Y6gzJoc,Q494923,geoId/55121,US,United States of America,WI,Wisconsin,55121,Trempealeau County,US,USA,2,,,,,,,29372,14899,14473,4075,3833,3072,3416,3511,4238,3722,2197,1308,1797830,44.3,-91.35,1922,10,7,0,,6.02,6.62,8.72,,,,19.55,10.83,4.81,9.63,4.21,,8.42,4.21,,23.77,5.72,6.32,4.81,4.81,26.47,,6.62,,,-5.654321,-13.765432,-0.623457,0.0,226.906667,-10.734568,67.779043
