location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_CO_08039,2020-01-01,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,6.51,13.03,6.15,6.15,8.32,15.2,5.07,5.43,,19.9,7.96,,47.4,,,2.479167,-7.923611,10.479167,0.0,30.48,-10.506944,38.664655
US_CO_08039,2020-01-02,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,7.76,6.98,6.21,,5.82,17.84,7.76,6.21,7.37,20.17,6.59,,38.78,5.43,,1.527778,-4.909722,9.909722,0.0,,-9.756944,43.814873
US_CO_08039,2020-01-03,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,8.86,10.02,6.55,6.55,,16.19,10.41,6.94,8.48,30.83,,5.78,33.92,6.94,,-1.493056,-8.8125,7.576389,0.0,,-11.097222,48.386032
US_CO_08039,2020-01-04,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,6.74,9.74,6.74,6.37,7.12,23.22,,6.37,,25.09,5.62,5.24,35.96,6.74,8.99,2.638889,-7.375,14.423611,0.0,,-8.895833,42.820142
US_CO_08039,2020-01-05,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,11.33,8.77,,,5.85,21.2,,5.85,,23.39,6.21,,34.72,,,3.472222,-4.1875,12.430556,0.0,,-10.0625,37.103128
US_CO_08039,2020-01-06,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,6.66,12.15,6.66,7.45,8.62,16.07,8.62,6.66,12.93,19.6,,6.66,42.33,,6.66,-0.506944,-7.180556,6.034722,0.0,,-13.909722,36.164722
US_CO_08039,2020-01-07,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,8.27,7.52,5.26,,,14.66,,,,19.93,8.27,,33.46,5.64,,2.527778,-6.458333,12.652778,0.0,,-13.027778,31.310014
US_CO_08039,2020-01-08,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,10.44,16.41,7.09,,9.7,16.79,7.46,7.83,,26.48,8.95,5.59,37.3,9.7,,4.919753,-3.895062,14.154321,0.0,,-13.228395,26.522761
US_CO_08039,2020-01-09,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,7.16,10.92,7.16,8.66,5.27,16.95,7.53,,7.53,30.5,5.27,,32.01,15.44,6.4,1.481481,-4.598765,9.783951,0.0,,-12.981481,33.716865
US_CO_08039,2020-01-10,ChIJO6_9uyIjbYcRd5v-9MpmWX4,Q115563,geoId/08039,US,United States of America,CO,Colorado,08039,Elbert County,US,USA,2,,,,,,,25765,12992,12773,2570,3596,2356,2498,3431,4982,3988,1751,593,1411319,39.28,-104.13,4794,80.514286,,,,,7.09,11.34,7.44,,7.09,12.76,,,7.44,28.0,5.67,6.38,31.19,,4.96,-2.734568,-7.82716,4.858025,0.0,,-9.839506,58.549136
