location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35041,2020-01-01,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,8.28,7.31,8.77,19.98,8.28,19.98,,29.23,,4.944444,-3.827778,16.75,0.0,,-5.938272,45.180782
US_NM_35041,2020-01-02,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,8.3,,6.92,21.67,6.92,23.05,6.92,37.34,,6.983333,-0.511111,15.377778,0.141111,,-3.388889,48.018666
US_NM_35041,2020-01-03,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,7.63,8.59,7.63,14.79,,21.94,7.15,35.29,,4.455556,-0.827778,11.294444,1.411111,,-0.179012,72.203419
US_NM_35041,2020-01-04,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,10.3,8.34,,17.67,8.34,25.52,,31.41,,4.588889,-3.133333,16.577778,0.1778,,-3.802469,54.155201
US_NM_35041,2020-01-05,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,9.02,14.71,,16.61,8.54,22.3,,33.22,,7.488889,-2.277778,16.205556,0.0,,-4.333333,42.862319
US_NM_35041,2020-01-06,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,,9.01,,14.42,9.46,27.94,,29.29,7.66,5.355556,-2.611111,14.183333,0.0,,-6.222222,42.724421
US_NM_35041,2020-01-07,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,8.91,10.24,,15.14,9.35,24.05,,37.86,7.57,4.322222,-4.577778,16.55,0.0,,-9.938272,34.972667
US_NM_35041,2020-01-08,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,7.96,7.52,6.63,15.48,9.29,32.29,,34.94,12.83,5.133333,-4.277778,17.022222,0.0,,-10.320988,31.789908
US_NM_35041,2020-01-09,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,6.3,12.18,8.82,,6.3,26.04,8.4,32.76,8.82,8.711111,-1.916667,18.127778,0.0,,-5.969136,35.397505
US_NM_35041,2020-01-10,ChIJRY-GcTUuHYcRVWuUkJBo3Ok,Q487534,geoId/35041,US,United States of America,NM,New Mexico,35041,Roosevelt County,US,USA,2,,,,,,,18900,9460,9440,2597,2917,3841,2116,1910,1947,1816,1074,682,1832209,34.02,-103.48,6358,78.3,,,,,6.09,11.42,8.37,10.66,6.85,23.6,,25.12,11.04,7.35,0.805556,16.083333,0.0,,-4.567901,42.73618
