location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53051,2020-01-18,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,21.27,42.55,-3.790123,-7.419753,-0.561728,1.185333,333.586667,-5.419753,88.5048
US_WA_53051,2020-01-19,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,18.74,23.43,-0.907407,-3.888889,1.666667,3.217333,350.52,-1.91358,92.947911
US_WA_53051,2020-01-20,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,26.06,41.89,0.006173,-2.160494,2.388889,1.959429,309.88,-1.055556,92.673397
US_WA_53051,2020-01-21,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,40.08,39.15,-0.216049,-2.234568,2.179012,0.381,296.333333,-1.012346,94.437728
US_WA_53051,2020-01-22,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,39.91,40.86,1.759259,-1.111111,3.839506,2.394857,299.72,-0.123457,87.396028
US_WA_53051,2020-01-23,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,32.98,37.83,1.580247,-0.364198,3.580247,2.667,253.153333,0.746914,94.236078
US_WA_53051,2020-01-24,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,30.28,36.55,3.080247,1.197531,5.919753,14.774333,246.38,2.302469,94.767614
US_WA_53051,2020-01-25,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,48.14,51.22,2.592593,-0.123457,5.796296,1.693333,269.24,1.537037,92.903361
US_WA_53051,2020-01-26,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,29.75,38.77,2.030864,0.04321,3.845679,1.989667,254.0,1.462963,96.09779
US_WA_53051,2020-01-27,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,48.51,54.33,2.45679,1.074074,4.919753,2.667,240.03,1.253086,91.879552
US_WA_53051,2020-01-28,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,53.6,30.09,1.722222,0.123457,4.901235,7.154333,226.06,0.376543,90.894025
US_WA_53051,2020-01-29,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,30.87,55.96,1.771605,0.32716,4.012346,3.937,215.9,1.012346,94.832062
US_WA_53051,2020-01-30,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,47.17,44.4,1.703704,-0.814815,4.308642,4.741333,215.9,0.45679,91.489888
US_WA_53051,2020-01-31,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,50.27,40.22,2.759259,-0.660494,7.530864,3.132667,215.9,1.345679,90.874733
US_WA_53051,2020-02-01,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,29.68,34.46,8.858025,2.987654,11.580247,3.175,190.5,3.302469,68.76383
US_WA_53051,2020-02-02,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,23.93,37.33,1.222222,-4.660494,10.512346,0.395111,320.04,-7.209877,53.57694
US_WA_53051,2020-02-03,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,25.29,30.91,-3.925926,-8.506173,2.969136,0.0,320.04,-9.876543,63.581309
US_WA_53051,2020-02-04,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,34.99,37.75,-5.783951,-10.722222,0.808642,0.0,320.04,-11.685185,63.366202
US_WA_53051,2020-02-05,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,42.66,43.63,-3.104938,-5.87037,-0.777778,1.354667,189.23,-4.567901,89.638539
US_WA_53051,2020-02-06,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,38.27,57.4,-0.771605,-2.962963,1.37037,4.826,215.9,-1.91358,91.979231
US_WA_53051,2020-02-07,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,34.73,53.12,0.364198,-1.098765,2.203704,4.191,200.66,-0.67284,92.782537
US_WA_53051,2020-02-08,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,,32.34,1.685185,0.222222,4.308642,3.090333,234.95,0.018519,88.925437
US_WA_53051,2020-02-09,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,26.77,33.47,-0.746914,-4.882716,4.487654,0.169333,160.02,-3.364198,82.507305
US_WA_53051,2020-02-10,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,35.38,50.54,0.222222,-4.012346,4.549383,0.03175,214.63,-3.604938,75.576899
US_WA_53051,2020-02-11,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,22.3,38.36,1.024691,-3.135802,6.648148,0.0,408.94,-3.388889,72.516769
US_WA_53051,2020-02-12,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,24.64,47.3,0.567901,-3.944444,6.518519,0.0,408.94,-2.759259,78.652102
US_WA_53051,2020-02-13,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,28.58,41.92,-0.506173,-5.271605,6.302469,0.0,398.78,-3.660494,79.562227
US_WA_53051,2020-02-14,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,,,19.03,30.04,2.024691,-2.833333,6.518519,0.381,398.78,-1.734568,76.538546
US_WA_53051,2020-02-15,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,5,6,,24.21,33.9,1.37037,-1.493827,5.598765,0.211667,398.78,-2.302469,76.780769
US_WA_53051,2020-02-16,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,-12,15,,19.56,43.03,1.691358,-0.314815,5.228395,2.497667,398.78,-0.506173,85.47762
US_WA_53051,2020-02-17,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,-8,5,-28,27.64,39.07,0.265432,-3.67284,5.111111,0.1905,398.78,-4.462963,70.933205
US_WA_53051,2020-02-18,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,6,-3,3,32.31,43.78,-0.814815,-5.265432,4.45679,0.0,,-7.364198,61.712874
US_WA_53051,2020-02-19,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,-4,-3,2,45.01,36.39,-2.703704,-8.012346,4.098765,0.0,398.78,-9.067901,61.775246
US_WA_53051,2020-02-20,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,6,3,0,35.65,43.57,-2.111111,-8.197531,5.037037,0.0,398.78,-8.092593,63.876148
US_WA_53051,2020-02-21,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,-9,10,11,31.41,30.43,-1.444444,-7.765432,6.54321,0.0,398.78,-6.987654,66.131853
US_WA_53051,2020-02-22,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,12,6,,30.5,31.55,1.17284,-4.660494,8.462963,0.0,398.78,-4.58642,65.625434
US_WA_53051,2020-02-23,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,6,,19.64,42.21,1.716049,-2.820988,8.240741,1.058333,419.1,-1.604938,78.922215
US_WA_53051,2020-02-24,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,-2,2,9,28.79,42.23,2.148148,-0.858025,6.191358,3.259667,459.74,-2.098765,74.074036
US_WA_53051,2020-02-25,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,2,3,2,43.87,54.59,0.154321,-4.222222,5.703704,0.0,429.26,-3.839506,74.972262
US_WA_53051,2020-02-26,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,4,3,4,41.62,34.84,2.574074,-1.666667,7.938272,0.0,419.1,-2.388889,70.079707
US_WA_53051,2020-02-27,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,8,7,3,50.12,55.91,2.487654,-2.450617,10.037037,0.0,398.78,-1.845679,73.23255
US_WA_53051,2020-02-28,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,14,8,7,52.08,39.82,4.17284,-2.098765,13.098765,0.0,391.16,-0.882716,69.915622
US_WA_53051,2020-02-29,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,-3,12,,41.0,35.15,5.697531,-0.623457,12.895062,0.0,370.84,-3.080247,53.411816
US_WA_53051,2020-03-01,ChIJ2X7nrSs7YlMR1qGx_GcRMsk,Q485301,geoId/53051,US,United States of America,WA,Washington,53051,Pend Oreille County,US,USA,2,,,,,,,,,,,,,,,,,,,,13358,6816,6542,1332,1500,1128,1250,1360,2076,2568,1503,641,1150582,48.53,-117.28,3692,79.24,,6,,65.56,46.09,0.91358,-4.296296,7.722222,0.03175,360.68,-4.259259,69.025704
