location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13107,2020-05-17,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-14,,9.18,12.86,9.64,,11.48,7.35,19.29,12.86,33.98,,24.088889,16.366667,31.638889,0.0,17.061111,65.067783
US_GA_13107,2020-05-18,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-20,,,12.24,6.93,,7.34,13.46,27.74,14.28,35.08,8.57,24.405556,19.35,30.222222,0.0,19.666667,75.201671
US_GA_13107,2020-05-19,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,1,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-21,,,14.6,,,11.26,10.43,27.53,7.93,35.04,6.67,23.966667,20.266667,29.661111,16.933333,18.122222,70.292567
US_GA_13107,2020-05-20,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-22,,8.8,13.82,7.96,,7.12,7.96,24.29,,47.33,8.38,20.288889,17.305556,26.144444,2.032,17.505556,84.329448
US_GA_13107,2020-05-21,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-3,,-20,,9.45,13.75,7.3,,10.31,7.3,24.91,7.73,38.23,9.02,20.011111,16.188889,27.511111,8.043333,16.738889,81.498479
US_GA_13107,2020-05-22,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-5,,-22,,8.59,10.4,6.78,,8.14,9.04,12.66,7.23,42.5,7.23,25.094444,18.5,32.677778,0.0,18.955556,68.954761
US_GA_13107,2020-05-23,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,0,,-6,,12.9,10.32,10.32,,8.26,,23.73,,36.12,10.32,24.744444,17.866667,32.505556,1.27,18.316667,67.754428
US_GA_13107,2020-05-24,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-14,,8.88,12.82,,8.38,9.37,10.36,14.79,10.85,33.53,,26.294444,19.4,33.116667,0.0,19.816667,67.86674
US_GA_13107,2020-05-25,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,1,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-21,,-67,,,10.52,8.23,6.86,,12.8,21.03,8.69,46.18,8.69,23.905556,20.111111,29.427778,0.0,20.577778,81.824648
US_GA_13107,2020-05-26,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,-1,0,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-21,,6.59,11.12,8.65,,8.65,9.47,26.78,14.42,32.96,9.06,22.683333,20.827778,26.722222,7.747,20.305556,86.603672
US_GA_13107,2020-05-27,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,1,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-21,,8.56,12.84,11.98,7.27,7.27,11.12,22.25,8.56,39.8,8.56,23.061111,20.983333,26.955556,3.217333,20.255556,84.347887
US_GA_13107,2020-05-28,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,0,,-20,,,15.23,,6.34,8.04,9.31,20.73,9.73,42.72,6.77,25.7,21.566667,31.75,0.0635,21.633333,78.341138
US_GA_13107,2020-05-29,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-9,,-21,,9.29,6.63,,,8.85,7.52,23.44,,40.24,6.63,25.972222,21.405556,31.588889,0.254,21.294444,75.645997
US_GA_13107,2020-05-30,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,0,,-10,,8.36,,,,10.33,7.87,23.6,13.28,36.88,8.36,25.322222,21.272222,31.927778,9.186333,20.816667,76.305881
US_GA_13107,2020-05-31,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-8,,,16.87,,7.23,,,21.69,10.6,41.93,9.16,26.022222,19.722222,32.366667,0.0,18.361111,63.027
US_GA_13107,2020-06-01,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-16,,9.07,,,,11.23,9.93,22.45,11.23,36.7,,25.094444,20.288889,30.55,0.0,17.216667,61.823432
US_GA_13107,2020-06-02,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-16,,8.1,13.65,8.53,,7.68,7.25,20.47,9.81,36.25,8.53,23.361111,16.388889,30.294444,0.0,14.933333,59.366077
US_GA_13107,2020-06-03,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,1,0,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-17,,7.37,13.88,9.97,9.11,9.11,8.67,22.55,12.58,28.62,11.28,24.377778,17.222222,31.272222,0.0,17.194444,64.489174
US_GA_13107,2020-06-04,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,3,,-20,,,12.46,7.12,,11.13,11.13,16.91,9.79,44.06,7.57,25.038889,19.766667,30.988889,0.0,19.277778,70.570732
US_GA_13107,2020-06-05,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,2,0,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,0,,-22,,6.86,7.32,6.86,,7.32,6.86,16.92,9.6,44.82,6.86,25.733333,21.005556,32.655556,0.0635,20.611111,73.563157
US_GA_13107,2020-06-06,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,-1,0,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-5,,-7,,7.43,13.38,,,11.9,,15.86,8.92,29.74,,25.85,22.111111,31.283333,0.4445,21.55,77.667571
US_GA_13107,2020-06-07,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,2,0,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-2,,10.12,8.28,,,7.36,,19.77,14.26,45.06,12.42,25.311111,22.2,29.866667,0.0,21.533333,79.82133
US_GA_13107,2020-06-08,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-18,,12.87,13.73,6.44,,7.72,13.73,25.75,14.59,37.76,,26.05,22.405556,32.0,0.0,22.561111,81.275172
US_GA_13107,2020-06-09,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,2,0,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-20,,,13.64,7.03,,12.4,11.58,24.81,9.92,39.69,,25.961111,22.022222,32.95,0.254,22.422222,80.992079
US_GA_13107,2020-06-10,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,1,0,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-19,,,15.48,7.11,,12.55,9.62,23.85,13.39,34.31,,25.727778,22.383333,31.883333,2.648857,22.416667,82.196724
US_GA_13107,2020-06-11,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,2,0,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,4,,-18,,7.63,11.02,7.2,,15.25,11.02,15.25,9.32,38.98,8.47,28.133333,23.827778,33.133333,1.778,22.233333,70.63706
US_GA_13107,2020-06-12,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,2,0,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-7,,-25,,13.48,9.44,,8.54,,,26.07,8.54,36.41,10.34,26.25,22.333333,31.544444,0.5588,21.916667,77.508894
US_GA_13107,2020-06-13,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,4,0,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,2,,-4,,8.67,10.6,,,12.53,11.56,18.79,12.53,35.17,11.08,25.372222,21.166667,31.072222,0.0,18.877778,67.575317
US_GA_13107,2020-06-14,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-6,,7.1,13.73,,7.1,,9.94,15.62,7.1,43.55,,24.327778,18.022222,30.666667,0.0,16.133333,60.60531
US_GA_13107,2020-06-15,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,11,0,53,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-16,,9.58,15.68,,,7.4,9.14,20.03,13.06,37.45,9.14,22.672222,17.955556,28.472222,0.0,16.666667,69.086556
US_GA_13107,2020-06-16,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,-6,0,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-17,,8.61,12.92,,9.04,12.49,8.18,18.95,15.5,38.33,9.04,19.733333,17.333333,24.611111,0.0,14.566667,72.195269
US_GA_13107,2020-06-17,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,0,0,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-21,,,11.89,8.8,6.6,15.41,10.12,20.69,11.45,40.06,11.01,19.977778,16.777778,25.794444,0.0,14.344444,70.173833
US_GA_13107,2020-06-18,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,5,0,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-4,,-21,,6.96,13.47,,11.74,9.56,10.43,26.08,7.82,46.08,8.69,22.422222,16.6,29.5,0.127,17.072222,72.366004
US_GA_13107,2020-06-19,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,3,0,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-7,,-22,,10.14,,,7.38,11.53,10.14,16.6,11.99,42.88,8.3,25.160494,18.290123,31.82716,0.0635,18.932099,68.890013
US_GA_13107,2020-06-20,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,4,0,59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-2,,-5,,9.59,11.61,,,,8.08,18.68,13.12,41.9,8.08,25.877778,19.405556,32.677778,3.4925,18.944444,65.809669
US_GA_13107,2020-06-21,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,5,0,64,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-10,,12.5,13.46,,9.13,8.65,9.13,22.59,11.54,36.05,12.5,27.122222,19.511111,34.566667,0.0,19.65,63.981477
US_GA_13107,2020-06-22,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,2,0,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-20,,10.36,17.26,,12.08,,12.52,28.48,12.08,36.25,12.52,27.416667,20.816667,34.422222,0.0,19.794444,63.424175
US_GA_13107,2020-06-23,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,6,1,72,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-22,,7.05,12.85,,6.63,12.85,9.95,24.05,10.78,41.05,9.95,26.116667,21.588889,32.95,3.640667,20.533333,71.759078
US_GA_13107,2020-06-24,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,6,0,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-20,,8.98,12.83,,7.27,6.84,10.69,30.79,,39.77,8.55,26.138889,21.527778,32.722222,7.6835,20.627778,71.954524
US_GA_13107,2020-06-25,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,9,0,87,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-3,,-22,,9.21,12.28,10.53,,10.97,9.21,30.71,13.16,38.17,10.09,24.994444,21.755556,29.511111,4.826,21.261111,80.099327
US_GA_13107,2020-06-26,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,8,0,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-9,,-25,,6.77,10.84,10.39,9.94,9.94,12.65,23.94,8.58,35.23,6.77,26.227778,21.45,32.855556,1.651,20.122222,69.337312
US_GA_13107,2020-06-27,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,6,0,101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,-3,,-7,,10.75,9.21,,10.75,9.72,,19.96,11.77,35.83,10.24,27.416667,22.138889,34.083333,0.0,18.933333,60.312091
US_GA_13107,2020-06-28,ChIJJyyCFHKm8IgRT_8QtN1x4VU,Q111894,geoId/13107,US,United States of America,GA,Georgia,13107,Emanuel County,US,USA,2,4,0,105,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22533,11055,11478,3185,3044,3012,2912,2535,2843,2633,1574,795,1073769,32.59,-82.3,1788,73.1,,,-7,,7.28,16.98,8.25,8.25,8.73,,32.02,9.7,40.26,8.73,28.016667,23.005556,34.955556,1.721556,20.677778,64.725263
