location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01123,2020-01-11,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.05,5.22,3.92,8.49,4.79,4.79,5.66,,8.05,,5.44,4.13,6.53,4.13,3.92,,5.66,3.26,5.22,6.31,20.02,4.57,8.92,4.57,4.79,3.7,34.81,5.0,5.88,4.57,4.57,3.26,19.944444,17.022222,23.0,7.422444,16.534722,80.838144
US_AL_01123,2020-01-12,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,7.4,8.11,,10.98,5.97,3.58,,3.58,11.22,5.49,5.73,4.53,8.35,5.01,7.64,3.82,4.53,5.73,5.73,6.21,18.85,3.58,7.4,5.01,5.25,4.53,36.04,4.3,5.49,6.68,4.53,4.06,14.105556,7.061111,20.011111,13.687778,11.611111,83.635285
US_AL_01123,2020-01-13,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,5.2,9.25,4.24,10.98,5.97,7.32,5.4,4.05,11.18,3.66,7.52,4.62,8.67,,5.59,4.82,4.82,,,5.59,23.9,5.4,7.52,6.36,2.7,4.82,35.65,3.08,6.75,5.01,5.01,5.59,15.966667,12.233333,19.094444,9.962444,15.0,93.248521
US_AL_01123,2020-01-14,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.87,5.62,4.26,12.0,8.32,6.78,5.62,5.23,10.84,2.9,4.65,4.45,7.55,5.81,5.03,,3.68,4.65,5.23,10.84,24.39,6.39,7.74,4.65,6.39,5.62,36.79,3.48,7.55,4.65,3.68,4.45,17.666667,15.888889,19.327778,31.467778,17.159722,96.590505
US_AL_01123,2020-01-15,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.91,7.44,,8.03,6.07,6.26,2.74,4.7,9.2,,6.46,2.74,7.83,3.72,4.31,4.11,4.5,2.94,3.91,9.79,24.86,5.48,8.03,3.52,4.5,6.07,37.38,2.94,6.85,6.85,5.48,3.52,16.377778,12.266667,20.805556,32.173333,15.458333,93.664754
US_AL_01123,2020-01-16,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,,5.37,3.18,7.36,5.77,5.37,6.96,4.18,11.34,3.18,8.35,2.78,10.54,3.18,5.77,2.78,8.35,,,7.75,21.48,5.37,6.56,3.78,5.17,4.77,35.59,3.58,6.36,6.56,5.77,,17.488889,13.877778,20.105556,5.023556,12.729167,74.067293
US_AL_01123,2020-01-17,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.0,6.19,,7.19,5.0,6.39,5.0,3.8,11.59,,6.39,4.59,5.2,3.8,,3.4,5.2,4.59,3.4,6.99,20.78,4.79,4.59,4.59,3.6,3.8,33.16,3.4,4.39,4.59,2.8,3.6,12.566667,8.65,18.694444,4.191,-2.770833,34.735995
US_AL_01123,2020-01-18,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.63,7.04,,8.17,7.72,4.99,5.22,3.63,13.39,3.4,4.31,4.31,7.72,4.77,5.22,4.31,,6.35,4.31,7.94,19.52,4.31,6.13,4.08,3.18,4.77,35.4,,4.99,3.63,4.99,3.18,11.566667,9.161111,15.744444,1.157111,3.229167,56.615251
US_AL_01123,2020-01-19,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,6.1,7.04,,11.26,5.4,3.29,3.52,5.63,11.97,6.34,6.57,3.99,7.28,3.75,6.57,3.52,,5.16,,5.87,22.53,7.04,7.74,4.46,,3.75,37.31,3.52,5.63,5.87,4.46,4.69,9.988889,4.161111,15.166667,6.688667,2.645833,59.621663
US_AL_01123,2020-01-20,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,,6.26,,11.85,5.81,9.62,5.14,6.26,14.31,4.03,7.16,4.92,9.39,,5.37,5.14,4.47,5.81,4.92,10.96,30.41,11.4,8.5,7.38,5.81,6.04,36.67,4.47,6.93,5.59,3.13,8.05,1.4,-2.811111,7.183333,0.4318,-7.743056,50.194875
US_AL_01123,2020-01-21,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.41,5.41,4.21,10.82,6.61,5.21,5.21,3.81,17.23,2.81,10.82,5.01,9.22,3.81,5.41,4.81,4.21,3.01,5.61,9.42,23.44,6.41,5.61,4.01,5.61,6.41,38.87,3.21,5.41,5.01,6.01,5.81,-0.944444,-5.088889,5.505556,0.0,-8.402778,56.271473
US_AL_01123,2020-01-22,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.54,7.1,3.55,10.25,8.28,5.13,4.73,5.72,15.78,2.76,3.35,5.32,12.42,4.93,4.34,2.76,3.55,3.75,4.73,9.66,25.83,5.32,6.31,4.34,4.93,5.52,37.27,8.48,6.71,6.11,5.32,4.54,1.238889,-5.388889,10.727778,0.0,-8.347222,48.337887
US_AL_01123,2020-01-23,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.29,5.65,3.9,10.71,9.55,5.07,3.12,6.23,13.05,2.92,5.65,5.65,10.91,3.51,4.48,,,5.07,5.84,9.94,22.21,4.68,7.4,6.23,9.74,3.9,34.68,3.12,5.65,5.65,5.26,4.29,6.038889,2.233333,8.755556,1.354667,-1.840278,56.798652
US_AL_01123,2020-01-24,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.14,5.33,3.55,7.89,5.33,5.72,4.54,5.13,15.59,,6.32,2.96,9.28,3.35,3.95,3.16,4.93,4.54,4.93,7.1,29.8,7.1,5.72,2.76,,5.92,33.55,4.34,7.5,6.71,4.74,4.54,10.455556,6.855556,14.877778,22.606,7.847222,83.156515
US_AL_01123,2020-01-25,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.83,9.67,,12.33,4.35,5.08,6.53,3.63,19.1,3.63,8.22,4.11,12.09,3.38,3.63,4.83,4.59,4.11,4.35,5.56,22.73,3.38,9.43,3.38,4.35,5.08,39.65,,6.77,4.35,6.29,4.11,6.05,-0.261111,12.105556,0.8382,1.166667,70.458097
US_AL_01123,2020-01-26,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,6.0,6.22,,9.1,6.44,7.99,6.22,,19.98,3.77,5.55,5.33,9.32,,4.88,4.22,3.33,4.66,,7.77,24.87,6.22,7.55,3.33,,6.66,39.52,4.88,,6.22,3.55,3.55,5.044444,-0.511111,11.666667,0.0,1.451389,76.827217
US_AL_01123,2020-01-27,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,6.92,6.53,3.36,9.1,7.71,3.96,4.55,5.74,17.6,3.76,5.54,5.34,7.32,,3.96,5.34,,,3.56,8.5,28.08,5.34,8.9,5.74,4.94,4.55,36.58,4.35,4.94,4.94,4.55,4.55,9.216667,5.766667,13.777778,0.536222,6.715278,84.122884
US_AL_01123,2020-01-28,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.75,6.73,2.97,7.13,7.92,4.36,5.35,3.96,19.2,3.17,8.51,5.15,14.06,,3.56,5.35,3.76,,5.54,10.89,30.09,5.15,5.54,4.55,3.76,7.52,34.84,4.55,13.07,4.95,4.36,6.73,6.816667,-0.344444,16.861111,0.0508,1.833333,69.970777
US_AL_01123,2020-01-29,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.26,5.03,,9.68,5.61,6.0,5.03,5.81,21.87,,7.16,,10.45,4.64,6.58,,4.06,4.45,2.9,10.26,38.13,4.06,8.32,3.48,3.87,6.77,41.42,7.16,15.29,3.87,6.39,3.29,8.244444,3.95,13.788889,0.423333,2.965278,69.617299
US_AL_01123,2020-01-30,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,5.4,9.39,5.4,7.0,5.0,4.8,3.8,3.2,24.98,5.8,8.6,4.4,8.79,3.2,3.4,3.6,4.0,,4.0,9.39,32.78,4.8,6.8,3.8,4.0,7.2,33.38,5.4,6.2,6.2,4.6,8.0,7.322222,0.266667,16.422222,0.5842,2.923611,72.614949
US_AL_01123,2020-01-31,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,2.92,7.21,,11.11,5.66,4.49,6.24,4.49,26.13,3.71,10.92,3.51,7.41,3.31,3.31,5.26,5.66,4.88,4.29,10.33,27.1,6.24,6.82,4.49,4.68,4.49,32.37,4.09,5.07,6.43,3.9,4.09,8.111111,4.305556,12.711111,0.084667,4.9375,80.165355
US_AL_01123,2020-02-01,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,5.33,6.95,,9.03,4.86,5.79,5.33,4.63,19.22,,10.42,6.02,6.25,4.17,4.63,,3.47,5.09,4.4,6.25,27.33,,7.64,4.17,3.24,,35.9,4.17,8.34,4.63,3.24,4.86,8.005556,6.416667,11.372222,0.0,5.416667,83.986177
US_AL_01123,2020-02-02,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.69,9.0,,7.61,7.38,4.85,4.85,3.92,17.77,4.15,7.84,5.77,10.15,3.92,5.08,5.31,3.92,3.23,5.31,5.31,27.46,,4.38,,3.23,,33.46,3.46,5.31,5.77,3.46,5.77,7.711111,-0.861111,18.972222,0.0254,1.201389,62.92043
US_AL_01123,2020-02-03,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.57,5.77,4.17,13.72,7.95,4.77,3.98,3.38,19.29,3.78,10.34,3.78,8.35,4.17,4.57,3.98,4.37,3.58,5.37,9.54,32.8,6.36,6.36,3.98,2.98,4.77,32.6,4.17,6.96,4.77,5.77,3.38,11.183333,1.833333,23.65,0.0,3.673611,59.705207
US_AL_01123,2020-02-04,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.86,5.06,2.92,9.92,7.39,6.81,5.64,4.08,18.48,2.92,5.83,,12.06,3.5,6.03,5.64,5.06,5.45,4.08,8.95,25.87,9.34,5.25,4.28,4.47,5.25,33.84,4.67,6.42,5.25,3.89,2.72,16.533333,12.316667,22.188889,0.036286,11.284722,71.804303
US_AL_01123,2020-02-05,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.98,7.95,3.22,11.93,5.49,4.92,6.44,5.11,17.23,,4.17,3.6,6.06,2.65,4.54,,4.17,4.54,2.84,9.66,27.46,4.17,7.01,3.41,4.17,6.06,36.17,4.36,5.11,6.25,,5.49,18.444444,15.877778,21.183333,1.947333,16.638889,89.757245
US_AL_01123,2020-02-06,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.33,7.08,3.15,9.84,3.54,4.53,6.69,5.51,17.52,3.94,10.43,2.95,8.86,,2.95,4.33,3.54,3.35,,6.89,27.95,6.89,7.08,5.31,4.53,4.13,33.85,4.92,6.3,3.15,6.1,5.9,17.077778,10.45,22.316667,39.567556,16.090278,92.687453
US_AL_01123,2020-02-07,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,,6.56,3.07,12.5,4.71,4.3,5.53,3.48,15.98,,7.38,,8.2,3.48,4.51,3.89,,3.69,6.15,5.12,21.31,3.07,6.15,3.89,,,32.98,3.69,3.89,,4.51,,5.905556,2.383333,10.588889,35.785778,1.944444,74.931521
US_AL_01123,2020-02-08,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,3.71,4.88,4.41,11.38,6.5,5.11,3.71,,18.11,3.71,6.97,4.18,8.13,5.11,3.95,4.18,,5.34,4.64,7.66,25.78,6.04,4.18,3.95,,,30.88,5.34,9.98,8.36,4.88,4.41,5.1,-0.005556,13.333333,0.282222,1.666667,78.700821
US_AL_01123,2020-02-09,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,5.52,8.74,4.14,10.35,6.9,4.14,5.29,4.14,9.43,3.91,8.05,3.22,7.82,4.14,4.83,3.68,5.98,5.98,3.45,5.29,21.62,,8.97,,6.21,,37.49,,7.36,5.98,,5.06,7.566667,0.472222,17.361111,1.1176,2.847222,71.088194
US_AL_01123,2020-02-10,ChIJ0cO6TY0SjIgRXJQOsRghdwk,Q512787,geoId/01123,US,United States of America,AL,Alabama,01123,Tallapoosa County,US,USA,2,,,,,,,40613,19774,20839,4664,4697,4822,4092,4783,5856,6033,3857,1809,1850812,32.861389,-85.797222,1985,74.71,,,,,4.3,5.08,3.91,16.02,4.1,5.08,5.47,3.52,17.78,,7.81,,8.79,5.27,3.91,4.49,5.47,3.52,5.27,9.57,29.89,5.27,6.84,3.12,7.42,2.73,38.09,,3.12,4.88,4.1,5.86,12.622222,8.044444,16.755556,0.0,7.972222,73.258608
