location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12075,2020-01-11,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,,7.63,4.88,10.68,7.02,6.71,4.88,4.88,10.07,8.24,5.19,8.54,6.1,4.88,,4.58,,6.1,6.71,26.86,5.49,,,4.27,5.19,43.03,,10.07,5.19,5.19,,21.87037,16.518519,27.518519,0.0,18.777778,82.835109
US_FL_12075,2020-01-12,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,6.68,9.72,,11.54,7.9,6.68,,,11.54,7.59,,9.41,5.16,,,6.68,,,7.29,24.6,5.77,11.85,,,,47.99,,11.54,5.47,6.07,5.47,22.111111,17.808642,27.537037,0.0,19.475309,85.250276
US_FL_12075,2020-01-13,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,6.25,7.45,3.85,11.78,5.77,6.25,6.25,4.33,8.9,5.53,3.61,12.5,,6.25,,4.57,,5.05,8.66,20.2,6.49,8.42,,5.29,4.33,42.32,4.81,6.01,6.97,5.53,4.81,22.253086,18.660494,27.574074,0.03175,19.203704,83.210982
US_FL_12075,2020-01-14,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.17,5.16,3.93,14.24,4.91,6.39,5.4,,10.56,6.14,,13.26,4.42,6.88,5.65,3.68,,4.91,,21.37,8.11,8.6,,6.63,3.44,46.42,5.4,7.61,7.37,,4.67,19.944444,14.962963,26.462963,0.0,17.771605,87.444906
US_FL_12075,2020-01-15,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,,6.86,4.83,10.17,6.86,5.84,4.32,,10.42,7.62,,8.13,4.58,4.83,,7.37,3.56,4.07,7.62,23.89,8.39,6.35,5.59,5.08,4.83,42.19,4.07,8.13,5.84,4.07,5.59,20.407407,15.462963,26.425926,0.0,18.296296,87.909822
US_FL_12075,2020-01-16,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.27,5.02,3.51,8.03,7.02,6.77,5.52,,9.28,8.53,,12.29,5.52,5.27,3.76,5.52,,4.26,9.03,24.08,5.77,6.77,4.51,4.76,6.27,41.63,4.26,4.51,5.27,4.51,,19.234568,14.722222,25.469136,0.0,17.697531,91.026324
US_FL_12075,2020-01-17,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.7,5.19,4.2,10.62,8.15,,6.92,6.92,9.64,6.18,4.7,6.42,4.2,4.7,,5.93,3.71,3.46,7.91,19.52,3.71,5.93,,4.45,,32.86,4.2,4.7,6.42,4.94,4.45,18.709877,14.425926,23.574074,0.028222,13.024691,69.691815
US_FL_12075,2020-01-18,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.33,10.52,,12.07,7.12,6.5,4.95,4.95,9.28,6.81,,10.21,,6.19,,5.88,5.26,,9.9,21.04,5.26,7.12,6.5,,,32.8,,8.66,5.57,,6.81,16.820988,10.882716,24.419753,0.0,12.135802,74.028855
US_FL_12075,2020-01-19,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.55,7.89,4.67,13.73,7.89,6.13,4.97,,17.82,11.98,6.13,7.3,,6.13,,7.3,4.67,4.38,9.06,21.91,8.77,9.64,,9.06,,44.41,4.97,,4.97,,4.97,18.555556,13.518519,23.888889,0.798286,16.376543,87.258654
US_FL_12075,2020-01-20,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,6.07,8.8,5.77,13.05,13.36,7.89,10.93,4.55,16.69,9.71,6.68,10.32,,,5.16,,8.2,,9.41,23.37,7.89,8.2,6.68,,4.25,50.38,5.16,7.59,6.37,4.86,4.86,9.938272,3.401235,19.179012,1.197429,1.067901,54.150894
US_FL_12075,2020-01-21,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,3.48,5.72,,9.7,7.46,8.7,6.46,4.23,12.93,5.72,5.22,10.44,5.47,3.98,5.47,4.72,,6.46,10.44,22.13,6.46,7.71,,6.22,5.97,35.31,4.97,5.72,3.48,3.73,5.72,5.339506,0.487654,11.364198,0.0,-2.166667,58.544267
US_FL_12075,2020-01-22,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.22,9.42,,9.18,7.69,9.42,7.94,6.2,12.65,7.44,5.21,8.93,3.72,3.97,,3.47,3.72,6.7,9.42,21.33,7.44,5.46,3.47,5.21,6.2,37.45,6.2,6.45,4.96,4.71,5.95,5.166667,-1.246914,14.932099,0.0,-4.253086,50.774579
US_FL_12075,2020-01-23,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.87,7.34,,10.28,9.05,4.65,5.14,4.65,14.19,6.36,4.65,8.56,5.38,7.09,,4.4,3.42,3.67,10.03,21.53,5.38,6.85,4.4,,4.65,41.59,3.67,10.76,5.14,,5.14,13.092593,9.691358,18.932099,0.0,8.790123,75.587216
US_FL_12075,2020-01-24,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.18,7.86,3.69,10.81,5.65,,3.69,,19.41,7.62,3.44,8.6,6.63,6.63,,,4.18,4.18,8.36,26.3,8.11,7.86,4.67,5.65,5.9,39.32,3.69,6.88,7.62,4.18,,16.117284,11.746914,21.845679,0.0,14.277778,89.082339
US_FL_12075,2020-01-25,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,9.09,8.46,,11.28,5.95,5.95,8.78,5.01,19.74,8.15,6.58,10.97,8.78,,5.01,4.39,5.33,,7.52,40.43,7.83,5.64,,,6.58,42.31,4.7,5.33,5.01,4.39,6.27,14.04321,7.425926,19.265432,0.056444,9.141975,72.654057
US_FL_12075,2020-01-26,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,6.6,12.62,,12.62,6.02,4.59,5.16,,20.08,9.18,6.02,10.61,5.74,4.3,7.46,,5.16,,8.03,32.41,6.31,10.04,,,6.6,39.87,4.02,8.03,4.3,,,10.358025,3.54321,17.697531,0.0,4.358025,66.483453
US_FL_12075,2020-01-27,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,3.93,8.11,,5.9,7.62,5.9,6.14,,22.36,8.6,5.65,13.76,4.92,4.42,5.41,5.16,4.42,3.69,10.08,26.79,4.92,7.86,,,4.67,42.27,,8.11,,4.42,7.86,13.796296,10.018519,18.753086,0.0,8.302469,69.691758
US_FL_12075,2020-01-28,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.64,6.66,4.36,13.58,4.87,7.43,4.61,5.13,17.43,7.43,4.36,8.97,,5.38,,,,5.13,7.18,32.8,6.15,5.64,6.66,6.41,4.36,34.34,3.84,12.04,5.89,6.41,,13.160494,6.932099,19.197531,0.108857,7.185185,67.200626
US_FL_12075,2020-01-29,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,,7.81,,12.35,6.81,6.55,9.07,5.04,19.91,10.08,4.03,9.33,,,6.3,3.78,,6.55,11.34,31.51,6.05,5.29,4.54,6.81,6.3,35.79,5.8,9.07,5.8,,3.53,10.246914,3.530864,17.450617,0.0,6.401235,77.387355
US_FL_12075,2020-01-30,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.1,8.44,6.27,11.09,4.82,5.54,4.58,4.82,25.8,6.51,,8.2,3.62,7.96,6.75,5.06,3.38,,6.99,37.37,4.58,7.47,3.38,,5.79,34.71,3.38,7.47,5.06,4.82,5.3,12.845679,9.549383,17.746914,0.889,10.907407,88.091622
US_FL_12075,2020-01-31,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.14,4.88,6.09,9.51,9.26,6.58,6.34,3.41,30.23,9.75,4.63,8.78,4.14,4.88,5.61,4.39,3.41,6.83,9.75,37.54,7.31,4.63,,4.63,,35.1,,5.61,4.88,3.9,6.09,14.555556,11.438272,19.401235,0.036286,12.518519,87.687962
US_FL_12075,2020-02-01,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.35,4.97,,13.66,9.32,9.32,6.21,,23.6,13.04,,11.49,,5.28,6.21,,8.38,,12.11,37.89,8.38,4.66,4.66,,5.59,43.79,7.14,8.07,8.38,4.35,5.28,13.358025,10.746914,16.753086,2.612571,12.320988,93.505811
US_FL_12075,2020-02-02,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.6,7.08,,9.73,6.78,9.14,7.08,,22.4,10.02,,6.19,5.31,,6.49,,4.72,5.9,13.27,33.02,7.08,6.78,4.13,4.13,8.84,49.23,5.9,6.78,4.42,,5.01,10.716049,4.950617,16.209877,0.254,5.796296,71.796975
US_FL_12075,2020-02-03,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,3.64,6.8,,11.17,10.68,5.34,6.55,4.61,20.15,9.71,7.53,6.07,3.4,,4.37,5.58,4.37,4.61,11.65,27.91,5.58,5.58,,6.55,4.37,38.6,4.86,3.88,4.61,,6.55,11.95679,4.203704,21.771605,0.0,7.419753,74.104268
US_FL_12075,2020-02-04,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.92,6.14,,10.82,4.67,6.64,5.65,3.44,22.37,12.04,4.92,6.88,,6.88,5.65,5.41,3.93,4.92,7.62,33.43,6.64,5.16,4.42,3.93,4.67,39.58,,5.65,6.39,4.92,,13.438272,5.222222,22.351852,0.0,10.117284,80.647494
US_FL_12075,2020-02-05,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,6.35,7.57,,12.7,7.08,5.86,6.35,3.66,16.85,8.79,3.91,6.84,,3.66,4.88,3.42,4.88,,8.06,27.84,5.13,5.62,,6.1,3.91,39.07,5.37,5.86,9.77,5.37,3.66,17.746914,10.209877,25.228395,0.0,14.623457,82.076759
US_FL_12075,2020-02-06,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.21,3.32,4.74,10.19,4.27,7.35,5.45,7.82,17.78,7.82,4.74,5.92,4.03,,3.56,4.74,3.79,4.98,8.77,24.89,3.56,8.3,3.32,5.69,,36.98,5.69,8.3,5.45,4.98,,22.049383,17.259259,26.62963,0.0,18.962963,83.155266
US_FL_12075,2020-02-07,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,,4.87,,9.24,6.08,3.89,4.87,6.08,16.3,7.3,3.65,6.33,6.57,,5.6,5.6,5.35,,9.73,24.09,5.6,6.81,,4.87,,35.03,5.35,6.57,,4.62,,15.802469,9.604938,25.067901,10.377714,8.320988,61.358433
US_FL_12075,2020-02-08,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.31,5.62,6.56,13.12,6.25,6.25,6.87,,20.31,9.68,7.5,10.0,4.69,5.94,,4.37,,,8.12,31.86,7.81,8.75,,,5.31,42.8,5.31,6.56,,,5.62,9.635802,1.907407,19.648148,0.056444,1.450617,56.917898
US_FL_12075,2020-02-09,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.16,5.05,4.46,10.41,10.11,5.35,4.46,4.76,15.16,9.81,5.65,8.92,5.95,4.46,,,6.54,4.46,10.41,24.68,5.35,7.73,5.95,6.84,,36.87,5.05,8.62,5.05,4.76,5.35,12.95679,4.216049,23.277778,0.0,6.734568,66.022865
US_FL_12075,2020-02-10,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,6.4,10.67,3.56,12.09,5.45,3.56,5.45,3.56,18.73,7.35,3.56,9.01,4.03,6.16,5.21,6.88,4.27,4.5,11.38,28.92,6.16,6.16,4.03,4.03,4.03,35.56,6.64,6.64,4.5,5.45,6.4,17.635802,8.339506,26.808642,0.0,13.197531,75.395414
US_FL_12075,2020-02-11,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,5.53,8.65,,10.81,6.25,6.97,3.84,,15.38,9.37,,13.21,4.08,4.57,5.53,6.49,3.6,,8.65,29.31,4.57,6.73,4.8,5.29,7.93,42.77,,6.49,6.73,7.69,4.08,20.728395,14.5,26.895062,0.0,17.91358,84.200486
US_FL_12075,2020-02-12,ChIJ7908BbD26IgRFinrUKJ6BFA,Q501022,geoId/12075,US,United States of America,FL,Florida,12075,Levy County,US,USA,2,,,,,,,40276,19711,20565,4269,4293,4375,4082,4299,5958,6335,4555,2110,1210721,29.28,-82.79,3658,74.925,,,,,,4.34,7.24,3.62,12.3,9.65,7.24,6.51,3.62,18.1,6.51,,8.69,4.1,5.79,5.55,4.83,3.86,3.38,9.41,31.12,7.48,6.76,5.07,4.34,3.86,39.09,4.83,7.24,10.38,4.83,5.31,21.549383,17.259259,27.709877,0.0,19.549383,88.638382
