location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40033,2020-01-01,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,47.87,5.537037,-1.296296,13.549383,0.0,,-1.703704,59.737213
US_OK_40033,2020-01-02,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,61.11,11.074074,5.777778,16.623457,0.0,,4.074074,62.399236
US_OK_40033,2020-01-03,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,,9.567901,5.648148,15.617284,0.0,,1.895062,59.154908
US_OK_40033,2020-01-04,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,48.26,6.111111,-0.82716,14.271605,0.0,,-2.364198,54.632385
US_OK_40033,2020-01-05,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,56.78,8.567901,0.438272,17.246914,0.0,,-0.716049,52.174208
US_OK_40033,2020-01-06,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,54.19,6.925926,-0.685185,16.345679,0.0,,-2.154321,52.514329
US_OK_40033,2020-01-07,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,,6.839506,-2.969136,18.493827,0.0,,-6.351852,38.569682
US_OK_40033,2020-01-08,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,60.3,7.876543,-2.240741,18.839506,0.0,,-4.703704,40.856516
US_OK_40033,2020-01-09,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,,15.024691,10.882716,22.074074,0.0,,8.197531,63.746445
US_OK_40033,2020-01-10,ChIJyWomazIsrYcRYj75lbVKOXE,Q483857,geoId/40033,US,United States of America,OK,Oklahoma,40033,Cotton County,US,USA,2,,,,,,,5863,2897,2966,715,757,661,642,693,847,755,523,270,1822202,34.28,-98.37,1663,78.15,,,,41.92,15.604938,9.469136,22.777778,0.0,,12.666667,82.76316
