location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17157,2020-01-01,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,,5.39,9.58,,,5.99,8.69,7.19,,4.19,,4.79,14.38,,8.69,,30.55,5.69,6.59,4.383333,-2.538889,12.483333,0.0,,-3.088889,58.651646
US_IL_17157,2020-01-02,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,6.06,6.34,11.3,5.24,6.06,9.65,14.61,8.82,4.68,6.06,4.13,7.72,22.32,7.17,4.41,,36.66,,5.24,8.111111,4.0,11.783333,0.0,,1.933333,65.254237
US_IL_17157,2020-01-03,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,,6.32,7.69,4.39,4.39,,14.55,4.94,8.79,,,,20.32,4.12,6.32,,32.68,4.12,4.67,7.427778,4.161111,10.288889,3.076222,,6.622222,94.723047
US_IL_17157,2020-01-04,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,4.49,5.09,4.49,8.38,5.69,5.99,10.18,,5.69,,,6.29,20.96,,4.49,,34.73,4.79,4.19,2.85,0.316667,6.033333,0.4064,,-0.377778,79.479989
US_IL_17157,2020-01-05,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,5.15,5.44,7.15,6.87,5.44,4.29,10.01,5.72,6.29,4.29,,5.72,21.46,,7.44,,32.62,,6.29,2.8,-3.422222,12.638889,0.0,,-2.677778,67.442676
US_IL_17157,2020-01-06,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,3.62,5.55,8.44,4.34,3.62,5.31,9.41,5.79,6.03,4.58,3.86,7.0,21.71,5.07,4.58,5.55,34.01,5.07,4.58,3.6,-3.35,10.416667,0.0,,-3.766667,58.742775
US_IL_17157,2020-01-07,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,4.51,5.47,5.47,6.65,5.47,5.47,9.98,4.51,4.99,,,5.7,20.2,,4.28,4.04,32.56,,4.04,2.888889,-3.005556,9.55,0.0,,-3.577778,62.948042
US_IL_17157,2020-01-08,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,,4.1,5.55,5.3,3.62,4.82,9.16,5.06,6.03,3.86,3.62,4.82,21.46,4.1,6.99,5.55,29.42,7.96,4.82,3.594444,-1.761111,8.844444,0.0,,-6.188889,49.053518
US_IL_17157,2020-01-09,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,,4.25,7.79,8.96,4.95,,10.38,3.3,7.55,4.01,,4.48,20.05,,3.54,3.54,29.49,6.84,,8.383333,1.955556,13.661111,0.22225,,0.066667,55.988375
US_IL_17157,2020-01-10,ChIJexX88wnTd4gRWFfIUTRlLsA,Q486499,geoId/17157,US,United States of America,IL,Illinois,17157,Randolph County,US,USA,2,,,,,,,32297,17816,14481,3475,3441,4141,4390,4100,4618,3971,2445,1716,1800898,38.05,-89.82,1547,78.222222,,,,,,,8.15,6.06,4.89,3.49,8.62,5.59,6.99,,,5.12,18.87,8.15,5.12,4.66,25.62,4.66,5.59,12.911111,8.761111,14.861111,25.4254,30.48,11.588889,91.787363
