location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48189,2020-01-01,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,4.88,10.73,7.15,5.53,4.55,6.5,20.16,11.06,,6.5,6.83,,,5.53,7.48,20.48,,4.88,,6.83,38.04,,,4.55,,4.944444,-2.794444,15.827778,0.0,,-4.635802,49.740129
US_TX_48189,2020-01-02,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,5.2,9.18,4.28,4.89,6.73,5.2,18.35,14.68,4.59,11.01,8.26,6.73,6.42,,6.73,25.08,6.42,5.81,4.28,,37.62,,5.81,5.2,5.5,6.805556,-0.527778,14.633333,0.15875,,-3.185185,49.186431
US_TX_48189,2020-01-03,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,4.46,6.37,6.69,,5.41,5.73,19.1,10.82,,9.55,,5.09,,6.69,7.0,25.79,6.69,5.09,,5.09,35.66,,8.91,6.37,,5.722222,0.466667,11.355556,0.60325,,-0.944444,62.516609
US_TX_48189,2020-01-04,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,10.04,8.42,7.13,8.74,5.18,5.51,17.17,16.84,,4.86,,,6.8,,7.45,23.0,7.13,7.13,,,37.25,,5.51,8.42,,4.633333,-3.166667,16.516667,0.0254,,-3.944444,53.395838
US_TX_48189,2020-01-05,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,5.69,5.38,12.65,5.69,,,17.08,10.12,6.64,8.22,5.38,5.06,,6.33,12.02,28.78,,6.96,,7.91,34.16,,6.96,6.33,6.01,7.927778,-1.333333,15.766667,0.0,,-4.530864,40.770579
US_TX_48189,2020-01-06,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,4.39,6.73,10.24,9.36,,,19.01,11.7,,6.43,,,,,10.24,21.93,,8.48,4.68,,30.12,4.68,,7.02,,4.9,-2.716667,13.705556,0.0,,-5.5,46.510717
US_TX_48189,2020-01-07,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,,8.52,10.71,5.22,,5.77,15.11,8.79,4.39,10.71,,5.22,,4.95,6.59,20.05,5.49,7.14,,5.49,29.94,,6.04,5.77,,4.511111,-4.766667,17.188889,0.0,,-9.604938,35.284231
US_TX_48189,2020-01-08,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,6.27,6.27,8.62,7.31,5.75,,13.06,6.53,5.49,8.1,,4.96,,3.92,5.22,31.34,4.7,8.1,4.7,4.44,26.9,3.92,15.41,6.79,,5.705556,-3.772222,17.055556,0.0,,-9.395062,32.501709
US_TX_48189,2020-01-09,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,5.68,6.97,7.75,5.94,4.65,6.97,11.88,8.01,5.17,9.04,6.46,3.88,4.91,,12.92,24.54,6.72,7.49,,5.94,29.97,,11.63,6.46,,10.044444,0.688889,18.483333,0.0,,-1.777778,44.334868
US_TX_48189,2020-01-10,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,3.92,4.44,5.23,4.97,4.97,3.66,10.46,5.49,6.8,8.1,,,,5.75,5.75,20.13,5.49,5.49,,,31.37,,5.75,4.18,,8.177778,1.755556,16.538889,0.0,,-2.734568,45.911203
US_TX_48189,2020-01-11,ChIJq2OAESDiAYcRp_rF3vkL22Q,Q111622,geoId/48189,US,United States of America,TX,Texas,48189,Hale County,US,USA,2,,,,,,,33954,17681,16273,5069,5363,5149,4409,3808,3922,3126,1921,1187,1810778,34.07,-101.83,2602,77.822222,,,,,7.07,5.84,4.3,8.3,4.92,5.53,6.46,4.92,,9.22,5.23,4.92,,4.92,10.45,21.21,5.84,6.46,,4.61,33.82,,7.99,5.53,,0.888889,-7.077778,11.55,1.451429,30.48,-4.95679,65.072013
