location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13237,2020-01-01,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,7.26,8.62,6.81,17.25,,6.81,25.87,6.81,37.22,,7.727778,2.561111,14.0,0.0,,-2.333333,48.869766
US_GA_13237,2020-01-02,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,,12.64,8.57,20.76,8.12,11.28,27.53,,56.86,,7.8,4.155556,11.744444,2.921,,3.308642,72.985482
US_GA_13237,2020-01-03,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,9.62,13.12,,19.25,7.87,9.62,24.06,10.5,43.31,8.75,13.727778,7.8,20.388889,17.272,,12.54321,90.665675
US_GA_13237,2020-01-04,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,8.58,10.96,9.05,20.97,,7.63,28.12,7.15,32.41,9.53,14.694444,9.894444,18.45,17.822333,,10.58642,76.138213
US_GA_13237,2020-01-05,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,12.28,7.86,,13.75,13.26,12.77,23.57,7.86,40.77,,5.977778,0.361111,14.155556,1.016,,-2.055556,56.138213
US_GA_13237,2020-01-06,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,7.95,12.81,,18.99,8.39,15.02,21.64,,36.65,,7.85,1.288889,17.627778,0.0,,0.95679,61.910027
US_GA_13237,2020-01-07,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,9.86,10.75,,15.68,8.51,8.06,22.85,8.06,48.83,7.62,10.705556,5.316667,16.527778,0.042333,,4.240741,64.271679
US_GA_13237,2020-01-08,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,7.05,9.69,,16.29,12.33,9.69,31.71,,39.63,13.21,8.161111,0.072222,16.888889,0.127,,-2.950617,45.570181
US_GA_13237,2020-01-09,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,10.8,10.35,8.55,14.39,16.2,,39.59,,45.88,13.05,7.516667,-0.722222,18.155556,0.0,,0.234568,60.845722
US_GA_13237,2020-01-10,ChIJSV5U3puW9ogREoRjbSJhMhQ,Q498341,geoId/13237,US,United States of America,GA,Georgia,13237,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21692,10588,11104,2389,2472,2208,2317,2395,3056,3508,2364,983,1029448,33.32,-83.37,934,75.766667,,,,,,,9.36,8.47,12.48,8.92,10.7,26.31,8.03,36.56,7.13,14.155556,10.088889,19.094444,0.0,,7.888889,65.541866
