location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05093,2020-01-20,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,6.9,8.63,,9.37,8.88,4.19,5.67,4.19,14.3,,6.9,6.66,9.62,,5.42,4.93,,4.44,4.44,8.14,22.68,4.68,7.64,4.19,4.19,,35.75,,9.12,5.92,5.42,4.93,-3.407407,-5.771605,1.055556,0.0,,-8.808642,66.366219
US_AR_05093,2020-01-21,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,5.44,3.89,2.72,9.13,7.19,6.61,6.02,4.28,12.63,4.28,7.97,5.05,7.77,3.5,5.44,,4.47,3.11,7.38,5.83,28.37,6.02,7.58,3.69,7.77,3.5,33.23,4.28,4.28,2.92,3.3,3.69,-2.227778,-4.155556,1.666667,0.0,,-7.672222,66.406276
US_AR_05093,2020-01-22,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,,6.67,,4.19,7.62,6.48,3.62,4.57,13.53,,7.81,4.38,6.86,4.0,3.05,,3.05,4.57,5.72,8.96,23.25,5.91,8.0,4.38,5.33,4.19,30.48,5.14,8.19,,3.81,,-0.266667,-3.5,4.1,0.0,,-5.633333,67.657492
US_AR_05093,2020-01-23,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,6.49,7.06,,7.06,5.73,4.96,3.82,3.44,14.51,,6.87,3.63,5.16,3.82,4.01,2.67,3.63,3.44,2.86,7.64,26.73,5.16,7.25,4.96,,3.44,36.27,6.11,5.92,3.25,,5.92,3.55,1.416667,5.261111,2.836333,,0.705556,82.040444
US_AR_05093,2020-01-24,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,4.06,5.61,4.06,8.32,5.61,4.45,4.84,,18.38,,7.93,2.9,6.0,3.48,,3.87,2.71,3.68,3.48,3.48,25.73,6.38,3.48,3.48,4.45,5.42,26.31,,5.03,5.61,3.1,3.29,5.016667,3.672222,6.538889,10.329333,,3.388889,89.319874
US_AR_05093,2020-01-25,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,4.74,7.53,3.9,10.6,7.81,5.3,6.13,4.74,17.57,5.58,6.41,5.02,7.25,4.74,,,,6.13,7.81,8.64,32.07,3.9,9.2,4.74,7.25,5.02,37.37,4.46,7.53,6.41,3.9,3.9,4.364198,2.080247,8.080247,0.366889,,-0.080247,72.910219
US_AR_05093,2020-01-26,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,3.52,4.78,4.28,9.56,9.05,4.03,5.53,6.04,19.12,,7.04,,6.54,4.78,3.52,6.54,,4.28,4.78,8.05,31.69,4.28,7.8,3.77,5.53,5.53,38.48,3.52,5.53,4.78,,,7.283951,2.623457,12.462963,0.169333,,4.623457,83.267257
US_AR_05093,2020-01-27,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,4.93,6.26,,7.02,6.07,4.55,4.74,4.55,15.37,,6.26,6.45,7.97,3.42,6.26,3.04,5.12,3.79,,5.88,29.22,5.69,5.5,4.74,6.07,3.23,36.24,3.04,3.98,3.79,,4.74,9.172222,3.927778,13.872222,0.705556,,5.905556,80.309132
US_AR_05093,2020-01-28,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,3.73,7.46,,8.95,6.53,5.22,3.36,3.17,15.66,,4.66,3.73,10.26,3.36,5.78,4.1,4.29,4.66,3.36,9.14,37.1,5.78,6.9,3.92,4.29,3.36,33.56,4.29,16.04,4.47,5.22,4.1,4.444444,1.327778,9.861111,0.0,,2.527778,87.651416
US_AR_05093,2020-01-29,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,3.19,3.19,,8.07,7.32,3.94,2.63,6.2,25.72,,8.07,3.94,9.95,,3.94,3.19,5.26,4.13,4.88,9.2,46.0,6.2,6.2,2.82,4.51,5.44,29.48,,13.89,3.94,5.63,3.57,4.494444,3.061728,6.783951,1.306286,,3.072222,90.693125
US_AR_05093,2020-01-30,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,5.62,6.37,,6.93,5.62,5.62,4.31,3.37,32.8,4.31,9.18,4.87,8.81,,3.56,3.94,3.56,4.31,5.06,7.31,35.61,4.5,7.68,3.75,4.68,3.94,32.05,2.62,4.87,4.5,4.31,4.12,4.316667,3.083333,6.511111,0.635,,2.783333,89.873806
US_AR_05093,2020-01-31,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,5.19,4.29,,8.05,4.11,4.47,4.47,3.58,23.07,3.58,9.3,,7.33,,3.58,4.11,5.19,4.47,3.76,3.76,33.8,4.83,6.8,,3.76,3.4,30.05,3.22,3.58,4.83,4.29,4.83,5.961111,4.438889,7.716667,1.397,,4.766667,92.105818
US_AR_05093,2020-02-01,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,5.46,6.83,4.1,8.74,6.28,6.01,5.46,4.1,21.31,,9.83,5.46,6.01,,4.37,4.64,,7.38,,5.74,26.23,7.38,6.83,,5.46,4.37,34.97,3.83,,4.64,,,7.858025,5.154321,12.506173,0.564444,,3.987654,76.638561
US_AR_05093,2020-02-02,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,11.41,6.63,3.98,5.84,5.57,,6.37,5.31,21.5,4.25,9.29,5.57,8.23,,,,4.51,3.98,3.98,7.96,27.34,7.7,5.31,4.25,4.51,,32.91,,4.25,5.04,,,10.432099,4.006173,20.04321,0.0,,2.092593,56.48286
US_AR_05093,2020-02-03,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,4.94,6.08,3.04,9.12,6.65,3.8,4.75,3.61,16.72,,7.41,3.42,10.64,5.13,3.42,6.08,3.8,3.42,5.32,6.65,36.1,5.13,13.3,,6.46,4.94,28.5,4.18,9.12,4.75,5.13,6.08,14.722222,10.866667,19.566667,0.0,,7.322222,61.50018
US_AR_05093,2020-02-04,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,4.53,5.44,2.72,9.61,9.97,,3.08,4.9,19.58,2.9,8.52,4.17,8.16,2.9,4.53,3.44,3.08,2.54,3.44,6.35,30.46,4.35,6.71,3.63,4.35,5.98,34.81,3.26,5.26,3.26,3.99,2.72,15.972222,11.055556,17.961111,1.016,,13.705556,86.508775
US_AR_05093,2020-02-05,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,4.78,5.88,,8.46,7.54,,4.41,2.76,15.44,2.57,6.07,3.86,5.33,6.43,3.68,6.43,5.33,2.57,3.68,8.82,32.35,5.15,3.86,3.68,2.94,4.96,35.11,2.94,5.33,5.33,,3.49,6.277778,4.094444,11.138889,19.304,,5.583333,95.371223
US_AR_05093,2020-02-06,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,3.75,4.69,,9.2,5.26,5.07,3.94,2.82,19.9,2.63,9.01,5.26,9.01,4.5,6.76,4.13,3.94,4.5,3.0,6.19,32.66,7.7,6.19,5.82,4.13,3.19,34.73,3.94,4.13,,5.44,5.82,2.538889,1.311111,4.327778,8.345714,,1.066667,90.108244
US_AR_05093,2020-02-07,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,3.59,3.22,3.97,9.65,5.11,4.92,2.65,3.03,14.19,4.35,8.13,5.49,7.0,5.49,3.22,3.78,3.97,,3.03,5.3,26.11,4.35,6.62,4.54,4.92,3.97,25.73,2.65,3.22,,3.59,4.16,1.916667,-0.983333,6.566667,0.943429,,-2.816667,71.086604
US_AR_05093,2020-02-08,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,6.77,4.8,,12.13,,4.8,,5.64,16.93,8.46,12.41,5.92,9.88,5.64,7.34,5.08,4.23,4.8,6.21,7.62,31.88,5.92,8.46,,6.77,4.8,38.94,4.51,8.46,5.64,,,4.216049,-1.12963,10.012346,0.028222,,-1.160494,68.134145
US_AR_05093,2020-02-09,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,7.79,6.18,,11.01,5.1,6.98,5.37,7.79,21.75,,9.13,,6.45,6.45,6.71,5.37,5.91,4.57,7.79,7.52,27.66,6.45,6.45,4.3,5.64,4.3,42.43,,4.83,5.64,,4.83,9.524691,2.240741,19.462963,0.0,,3.191358,64.856565
US_AR_05093,2020-02-10,ChIJ86DhFR1bf4gR8wi7Cg8YkMU,Q61157,geoId/05093,US,United States of America,AR,Arkansas,05093,Mississippi County,US,USA,2,,,,,,,42112,20533,21579,6040,6083,5690,5139,4801,5715,4685,2545,1414,1818421,35.776667,-90.054444,2382,74.358333,,,,,,3.78,4.5,,9.9,8.64,5.04,2.7,4.14,16.74,,9.72,3.78,7.38,2.7,,3.6,3.42,4.14,4.32,8.1,27.54,3.96,3.24,3.42,3.96,5.94,32.04,2.7,4.32,3.78,4.14,5.58,11.833333,6.655556,16.211111,11.557,,10.555556,91.920138
