location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13019,2020-01-01,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,,19.46,25.5,42.96,8.272222,1.705556,16.25,0.0,0.283333,57.490059
US_GA_13019,2020-01-02,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,17.71,22.3,29.52,40.01,13.066667,4.733333,23.333333,0.0,5.711111,61.110642
US_GA_13019,2020-01-03,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,,14.83,37.75,48.54,21.394444,17.888889,26.016667,0.0,17.655556,79.530351
US_GA_13019,2020-01-04,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,10.47,17.46,27.93,33.52,19.383333,14.616667,24.594444,9.779,15.755556,79.635517
US_GA_13019,2020-01-05,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,,18.91,26.91,42.92,8.816667,2.466667,15.088889,0.8128,-1.294444,49.452901
US_GA_13019,2020-01-06,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,,19.44,30.17,54.3,8.75,1.777778,19.661111,0.0,2.677778,65.835241
US_GA_13019,2020-01-07,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,10.12,12.82,28.33,46.55,10.944444,3.844444,18.961111,0.0,5.744444,70.38944
US_GA_13019,2020-01-08,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,12.43,11.24,30.78,32.55,8.633333,0.088889,18.222222,0.0,-1.172222,50.460217
US_GA_13019,2020-01-09,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,9.6,23.7,32.17,39.51,8.911111,0.238889,21.822222,0.0,2.977778,66.499879
US_GA_13019,2020-01-10,ChIJlfABwOwW7ogR9U0JYvFP4wo,Q488868,geoId/13019,US,United States of America,GA,Georgia,13019,Berrien County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19108,9448,9660,2442,2606,2250,2277,2376,2712,2191,1489,765,1027983,31.27,-83.23,1186,74.78,,,,9.54,15.14,21.88,39.26,17.727778,12.916667,25.077778,0.0,12.594444,71.964076
