location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22101,2020-06-26,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,11,1,426,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-14,-2,,-2,-27,8,5.51,9.74,3.6,9.53,9.74,3.18,7.83,5.72,3.18,11.65,5.08,9.95,5.93,5.93,9.74,3.18,3.18,5.72,5.08,4.87,6.14,3.6,9.32,25.84,6.57,4.87,7.41,7.2,4.45,7.2,44.05,3.6,9.95,4.87,5.29,3.81,3.6,26.805556,23.145833,31.138889,9.325429,24.203704,86.178698
US_LA_22101,2020-06-27,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,0,0,426,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-13,0,,,-19,,6.18,9.99,6.18,10.7,7.61,6.66,6.66,4.28,3.57,13.08,4.04,6.18,6.18,3.81,7.13,3.81,6.42,4.04,3.57,4.04,7.85,,5.71,28.54,5.47,4.52,10.7,6.42,8.09,,44.71,3.33,9.75,5.23,4.52,4.76,4.04,27.888889,25.416667,31.395833,0.127,25.166667,85.815106
US_LA_22101,2020-06-28,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,17,0,443,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-6,3,,,-14,,5.59,7.45,,12.58,6.75,3.73,5.12,4.43,,10.48,5.36,5.59,3.49,,6.99,3.96,4.89,,4.89,3.49,4.43,,6.29,27.72,6.29,3.26,8.85,3.49,,4.89,49.85,5.36,11.65,7.45,,6.29,,28.090278,24.458333,31.847222,0.09525,24.592593,81.961175
US_LA_22101,2020-06-29,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,14,0,457,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-3,-2,,,-22,6,6.57,9.95,3.58,13.33,8.36,6.96,5.37,6.76,,12.33,3.58,6.37,6.37,7.76,8.75,6.57,6.37,5.57,5.77,6.37,6.17,2.79,6.37,32.63,7.96,5.77,12.73,4.78,5.57,4.97,44.96,5.77,7.96,7.96,4.18,3.58,,28.666667,26.243056,32.125,0.0,24.759259,79.94006
US_LA_22101,2020-06-30,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,12,0,469,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,3,6,,,-21,5,6.91,9.96,4.67,13.82,7.92,3.45,3.66,5.49,,11.18,3.86,4.67,5.89,6.3,10.57,3.25,4.67,6.3,4.06,3.45,3.45,3.45,12.39,32.1,3.66,4.47,10.97,5.28,3.45,6.91,41.25,6.71,9.14,6.5,6.91,4.47,3.45,28.840278,25.826389,32.5,0.0,24.805556,79.453135
US_LA_22101,2020-07-01,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,20,0,489,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,6,9,,,-23,5,5.9,7.94,2.85,13.44,5.7,6.11,5.29,3.87,2.85,15.47,4.07,8.96,5.29,4.48,9.36,3.26,5.29,6.72,4.07,3.46,3.87,3.05,10.59,27.07,4.28,,8.14,4.89,4.48,4.07,43.77,4.89,10.79,5.5,5.7,5.29,,28.979167,26.131944,32.847222,0.0,24.796296,78.135171
US_LA_22101,2020-07-02,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,25,0,514,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,10,7,,,-26,4,5.83,8.95,3.54,15.19,9.78,6.24,6.24,3.75,,14.98,3.75,8.74,3.33,5.62,8.53,5.41,4.79,7.07,2.91,5.2,4.58,4.37,13.11,31.2,7.07,3.75,9.78,5.41,4.79,3.54,45.77,3.95,7.91,5.62,4.79,5.62,3.12,28.951389,24.944444,33.680556,0.5715,23.953704,75.115555
US_LA_22101,2020-07-03,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,36,0,550,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-15,-1,,1,-50,,4.49,7.64,3.15,11.68,8.54,5.17,5.84,4.72,,11.46,4.49,4.72,4.94,3.82,5.39,4.04,5.62,5.39,,6.74,4.49,,6.51,28.3,4.72,3.59,8.09,5.39,4.49,,40.66,3.15,7.19,6.07,,3.37,3.59,27.131944,23.701389,32.409722,5.696857,24.166667,84.372921
US_LA_22101,2020-07-04,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,0,0,550,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-19,8,,,-36,,,3.53,4.29,12.11,8.58,6.81,6.31,3.79,,17.16,,7.32,5.3,4.29,7.57,5.05,4.54,7.32,,5.05,5.05,,5.8,28.77,4.29,,10.35,4.04,5.3,4.29,47.69,,6.56,6.31,5.55,6.06,,26.409722,23.069444,32.354167,0.85725,22.787037,80.945604
US_LA_22101,2020-07-05,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,26,0,576,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-12,0,,,-29,,6.24,7.57,4.01,11.8,8.24,5.12,5.57,,,12.03,4.9,4.9,3.12,3.56,7.57,5.79,6.01,6.01,,4.23,5.34,4.01,6.01,26.06,6.68,3.12,9.35,,4.9,3.56,41.2,6.68,9.13,7.13,3.79,3.56,5.57,25.625,22.659722,31.041667,4.28625,23.148148,86.857566
US_LA_22101,2020-07-06,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,24,0,600,38,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-2,5,,,-28,8,6.39,7.99,3.39,10.78,8.19,8.98,6.19,9.58,3.0,12.38,2.79,5.79,3.0,4.59,9.38,4.59,5.79,5.59,4.59,5.19,3.79,,9.58,28.75,4.19,3.0,9.19,4.59,4.59,5.59,49.32,4.79,7.79,4.99,4.79,6.19,3.39,25.652778,23.069444,29.076389,16.074571,23.101852,86.403273
US_LA_22101,2020-07-07,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,16,1,616,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-2,1,,,-25,7,3.64,8.7,,13.76,7.89,5.87,8.5,4.65,4.25,18.01,6.88,4.86,3.84,5.46,5.87,3.84,5.46,8.09,3.64,4.25,3.04,,11.33,35.81,5.26,3.04,10.52,5.46,3.64,4.65,45.12,7.28,7.89,7.28,5.06,7.49,7.08,26.6875,23.638889,31.284722,3.592286,24.046296,86.245238
US_LA_22101,2020-07-08,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,16,0,632,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,1,6,,,-25,6,,13.03,5.5,11.81,8.96,6.51,4.28,5.29,,17.1,,5.7,5.09,4.89,8.75,4.89,5.5,5.29,5.09,4.07,4.68,,10.79,31.96,6.51,,7.33,4.07,4.28,5.09,45.6,4.07,6.31,6.11,3.05,6.92,4.48,28.631944,25.020833,32.75,1.778,24.953704,81.177604
US_LA_22101,2020-07-09,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,32,0,664,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-1,3,,,-25,6,5.36,10.31,4.74,12.17,8.25,5.78,5.16,5.36,,14.03,4.95,6.39,,4.33,6.81,,7.42,7.22,5.98,,8.04,3.09,13.2,29.49,7.01,3.3,8.46,6.19,5.98,3.71,45.99,4.33,7.84,4.54,,5.78,,28.854167,24.923611,33.1875,0.0,24.287037,76.977931
US_LA_22101,2020-07-10,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,40,0,704,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-14,-5,,-12,-27,8,7.1,8.82,5.16,12.05,9.04,3.44,5.16,3.66,3.66,15.27,5.16,6.45,4.3,,8.61,5.38,4.3,6.24,3.44,4.73,3.66,,10.54,28.82,5.59,4.73,8.17,4.3,3.87,4.3,33.99,3.66,7.96,6.24,,4.95,4.3,28.868056,24.590278,33.805556,0.0,24.12037,75.990397
US_LA_22101,2020-07-11,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,37,0,741,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-11,2,,,-20,,5.0,6.59,,10.69,7.05,5.91,5.0,,,13.41,6.37,9.32,4.09,,7.28,4.32,8.18,5.91,,4.55,5.0,,5.46,28.64,6.14,,11.82,3.18,,3.18,36.15,4.77,7.73,7.28,5.0,5.46,,29.902778,25.8125,34.5625,0.0,25.555556,77.529403
US_LA_22101,2020-07-12,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,21,0,762,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-6,8,,,-17,,4.32,8.86,4.77,12.04,9.09,4.54,6.13,4.32,,13.86,,4.54,5.45,5.0,9.31,3.18,3.63,6.13,,3.86,3.18,,8.18,29.99,6.13,3.18,7.72,4.54,4.32,4.09,37.71,3.18,9.54,6.82,4.54,4.54,,30.027778,26.645833,34.111111,0.0,25.546296,77.084404
US_LA_22101,2020-07-13,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,39,0,801,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-8,-4,,,-26,7,3.4,10.4,4.8,14.2,8.4,5.2,4.4,4.8,,12.4,3.6,7.4,,5.0,9.4,4.0,6.0,8.8,2.8,6.0,4.4,4.0,6.8,32.39,6.0,5.6,11.6,5.4,,5.2,41.39,7.0,7.8,9.0,6.4,6.4,4.2,29.798611,25.972222,34.256944,1.9685,25.564815,77.794064
US_LA_22101,2020-07-14,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,42,0,843,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-11,3,,,-26,8,5.94,10.11,3.57,12.68,7.73,5.75,8.32,4.75,3.57,15.26,3.37,7.33,3.17,3.96,9.31,4.16,7.53,7.92,4.75,3.96,6.14,2.77,9.51,27.74,5.55,,10.9,4.95,4.36,4.36,44.98,,7.53,4.95,4.56,5.35,3.77,28.849206,24.095238,34.02381,0.931333,24.407407,76.933158
US_LA_22101,2020-07-15,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,58,0,901,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-6,-5,,,-24,7,,10.78,2.74,13.33,9.61,5.29,5.68,4.51,3.33,12.54,4.31,2.94,3.92,3.53,8.62,4.31,4.9,7.06,3.53,3.33,3.53,,7.45,27.05,4.9,3.14,9.02,,4.51,5.29,39.01,3.92,8.62,8.82,3.33,5.68,2.94,28.722222,25.079365,33.079365,0.169333,24.296296,76.640939
US_LA_22101,2020-07-16,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,58,0,959,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-13,-5,,,-26,8,6.28,7.29,3.85,13.37,8.71,3.65,6.48,,,14.38,3.85,4.25,6.48,,10.53,5.06,4.46,6.48,5.06,5.27,5.67,6.28,13.57,30.79,3.04,,8.51,3.85,4.66,3.44,43.14,4.46,6.68,5.87,3.85,5.47,,26.944444,23.238095,33.02381,12.845143,23.453704,81.914433
US_LA_22101,2020-07-17,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,31,0,990,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-12,3,,1,-30,9,10.43,5.75,,12.13,5.96,5.96,4.68,3.4,,10.64,5.53,3.4,6.81,3.83,11.28,5.32,3.62,3.62,5.53,6.6,6.81,2.98,8.3,25.97,7.66,2.98,8.09,4.04,3.4,,42.57,4.47,5.53,7.24,6.38,5.53,,26.583333,22.944444,32.680556,10.414,23.314815,83.679773
US_LA_22101,2020-07-18,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,0,0,990,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-16,0,,,-23,,5.2,8.03,,10.63,8.03,6.14,7.09,4.25,,10.87,,3.54,,5.43,7.32,3.78,4.01,4.49,4.72,,4.72,,9.68,25.75,6.61,,8.74,5.2,3.78,5.2,40.39,3.54,10.39,7.79,5.67,6.61,4.72,27.680556,23.777778,33.118056,0.98425,23.944444,80.53464
US_LA_22101,2020-07-19,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,50,0,1040,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-13,8,,,-23,,4.5,10.12,3.15,12.6,8.55,5.62,4.5,5.4,,11.02,3.82,6.75,3.6,5.85,9.22,4.72,3.82,4.27,4.27,3.82,5.62,4.05,9.22,23.85,5.4,4.72,9.45,,7.65,3.82,37.79,3.82,7.42,4.5,4.72,,,27.263889,23.979167,32.895833,1.608667,23.981481,82.258215
US_LA_22101,2020-07-20,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,66,0,1106,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-12,-3,,,-27,8,5.14,7.71,2.77,12.84,8.1,7.9,6.32,3.36,,10.87,3.16,5.53,4.74,5.14,9.88,5.14,3.36,5.73,3.56,3.95,6.52,,10.67,27.07,6.52,3.95,7.31,5.33,4.15,4.94,45.64,4.54,5.73,6.72,,4.15,3.16,26.32716,24.08642,29.981481,0.381,24.214286,87.490049
US_LA_22101,2020-07-21,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,31,0,1137,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-4,2,,,-27,7,5.44,8.26,,12.48,9.26,6.85,5.84,4.03,,14.1,4.63,4.83,,3.62,7.45,4.43,6.44,5.84,5.44,3.42,6.85,4.23,10.87,24.77,5.24,6.44,10.27,4.03,6.24,6.44,41.88,4.43,7.85,6.85,4.63,5.03,3.22,27.351852,24.265432,31.895062,3.273778,24.539683,84.330545
US_LA_22101,2020-07-22,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,52,0,1189,39,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-7,0,,,-26,6,,5.72,,10.41,8.99,4.08,4.7,4.9,,10.21,4.08,5.72,,5.31,11.03,3.06,3.47,6.33,3.47,4.49,4.7,3.47,8.37,24.3,4.49,3.68,7.15,5.92,4.7,4.9,36.56,3.47,8.37,5.31,3.27,5.72,,28.246914,24.802469,33.141975,1.806222,24.420635,79.576007
US_LA_22101,2020-07-23,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,26,1,1215,40,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-9,-4,,,-24,7,4.47,8.14,3.25,14.85,7.53,,5.08,4.47,,10.78,3.46,6.1,5.08,4.68,10.78,6.31,4.47,4.68,4.47,4.27,6.31,4.88,9.36,22.38,5.7,,8.95,3.87,5.7,5.08,38.65,6.51,8.54,5.08,6.1,4.07,3.25,27.703704,24.555556,32.037037,1.806222,24.261905,81.353673
US_LA_22101,2020-07-24,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,23,0,1238,40,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-20,-11,,-25,-30,10,6.04,9.8,,8.54,7.29,3.54,5.21,,,8.13,4.17,5.21,,4.38,8.75,4.58,3.54,4.79,3.33,3.54,4.79,3.54,11.88,25.84,7.09,4.58,7.92,7.29,5.63,4.17,39.39,2.92,6.04,7.5,4.38,4.79,3.13,27.024691,24.790123,30.907407,1.157111,24.571429,86.74842
US_LA_22101,2020-07-25,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,0,0,1238,40,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-22,-4,,,-24,,3.92,13.13,,9.21,5.53,,7.14,6.22,4.14,10.59,5.76,3.92,3.22,3.92,6.91,5.53,4.61,3.92,5.76,,4.84,5.07,8.75,20.96,4.38,,6.45,,4.84,3.22,36.39,3.69,4.38,5.3,,4.61,,26.555556,24.641975,29.820988,11.486444,24.246032,87.035111
US_LA_22101,2020-07-26,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,49,2,1287,42,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-19,-2,,,-23,,,7.57,5.34,10.69,8.02,5.79,5.34,4.9,,12.25,3.79,4.23,6.01,4.68,7.13,4.45,4.23,4.68,4.9,5.79,5.57,6.24,8.46,28.5,6.01,,8.69,,5.57,,42.98,6.24,7.79,7.35,,3.56,3.56,25.567901,23.91358,28.098765,4.572,23.531746,88.569042
US_LA_22101,2020-07-27,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,25,0,1312,42,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-13,-7,,,-29,9,5.12,9.85,3.74,9.85,9.85,9.65,6.11,3.54,,9.85,4.53,5.91,3.54,6.7,9.06,5.32,,3.54,5.32,7.68,8.08,4.14,9.65,24.23,7.29,4.33,9.26,3.54,4.33,5.71,40.77,6.5,7.29,6.89,5.71,4.92,,24.746914,22.907407,27.333333,13.828889,23.261905,91.249528
US_LA_22101,2020-07-28,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,10,0,1322,42,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-15,-5,,,-26,8,4.59,9.78,2.99,11.58,7.58,21.75,5.59,2.99,,11.78,3.99,6.59,,7.98,9.78,4.59,2.99,5.19,6.59,5.99,4.79,4.39,12.18,28.54,4.39,5.39,10.18,4.99,5.59,6.59,43.51,5.79,6.19,5.99,7.58,6.59,3.39,26.277778,23.888889,30.709877,21.928667,24.015873,87.740457
US_LA_22101,2020-07-29,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,20,5,1342,47,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-5,2,,,-26,6,6.71,8.13,4.47,13.01,9.35,14.23,7.73,4.68,,11.79,3.86,7.32,5.49,4.68,10.98,5.69,3.86,5.29,3.25,4.27,6.3,4.68,12.0,25.82,6.1,3.05,10.17,6.3,4.27,5.69,46.77,4.47,9.35,7.52,4.27,6.1,,27.290123,23.91358,32.030864,30.367111,24.214286,83.417197
US_LA_22101,2020-07-30,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,14,0,1356,47,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-8,-6,,,-27,6,5.98,10.92,3.71,16.28,11.13,7.42,4.95,,,11.13,2.88,5.98,,4.12,8.65,2.88,3.5,4.53,5.56,5.56,4.95,4.12,12.78,29.06,5.56,4.12,9.48,4.12,4.12,5.56,38.74,4.95,11.33,7.42,3.3,6.18,3.3,28.574074,25.32716,32.617284,1.213556,24.698413,80.103598
US_LA_22101,2020-07-31,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,25,1,1381,48,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-16,-6,,-4,-31,7,6.22,8.58,4.72,12.65,7.72,8.37,4.93,4.5,,6.65,5.15,4.5,3.0,5.58,7.29,4.93,4.08,5.15,6.01,6.22,5.15,3.22,5.36,23.81,6.43,3.43,8.79,3.43,4.08,4.93,48.26,3.65,7.51,5.36,4.29,6.43,,28.450617,24.864198,32.37037,0.225778,24.0,77.360072
US_LA_22101,2020-08-01,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,0,0,1381,48,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-14,1,,,-23,,,7.71,4.58,12.28,7.46,4.33,5.06,5.54,,9.87,,3.37,4.82,4.33,10.11,5.06,5.06,,5.06,,4.09,5.54,6.02,21.67,,,8.67,,,,39.01,3.85,10.11,6.5,3.85,5.78,4.58,27.851852,24.592593,32.191358,0.03175,23.539683,77.320532
US_LA_22101,2020-08-02,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,53,1,1434,49,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,-10,6,,,-23,,5.44,7.71,3.4,9.53,10.44,9.07,4.54,,,10.21,5.22,4.99,3.63,3.86,10.44,4.08,4.99,4.99,6.58,4.99,6.8,4.54,5.67,25.63,4.99,4.76,9.53,4.54,4.99,5.44,46.27,,6.8,6.35,4.08,5.67,4.08,27.487654,24.067901,32.012346,1.0795,23.444444,79.084467
US_LA_22101,2020-08-03,ChIJu52ZXSjGI4YRx02Ec_tMop8,Q507088,geoId/22101,US,United States of America,LA,Louisiana,22101,St. Mary Parish,US,USA,2,11,0,1445,49,,,50708,25008,25700,6901,6478,6570,6003,5883,7431,5926,3575,1941,1837809,29.64,-91.47,2898,74.00625,1,8,,,-26,6,3.59,9.97,3.79,8.77,8.57,7.77,7.38,3.39,,11.56,2.99,4.38,4.98,3.79,9.37,3.79,4.38,4.98,3.39,5.78,4.19,,9.77,28.3,5.58,5.78,9.57,3.79,4.19,5.58,43.65,4.58,8.57,8.17,4.38,7.58,3.39,27.802469,23.104938,32.938272,0.225778,21.793651,69.878081
