location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21141,2020-01-01,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,16.47,8.9,10.68,7.12,,30.27,15.13,,10.24,26.26,9.35,12.46,7.57,43.62,,,4.901235,-0.820988,11.111111,0.028222,,-3.965278,52.935381
US_KY_21141,2020-01-02,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,,12.21,7.73,,6.92,21.56,13.43,,10.98,32.96,9.36,13.43,8.95,51.27,14.24,,8.641975,4.549383,11.469136,3.46075,,1.4375,60.275566
US_KY_21141,2020-01-03,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,8.5,10.92,6.47,,8.09,31.56,9.71,,5.66,34.79,8.09,9.3,,42.48,6.07,7.69,12.074074,10.123457,14.154321,17.272,,11.618056,96.338743
US_KY_21141,2020-01-04,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,7.84,12.63,6.53,6.97,7.4,21.34,12.19,,,30.05,,7.4,,47.46,,,6.677778,3.161111,12.194444,8.184444,,4.160494,83.590569
US_KY_21141,2020-01-05,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,13.89,16.06,16.06,,,22.14,7.81,6.95,9.12,37.76,10.85,11.72,,42.54,9.55,6.08,4.148148,-1.981481,12.425926,0.620889,,-1.625,65.599816
US_KY_21141,2020-01-06,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,12.12,12.51,7.82,5.87,7.04,23.07,6.65,,11.73,35.98,,7.04,10.56,47.32,9.78,5.47,5.305556,-1.95,11.155556,0.1778,,-1.703704,60.739212
US_KY_21141,2020-01-07,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,7.46,10.07,8.95,,9.32,22.01,12.68,,11.19,30.21,5.59,5.22,5.22,52.97,10.44,7.09,6.494444,-0.705556,11.377778,0.254,,-2.54321,52.260237
US_KY_21141,2020-01-08,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,5.71,17.14,13.71,6.86,6.09,22.48,8.76,,9.52,32.0,5.71,,9.9,50.29,14.86,6.86,5.744444,0.416667,12.777778,0.1016,,-3.512346,51.343662
US_KY_21141,2020-01-09,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,11.87,13.35,7.79,8.16,5.93,20.4,11.87,,12.24,31.16,7.05,6.31,7.42,50.08,6.31,7.05,7.527778,0.666667,15.888889,0.0508,,-3.055556,48.08206
US_KY_21141,2020-01-10,ChIJm2hM5SugZYgR_YYYAenSRbY,Q491479,geoId/21141,US,United States of America,KY,Kentucky,21141,Logan County,US,USA,2,,,,,,,27003,13331,13672,3496,3475,3153,3196,3204,3876,3257,2247,1099,1846549,36.86,-86.88,1443,75.166667,,,,,9.62,14.42,,,8.51,19.97,8.88,,8.14,22.93,,12.2,5.18,46.23,9.62,7.03,16.094444,13.677778,19.361111,0.4445,,7.061728,54.939991
