location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45005,2020-01-01,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,35.97,9.272222,4.088889,15.577778,0.0,-1.697531,46.510109
US_SC_45005,2020-01-02,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,,8.183333,3.75,14.344444,0.042333,3.41358,71.852882
US_SC_45005,2020-01-03,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,,18.177778,8.388889,25.566667,0.22225,14.135802,77.215458
US_SC_45005,2020-01-04,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,,17.955556,13.472222,23.711111,17.5768,14.679012,80.958744
US_SC_45005,2020-01-05,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,,8.055556,1.85,16.516667,2.3622,-1.481481,51.164092
US_SC_45005,2020-01-06,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,28.09,8.35,2.133333,17.794444,0.0,1.296296,61.155768
US_SC_45005,2020-01-07,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,32.97,10.177778,3.533333,18.377778,0.0,4.734568,68.960075
US_SC_45005,2020-01-08,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,32.22,46.86,8.105556,-0.755556,17.172222,0.0508,-2.5,48.244814
US_SC_45005,2020-01-09,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,27.67,26.21,8.822222,0.777778,19.344444,0.0,1.567901,61.328364
US_SC_45005,2020-01-10,ChIJj4_HKPhz-YgRZjyFGn0YytE,Q497824,geoId/45005,US,United States of America,SC,South Carolina,45005,Allendale County,US,USA,2,,,,,,,9012,4745,4267,904,996,1269,1114,1140,1220,1278,735,356,1856996,32.99,-81.35,1069,72.5,,,,,14.838889,11.088889,21.133333,0.508,10.117284,73.247971
