location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54045,2020-01-01,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,7.67,13.15,6.94,,,16.07,7.31,6.94,30.32,5.84,8.04,39.82,6.21,,3.75,1.327778,7.805556,0.0,,-2.322222,64.708762
US_WV_54045,2020-01-02,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,9.84,10.52,7.8,7.8,6.45,18.66,10.18,10.18,25.79,6.45,6.45,39.02,10.18,5.43,4.5,-0.555556,10.877778,0.0508,,-2.261111,62.346885
US_WV_54045,2020-01-03,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,10.73,9.72,9.39,6.04,6.71,20.46,6.04,6.37,28.84,8.72,7.04,42.25,8.72,8.38,10.566667,7.144444,12.638889,8.9916,,9.983333,96.258667
US_WV_54045,2020-01-04,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,11.39,10.68,9.61,,,14.6,11.04,11.39,23.85,,6.76,38.1,7.83,5.7,8.983333,1.111111,12.872222,7.9248,,7.866667,92.803615
US_WV_54045,2020-01-05,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,7.61,12.31,10.87,6.16,5.79,15.94,5.07,5.79,29.7,5.43,9.05,48.53,5.43,,1.133333,-0.683333,7.833333,4.402667,,-3.144444,73.236669
US_WV_54045,2020-01-06,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,10.99,6.94,7.81,6.07,6.07,15.9,8.1,11.56,27.18,8.67,6.36,41.05,6.94,4.92,3.216667,-1.127778,7.738889,0.0508,30.48,-3.283333,62.827442
US_WV_54045,2020-01-07,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,8.06,11.29,8.06,5.81,7.74,16.13,10.0,9.68,26.45,4.84,7.42,36.77,7.1,4.52,1.033333,-2.216667,6.788889,0.6096,78.74,-3.494444,72.209997
US_WV_54045,2020-01-08,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,4.13,11.81,9.16,5.32,,13.88,8.57,4.73,26.29,4.43,7.97,31.31,8.57,5.91,2.805556,-2.405556,7.294444,1.397,50.8,-5.566667,54.679576
US_WV_54045,2020-01-09,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,13.0,7.98,10.93,5.91,5.32,15.96,12.71,7.98,31.32,5.32,6.5,37.52,11.52,6.8,3.672222,-2.755556,13.366667,0.0,53.34,-6.544444,48.199491
US_WV_54045,2020-01-10,ChIJW2GXZmIQT4gRYMoGjx0DWxQ,Q495160,geoId/54045,US,United States of America,WV,West Virginia,54045,Logan County,US,USA,2,,,,,,,33028,16284,16744,3689,3688,3683,3777,4485,4535,5135,2644,1392,2535268,37.83,-81.94,1108,75.833333,,,,8.93,10.71,8.63,,,13.09,6.84,,27.37,4.76,6.25,34.21,8.63,4.17,11.255556,4.455556,16.994444,0.0,78.74,2.133333,54.254371
