location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05027,2020-01-01,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,,,7.8,11.7,,,20.48,,39.98,10.24,5.033333,0.105556,11.888889,0.0,,-0.271605,68.438585
US_AR_05027,2020-01-02,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,9.42,8.6,9.42,16.39,9.01,8.19,28.27,7.78,42.2,,10.838889,8.627778,13.877778,3.175,,7.648148,80.642997
US_AR_05027,2020-01-03,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,6.41,14.52,,13.67,10.25,6.83,20.5,,45.71,,14.85,12.555556,18.694444,17.74825,,12.91358,88.325818
US_AR_05027,2020-01-04,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,,9.01,,16.59,9.48,9.01,17.54,,32.23,,9.5,2.766667,15.238889,0.366889,,2.256944,60.673678
US_AR_05027,2020-01-05,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,11.55,14.44,,14.92,8.18,,18.77,8.66,40.9,,8.133333,0.388889,21.227778,0.0,,1.975309,64.879349
US_AR_05027,2020-01-06,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,,,8.75,16.66,8.33,10.0,27.49,7.91,34.99,,11.283333,3.727778,20.005556,0.0,,5.82716,69.381856
US_AR_05027,2020-01-07,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,6.65,8.22,,13.7,7.44,6.26,19.57,,30.53,,9.9,2.511111,17.461111,0.0,,-0.080247,50.154137
US_AR_05027,2020-01-08,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,10.77,8.62,8.26,12.21,8.26,7.54,29.8,6.1,31.6,14.72,6.827778,-1.2,18.622222,0.0,,-1.074074,57.175602
US_AR_05027,2020-01-09,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,9.62,6.41,,10.69,8.55,7.48,28.86,7.12,25.65,11.4,11.95,6.544444,19.233333,0.0,,6.067901,67.108905
US_AR_05027,2020-01-10,ChIJ22wGmZPFM4YR79oIEnfcgiw,Q61358,geoId/05027,US,United States of America,AR,Arkansas,05027,Columbia County,US,USA,2,,,,,,,23695,11464,12231,2769,3611,4057,2476,2380,2926,2640,1688,1148,1826820,33.241111,-93.218333,1986,77.14,,,,6.84,8.89,,10.6,5.47,,20.18,5.47,27.7,8.21,18.861111,16.588889,22.272222,0.4445,,16.041667,82.643592
