location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53003,2020-01-01,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,,12.83,,18.06,,,27.56,8.08,44.19,,6.302469,1.08642,9.12963,10.329333,,2.180556,75.196467
US_WA_53003,2020-01-02,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,7.15,8.94,7.6,14.3,8.49,15.19,30.83,7.6,48.7,8.49,4.518519,2.635802,8.771605,2.060222,,-0.569444,69.732129
US_WA_53003,2020-01-03,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,6.6,13.2,7.48,18.04,7.04,6.6,31.24,8.36,32.56,7.04,4.703704,1.320988,9.666667,3.584222,,0.027778,72.548738
US_WA_53003,2020-01-04,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,13.1,14.03,,18.71,9.82,,31.8,8.42,38.82,8.89,5.975309,2.524691,9.981481,0.225778,,-1.916667,59.039974
US_WA_53003,2020-01-05,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,10.13,8.75,13.36,10.13,,,21.65,,35.01,,1.697531,-1.438272,8.388889,0.931333,,-3.881944,67.131087
US_WA_53003,2020-01-06,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,9.61,11.28,9.61,14.63,8.78,7.94,30.51,8.78,45.97,,2.932099,-0.845679,6.975309,1.326444,,-1.409722,73.324384
US_WA_53003,2020-01-07,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,9.42,10.24,8.19,10.65,11.06,11.06,26.62,11.06,38.5,,6.222222,2.17284,8.709877,5.813778,,0.25,67.715916
US_WA_53003,2020-01-08,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,7.54,10.05,,12.15,19.27,10.89,36.03,8.38,39.8,16.34,4.37037,1.462963,8.654321,1.100667,,-0.458333,71.254348
US_WA_53003,2020-01-09,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,6.17,6.59,12.76,11.53,11.11,,28.4,6.59,44.46,12.35,0.209877,-2.685185,5.709877,3.979333,,-2.173611,82.575825
US_WA_53003,2020-01-10,ChIJRddjkLy7oVQRIQgEP1rFazo,Q156295,geoId/53003,US,United States of America,WA,Washington,53003,Asotin County,US,USA,2,,,,,,,,,,,,,,,,,,,,22509,10940,11569,2411,2615,2349,2594,2480,3141,3352,2267,1300,1150372,46.18,-117.19,1659,77.56,,,,,7.97,,11.55,5.97,,19.12,5.97,40.23,6.77,-2.277778,-6.54321,2.685185,0.282222,,-4.75,80.310986
