location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21137,2020-01-01,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,9.34,10.75,13.55,21.49,,25.7,7.94,43.92,,4.518519,0.216049,9.351852,0.0,,-2.472222,60.345048
US_KY_21137,2020-01-02,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,8.86,14.91,,19.11,10.72,29.83,13.05,46.14,11.19,6.055556,1.320988,10.481481,0.0,,-0.402778,63.362437
US_KY_21137,2020-01-03,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,13.56,7.95,21.98,9.82,32.73,8.88,43.95,7.01,10.740741,6.839506,12.487654,8.170333,,10.041667,95.544072
US_KY_21137,2020-01-04,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,10.66,,21.32,9.73,31.52,,43.58,7.42,7.271605,1.808642,12.419753,8.593667,,5.416667,87.603254
US_KY_21137,2020-01-05,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,9.87,,22.09,7.05,33.38,8.93,44.66,7.99,2.91358,-1.092593,9.839506,1.143,,-2.041667,69.843301
US_KY_21137,2020-01-06,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,7.15,9.67,9.67,11.77,11.77,23.96,7.15,42.04,10.93,4.135802,-2.197531,9.179012,0.0,,-2.465278,62.203244
US_KY_21137,2020-01-07,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,13.97,,15.62,,23.42,11.51,37.81,7.81,3.771605,-1.753086,9.388889,0.762,,-2.958333,61.677051
US_KY_21137,2020-01-08,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,7.21,19.93,9.75,16.54,11.02,34.34,6.78,43.67,,4.694444,0.9,9.533333,0.0254,,-5.549383,48.309402
US_KY_21137,2020-01-09,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,8.48,13.32,,16.15,9.69,32.71,9.69,35.13,15.75,4.727778,-2.255556,15.494444,0.0,,-4.506173,51.702262
US_KY_21137,2020-01-10,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,8.03,,9.63,6.82,22.87,9.23,32.9,,14.616667,12.216667,18.261111,0.0,,5.166667,53.049412
US_KY_21137,2020-01-11,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,16.78,,19.5,,27.66,,35.83,7.71,17.133333,13.238889,22.466667,0.471714,,12.469136,74.037629
US_KY_21137,2020-01-12,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,11.93,8.11,16.22,9.07,20.52,14.79,44.38,7.63,7.9,3.75,18.466667,16.655143,,5.475309,84.443729
US_KY_21137,2020-01-13,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,7.27,8.89,6.46,12.52,12.52,29.08,10.1,45.24,6.46,4.827778,0.494444,10.466667,0.0,,3.08642,88.459474
US_KY_21137,2020-01-14,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,6.63,11.6,12.01,14.91,9.52,40.17,7.04,41.82,,9.872222,3.761111,13.044444,1.27,,8.277778,89.08473
US_KY_21137,2020-01-15,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,6.39,13.17,,8.38,7.58,28.74,6.39,40.71,7.98,10.811111,4.416667,18.8,0.725714,,9.969136,93.373182
US_KY_21137,2020-01-16,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,9.3,9.3,7.28,14.16,13.75,34.78,12.54,36.81,13.75,7.772222,2.555556,16.655556,0.8255,,3.037037,71.416379
US_KY_21137,2020-01-17,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,6.5,10.57,6.91,15.04,6.1,23.17,10.16,35.36,,-0.527778,-3.683333,5.705556,0.0,,-6.679012,62.708564
US_KY_21137,2020-01-18,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,10.64,,15.73,12.95,25.44,9.71,47.18,11.1,7.088889,-0.45,11.038889,0.0,,0.376543,61.99012
US_KY_21137,2020-01-19,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,10.77,7.96,11.24,22.02,,20.61,9.37,44.5,,-0.2,-5.622222,10.638889,4.487333,,-5.697531,65.929907
US_KY_21137,2020-01-20,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,9.6,13.44,,15.84,14.4,32.15,8.16,45.11,9.12,-6.961111,-8.833333,-3.166667,0.0,,-11.388889,70.265832
US_KY_21137,2020-01-21,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,9.66,17.3,,17.3,14.08,28.57,7.64,40.24,6.04,-3.679012,-7.049383,-0.055556,0.042333,,-9.986111,61.63727
US_KY_21137,2020-01-22,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,8.66,7.01,11.55,9.9,30.11,12.79,41.66,7.84,-3.555556,-9.790123,5.117284,0.0,,-9.555556,63.310401
US_KY_21137,2020-01-23,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,7.49,6.65,,13.31,14.14,31.61,12.48,41.17,6.24,3.098765,-1.469136,9.209877,0.0,,-5.194444,54.753136
US_KY_21137,2020-01-24,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,7.24,12.87,,24.53,10.05,29.36,,38.61,,6.691358,1.58642,10.240741,7.831667,,5.284722,90.467164
US_KY_21137,2020-01-25,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,,7.27,25.7,9.21,30.06,10.18,31.03,8.24,3.04321,1.148148,7.580247,10.498667,,0.895833,85.489985
US_KY_21137,2020-01-26,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,11.35,8.29,24.88,8.29,27.93,8.29,36.66,9.17,2.58642,0.253086,6.604938,0.254,,-1.138889,76.231998
US_KY_21137,2020-01-27,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,9.66,12.08,26.57,10.06,41.06,9.26,36.63,10.47,5.425926,1.919753,9.160494,0.290286,,2.243056,79.287335
US_KY_21137,2020-01-28,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,9.36,7.33,10.99,24.02,8.55,37.86,12.21,32.57,9.36,1.401235,-1.166667,6.598765,0.028222,,-1.520833,80.700706
US_KY_21137,2020-01-29,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,12.25,12.25,22.87,6.54,32.67,,33.08,12.66,2.037037,-0.277778,4.475309,0.0,,-1.444444,77.528605
US_KY_21137,2020-01-30,ChIJgUp3ILK-QogRonx_i6KBMLw,Q498066,geoId/21137,US,United States of America,KY,Kentucky,21137,Lincoln County,US,USA,2,,,,,,,24495,12028,12467,3156,3106,2887,2742,3138,3476,3067,1930,993,1846548,37.46,-84.66,871,73.26,,,,,8.7,7.87,36.03,7.46,37.69,7.46,50.11,6.21,2.588889,-0.211111,7.038889,0.072571,,-0.469136,79.760496
