location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19057,2021-03-18,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,4324,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,13,20,-27,-14,3,3.44,8.79,2.93,7.58,9.82,4.31,5.68,7.41,5.34,3.44,2.41,5.86,,2.76,,5.0,8.61,5.68,6.03,5.17,3.27,5.34,5.34,2.58,8.96,19.81,4.31,,5.34,2.76,4.48,5.51,3.79,37.55,3.1,5.34,4.65,3.44,2.76,3.1,2.76,3.9,1.644444,10.172222,18.7452,1.711111,86.001932
US_IA_19057,2021-03-19,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,4327,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,20,,,-10,2,3.47,7.5,4.21,7.31,4.39,3.11,5.85,3.84,4.02,,,8.04,,3.66,3.29,4.39,8.59,6.76,5.12,3.47,4.39,2.56,4.21,3.66,8.59,18.83,5.85,2.92,5.67,,4.02,4.02,4.94,40.22,4.57,3.84,6.76,3.29,3.11,3.29,4.39,3.888889,-1.888889,10.7,1.3208,-4.016667,56.649344
US_IA_19057,2021-03-20,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,4327,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,20,,,0,0,4.01,8.47,,9.58,9.14,6.24,,3.79,4.23,3.34,,7.8,3.34,6.24,,,8.02,5.12,4.01,,5.79,3.56,3.12,,8.02,15.82,5.35,4.23,3.79,3.34,6.68,3.56,6.02,36.1,3.34,4.23,6.68,4.01,,,3.12,4.672222,-2.844444,14.483333,0.0,-1.927778,62.459529
US_IA_19057,2021-03-21,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,4329,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,21,,,-4,-1,6.91,6.69,6.69,11.37,5.35,6.24,4.01,7.8,4.46,4.01,,9.36,7.8,5.13,3.79,4.46,11.37,5.57,6.91,,4.01,3.12,5.8,3.34,8.03,20.07,6.02,3.12,5.8,3.79,4.01,4.91,8.7,43.03,4.68,5.8,5.57,4.68,3.34,4.24,,9.916667,3.35,18.638889,0.0,1.333333,55.383935
US_IA_19057,2021-03-22,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,4329,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,10,29,-36,-10,2,4.96,7.26,3.36,12.74,9.03,6.55,3.01,7.61,5.49,3.72,2.83,9.03,4.6,4.42,3.54,5.31,13.1,4.25,6.19,3.36,5.66,4.07,3.19,3.89,9.03,23.36,6.37,,7.96,4.42,4.25,4.07,6.72,42.65,3.89,6.19,4.96,6.55,4.78,3.72,2.65,12.65,8.361111,18.733333,0.0,2.533333,50.34394
US_IA_19057,2021-03-23,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,4332,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,2,28,-38,-9,4,4.01,6.85,4.01,11.86,8.35,4.84,2.51,3.51,4.34,,,6.68,4.34,4.68,3.01,4.68,6.85,3.84,6.18,3.34,6.51,4.51,4.18,3.51,9.02,19.05,5.18,3.67,6.85,,5.35,5.68,6.85,34.25,3.17,3.34,5.85,3.17,3.34,,3.17,11.694444,9.25,15.466667,1.8796,7.55,75.895218
US_IA_19057,2021-03-24,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,9,0,4341,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,7,24,-32,-8,1,3.65,8.86,4.87,10.08,7.64,4.69,4.87,4.0,6.78,,,7.3,4.52,3.3,3.48,5.21,7.99,5.56,6.08,2.43,4.87,5.39,5.04,,7.82,19.98,3.82,3.13,6.6,,3.3,4.17,7.99,36.31,3.48,3.48,4.87,3.82,3.82,3.48,3.48,10.422222,7.877778,13.027778,8.4328,9.127778,91.817228
US_IA_19057,2021-03-25,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,4343,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,3,19,-20,-12,2,3.7,6.34,3.35,10.04,9.69,3.52,5.29,5.81,3.35,4.93,3.52,4.93,,3.7,5.11,6.7,9.51,4.05,6.34,2.82,2.47,3.17,4.4,,8.1,20.79,4.23,3.17,6.7,2.64,6.52,5.46,7.58,42.63,3.88,4.76,7.58,4.4,4.05,4.05,3.7,6.55,5.305556,7.966667,0.254,4.755556,88.550256
US_IA_19057,2021-03-26,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,4344,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,12,,,-7,1,4.03,5.67,4.39,8.6,8.05,4.94,3.29,5.31,4.39,2.56,,5.31,4.39,5.13,,4.03,8.79,4.39,7.32,3.84,4.21,3.48,4.03,3.84,6.77,23.25,6.96,,4.94,2.93,4.03,4.58,6.22,33.68,4.03,6.41,5.86,6.04,,,6.22,6.961111,5.416667,10.5,5.5372,5.9,93.040149
US_IA_19057,2021-03-27,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,4346,63,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,9,,-22,-4,0,5.17,9.22,3.37,11.69,9.44,5.4,4.05,3.37,,,,6.75,,3.15,,4.95,7.42,6.52,,4.72,3.82,4.72,4.27,,7.42,17.54,4.05,,7.42,,4.5,,,38.9,3.82,4.72,5.62,4.27,,,,10.016667,5.588889,17.222222,1.3716,8.2,88.636468
US_IA_19057,2021-03-28,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,1,4346,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,22,,-42,-11,,4.76,8.01,4.76,12.34,9.09,4.76,4.98,3.03,,,,9.31,3.9,,4.76,5.63,8.01,5.63,5.2,4.11,4.55,6.06,5.2,3.25,8.44,18.18,5.2,4.33,6.28,,4.33,5.63,4.98,43.29,4.76,6.71,5.63,5.41,,3.03,3.03,6.766667,2.494444,12.627778,0.0,1.194444,67.910235
US_IA_19057,2021-03-29,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,4346,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,9,33,-32,-10,1,5.5,8.51,5.85,9.4,11.88,6.74,3.19,7.62,3.01,3.9,,6.03,6.21,3.9,4.26,6.56,11.53,6.56,4.08,2.84,4.43,4.61,4.08,4.26,6.56,21.63,7.8,3.37,4.43,2.66,6.38,4.43,8.51,44.33,3.19,5.5,6.38,3.01,3.9,6.21,5.32,8.677778,0.155556,21.338889,0.0,-0.838889,51.360817
US_IA_19057,2021-03-30,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,4349,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,6,28,-35,-11,2,3.93,7.33,,13.23,10.37,5.01,3.22,7.87,3.22,2.68,3.04,6.44,6.26,3.4,3.58,6.44,7.15,7.15,4.47,,4.11,2.68,3.75,,6.62,22.89,5.18,3.22,5.72,3.58,6.26,4.29,6.26,38.26,5.18,6.79,6.44,3.93,6.44,3.4,3.93,12.777778,8.905556,18.661111,0.0,0.8,44.083364
US_IA_19057,2021-03-31,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,4351,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,13,32,-28,-17,2,4.06,5.41,3.28,11.4,8.5,4.44,5.41,5.79,4.25,,,6.76,3.67,,,6.37,7.92,4.64,4.83,4.44,5.41,5.21,4.64,3.09,9.66,19.89,5.21,4.83,6.95,,4.83,5.79,6.76,38.25,5.02,7.73,5.79,7.15,,3.09,3.09,3.55,-1.4,9.35,0.0,-7.744444,43.524088
US_IA_19057,2021-04-01,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,9,0,4360,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,15,39,-15,-21,2,5.34,4.15,,15.02,9.88,8.5,3.36,4.35,4.15,,3.16,8.5,3.36,4.94,,6.52,7.91,3.76,4.35,4.15,4.94,4.15,5.93,2.96,7.71,22.93,8.5,,7.51,,3.95,4.15,6.52,39.34,5.14,10.48,7.71,,4.15,,3.36,0.144444,-4.888889,6.572222,0.0,-9.311111,49.166785
US_IA_19057,2021-04-02,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,4363,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,26,,,-29,4,3.13,5.22,4.18,9.19,8.35,5.22,3.34,6.47,4.18,3.34,,9.4,4.39,4.18,,7.73,10.03,6.27,4.39,,,3.34,3.34,2.92,5.64,17.75,,3.34,7.1,4.39,4.18,5.01,3.97,37.8,3.55,7.31,7.73,4.8,,,5.85,3.511111,-2.983333,12.688889,0.0,-7.838889,43.350366
US_IA_19057,2021-04-03,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,4365,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,6,,,-12,-1,6.12,6.35,4.24,13.41,6.82,4.71,,3.76,3.76,,,10.35,,4.0,4.47,6.35,5.18,4.0,4.47,3.53,,4.24,,,5.41,17.65,5.65,,,3.76,4.24,4.47,3.53,36.23,4.0,8.0,4.0,,4.47,,,11.561111,5.444444,21.588889,0.0,-1.327778,40.851514
US_IA_19057,2021-04-04,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,4366,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-18,,,-23,-4,5.79,6.75,4.1,11.82,8.44,3.62,,3.86,,3.86,,5.07,3.38,3.86,4.83,,6.75,4.34,5.07,3.86,,3.62,5.31,,6.27,18.09,5.07,3.38,8.44,,,3.62,4.83,34.98,3.38,,6.03,3.62,,,6.27,14.969136,5.141975,25.882716,0.0,5.154321,51.966665
US_IA_19057,2021-04-05,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,4367,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,13,32,-23,-16,2,3.21,5.86,4.16,12.47,8.69,5.48,4.91,5.1,3.4,3.97,,7.75,,4.34,3.02,5.67,10.01,6.05,6.61,,4.72,5.67,,,9.45,20.4,5.1,4.16,7.75,,8.12,4.53,6.61,37.6,,6.99,6.61,5.86,6.24,3.97,3.02,19.655556,13.95,25.905556,0.0,10.844444,57.017666
US_IA_19057,2021-04-06,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,6,0,4373,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,7,28,-35,-13,1,5.58,5.22,3.06,12.77,9.0,5.22,3.96,5.04,3.78,2.52,2.52,9.18,,5.04,2.88,6.66,7.74,4.14,6.66,3.24,4.14,3.06,4.5,2.7,11.52,23.93,7.92,3.6,8.28,,6.12,4.86,7.2,34.01,5.4,8.1,8.82,5.04,3.06,,4.86,20.253086,14.820988,26.438272,0.0,11.092593,55.67435
US_IA_19057,2021-04-07,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,4373,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,13,25,-19,-10,1,6.54,6.72,,10.33,8.78,7.58,2.93,4.99,3.62,4.31,,5.68,3.96,3.62,3.1,7.58,8.78,3.27,4.99,,3.44,5.17,7.75,3.27,9.47,21.36,7.92,4.65,5.34,2.76,6.03,7.23,4.48,38.23,3.27,5.68,8.09,4.13,4.13,3.1,4.31,18.345679,14.623457,23.679012,6.4516,12.734568,69.840247
US_IA_19057,2021-04-08,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,4,0,4377,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,9,25,-17,-12,2,4.32,4.32,4.49,11.05,10.19,5.7,3.63,4.84,3.11,2.76,,7.77,4.32,3.11,2.76,4.15,10.36,4.66,4.84,3.28,2.76,2.42,4.15,2.42,8.46,20.9,4.66,3.28,6.39,4.84,6.22,5.18,7.08,40.42,3.63,5.18,4.32,4.32,4.66,3.28,5.53,11.716049,9.191358,17.746914,17.3736,10.024691,89.491175
US_IA_19057,2021-04-09,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,4380,64,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,17,,,-6,0,3.26,6.15,3.98,9.95,7.24,4.16,6.51,5.25,,,,7.78,2.71,5.61,3.44,5.07,10.86,4.16,,,3.62,2.53,2.71,,7.6,18.28,4.71,3.26,6.7,,6.15,,3.62,36.01,,,5.07,4.71,2.71,2.9,,11.462963,8.975309,16.462963,0.762,9.549383,88.109631
US_IA_19057,2021-04-10,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,4,1,4384,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-2,,-37,-7,4,6.19,5.97,4.69,11.95,7.89,5.33,4.48,5.76,3.41,,,5.12,3.63,4.05,4.05,4.05,10.24,4.05,,,4.05,2.99,4.05,,6.19,16.43,4.91,3.2,7.25,3.84,4.05,6.19,3.2,40.1,5.55,5.55,4.91,,,,2.99,9.820988,7.833333,14.722222,0.9652,8.345679,90.662422
US_IA_19057,2021-04-11,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,10,0,4394,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,22,,-36,-12,,5.16,8.82,3.01,8.82,9.68,6.88,4.73,5.16,6.45,3.01,4.09,10.33,4.3,4.95,3.01,3.01,3.44,4.95,4.52,3.23,5.38,3.01,3.01,3.87,6.24,23.66,5.81,3.01,9.46,3.01,,3.87,3.44,38.51,,5.38,7.74,,4.95,,,8.598765,7.067901,13.376543,41.91,7.271605,91.435302
US_IA_19057,2021-04-12,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,-1,0,4393,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,12,31,-27,-12,1,5.2,7.7,2.69,10.57,9.14,6.81,3.4,7.53,3.23,2.69,,5.55,5.2,,4.12,3.76,9.86,4.66,2.51,3.23,5.2,3.4,2.69,3.4,7.35,24.91,5.91,4.3,5.73,5.55,5.55,3.76,6.99,41.93,5.55,5.2,4.3,4.66,5.38,,,10.04321,5.808642,15.111111,0.564444,5.092593,71.451396
US_IA_19057,2021-04-13,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,3,0,4396,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,6,21,-25,-12,2,7.17,5.2,3.58,10.21,9.68,6.45,3.94,5.74,4.66,3.23,,5.56,2.69,2.69,2.87,3.76,7.88,6.27,5.56,,,3.58,4.66,,8.24,19.53,5.38,4.3,4.84,3.76,4.3,5.91,6.09,38.71,5.2,4.84,8.78,3.58,3.58,3.94,4.12,8.790123,2.388889,14.067901,0.0,0.185185,54.940177
US_IA_19057,2021-04-14,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,8,0,4404,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,9,31,-15,-11,0,4.97,9.24,3.38,11.54,11.01,5.33,4.44,5.51,2.84,3.2,,6.57,3.02,5.33,,5.15,9.24,,6.39,2.49,4.97,,4.8,4.08,7.82,20.78,5.15,3.02,6.57,3.91,4.8,4.26,5.51,40.32,4.26,8.53,7.82,4.08,6.39,,4.62,5.925926,-0.549383,12.160494,0.0,-1.04321,61.018042
US_IA_19057,2021-04-15,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,4406,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,11,14,-9,-12,1,4.32,6.47,2.88,13.12,9.17,5.21,3.06,6.29,6.11,3.78,,7.55,3.96,3.24,,5.93,9.35,3.42,4.32,,2.52,,4.13,,10.07,19.06,5.21,,7.73,3.24,5.03,2.7,6.83,39.55,5.03,5.75,5.93,4.67,3.24,3.78,3.96,6.345679,1.024691,11.037037,0.0,1.265432,70.090787
US_IA_19057,2021-04-16,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,1,0,4407,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,12,,,-6,0,3.94,7.7,4.51,11.08,8.26,6.76,,3.75,4.32,3.19,,6.38,3.94,6.01,,9.58,8.07,3.75,5.45,3.94,3.94,2.82,3.94,,5.07,17.27,4.51,,5.26,,6.2,4.32,5.63,33.42,3.38,5.45,4.88,4.51,2.63,3.0,3.57,8.771605,1.481481,14.925926,0.0,2.487654,64.858643
US_IA_19057,2021-04-17,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,7,0,4414,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,8,,,-6,-1,3.92,5.76,6.0,13.14,6.23,6.92,4.38,6.0,3.23,3.69,,9.68,4.61,6.0,,4.38,9.22,,3.92,,3.46,4.61,4.15,3.69,5.76,16.37,5.76,,7.15,3.46,6.46,,,39.2,,6.69,6.23,,,3.92,3.69,11.45679,6.802469,17.271605,0.1524,5.012346,64.81466
US_IA_19057,2021-04-18,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,5,0,4419,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,13,,,-11,-2,6.56,7.92,3.17,8.59,7.01,7.01,,5.65,4.75,,,5.2,4.3,4.07,4.3,4.97,9.05,3.85,4.07,3.17,3.62,4.07,4.52,3.85,7.69,17.64,5.65,,10.86,,,4.52,5.88,37.09,,7.01,3.39,4.07,,,3.17,10.895062,5.234568,16.987654,0.0,1.37037,52.258606
US_IA_19057,2021-04-19,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,0,0,4419,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,1,20,-47,-11,3,6.13,7.01,,11.21,10.86,2.8,4.73,5.78,5.08,5.08,,8.23,,2.8,3.5,5.96,7.71,4.38,6.83,,2.8,3.15,3.68,2.8,7.36,22.07,4.9,2.8,6.13,4.9,6.13,4.9,5.78,35.2,5.43,8.06,7.36,4.38,4.2,4.03,4.55,7.623457,3.320988,14.623457,0.0,1.820988,66.866993
US_IA_19057,2021-04-20,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,2,0,4421,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,-5,20,-30,-11,3,3.67,6.64,2.79,11.35,8.91,5.94,,7.34,4.02,3.14,2.62,7.34,3.32,3.67,3.32,7.16,7.86,6.81,5.07,,3.49,4.19,3.67,2.97,5.42,21.31,7.51,3.32,5.94,3.14,4.72,5.07,4.54,38.95,4.37,8.56,6.81,4.37,4.37,,3.49,3.117284,0.598765,6.691358,0.6096,-2.018519,69.830487
US_IA_19057,2021-04-21,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,9,0,4430,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,6,29,-17,-10,1,4.23,7.23,4.23,8.46,7.58,4.76,4.76,5.11,3.88,4.76,2.65,6.53,3.17,3.35,3.53,7.41,10.05,5.11,4.58,,4.58,4.58,4.06,,8.82,19.05,7.23,,6.35,,5.29,4.94,5.11,38.09,5.11,5.11,4.23,6.35,4.41,2.65,,3.290123,-2.345679,9.419753,0.290286,-5.882716,51.294428
US_IA_19057,2021-04-22,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,10,0,4440,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,4,19,-17,-12,1,4.2,5.66,6.39,11.5,8.4,3.47,2.92,5.11,3.47,3.83,,9.49,2.92,6.03,3.1,6.76,10.41,3.83,4.93,3.29,2.56,2.92,4.2,3.47,8.03,23.92,6.21,5.29,6.39,4.2,8.95,4.93,7.67,35.42,4.57,7.12,3.29,6.21,,3.29,3.1,5.716049,-2.123457,14.487654,0.0,-5.345679,45.045097
US_IA_19057,2021-04-23,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,9,0,4449,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,10,,,-5,1,4.0,4.18,3.82,10.18,7.81,4.36,3.45,7.27,2.91,3.09,3.09,6.36,2.91,4.54,2.91,6.0,8.9,3.63,3.63,,,3.63,4.0,,9.09,19.26,7.45,,6.18,4.0,6.36,4.54,5.09,39.8,4.54,4.54,5.09,3.82,3.09,2.54,3.63,9.67284,6.530864,13.12963,0.0,1.067901,55.191999
US_IA_19057,2021-04-24,ChIJyQ2JTNrK5ocRklbH4o2UalY,Q115386,geoId/19057,US,United States of America,IA,Iowa,19057,Des Moines County,US,USA,2,12,0,4461,65,,,39326,19142,20184,4844,4863,4333,4672,4444,5440,5247,3268,2215,1790024,40.927778,-91.183889,1113,78.481818,5,,,3,-4,4.76,5.71,,14.28,6.9,5.47,3.81,4.28,,3.57,,6.9,5.0,,,3.33,7.38,5.24,5.47,3.57,,5.47,3.81,,7.14,18.32,6.66,,9.28,,4.28,4.52,4.52,36.41,4.52,6.19,5.24,4.76,,3.81,5.0,11.635802,6.604938,17.783951,0.0,6.530864,71.084251
