location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_CO_08103,2020-01-01,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,28.1,41.32,-8.627778,-13.783333,-2.811111,0.03175,,-12.141975,74.663471
US_CO_08103,2020-01-02,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,,,-5.183333,-10.577778,-1.616667,3.429,,-7.537037,83.580631
US_CO_08103,2020-01-03,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,,48.56,-7.234568,-12.203704,-0.58642,0.423333,30.48,-10.006944,81.351445
US_CO_08103,2020-01-04,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,27.14,41.5,-8.138889,-14.0,0.25,0.084667,30.48,-11.018519,79.864734
US_CO_08103,2020-01-05,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,,64.92,-8.544444,-14.711111,-0.411111,0.0508,,-11.771605,79.084998
US_CO_08103,2020-01-06,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,,25.6,-6.766667,-13.777778,-1.2,0.0635,,-10.475309,74.9435
US_CO_08103,2020-01-07,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,21.38,30.73,-6.977778,-13.094444,0.738889,0.0,,-11.925926,69.520137
US_CO_08103,2020-01-08,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,,31.05,-8.011111,-13.738889,0.016667,0.0,,-12.104938,74.137901
US_CO_08103,2020-01-09,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,45.83,41.9,-5.744444,-12.455556,-0.355556,0.0635,,-8.759259,79.831596
US_CO_08103,2020-01-10,ChIJS_ltJV_WQ4cRoQDIpgcxwLg,Q492044,geoId/08103,US,United States of America,CO,Colorado,08103,Rio Blanco County,US,USA,2,,,,,,,6352,3257,3095,838,903,762,859,694,890,769,411,226,1411332,39.98,-108.2,8347,78.95,,47.78,68.8,-7.433333,-12.477778,-2.355556,1.016,,-10.290123,80.556731
