location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01021,2020-05-27,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,93,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-4,7,,16,-27,8,8.19,9.69,,13.36,6.68,6.89,6.25,4.95,8.19,,4.31,6.25,9.05,4.52,6.03,3.45,,4.09,4.09,9.26,20.25,5.82,10.99,5.38,6.03,5.6,39.63,5.6,9.26,6.03,4.09,5.82,21.567901,19.185185,25.777778,15.973778,20.074074,92.086798
US_AL_01021,2020-05-28,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,4,0,97,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,4,16,,26,-23,7,4.25,8.72,3.8,10.51,7.16,,3.8,3.35,7.16,3.35,,6.26,8.95,5.14,4.47,3.8,6.26,4.25,4.03,8.95,26.61,6.71,9.17,3.58,5.14,5.59,36.68,,8.72,6.04,4.7,6.93,22.697531,18.388889,29.641975,15.042444,19.055556,80.683795
US_AL_01021,2020-05-29,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,2,0,99,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-6,7,,27,-22,7,6.59,9.1,,12.28,5.46,5.23,4.09,4.55,7.5,,3.18,3.64,10.69,4.09,3.87,4.09,4.55,5.23,3.41,10.69,22.06,7.28,8.19,4.32,6.14,7.73,35.25,,7.96,5.91,8.87,6.14,23.95679,18.895062,29.808642,10.075333,19.592593,75.655284
US_AL_01021,2020-05-30,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,1,0,100,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,8,26,,,3,,,8.16,,8.62,5.36,5.59,,,5.83,4.2,,,13.29,4.2,3.96,,5.59,,5.13,6.06,18.65,6.29,8.62,,4.66,,37.06,3.73,5.59,6.29,9.32,3.73,24.425926,18.271605,30.518519,0.0,18.787037,70.191435
US_AL_01021,2020-05-31,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,1,0,101,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,0,,,28,-12,,5.34,7.9,,8.13,5.11,4.18,4.18,4.88,5.11,3.72,4.41,,8.82,3.95,4.88,4.18,4.41,3.25,3.72,7.2,24.61,4.41,9.29,,4.18,4.88,29.49,4.64,12.54,7.43,5.57,5.57,22.91358,15.549383,30.012346,0.0,15.203704,61.423729
US_AL_01021,2020-06-01,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,6,0,107,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,7,12,,27,-21,4,3.35,6.25,3.57,10.49,7.15,6.25,5.36,,4.47,3.13,3.13,5.58,6.48,3.8,5.58,4.91,5.14,3.8,5.14,4.02,26.57,3.13,7.59,3.13,3.35,5.14,36.62,3.57,9.15,5.81,5.81,7.37,23.580247,16.104938,30.697531,0.0,15.62037,59.953129
US_AL_01021,2020-06-02,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,1,0,108,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,12,9,,14,-23,5,4.58,6.87,3.2,13.51,7.55,5.95,3.66,,5.26,4.58,4.12,4.12,10.99,,4.12,,,3.43,4.35,7.55,25.18,8.47,13.05,4.81,,4.58,36.62,,7.55,5.95,6.64,5.04,25.216049,19.814815,30.617284,0.0,18.87963,67.749483
US_AL_01021,2020-06-03,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,1,0,109,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,13,13,,19,-25,6,3.12,6.46,4.01,14.7,6.68,6.01,6.46,,3.12,,,4.68,8.02,3.79,6.01,,5.57,4.01,,6.68,17.15,5.12,13.81,5.12,4.46,4.01,40.54,6.24,8.91,6.91,6.01,6.01,24.598765,19.382716,30.814815,0.0,20.657407,78.111475
US_AL_01021,2020-06-04,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,112,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,8,14,,15,-22,6,3.13,10.74,,11.42,8.51,5.37,8.06,3.58,5.37,3.81,,,8.95,,,4.25,,5.6,3.81,6.04,24.62,5.15,10.52,3.13,3.58,7.61,34.25,5.6,9.18,4.03,3.13,5.15,24.728395,19.925926,30.820988,1.016,20.833333,78.272918
US_AL_01021,2020-06-05,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,1,0,113,1,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-2,10,,17,-25,8,4.56,9.12,,11.85,7.07,6.38,3.88,,,3.19,,,7.52,,5.01,,,4.33,3.42,5.93,19.83,3.88,10.26,3.88,5.93,7.29,36.01,3.19,7.98,7.07,5.01,3.19,25.82716,20.969136,32.481481,1.87325,21.527778,77.657182
US_AL_01021,2020-06-06,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,0,1,113,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-4,30,,62,-3,,4.26,7.34,4.03,8.52,8.05,4.97,5.45,3.79,3.55,,,4.97,,,4.03,3.31,,3.31,4.26,6.63,16.57,4.03,10.66,,,6.16,34.57,4.97,11.84,4.74,,3.31,24.240741,20.030864,31.135802,7.8105,21.092593,82.431934
US_AL_01021,2020-06-07,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,2,0,115,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,1,,,25,-15,,5.27,5.96,4.13,12.61,6.65,3.21,5.73,,7.11,,3.44,5.27,8.25,3.21,5.96,3.67,4.36,3.9,5.04,5.27,19.94,5.96,17.65,4.58,4.13,3.9,36.44,3.44,12.61,10.09,3.44,4.81,25.123457,21.777778,29.901235,0.762,21.472222,79.241488
US_AL_01021,2020-06-08,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,1,0,116,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,2,8,,6,-25,7,4.87,6.13,3.38,13.32,7.62,7.19,6.13,3.17,5.92,3.81,,,10.36,,7.4,5.08,6.34,2.96,4.44,8.04,24.11,5.5,10.79,4.02,3.81,5.92,36.38,3.81,7.83,6.13,4.02,5.71,26.377778,23.572222,30.533333,5.700889,23.119048,81.241908
US_AL_01021,2020-06-09,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,6,0,122,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,4,2,,1,-23,7,6.31,5.66,5.66,10.01,5.44,5.22,8.27,5.0,5.66,,,,11.75,3.05,3.48,3.05,5.0,,5.44,9.57,26.33,3.05,11.53,5.44,7.4,6.09,45.26,5.66,7.18,8.05,7.83,5.44,25.833333,23.141975,31.506173,23.480889,23.287037,85.156235
US_AL_01021,2020-06-10,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,2,0,124,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,4,15,,10,-25,6,3.5,4.38,4.6,11.83,8.32,6.79,9.42,5.04,6.57,,,5.26,11.83,,6.57,3.94,3.72,3.29,3.94,9.86,28.25,6.79,12.48,5.91,5.26,6.57,41.83,4.82,7.88,6.13,6.79,9.2,26.493827,23.91358,31.604938,10.809111,23.759259,85.285829
US_AL_01021,2020-06-11,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,127,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,7,14,,23,-22,4,7.0,8.86,4.9,9.56,10.26,6.06,7.46,,5.36,3.96,,5.13,9.79,3.96,5.83,3.96,5.36,5.6,4.66,7.46,24.02,5.36,11.19,,5.83,7.23,33.12,5.36,11.19,7.23,10.49,7.23,23.962963,17.179012,30.074074,6.067778,17.935185,68.648525
US_AL_01021,2020-06-12,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,1,0,128,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-1,15,,26,-23,6,5.42,12.73,4.24,13.67,7.54,5.42,4.48,4.24,9.9,3.77,,4.24,8.96,,6.6,,5.19,3.3,4.48,9.67,19.1,4.71,11.32,4.48,3.77,3.54,38.19,,7.78,5.89,4.71,3.77,23.407407,16.487654,30.308642,0.0,16.009259,61.786657
US_AL_01021,2020-06-13,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,6,0,134,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,14,32,,79,-4,,4.54,8.36,,14.09,4.78,3.82,3.34,,5.73,,4.78,,6.93,4.3,3.58,,5.73,,5.97,9.07,23.88,4.54,10.51,,3.58,,38.69,3.58,10.99,7.4,4.3,3.58,24.888889,17.722222,31.537037,0.0,16.175926,57.313222
US_AL_01021,2020-06-14,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,4,0,138,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,4,,,52,-13,,,5.63,,12.44,7.28,3.52,6.57,4.46,8.45,3.75,,5.16,10.09,,3.99,4.46,,4.46,5.63,8.92,22.53,4.46,10.8,3.52,3.29,4.69,39.9,3.99,9.86,8.45,4.22,5.16,24.567901,17.858025,31.179012,0.0,17.388889,63.161493
US_AL_01021,2020-06-15,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,141,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,10,14,,17,-22,3,,6.73,4.26,10.77,7.41,6.51,6.51,3.82,8.75,,4.04,3.82,10.1,4.49,9.2,,6.06,3.14,4.26,6.96,24.69,6.06,16.16,4.94,3.82,6.73,34.12,6.51,13.24,5.84,4.94,5.61,23.87037,17.345679,30.549383,0.620889,17.240741,66.086377
US_AL_01021,2020-06-16,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,144,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,11,9,,21,-22,5,3.75,8.68,5.16,9.85,6.33,8.44,3.99,4.22,7.97,3.52,3.52,5.86,10.09,4.92,3.99,7.27,3.75,4.22,4.92,14.31,27.44,7.04,11.49,6.1,4.69,5.86,43.15,4.46,8.91,3.99,7.27,7.74,22.154321,17.17284,28.530864,0.423333,14.925926,62.9305
US_AL_01021,2020-06-17,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,5,0,149,2,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,10,12,,18,-24,5,5.08,6.46,,10.61,8.77,6.0,6.46,7.38,8.77,,4.15,5.54,9.69,4.38,5.77,,4.84,,4.61,6.23,23.3,6.69,10.61,4.84,5.08,3.92,38.99,3.23,8.54,5.54,8.3,,21.148148,15.574074,26.987654,0.0,15.666667,70.707572
US_AL_01021,2020-06-18,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,1,152,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,9,11,,34,-23,4,5.88,8.0,,13.4,9.88,7.53,5.17,3.29,7.05,,4.0,4.94,11.52,4.94,4.47,5.64,,,4.7,11.05,23.99,6.58,8.94,4.47,5.88,4.23,42.56,3.29,8.23,6.11,7.05,7.29,22.777778,16.796296,29.259259,0.0,17.62963,72.622704
US_AL_01021,2020-06-19,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,6,0,158,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-1,14,,28,-23,5,3.7,5.08,5.78,11.79,3.7,,5.78,3.7,6.7,,4.85,,7.16,3.93,5.08,4.85,3.24,,5.78,9.94,17.1,7.4,9.94,3.7,3.7,4.85,39.29,,9.94,6.93,4.39,,24.148148,17.203704,31.524691,0.366889,18.5,69.414232
US_AL_01021,2020-06-20,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,5,0,163,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,18,43,,92,-5,,6.34,5.87,3.52,8.93,8.93,5.64,3.52,6.81,4.93,3.52,3.29,5.4,7.52,4.46,5.64,3.29,5.4,5.87,4.93,6.58,25.6,5.17,13.15,4.23,,3.76,37.11,5.87,10.34,7.52,,3.52,25.703704,18.580247,32.641975,0.0,19.398148,66.844724
US_AL_01021,2020-06-21,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,166,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,8,,,48,-11,,6.88,12.34,4.98,11.63,7.12,5.93,4.03,5.22,6.41,3.56,4.27,,4.51,3.8,5.93,,3.32,3.56,4.98,7.12,25.15,6.41,10.91,,,4.75,38.91,5.7,9.25,6.64,3.8,6.17,25.944444,19.907407,32.697531,2.596444,20.907407,73.439882
US_AL_01021,2020-06-22,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,4,0,170,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,5,4,,12,-25,5,5.09,9.08,4.43,12.85,8.64,7.53,6.64,5.32,7.53,3.54,3.1,,9.97,3.54,3.54,,3.99,,4.87,6.42,22.59,7.31,8.2,3.77,4.21,4.65,45.63,4.87,11.07,6.64,4.87,4.87,24.141975,20.037037,31.716049,4.430889,21.12037,83.633031
US_AL_01021,2020-06-23,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,6,0,176,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,12,13,,17,-24,6,6.49,9.18,,15.45,6.27,7.61,8.51,4.03,8.96,3.13,5.6,3.58,8.06,4.03,,,5.38,4.48,5.38,11.64,30.23,3.58,12.54,,5.38,7.84,44.34,5.82,14.33,3.81,4.93,7.39,25.055556,21.469136,31.179012,9.017,21.898148,83.463955
US_AL_01021,2020-06-24,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,9,0,185,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,7,8,,17,-26,7,4.88,7.99,5.32,13.75,7.1,6.43,6.21,,8.43,3.77,4.21,5.99,9.1,3.55,7.99,4.44,3.33,4.21,3.77,9.1,29.5,5.1,11.76,5.32,3.99,5.32,40.82,4.66,10.2,8.21,5.1,3.77,22.716049,20.549383,28.617284,9.369778,21.064815,90.166081
US_AL_01021,2020-06-25,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,0,0,185,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,5,18,,22,-24,6,5.79,7.87,4.86,12.73,9.02,4.63,6.25,4.17,8.56,5.32,6.02,4.17,7.17,5.09,4.4,5.32,3.93,,5.55,5.79,24.3,4.4,13.88,5.09,6.94,4.4,41.88,4.4,13.19,4.4,4.86,6.25,23.802469,21.216049,29.141975,17.610667,21.824074,88.942435
US_AL_01021,2020-06-26,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,11,0,196,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-4,10,,25,-25,7,,8.37,3.95,13.72,6.97,5.81,3.95,,8.14,,10.23,5.81,8.14,,6.28,4.18,3.72,,3.95,11.16,23.48,3.25,7.21,5.35,3.49,8.84,39.06,6.04,11.39,5.81,6.97,5.81,23.598765,19.561728,28.530864,6.858,20.462963,82.424733
US_AL_01021,2020-06-27,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,5,0,201,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,14,27,,82,0,,4.7,7.98,3.29,13.38,5.87,4.7,4.7,3.99,5.4,4.93,6.1,3.29,7.28,4.46,3.99,5.17,3.76,4.46,7.75,7.75,29.81,6.34,10.1,,6.1,7.51,34.04,5.4,10.56,7.51,,6.57,24.635802,20.58642,30.197531,0.056444,21.388889,81.741598
US_AL_01021,2020-06-28,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,2,0,203,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,2,22,,47,-13,,4.36,7.35,,11.94,5.97,5.74,6.89,5.74,10.79,,5.05,4.59,6.89,3.9,5.51,5.51,5.05,4.82,4.13,5.51,26.18,4.82,11.02,5.74,3.9,5.51,41.11,4.82,8.96,7.12,4.13,4.13,27.0,22.222222,32.32716,0.084667,23.027778,78.564213
US_AL_01021,2020-06-29,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,8,0,211,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,2,3,,7,-26,4,4.32,7.27,,11.37,4.77,7.27,4.32,4.32,11.59,5.23,3.18,3.86,9.55,,5.0,7.27,,,,7.05,30.46,3.41,9.77,6.59,5.91,,48.19,3.86,11.82,7.96,3.86,5.23,26.746914,22.104938,32.851852,2.455333,22.759259,79.464532
US_AL_01021,2020-06-30,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,214,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,14,6,,6,-25,6,6.2,6.89,,16.77,9.88,5.97,8.5,4.82,12.18,3.22,5.74,6.2,8.96,4.37,5.05,3.9,,,3.9,7.12,32.16,3.67,10.8,7.12,4.37,5.05,39.74,6.2,7.58,7.12,,6.66,26.197531,22.17284,32.135802,2.794,22.712963,81.46027
US_AL_01021,2020-07-01,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,5,0,219,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,14,19,,21,-30,5,6.93,6.48,,12.29,6.26,7.37,9.61,6.7,9.16,5.81,5.81,4.92,8.27,3.8,4.25,5.81,5.81,,6.03,8.71,29.04,6.26,10.05,4.92,4.47,5.36,47.14,6.48,8.04,7.15,4.25,5.58,24.37037,20.95679,30.061728,3.697111,21.694444,85.855039
US_AL_01021,2020-07-02,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,3,0,222,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,24,31,,45,-32,6,4.42,6.05,3.95,11.86,6.98,6.74,3.49,4.42,7.91,6.28,,6.05,7.67,,6.05,5.12,4.65,3.49,5.81,8.37,28.14,5.35,6.51,4.88,5.58,5.35,43.95,5.35,11.16,5.81,3.72,,24.833333,20.901235,31.117284,12.772571,21.685185,82.046062
US_AL_01021,2020-07-03,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,13,0,235,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,3,32,,13,-53,13,4.72,5.43,3.78,10.38,8.5,5.66,6.14,,6.14,4.01,,4.48,6.37,3.54,4.72,4.25,,3.3,3.54,8.97,28.79,,9.68,4.25,,4.96,35.4,4.48,11.33,5.9,6.14,3.3,26.771605,22.660494,32.845679,0.846667,23.12963,79.347625
US_AL_01021,2020-07-04,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,11,0,246,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,-21,24,,30,-29,,8.81,,,11.4,6.22,5.44,5.96,,11.14,5.18,4.92,,5.96,4.4,4.4,3.63,,,4.4,6.99,24.61,4.66,8.03,,5.44,4.14,33.16,3.63,7.51,6.99,3.63,4.92,26.592593,22.166667,32.561728,1.862667,22.685185,77.568131
US_AL_01021,2020-07-05,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,7,0,253,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,3,20,,49,-20,,8.24,8.02,3.21,15.12,5.5,3.67,5.04,3.44,10.54,4.58,,4.12,7.1,,5.04,6.18,4.35,,10.77,8.93,31.84,7.1,13.51,4.35,6.18,4.81,43.75,4.12,12.6,5.73,6.87,6.64,27.253086,22.407407,33.104938,0.112889,22.138889,72.912859
US_AL_01021,2020-07-06,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,6,0,259,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,4,13,,15,-31,6,4.89,10.46,5.34,16.02,7.12,3.56,7.57,8.23,12.24,4.67,3.56,4.89,9.12,3.78,4.23,8.01,,4.67,3.78,10.9,32.49,,16.24,3.56,,3.12,38.05,6.01,8.68,4.89,4.45,4.89,25.691358,22.395062,31.598765,5.043714,22.240741,81.032212
US_AL_01021,2020-07-07,ChIJS3kV4bHJjogROXThhEVi6WQ,Q111266,geoId/01021,US,United States of America,AL,Alabama,01021,Chilton County,US,USA,2,11,0,270,3,,,44120,21700,22420,5800,5784,5504,5344,5654,5984,5314,3173,1563,1848763,32.845278,-86.714444,189,1815,73.922222,8,5,,8,-29,8,4.51,5.41,4.73,15.33,9.69,8.57,5.41,4.51,9.69,,5.18,4.73,8.12,,5.86,6.99,3.83,5.63,5.86,10.14,30.66,7.66,11.5,3.38,4.96,6.09,42.38,3.83,8.57,9.02,5.86,8.12,24.969136,22.364198,30.320988,7.874,22.768519,87.99439
