location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31159,2020-01-11,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,9.99,,,20.56,,29.96,,37.59,,-10.211111,-14.977778,-3.188889,0.649111,,-15.6875,63.709812
US_NE_31159,2020-01-12,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,8.07,9.14,,24.2,,24.74,10.22,47.32,,-8.15,-12.116667,-3.755556,0.0,30.48,-10.8125,79.045617
US_NE_31159,2020-01-13,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,6.39,6.39,11.93,8.09,18.31,8.52,38.33,,-3.011111,-7.122222,0.844444,0.423333,30.48,-3.618056,95.727177
US_NE_31159,2020-01-14,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,6.74,8.42,10.95,17.26,9.68,28.21,,37.47,9.26,-1.988889,-7.75,1.111111,0.0,,-3.625,89.154798
US_NE_31159,2020-01-15,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,8.25,6.19,14.03,17.32,7.42,36.3,,33.41,6.6,-2.883333,-9.733333,-0.511111,0.0,,-5.569444,82.326504
US_NE_31159,2020-01-16,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,7.76,5.71,11.02,6.94,24.49,,32.66,,-13.222222,-17.144444,-7.527778,0.0,,-18.173611,65.540293
US_NE_31159,2020-01-17,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,9.33,,7.46,11.2,,23.32,7.0,31.26,,-4.994444,-10.633333,0.805556,0.6604,,-7.041667,83.853779
US_NE_31159,2020-01-18,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,8.36,8.36,,11.15,,21.18,,44.04,,-4.227778,-10.277778,1.544444,4.28625,30.48,-7.4375,77.785919
US_NE_31159,2020-01-19,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,7.81,11.46,,16.15,,22.92,,38.03,8.34,-11.872222,-16.477778,-4.572222,0.2032,,-16.611111,67.450687
US_NE_31159,2020-01-20,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,9.14,6.96,18.71,,23.49,7.83,38.29,,-13.294444,-15.522222,-10.9,0.0,,-17.625,69.149808
US_NE_31159,2020-01-21,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,9.08,8.67,9.9,18.57,,30.54,9.49,33.84,10.32,-12.988889,-18.472222,-2.072222,0.0,,-15.5625,79.416902
US_NE_31159,2020-01-22,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,10.33,,11.68,14.82,,22.9,8.08,31.89,8.53,0.672222,-2.027778,1.727778,4.2926,,-0.472222,91.441319
US_NE_31159,2020-01-23,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,12.05,12.47,15.79,,25.76,6.23,28.67,7.89,0.688889,-1.605556,1.722222,4.5466,30.48,0.326389,96.978325
US_NE_31159,2020-01-24,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,7.3,,20.52,,26.0,,31.93,6.84,-1.783333,-2.533333,-0.661111,3.414889,30.48,-2.979167,91.07819
US_NE_31159,2020-01-25,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,11.06,,26.54,9.4,21.01,11.06,42.57,,-3.438889,-8.777778,0.077778,0.0,50.8,-4.319444,92.793882
US_NE_31159,2020-01-26,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,13.15,9.26,25.82,10.72,40.92,,36.54,12.67,0.555556,-4.85,7.138889,0.0,50.8,-1.215278,88.176066
US_NE_31159,2020-01-27,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,6.9,10.55,12.18,21.11,,39.38,,32.48,6.9,0.555556,-2.677778,4.205556,0.0,30.48,-1.166667,88.196472
US_NE_31159,2020-01-28,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,6.71,14.68,11.32,25.16,8.39,34.81,,36.48,10.06,-0.872222,-2.144444,0.516667,0.0,30.48,-2.194444,89.977756
US_NE_31159,2020-01-29,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,7.08,10.83,12.49,22.9,6.25,34.15,,26.23,9.99,-0.7,-2.994444,2.505556,1.495778,30.48,-1.423611,93.13823
US_NE_31159,2020-01-30,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,7.45,11.17,,22.75,10.75,27.3,6.2,35.16,,0.888889,-0.907407,2.977778,0.2794,50.8,-0.277778,91.654303
US_NE_31159,2020-01-31,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,7.05,9.7,,28.21,6.61,33.5,8.38,37.03,12.34,1.35,-0.377778,2.933333,0.1905,,-0.1875,89.191163
US_NE_31159,2020-02-01,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,9.18,,9.72,16.73,,35.63,8.64,38.33,,1.188889,-4.033333,9.555556,0.0,,-1.423611,83.133855
US_NE_31159,2020-02-02,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,8.12,,23.36,8.12,25.89,9.65,43.67,,7.761111,0.855556,16.222222,0.0,,1.631944,65.934113
US_NE_31159,2020-02-03,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,8.66,7.83,16.49,22.26,,35.46,6.6,40.82,6.6,1.623457,-0.654321,9.697531,0.0,,-1.396825,80.089563
US_NE_31159,2020-02-04,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,7.6,11.82,7.6,30.39,8.86,25.32,,35.87,,-2.87037,-5.234568,-0.098765,0.0,,-9.253968,60.999962
US_NE_31159,2020-02-05,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,6.22,8.29,6.63,23.21,9.95,29.43,6.63,32.33,6.63,-4.259259,-6.580247,0.17284,0.0635,,-9.198413,67.173282
US_NE_31159,2020-02-06,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,7.3,,7.3,24.9,9.87,39.49,,32.2,,-3.654321,-9.382716,4.765432,0.564444,,-7.103175,75.108993
US_NE_31159,2020-02-07,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,13.1,7.86,29.7,6.99,28.39,,32.32,,-1.45679,-5.049383,2.783951,0.0508,,-4.865079,76.826098
US_NE_31159,2020-02-08,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,,,17.91,,22.95,10.07,31.9,,-4.209877,-10.432099,5.462963,0.112889,,-7.555556,76.127885
US_NE_31159,2020-02-09,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,8.82,,,18.17,,33.74,9.86,42.56,,1.481481,-1.407407,3.962963,0.0,,-2.746032,72.95773
US_NE_31159,2020-02-10,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,11.18,7.31,8.6,27.51,11.61,27.94,7.74,36.11,,-2.160494,-8.296296,6.820988,0.0,,-6.190476,73.328596
US_NE_31159,2020-02-11,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,6.37,10.61,18.25,,28.86,7.21,37.34,8.91,0.018519,-5.537037,6.487654,0.0,,-5.761905,64.698898
US_NE_31159,2020-02-12,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,7.01,9.64,16.64,7.88,28.91,,35.04,,0.444444,-6.716049,4.882716,0.0,,-4.904762,67.712936
US_NE_31159,2020-02-13,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,6.86,,11.58,22.3,,24.01,,33.02,,-14.098765,-18.783951,-5.969136,0.108857,,-20.777778,56.561331
US_NE_31159,2020-02-14,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,,,,7.33,7.81,23.93,8.3,21.0,,27.35,,-9.820988,-15.148148,-0.401235,0.0,,-16.626984,56.119005
US_NE_31159,2020-02-15,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,25,2,,11.44,,10.87,,19.45,,24.6,,-0.141975,-6.969136,9.969136,0.0,,-7.246032,58.542541
US_NE_31159,2020-02-16,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,25,,9.11,9.11,8.58,18.76,,20.91,8.58,44.49,,4.055556,-3.314815,13.04321,0.0,,-4.674603,53.160163
US_NE_31159,2020-02-17,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,-1,-11,,8.4,,21.42,11.76,31.5,7.56,47.47,,5.876543,1.111111,12.04321,0.22225,,0.984127,71.274468
US_NE_31159,2020-02-18,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,-1,0,7.86,9.1,9.1,19.86,8.69,28.13,,42.19,,-0.339506,-6.080247,7.358025,0.0,,-5.134921,69.62498
US_NE_31159,2020-02-19,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,-16,1,7.91,6.24,6.24,17.89,10.4,22.05,,39.53,,-3.919753,-8.018519,4.759259,0.036286,,-6.84127,79.794276
US_NE_31159,2020-02-20,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,-2,-1,,7.6,9.83,13.86,9.39,23.24,,40.67,6.71,-9.598765,-16.919753,-1.055556,0.508,,-13.333333,73.695922
US_NE_31159,2020-02-21,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,10,3,7.68,14.0,,15.81,8.13,28.46,,31.62,6.78,-1.592593,-7.32716,10.506173,0.028222,,-6.642857,67.457896
US_NE_31159,2020-02-22,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,32,11,9.03,,,13.55,9.03,15.81,,37.27,,4.080247,-3.141975,15.055556,0.0,,-2.02381,64.475189
US_NE_31159,2020-02-23,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,34,,9.69,8.67,7.65,18.87,12.24,22.44,,30.6,,4.802469,-3.253086,15.271605,0.0,,-1.325397,64.665315
US_NE_31159,2020-02-24,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,-2,5,6.59,10.3,7.42,19.36,10.71,26.78,,31.73,,4.512346,-1.259259,11.197531,0.0,,-2.65873,60.360993
US_NE_31159,2020-02-25,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,-8,3,,11.13,12.78,28.02,6.59,36.68,,37.91,6.18,1.716049,-1.796296,7.055556,0.0,,-3.412698,68.613905
US_NE_31159,2020-02-26,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,-1,5,9.24,13.44,10.5,28.14,7.98,44.11,10.5,39.49,12.18,-0.882716,-6.580247,4.123457,0.0,,-7.873016,59.022244
US_NE_31159,2020-02-27,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,2,3,,10.39,,29.93,,34.5,,41.15,7.48,0.055556,-4.450617,6.283951,0.0,,-5.603175,65.043141
US_NE_31159,2020-02-28,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,12,8,8.16,7.71,9.97,21.76,,35.37,,24.03,6.8,2.950617,-3.376543,12.691358,0.0,,-2.563492,66.387293
US_NE_31159,2020-02-29,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,25,11,,9.58,,19.16,9.05,36.73,,34.07,,4.950617,-3.944444,19.722222,0.0,,-2.484127,58.434035
US_NE_31159,2020-03-01,ChIJ7TK8k5Mnl4cR9df9IR0bDkQ,Q124637,geoId/31159,US,United States of America,NE,Nebraska,31159,Seward County,US,USA,2,,,,,,,17203,8740,8463,2188,2717,2291,2003,1808,2260,1942,1137,857,1425433,40.87,-97.14,1491,79.075,47,,15.56,7.78,,21.78,7.78,37.34,,28.0,11.41,9.444444,1.08642,17.302469,0.0,,-0.47619,51.282913
