location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18137,2020-05-02,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,1,94,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-19,,,7.58,12.52,5.6,,,5.93,,,,4.94,6.59,4.94,6.26,15.49,4.61,9.23,7.25,,32.63,5.27,10.55,5.93,18.55,8.061111,28.177778,0.084667,,9.455556,55.690727
US_IN_18137,2020-05-03,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,99,6,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,13,18,23,17,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,51,48,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-24,,3.88,9.15,11.37,7.76,7.21,4.71,8.32,,3.88,6.38,8.04,6.1,,5.55,18.86,,9.71,5.55,4.71,36.88,5.55,9.15,8.6,19.411111,12.188889,27.316667,9.978571,,14.772222,74.945899
US_IN_18137,2020-05-04,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,3,0,97,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-32,,4.08,7.08,13.34,5.44,6.53,5.17,5.99,3.81,8.98,8.16,3.81,,,7.35,25.85,5.17,7.62,,5.99,36.74,4.08,12.52,7.89,14.5,6.383333,22.077778,3.527778,,7.261111,62.03903
US_IN_18137,2020-05-05,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,98,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-36,,,5.24,10.72,5.73,3.49,4.49,11.22,4.74,4.24,10.97,3.49,8.23,,6.98,23.93,4.99,7.48,,5.49,35.4,,9.72,5.24,11.194444,6.872222,19.722222,4.0005,,4.4,63.18879
US_IN_18137,2020-05-06,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,100,6,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,13,18,24,17,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,51,49,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-36,,4.76,9.02,10.52,8.77,4.51,4.76,7.76,,4.76,10.52,5.01,6.01,,9.27,31.06,5.01,6.26,3.51,8.02,35.06,3.51,7.51,7.76,9.505556,4.661111,15.833333,0.2794,,1.205556,56.340216
US_IN_18137,2020-05-07,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,3,0,103,6,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,11,13,18,26,17,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,53,50,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-36,,,8.37,8.37,8.63,4.32,4.59,8.9,,4.05,8.37,4.86,4.86,,6.21,29.14,,4.59,4.59,7.02,27.79,,6.75,4.86,11.666667,2.1,19.983333,0.0508,,1.316667,49.209609
US_IN_18137,2020-05-08,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,3,0,106,6,,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,11,15,19,26,17,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,54,52,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-35,,-37,,4.24,9.81,7.95,5.57,4.77,4.77,6.1,,,6.36,4.77,,,7.69,20.94,3.98,5.83,3.71,6.1,32.34,4.51,5.04,4.51,11.338889,3.988889,18.961111,1.42875,,4.955556,64.971734
US_IN_18137,2020-05-09,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,98,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-19,,,7.84,9.05,5.13,4.83,4.22,9.05,,,7.24,,4.53,,9.96,22.63,4.53,6.64,,4.53,27.46,4.22,5.73,5.43,5.744444,-1.894444,13.472222,8.2804,,-5.861111,43.097036
US_IN_18137,2020-05-10,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,3,0,101,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-18,,5.66,4.81,12.17,5.38,3.96,,10.47,,4.81,6.51,3.96,8.49,,,20.95,6.23,10.76,,4.81,33.12,5.66,5.94,4.53,9.955556,0.933333,18.594444,0.0,,1.333333,55.333739
US_IN_18137,2020-05-11,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,101,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-32,,,9.2,10.78,5.79,4.73,6.57,7.1,,,6.57,6.57,7.1,,7.36,29.45,4.47,6.31,,,42.87,,10.78,3.94,7.355556,3.411111,13.972222,0.508,,0.083333,60.173291
US_IN_18137,2020-05-12,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,3,0,104,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-31,,,7.3,11.08,7.84,7.3,4.87,10.54,5.95,7.57,8.65,6.49,7.3,4.05,5.68,27.57,,7.57,,,37.03,3.78,6.22,5.41,9.327778,1.577778,16.111111,0.0,,1.05,56.484941
US_IN_18137,2020-05-13,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,105,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-30,,,6.06,8.59,7.58,3.79,4.04,5.3,,5.56,6.57,4.04,8.08,,3.54,22.74,8.59,7.58,3.79,4.55,32.59,4.29,11.12,9.35,10.516667,2.338889,16.55,0.2286,,4.283333,65.724287
US_IN_18137,2020-05-14,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,105,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-21,2,-31,,,8.47,10.59,7.41,5.83,3.71,15.36,,6.09,9.53,3.97,6.62,5.56,4.5,30.98,7.15,3.97,,6.62,39.71,,5.03,10.59,17.255556,11.172222,26.988889,0.9525,,12.388889,73.134602
US_IN_18137,2020-05-15,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,107,6,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,16,19,26,17,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,55,52,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-25,-1,-33,,,11.65,12.46,4.33,5.96,4.88,7.31,,4.06,7.58,,,,5.69,15.44,7.86,4.33,,8.4,30.88,4.33,5.96,5.42,20.683333,13.133333,26.511111,3.1115,,14.744444,69.167665
US_IN_18137,2020-05-16,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,107,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-13,14,-14,,,6.7,11.27,7.62,,5.79,4.26,,,4.87,5.79,,,8.53,19.8,,8.22,,7.92,35.95,4.87,10.97,7.62,20.183333,15.527778,26.338889,8.099778,,16.811111,81.279523
US_IN_18137,2020-05-17,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,107,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-18,,4.08,9.9,9.61,5.24,6.41,4.37,9.61,,6.99,15.73,,4.95,,4.95,19.81,5.53,9.61,4.95,4.08,33.21,5.24,11.94,6.12,21.694444,15.872222,27.333333,1.721556,,16.927778,74.405753
US_IN_18137,2020-05-18,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,108,6,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,16,19,26,17,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,56,52,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-15,5,-26,,3.85,8.48,10.27,9.5,8.22,6.42,7.19,,4.62,10.79,5.14,4.37,,9.76,19.52,6.16,7.71,,7.19,33.39,6.93,8.99,5.14,19.161111,15.244444,24.977778,2.431143,,16.638889,85.474084
US_IN_18137,2020-05-19,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,-1,0,107,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-20,-1,-29,,,7.64,9.12,7.64,12.08,4.19,7.39,,,7.89,4.44,5.67,,6.41,23.91,4.68,7.39,3.7,9.12,32.53,,9.61,,16.483333,14.305556,20.933333,39.878,,14.922222,90.717138
US_IN_18137,2020-05-20,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,107,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-19,1,-31,,4.43,5.48,8.61,6.0,6.78,7.3,7.82,,4.17,7.3,3.91,,,7.56,26.6,6.0,7.56,,9.13,38.33,4.43,7.04,7.82,13.427778,11.311111,17.733333,11.034889,,10.25,81.20569
US_IN_18137,2020-05-21,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,3,0,110,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-12,11,-30,,4.64,8.47,7.92,6.28,7.65,4.92,8.2,4.1,,8.2,,9.02,5.46,10.38,21.86,,9.02,4.64,3.83,36.61,4.92,7.92,5.19,14.416667,11.311111,17.977778,0.616857,,11.388889,82.260625
US_IN_18137,2020-05-22,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,110,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-7,11,-31,,6.38,7.6,10.94,9.12,,6.69,4.86,,,5.78,,,4.86,7.3,17.63,7.3,8.51,4.86,6.38,32.23,4.56,9.12,,18.277778,12.455556,24.922222,1.397,,14.1,76.795496
US_IN_18137,2020-05-23,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,2,0,112,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-12,34,-18,,5.26,10.52,12.16,,5.59,5.92,4.6,,,11.51,4.93,,6.58,4.93,21.04,4.93,6.58,,,36.49,,7.56,4.93,20.955556,14.083333,28.344444,0.0,,16.683333,76.720244
US_IN_18137,2020-05-24,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,112,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-19,,,5.96,9.1,4.71,5.65,6.28,5.02,,,7.22,,,,4.39,16.32,5.96,8.47,4.39,7.22,35.45,,7.22,10.67,23.04321,16.006173,30.432099,16.183429,,18.833333,77.42467
US_IN_18137,2020-05-25,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,112,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-17,15,-74,,5.85,6.16,8.93,6.46,5.23,6.16,5.23,,,6.46,,,,4.62,16.31,4.62,11.08,,,35.39,5.85,10.46,6.46,23.277778,17.15,30.405556,2.19075,,18.622222,75.387294
US_IN_18137,2020-05-26,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,112,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-8,12,-26,,,5.71,10.56,7.13,4.28,8.56,4.85,,4.57,8.56,,,4.57,6.85,18.27,4.28,14.27,4.0,4.57,29.68,4.0,13.7,10.56,24.166667,17.638889,31.027778,1.5494,,18.894444,72.673477
US_IN_18137,2020-05-27,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,113,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-14,10,-25,,4.25,7.08,13.88,6.52,6.23,7.65,,,4.82,11.9,7.37,6.23,,6.8,21.25,4.82,10.77,4.25,6.52,40.24,6.23,12.47,6.23,23.694444,19.194444,29.988889,2.576286,,18.933333,74.755205
US_IN_18137,2020-05-28,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,-3,0,110,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-7,7,-28,,6.06,4.91,15.3,4.91,5.49,5.77,6.35,,,9.24,,4.91,8.08,5.2,21.07,6.93,16.74,,4.62,38.39,4.33,11.26,6.93,22.988889,19.433333,28.338889,6.604,,18.322222,75.082813
US_IN_18137,2020-05-29,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,-2,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-5,13,-26,,,8.0,5.33,5.04,4.45,5.04,5.63,,,7.41,4.15,5.93,6.22,7.71,24.3,,9.78,7.71,5.04,37.64,5.63,11.56,5.63,21.483333,18.144444,27.15,3.701143,,16.972222,75.648603
US_IN_18137,2020-05-30,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,6,44,-4,,,6.68,16.37,,4.68,7.35,,,,10.35,,,,6.68,22.04,5.01,11.69,,6.68,41.08,,14.7,,18.677778,13.361111,24.844444,2.9718,,11.716667,64.186209
US_IN_18137,2020-05-31,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,109,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,-6,,6.97,,18.69,,4.75,4.75,,,4.44,5.7,,,,5.07,18.38,5.07,10.46,,,35.17,,13.62,,17.194444,10.833333,22.95,0.0,,7.272222,52.32466
US_IN_18137,2020-06-01,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,109,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,6,6,-23,,,4.2,11.4,7.2,5.1,4.5,7.5,,,9.6,,6.0,,6.6,22.5,5.1,13.2,,,37.51,5.1,12.9,6.6,16.805556,7.916667,25.294444,0.1016,,6.45,50.854342
US_IN_18137,2020-06-02,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,-1,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,0,21,-26,,,9.11,17.0,6.98,5.46,6.98,4.55,,4.86,9.41,,6.37,,7.89,18.51,5.46,11.53,,6.37,34.6,6.37,13.96,4.55,23.0,11.622222,31.238889,0.0,,11.316667,48.226101
US_IN_18137,2020-06-03,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-3,16,-27,,,8.05,14.3,8.35,,4.77,6.26,,5.37,13.41,,,,6.86,14.01,5.37,14.6,5.66,5.07,35.17,5.07,8.94,5.96,25.705556,15.538889,31.527778,0.381,,15.972222,55.1092
US_IN_18137,2020-06-04,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-5,9,-25,,5.29,7.65,11.47,10.29,5.0,8.53,5.29,,6.18,15.59,5.59,4.41,,10.29,21.47,5.29,13.82,5.29,7.06,37.35,,12.94,7.94,24.205556,19.038889,30.6,1.580444,,19.183333,73.82168
US_IN_18137,2020-06-05,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-2,14,-26,,4.61,5.54,12.0,5.23,8.0,,,,5.23,10.46,,,,7.38,20.61,5.54,10.77,4.61,5.54,28.92,,12.0,7.08,24.922222,19.711111,31.238889,6.604,,19.45,71.910744
US_IN_18137,2020-06-06,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,2,36,-3,,,6.13,14.98,5.45,,,6.81,,,9.2,,,,,23.84,6.13,12.94,,6.13,31.67,,12.26,,26.561111,19.177778,32.705556,0.0254,,18.877778,63.097944
US_IN_18137,2020-06-07,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,108,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,,,0,,,6.51,16.27,6.51,5.21,9.76,4.88,,,8.14,4.88,,,,16.27,6.83,16.92,,7.49,32.87,7.16,15.62,7.49,24.194444,16.555556,31.755556,0.0,,11.938889,46.550505
US_IN_18137,2020-06-08,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,109,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-2,2,-26,,5.03,7.1,15.09,7.1,4.44,4.73,4.14,,,9.47,4.14,4.14,,7.69,24.25,5.92,15.68,4.44,,38.75,6.51,17.45,5.92,23.466667,15.272222,31.055556,0.0,,11.894444,48.792131
US_IN_18137,2020-06-09,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,1,0,110,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-5,14,-24,,5.28,5.87,15.56,8.51,8.22,5.87,5.58,,,11.74,,4.7,,8.22,18.79,8.51,14.68,,,41.1,,14.09,9.39,25.033333,16.661111,31.005556,0.1905,,17.955556,65.331163
US_IN_18137,2020-06-10,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,-1,0,109,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,-2,9,-22,,7.08,5.9,15.35,8.56,6.2,4.72,6.79,,,7.97,4.13,4.72,5.31,4.72,18.01,8.56,14.76,5.02,4.43,33.95,6.5,10.04,7.67,27.194444,21.7,32.183333,3.668889,,20.994444,69.094173
US_IN_18137,2020-06-11,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,109,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,7,6,-27,,5.22,6.14,15.98,5.84,5.22,5.22,4.3,,,5.22,,4.61,4.61,8.3,19.97,7.37,11.06,6.14,,39.64,,9.53,6.14,22.588889,15.783333,30.972222,3.8354,,11.794444,50.854281
US_IN_18137,2020-06-12,ChIJucoWu6JeaogRZhKgwiyGrjw,Q506547,geoId/18137,US,United States of America,IN,Indiana,18137,Ripley County,US,USA,2,0,0,109,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28428,14084,14344,3553,3968,3245,3195,3570,4056,3449,2152,1240,1481874,39.1,-85.26,1160,78.216667,3,17,-26,,,6.94,14.2,6.63,6.31,4.73,7.26,,,9.15,8.52,,,10.73,18.94,10.73,10.42,,4.73,35.67,5.68,9.15,6.94,21.711111,13.216667,29.1,0.0,,10.3,49.671936
