location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47151,2020-01-01,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,8.11,8.53,7.25,17.49,,25.6,6.83,35.84,,4.461111,-1.116667,9.477778,0.0,,-3.376543,55.806618
US_TN_47151,2020-01-02,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,8.15,12.01,,18.01,7.29,36.02,6.86,44.17,,5.072222,-0.055556,8.5,1.23825,,0.006173,70.358297
US_TN_47151,2020-01-03,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,9.07,13.83,6.48,16.85,12.1,30.25,8.21,42.35,6.91,9.227778,6.061111,12.005556,31.496,,8.759259,97.372939
US_TN_47151,2020-01-04,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,12.97,16.1,,16.1,9.39,38.91,11.18,41.15,8.05,8.816667,1.911111,13.027778,9.30275,,6.907407,86.985301
US_TN_47151,2020-01-05,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,10.56,8.73,,13.32,13.78,26.64,,42.72,,3.394444,0.011111,10.144444,1.23825,,-2.191358,66.166282
US_TN_47151,2020-01-06,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,13.68,15.0,,13.23,7.06,28.23,9.26,46.32,,4.322222,-2.633333,11.611111,0.0,,-2.537037,61.092544
US_TN_47151,2020-01-07,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,10.94,10.94,6.73,10.52,10.94,29.87,,50.91,11.36,5.505556,0.483333,10.133333,4.1275,,-0.864198,64.199617
US_TN_47151,2020-01-08,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,7.54,15.51,8.8,8.38,10.06,33.1,10.48,47.35,10.06,5.161111,-0.516667,12.038889,0.9652,,-3.641975,52.658821
US_TN_47151,2020-01-09,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,9.85,13.14,10.68,19.3,11.91,32.03,6.16,41.88,9.85,4.672222,-2.288889,14.211111,0.0,,-1.975309,62.547304
US_TN_47151,2020-01-10,ChIJs-dtr56gXYgRjY6TDA5aYr4,Q502054,geoId/47151,US,United States of America,TN,Tennessee,47151,Scott County,US,USA,2,,,,,,,21964,10809,11155,2770,3051,2683,2604,2861,2984,2594,1689,728,1847642,36.43,-84.51,1381,72.2,,,,,13.62,12.79,9.49,9.08,11.96,24.34,8.25,45.38,8.25,12.833333,9.394444,17.05,0.0,,4.938272,58.927864
