location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51033,2020-06-20,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,4,0,125,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,2,,-69,28,-9,,4.76,6.92,7.57,4.98,6.06,6.92,,3.25,,7.36,3.68,4.54,,4.11,4.98,16.01,3.89,9.09,,4.33,34.4,3.46,11.03,4.33,4.54,21.722222,17.627778,28.027778,8.22325,,19.433333,86.942097
US_VA_51033,2020-06-21,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,0,126,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,8,-11,,3.16,8.0,9.47,5.26,,4.0,3.79,,,4.42,2.95,,3.16,4.0,3.79,14.94,2.95,12.84,4.42,4.21,29.46,3.16,9.68,4.42,,23.0,18.444444,29.577778,2.54,,19.627778,81.474361
US_VA_51033,2020-06-22,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,126,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,-7,,11,-35,10,4.21,4.42,11.16,7.37,5.47,5.47,5.68,4.21,,6.11,,4.42,4.0,3.79,7.16,20.0,5.05,11.16,4.84,3.16,33.9,3.79,9.05,6.53,2.95,24.305556,18.577778,32.138889,7.20725,,20.794444,80.922061
US_VA_51033,2020-06-23,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,-2,0,124,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-6,-1,,13,-37,8,5.8,7.81,10.71,4.46,6.25,6.25,4.69,4.24,4.02,5.13,3.35,,3.12,4.02,5.8,18.3,5.36,11.16,,4.91,34.14,3.79,7.36,7.14,4.02,23.933333,17.916667,32.061111,6.95325,,20.416667,80.822601
US_VA_51033,2020-06-24,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,0,125,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-4,2,,8,-33,10,4.94,6.96,8.76,6.74,6.07,4.94,4.72,4.72,5.39,6.96,3.15,5.39,,,4.94,18.42,4.72,8.09,3.37,3.37,34.15,3.59,7.64,5.62,4.94,25.588889,19.4,30.683333,0.60325,,18.094444,63.490019
US_VA_51033,2020-06-25,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,0,126,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-6,6,,9,-32,9,,6.19,10.82,,3.98,5.3,4.64,3.54,3.31,6.41,6.19,4.2,3.54,3.98,7.07,21.65,3.54,8.62,3.98,4.2,30.71,4.2,9.5,4.86,3.54,23.022222,17.538889,29.594444,0.036286,,17.994444,73.604406
US_VA_51033,2020-06-26,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,2,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-4,7,,15,-34,10,,5.42,9.04,7.46,4.97,3.62,5.42,7.01,,7.01,4.07,4.75,,,4.29,19.44,4.52,9.95,,3.62,27.58,3.84,9.95,6.1,5.65,23.105556,15.65,31.305556,9.36625,,16.283333,65.615487
US_VA_51033,2020-06-27,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,18,,-59,38,-6,,3.86,5.91,13.17,4.77,5.91,3.41,7.04,7.27,3.41,7.72,4.54,3.63,3.41,5.0,5.45,17.04,5.22,7.72,4.77,3.18,29.53,4.32,9.31,,,26.227778,18.15,33.094444,0.225778,,18.738889,63.61015
US_VA_51033,2020-06-28,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,20,-11,,,6.82,11.09,4.26,4.48,4.05,6.18,7.04,2.99,5.33,3.84,4.05,,,4.48,18.55,5.76,13.44,4.05,3.62,33.91,5.33,8.74,5.76,3.62,26.483333,20.866667,32.361111,0.931333,,20.955556,71.827487
US_VA_51033,2020-06-29,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,4,,12,-35,9,,7.14,9.73,6.49,3.46,5.41,8.65,,,6.71,4.54,5.41,,4.54,5.62,20.12,,7.57,4.54,4.98,38.72,3.68,12.12,6.49,4.11,26.527778,21.455556,31.927778,0.6858,,19.766667,66.646856
US_VA_51033,2020-06-30,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,-2,,18,-33,9,4.73,7.09,10.96,7.74,7.09,5.16,3.87,,3.87,8.6,,6.02,4.08,4.3,6.23,18.06,3.87,7.31,3.44,4.08,32.67,4.73,8.17,5.16,,25.333333,18.65,32.316667,0.3556,,18.305556,65.302582
US_VA_51033,2020-07-01,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,-3,0,125,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,9,,17,-35,10,3.59,9.09,10.15,6.98,5.07,4.23,6.98,,3.59,7.4,,4.65,,4.02,6.13,15.86,,10.36,3.59,5.29,33.19,,7.19,7.61,2.96,24.822222,19.722222,31.572222,1.233714,,20.377778,76.602272
US_VA_51033,2020-07-02,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,16,16,,21,-38,9,4.08,6.23,13.97,7.95,4.73,4.08,3.65,,3.22,9.24,3.01,6.45,,3.65,4.08,19.77,3.65,11.17,3.87,4.51,30.3,6.02,9.67,8.59,4.94,24.905556,18.138889,31.811111,7.8994,,18.75,68.916301
US_VA_51033,2020-07-03,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-4,29,,16,-58,,3.93,6.98,9.38,4.58,3.49,3.49,5.89,3.06,,7.86,4.58,3.27,3.49,3.71,6.76,15.49,3.93,10.04,,4.36,31.64,,8.51,5.67,,26.894444,19.322222,34.683333,0.0,,18.75,61.230682
US_VA_51033,2020-07-04,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,128,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-30,,-44,-9,-23,,3.32,5.21,11.61,4.74,3.55,6.4,5.45,3.32,4.5,7.58,,,,3.32,,16.11,,9.24,,,36.25,4.5,5.92,6.87,3.32,27.533333,20.45,34.172222,0.0,,20.327778,65.078348
US_VA_51033,2020-07-05,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,0,129,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,29,-12,,4.37,7.07,13.31,4.16,3.54,3.54,6.45,3.33,4.58,8.73,2.91,3.74,,3.33,6.45,17.47,5.62,11.44,4.78,3.33,33.48,3.33,7.49,7.07,2.91,26.466667,21.422222,33.588889,0.79375,,22.105556,77.228988
US_VA_51033,2020-07-06,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,129,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-4,0,,21,-37,10,3.35,5.86,11.72,5.44,6.07,5.23,,,4.81,4.81,3.56,4.6,4.81,5.65,6.07,24.27,3.35,15.69,4.39,3.98,35.36,3.98,10.04,4.6,4.39,27.166667,21.472222,34.588889,0.395111,,21.888889,73.218098
US_VA_51033,2020-07-07,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,129,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-5,0,,12,-38,10,3.58,4.84,9.68,6.52,4.63,5.47,5.05,3.37,2.95,7.36,3.58,,5.68,4.0,8.63,22.09,3.79,13.04,4.0,4.63,37.66,4.21,10.1,4.63,3.37,27.233333,21.233333,33.755556,0.0,,21.766667,72.25656
US_VA_51033,2020-07-08,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,2,0,131,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,0,,5,-35,10,5.82,5.39,12.07,7.97,5.17,4.74,7.11,4.09,3.88,6.9,6.47,4.53,4.74,3.45,8.19,26.29,4.96,15.09,3.45,3.66,35.13,4.53,10.99,5.17,,26.633333,20.733333,32.944444,0.0762,,21.383333,73.080394
US_VA_51033,2020-07-09,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,0,132,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-6,2,,1,-34,11,3.83,7.24,13.42,7.67,4.26,4.47,4.26,3.83,4.68,8.09,3.19,5.75,4.68,3.41,5.11,22.15,4.05,13.2,,5.32,33.86,,11.71,5.11,,26.294444,19.938889,32.666667,0.0,,21.277778,74.114342
US_VA_51033,2020-07-10,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,135,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-9,2,,6,-34,10,4.94,7.73,10.3,7.08,4.51,4.51,5.37,,3.0,6.01,3.22,,,4.72,7.3,15.02,4.94,11.37,4.08,3.86,32.84,3.43,7.73,5.79,4.29,27.344444,21.544444,33.961111,0.0635,,21.466667,70.481712
US_VA_51033,2020-07-11,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,2,0,137,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,6,14,-53,26,-7,,4.18,5.95,11.45,6.83,,4.41,5.73,4.18,4.41,7.27,7.71,4.18,,4.41,5.51,18.94,4.84,12.55,3.08,5.07,29.73,5.51,9.69,3.74,4.62,27.333333,21.722222,34.033333,1.669143,,20.283333,65.62295
US_VA_51033,2020-07-12,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,140,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,9,-11,,4.19,8.38,13.61,6.28,3.77,3.98,8.38,,2.93,4.4,3.77,3.35,,5.44,4.4,19.27,4.19,9.0,3.77,3.98,30.15,3.14,7.54,7.54,,25.694444,17.322222,33.794444,0.217714,,17.261111,59.875535
US_VA_51033,2020-07-13,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,2,0,142,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,0,,5,-34,10,4.56,4.77,12.45,8.3,4.77,4.98,8.71,4.77,4.36,6.64,3.53,,3.11,3.32,6.02,19.09,3.11,12.24,,3.11,34.23,5.19,7.68,8.09,3.11,24.811111,17.972222,32.694444,4.487333,,18.383333,67.710903
US_VA_51033,2020-07-14,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,145,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,-7,,3,-37,10,3.79,5.27,8.85,7.8,4.22,5.27,6.54,3.58,4.43,5.48,3.58,5.69,2.95,3.79,8.01,17.92,4.85,8.85,,3.79,30.15,4.22,8.85,6.11,2.95,26.033333,18.922222,32.85,0.550333,,17.944444,61.4265
US_VA_51033,2020-07-15,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,2,0,147,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-5,2,,2,-35,10,,5.73,14.22,4.67,5.09,5.09,4.67,,4.46,7.01,4.67,3.82,,3.18,6.37,21.65,6.16,10.61,6.79,3.4,34.18,,9.34,3.4,,25.544444,18.05,33.883333,0.0,,17.844444,62.63649
US_VA_51033,2020-07-16,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,4,0,151,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-1,-2,,-2,-33,9,3.0,5.79,12.88,5.58,5.58,5.58,7.73,3.0,4.08,7.94,,,,4.94,6.01,21.03,5.37,8.58,,4.29,33.48,4.94,7.51,7.08,5.58,26.861111,20.755556,33.238889,0.0,,19.455556,64.172559
US_VA_51033,2020-07-17,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,154,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-11,1,,7,-36,11,5.16,9.04,8.6,7.31,5.81,3.01,6.45,3.87,,6.88,4.52,4.09,3.87,4.09,9.04,23.45,4.95,11.4,3.87,4.3,32.05,4.73,7.1,7.53,3.87,27.872222,22.411111,35.488889,0.0,,21.738889,69.62005
US_VA_51033,2020-07-18,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,157,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,14,,,19,-6,,6.09,5.22,14.8,4.79,3.48,4.57,4.35,,3.7,5.44,3.05,3.92,,4.79,3.92,16.54,5.22,10.66,6.31,4.13,29.6,5.44,8.92,4.13,3.92,28.833333,22.022222,36.155556,0.0762,,20.622222,61.794006
US_VA_51033,2020-07-19,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,157,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,4,-7,,5.61,7.68,10.59,6.23,3.32,4.15,6.02,3.32,3.32,5.61,3.95,5.19,,5.19,5.4,16.2,3.53,12.04,4.15,6.02,32.4,4.36,6.65,5.82,4.15,29.1,22.322222,37.411111,0.0,,21.544444,64.003954
US_VA_51033,2020-07-20,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,157,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-8,-4,,0,-36,11,3.6,4.23,8.46,6.77,6.98,4.87,5.29,,6.14,7.19,,5.5,4.02,5.29,7.83,15.87,6.35,7.19,6.14,4.23,36.81,3.81,3.81,5.5,3.6,30.033333,23.561111,38.022222,0.0,,22.211111,63.178637
US_VA_51033,2020-07-21,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,4,0,161,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-15,-6,,1,-37,10,6.24,6.24,12.26,4.95,6.88,4.95,5.59,,3.87,10.33,3.01,4.09,3.44,7.32,6.88,15.49,6.46,12.26,3.66,4.09,37.22,4.95,7.32,6.24,,29.461111,22.711111,37.866667,1.415143,,21.411111,62.183192
US_VA_51033,2020-07-22,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,2,0,163,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-4,-7,,-1,-35,11,5.54,5.1,15.07,3.99,4.21,5.98,8.64,3.55,4.66,9.31,3.99,4.88,3.77,4.21,9.75,20.61,5.1,9.09,5.32,4.66,35.69,4.66,5.98,5.98,,26.211111,22.216667,36.35,12.573,,22.666667,81.033762
US_VA_51033,2020-07-23,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,4,0,167,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-5,-1,,1,-32,10,4.06,8.33,10.68,5.98,4.7,4.06,5.55,,,9.61,,3.85,4.49,5.13,7.48,22.0,4.06,10.25,3.63,3.63,29.9,,7.48,5.77,,26.205556,22.05,33.788889,25.11425,,22.094444,78.508983
US_VA_51033,2020-07-24,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,167,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-10,4,,0,-34,10,4.3,6.24,10.11,8.82,4.3,4.95,6.46,3.44,3.66,6.03,,3.44,3.23,3.01,4.95,19.58,5.59,5.16,4.09,6.24,32.06,,5.59,7.1,3.66,25.592593,22.5,32.932099,4.390571,,22.253086,81.97459
US_VA_51033,2020-07-25,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,170,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,7,10,-58,20,-13,,4.3,6.88,9.46,7.96,3.87,3.44,5.59,3.65,,5.81,3.65,3.65,3.01,6.45,3.87,18.49,4.51,9.25,,5.38,30.1,5.38,7.1,3.44,4.08,26.511111,21.444444,33.038889,2.0828,,22.105556,76.871649
US_VA_51033,2020-07-26,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,170,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,6,-11,,6.66,7.07,9.78,9.57,3.75,4.37,4.99,2.91,4.16,7.7,3.95,6.45,,4.79,6.87,17.27,5.83,9.36,3.12,3.12,36.2,3.12,7.49,,3.33,28.505556,21.638889,35.261111,0.0,,21.083333,64.379604
US_VA_51033,2020-07-27,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,0,171,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-9,-2,,5,-33,9,3.16,4.42,11.38,6.95,4.21,4.21,9.48,2.95,3.37,6.32,2.95,3.37,4.42,3.79,5.48,20.65,7.38,9.9,2.95,7.59,33.5,3.58,8.22,6.53,5.06,28.761111,22.005556,35.594444,0.127,,21.188889,63.974065
US_VA_51033,2020-07-28,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,174,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-9,-9,,-3,-36,11,5.08,3.39,12.7,5.5,13.12,5.5,4.02,,5.08,10.37,3.39,4.02,3.17,3.6,5.5,22.01,5.5,8.04,3.17,6.14,32.38,4.66,6.77,5.5,5.5,28.727778,22.472222,35.733333,6.858,,21.788889,66.671676
US_VA_51033,2020-07-29,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,3,0,177,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-2,6,,0,-35,9,,7.74,8.81,6.88,9.03,3.01,7.31,,4.73,7.09,4.73,,4.3,,6.23,18.27,6.23,9.03,3.87,3.65,34.61,3.22,6.02,6.88,6.88,26.744444,21.766667,34.305556,0.217714,,20.755556,69.981743
US_VA_51033,2020-07-30,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,2,0,179,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,1,-5,,-2,-35,11,5.4,7.99,13.6,5.18,11.88,4.75,9.72,6.48,4.32,8.85,5.61,3.02,4.75,3.24,6.26,19.87,3.46,8.42,3.67,4.54,35.84,,7.13,4.1,4.75,27.377778,21.727778,34.65,7.874,,22.422222,74.661858
US_VA_51033,2020-07-31,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,4,0,183,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-14,-3,,1,-35,11,4.92,5.56,11.11,7.05,5.98,4.92,6.62,,,5.13,4.49,2.99,,4.49,7.48,18.59,4.27,5.56,4.92,4.92,33.13,3.85,6.84,,2.99,24.061728,22.388889,28.895062,22.987,,22.722222,92.426951
US_VA_51033,2020-08-01,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,7,0,190,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,5,,-60,24,-9,,5.12,3.63,10.03,5.12,7.04,6.62,4.69,,2.99,9.81,,3.84,,2.99,6.4,20.91,8.75,5.55,,,31.15,,6.62,5.76,3.41,25.611111,21.972222,31.238889,3.65125,,22.894444,85.059539
US_VA_51033,2020-08-02,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,0,191,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,,,,11,-9,,6.62,7.86,8.07,6.0,4.96,6.62,6.41,,,14.69,,2.9,,4.14,8.07,14.48,3.1,8.89,3.72,4.34,32.48,,5.79,5.17,,27.516667,23.233333,33.933333,0.53975,,23.477778,78.812789
US_VA_51033,2020-08-03,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,0,0,191,4,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-9,6,,1,-34,11,,7.21,9.55,8.91,4.88,4.67,11.24,,5.09,8.06,,,3.61,5.09,5.51,16.97,4.24,10.82,4.24,3.39,34.15,4.03,8.91,5.94,5.09,25.444444,21.583333,31.444444,20.799778,,22.027778,81.670844
US_VA_51033,2020-08-04,ChIJ_4mgAtTNtokRf8I9f3p7Qm4,Q341708,geoId/51033,US,United States of America,VA,Virginia,51033,Caroline County,US,USA,2,1,1,192,5,,,30432,15021,15411,4120,3583,3561,4122,3872,4354,3623,2170,1027,2534169,38.03,-77.35,1379,76.257143,-20,-6,,-8,-44,15,,7.58,8.82,5.12,5.95,5.95,6.76,,,6.36,5.54,4.51,3.28,3.08,6.97,18.45,3.69,8.0,4.1,4.51,31.57,3.48,4.71,6.15,3.9,24.322222,19.833333,31.466667,62.314667,,20.938889,81.519542
