location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40087,2020-01-01,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,3.19,9.99,,15.3,10.62,5.1,6.37,6.59,23.8,3.19,12.54,3.83,5.74,8.92,4.46,5.1,4.89,,4.25,6.37,7.44,26.98,2.98,7.86,,5.31,5.1,36.97,3.61,7.65,6.8,4.46,5.74,5.35,-0.683333,12.75,0.0,,-3.183333,54.351789
US_OK_40087,2020-01-02,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,6.94,9.98,,13.88,8.89,4.99,7.37,4.34,20.82,3.47,9.98,3.25,6.07,8.46,4.99,4.34,8.24,4.34,,5.86,5.42,31.66,6.29,9.11,4.34,3.47,5.42,44.89,3.04,6.94,7.59,6.29,3.9,9.872222,4.766667,14.322222,0.0,,5.6,74.819619
US_OK_40087,2020-01-03,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,5.39,8.19,5.39,5.82,5.82,3.45,6.9,3.45,23.06,3.45,11.85,3.88,5.6,10.56,3.45,5.17,5.6,4.31,6.03,5.82,9.7,44.17,7.54,5.17,4.31,6.25,5.82,40.73,4.74,5.82,6.25,4.96,4.96,7.455556,3.472222,12.655556,0.0,,2.855556,72.66526
US_OK_40087,2020-01-04,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,3.0,6.42,3.85,10.91,8.77,7.49,7.27,,21.39,4.71,10.7,,5.99,7.49,4.49,4.92,7.06,6.42,3.0,5.13,6.84,31.44,4.71,7.49,6.84,3.42,6.2,38.93,4.49,8.77,5.56,4.49,3.42,4.388889,-1.805556,11.877778,0.0,,-2.572222,60.715073
US_OK_40087,2020-01-05,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,9.0,8.79,,11.36,5.36,7.72,6.22,6.22,17.79,,7.08,3.65,4.5,8.79,3.43,3.43,7.93,3.86,4.5,4.72,6.86,31.51,,4.93,,3.65,4.93,36.02,,5.36,4.72,3.86,5.79,7.494444,0.655556,15.683333,0.0,,-1.494444,53.057237
US_OK_40087,2020-01-06,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,4.49,5.85,,10.54,6.44,5.46,,3.51,18.54,,11.12,2.93,2.93,6.63,4.68,3.12,4.49,3.12,3.12,6.05,8.78,26.73,5.66,6.63,4.1,5.27,5.46,35.52,2.93,5.66,4.1,3.32,6.05,5.316667,-1.611111,14.15,0.0,,-2.916667,55.653764
US_OK_40087,2020-01-07,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,4.16,6.43,6.05,10.59,6.05,4.54,6.43,3.78,17.02,,10.97,,3.97,7.19,4.35,6.24,4.73,2.84,2.65,3.78,7.94,22.51,6.24,5.86,2.84,4.16,6.43,32.91,,6.24,3.78,5.86,3.4,5.611111,-2.683333,16.205556,0.0,,-5.627778,44.407644
US_OK_40087,2020-01-08,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,4.02,5.17,6.51,14.36,7.08,7.66,4.4,3.45,18.19,3.25,8.42,3.45,5.55,9.0,,4.21,3.06,3.06,2.68,4.21,5.55,31.01,8.42,6.7,,4.21,7.08,34.08,3.64,12.63,5.17,4.98,7.28,7.9,0.077778,17.005556,0.0,,-4.766667,40.550747
US_OK_40087,2020-01-09,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,3.81,7.23,,11.03,7.23,5.52,6.85,4.76,15.41,3.62,6.85,,3.81,9.51,2.66,5.71,4.38,,3.42,5.33,7.61,27.2,4.95,5.33,,3.23,6.47,37.48,7.8,11.41,4.76,3.23,3.23,14.344444,10.894444,19.588889,0.0,,7.483333,63.452144
US_OK_40087,2020-01-10,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,3.7,7.2,3.11,10.7,5.45,7.59,5.25,3.89,16.93,4.48,8.56,,3.5,9.73,4.67,,7.98,3.7,,3.89,6.62,23.36,6.62,5.84,,4.28,5.25,41.07,4.28,6.03,4.87,5.06,2.92,15.45,4.794444,21.261111,6.495143,,13.977778,91.009008
US_OK_40087,2020-01-11,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,4.23,10.37,3.17,8.88,4.65,5.08,6.35,4.65,17.35,4.65,9.31,5.08,6.56,5.92,,2.96,4.65,4.65,3.17,4.44,8.67,24.96,5.71,6.77,3.6,3.6,4.23,40.41,4.65,6.13,7.62,,3.17,-1.238889,-5.194444,4.444444,0.834571,,-4.388889,79.344624
US_OK_40087,2020-01-12,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,5.11,8.52,3.41,8.3,8.3,5.75,7.03,6.6,16.39,4.68,9.37,4.26,4.47,9.37,3.41,4.9,3.41,4.04,3.19,7.45,5.96,25.54,3.41,5.96,,4.68,,41.51,3.62,5.32,4.47,4.26,4.68,2.2,-3.35,13.233333,0.0,,-2.094444,73.547912
US_OK_40087,2020-01-13,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,3.34,7.05,4.83,12.81,6.5,4.64,6.5,2.97,18.56,3.71,10.39,,6.31,8.91,3.34,3.34,5.94,3.9,4.64,4.45,8.17,28.58,6.87,4.27,5.57,5.57,12.06,39.9,4.83,6.68,4.83,5.38,3.53,5.516667,0.983333,11.216667,0.0,,4.094444,90.671795
US_OK_40087,2020-01-14,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,4.58,7.45,4.2,11.84,6.88,8.02,5.54,5.35,14.71,2.87,7.26,2.67,5.92,11.08,3.06,4.77,5.54,4.2,,3.82,7.07,26.74,7.07,8.21,5.35,3.82,6.68,36.86,4.77,8.02,4.96,5.35,4.2,12.838889,9.244444,19.3,0.0,,10.694444,86.879395
US_OK_40087,2020-01-15,ChIJ0VOZZDhmsocRUskiPz63l6w,Q495862,geoId/40087,US,United States of America,OK,Oklahoma,40087,McClain County,US,USA,2,,,,,,,39306,19437,19869,5305,5643,4385,5202,5020,5362,4451,2664,1274,1822226,35.0,-97.44,1503,76.35,,,,,,3.77,6.04,2.64,12.27,6.23,6.23,6.04,4.15,17.37,3.02,9.63,2.83,4.15,8.12,4.91,4.72,4.34,4.72,3.02,5.1,8.12,21.9,6.04,5.29,3.96,4.15,5.66,36.81,4.15,7.74,6.61,5.1,4.15,12.594444,8.35,16.866667,0.0,,10.266667,85.747882
