location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13141,2020-01-01,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,64.77,7.755556,2.772222,14.122222,0.0,,-1.986111,50.865671
US_GA_13141,2020-01-02,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,67.9,7.772222,4.255556,12.022222,2.751667,,3.493056,74.095016
US_GA_13141,2020-01-03,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,67.17,14.261111,8.161111,21.522222,13.546667,,12.854167,89.562228
US_GA_13141,2020-01-04,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,42.42,14.95,10.444444,18.611111,16.51,,10.770833,76.143531
US_GA_13141,2020-01-05,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,75.0,6.272222,0.7,14.2,0.903111,,-1.881944,56.257422
US_GA_13141,2020-01-06,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,65.93,7.894444,1.355556,17.727778,0.0,,1.118056,63.272708
US_GA_13141,2020-01-07,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,68.13,10.477778,4.927778,16.844444,0.036286,,4.319444,65.653114
US_GA_13141,2020-01-08,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,54.67,8.155556,-0.027778,16.911111,0.127,,-2.638889,47.372192
US_GA_13141,2020-01-09,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,44.87,7.516667,-0.611111,18.566667,0.0,,0.368056,62.044445
US_GA_13141,2020-01-10,ChIJTXzAX4Xh9ogRUJdgCc_mHMc,Q493112,geoId/13141,US,United States of America,GA,Georgia,13141,Hancock County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8539,4738,3801,680,787,1223,1037,962,1254,1337,840,419,1073866,33.27,-83.0,1240,77.25,,,38.17,14.25,9.388889,19.333333,0.0,,8.236111,66.231308
