location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29053,2020-01-01,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,,15.0,28.63,,44.31,4.039683,-2.603175,13.865079,0.0,,-4.055556,55.813217
US_MO_29053,2020-01-02,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,12.32,13.69,30.11,,35.59,7.357143,2.007937,12.198413,0.0,,1.785714,68.213079
US_MO_29053,2020-01-03,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,,17.59,26.06,10.43,33.23,5.293651,2.785714,10.15873,0.0,,2.642857,83.081818
US_MO_29053,2020-01-04,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,,21.95,22.62,,35.26,2.277778,0.007937,6.190476,0.0,,-3.444444,66.047432
US_MO_29053,2020-01-05,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,12.69,20.03,24.04,12.02,37.39,3.611111,-1.388889,11.896825,0.0,,-4.896825,53.954774
US_MO_29053,2020-01-06,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,13.71,18.85,32.56,,26.85,2.007937,-5.02381,9.555556,0.0,,-5.293651,58.71819
US_MO_29053,2020-01-07,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,11.95,15.37,21.63,,41.54,3.142857,-1.174603,9.579365,0.0,,-3.928571,60.133439
US_MO_29053,2020-01-08,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,11.12,13.46,28.1,11.12,31.61,4.031746,-2.134921,11.388889,0.0,,-4.849206,52.591112
US_MO_29053,2020-01-09,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,,9.43,20.03,,45.36,11.269841,5.190476,16.174603,0.0,,2.269841,54.006057
US_MO_29053,2020-01-10,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,10.79,14.76,27.25,,33.49,10.547619,4.619048,14.928571,5.969,50.8,9.579365,93.774118
US_MO_29053,2020-01-11,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,12.86,24.37,22.34,,49.42,-1.333333,-5.714286,6.801587,48.344667,30.48,-2.238095,93.666891
US_MO_29053,2020-01-12,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,,19.11,24.39,,44.16,-4.333333,-6.324074,-1.185185,1.439333,50.8,-5.453704,92.026454
US_MO_29053,2020-01-13,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,13.32,14.47,29.53,,44.58,0.111111,-2.87963,5.194444,0.042333,30.48,-0.814815,93.564761
US_MO_29053,2020-01-14,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,12.32,10.56,35.2,9.39,44.58,5.492063,0.857143,10.730159,0.217714,30.48,3.650794,88.254869
US_MO_29053,2020-01-15,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,12.03,12.03,22.92,,33.23,9.31746,4.5,12.896825,0.042333,,7.531746,88.821325
US_MO_29053,2020-01-16,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,,11.8,16.85,,42.14,-3.134921,-7.571429,5.134921,0.036286,,-7.349206,72.971487
US_MO_29053,2020-01-17,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,13.29,15.82,19.62,,39.24,-2.253968,-4.484127,0.515873,3.483429,,-5.944444,76.006423
US_MO_29053,2020-01-18,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,11.55,,26.49,,38.71,1.84127,-1.801587,7.269841,27.032857,,-1.611111,78.122897
US_MO_29053,2020-01-19,ChIJxTAIXxVCw4cR3yKzWFOSSOM,Q484452,geoId/29053,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2,,,,,,,17647,9221,8426,2004,2238,2606,2172,2034,2378,2088,1285,842,1180490,38.85,-92.81,1477,76.82,,,,,,,17.54,20.24,13.49,47.9,-6.079365,-10.246032,0.285714,1.052286,,-14.293651,52.500639
