location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16011,2020-01-18,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,5.4,10.25,4.05,8.63,6.21,8.63,7.29,4.32,12.68,3.78,7.02,,6.21,6.21,,6.21,6.75,4.86,4.59,7.02,6.21,5.13,18.35,6.75,,8.9,,5.67,5.4,48.03,4.86,9.17,5.67,,4.86,,-7.716049,-12.555556,-0.975309,0.903111,129.54,-11.563492,71.906756
US_ID_16011,2020-01-19,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,5.6,9.17,4.58,12.23,7.13,,9.43,,15.28,6.62,5.35,,7.13,7.9,4.08,4.84,7.39,3.57,4.84,8.15,,6.37,26.75,6.11,3.82,5.09,,6.37,6.11,50.43,4.84,5.09,6.37,3.57,4.58,3.57,-8.54321,-14.716049,-1.506173,0.028222,99.06,-11.801587,76.000408
US_ID_16011,2020-01-20,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,6.08,9.24,5.18,10.14,7.44,4.73,7.66,,15.32,3.6,9.24,4.73,4.96,9.91,3.6,6.08,5.63,,3.38,5.41,,5.18,26.36,6.53,4.51,5.18,4.73,4.06,6.99,45.06,3.6,6.99,5.18,5.18,3.6,3.15,-10.376543,-16.197531,-2.339506,0.0,99.06,-13.34127,77.66867
US_ID_16011,2020-01-21,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,3.73,7.65,4.51,6.87,10.0,6.67,6.08,4.51,15.89,3.73,6.87,4.32,7.06,10.79,3.14,5.49,3.53,4.12,4.71,4.9,3.14,9.02,31.19,7.45,4.9,6.47,4.9,5.88,6.67,45.51,4.12,4.12,6.67,6.08,8.24,4.12,-2.598765,-6.549383,2.382716,0.03175,99.06,-5.896825,74.066929
US_ID_16011,2020-01-22,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,3.93,8.26,,8.85,8.26,5.9,5.11,3.54,15.92,5.31,5.7,2.75,8.26,11.99,6.09,5.9,3.34,3.34,2.75,9.04,,5.11,31.25,7.47,3.54,5.31,3.54,4.91,5.5,41.28,,5.11,5.31,5.9,6.09,3.73,-0.530864,-5.234568,3.061728,0.47625,78.74,-3.428571,77.696096
US_ID_16011,2020-01-23,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,2.96,8.68,3.75,6.51,9.86,6.11,7.1,6.11,13.41,4.14,7.1,2.76,6.31,11.64,,5.33,3.55,3.55,5.52,5.13,,9.86,27.22,4.14,,4.73,4.73,9.66,9.07,35.5,3.94,6.51,6.11,6.31,3.55,,-2.537037,-5.376543,1.469136,0.3175,30.48,-4.611111,80.944643
US_ID_16011,2020-01-24,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,4.4,7.7,6.38,10.34,6.6,7.04,7.26,4.62,20.67,3.08,8.36,3.74,5.94,10.34,5.72,,6.82,5.28,3.52,3.96,,7.26,31.01,6.16,4.18,4.62,8.36,6.6,4.4,41.78,4.4,3.96,6.38,4.84,4.18,,-1.765432,-4.87037,2.067901,0.60325,30.48,-2.579365,89.579202
US_ID_16011,2020-01-25,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,5.81,10.04,3.7,7.92,11.62,5.81,8.72,,18.76,6.34,6.87,5.28,7.13,10.3,8.45,5.02,4.49,5.28,6.08,5.02,,8.19,29.85,5.02,3.7,5.55,7.13,4.23,4.23,45.44,4.75,6.08,5.02,7.4,7.66,,-0.08642,-3.907407,2.598765,1.42875,,-1.611111,86.013721
US_ID_16011,2020-01-26,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,6.78,8.96,3.39,6.54,10.65,6.29,5.81,4.84,25.41,3.87,8.23,4.36,7.5,10.89,6.29,5.57,3.87,,5.57,7.75,4.36,4.84,31.95,4.11,,5.33,,6.78,4.84,40.42,4.84,5.33,7.99,4.6,3.63,,0.234568,-2.493827,3.623457,0.47625,,-0.992063,86.757314
US_ID_16011,2020-01-27,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,6.44,6.64,4.29,7.61,11.71,5.66,7.42,4.1,23.42,5.46,5.27,3.9,6.64,10.54,7.22,3.71,3.32,2.93,3.9,5.46,,7.42,32.59,6.44,3.12,3.32,5.66,4.88,5.66,39.03,,8.2,5.86,7.03,5.66,2.93,0.209877,-2.290123,3.246914,2.69875,,-1.563492,85.153685
US_ID_16011,2020-01-28,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,5.41,8.41,6.61,9.02,9.41,6.81,7.81,,23.04,5.01,8.01,,6.41,10.22,4.81,5.21,3.21,4.61,,4.61,,6.01,33.05,3.0,,7.81,5.61,4.61,5.41,42.07,5.01,6.81,3.81,3.41,,3.21,-2.234568,-6.308642,1.901235,0.09525,,-4.253968,82.438901
US_ID_16011,2020-01-29,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,5.33,6.71,,7.7,7.3,3.95,5.92,3.75,24.27,,7.5,3.55,6.31,12.63,5.92,6.71,5.53,3.95,3.16,4.34,4.14,8.48,37.29,5.33,6.71,5.33,3.55,4.14,6.31,40.25,3.75,8.68,4.34,4.54,2.76,,-2.197531,-6.475309,0.765432,5.30225,,-2.984127,89.915119
US_ID_16011,2020-01-30,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,5.68,10.55,5.48,7.3,5.88,4.87,4.46,5.28,28.81,5.28,6.7,,6.09,14.61,7.1,6.29,4.87,3.45,3.65,,3.04,8.72,39.15,3.25,4.67,5.68,5.07,3.45,7.3,38.75,,5.88,3.25,7.1,3.65,,-3.148148,-6.888889,-0.037037,1.42875,,-4.222222,86.250473
US_ID_16011,2020-01-31,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,3.3,8.13,3.52,5.71,8.79,6.15,7.25,3.74,30.55,3.52,5.05,,,10.99,5.28,5.71,3.3,3.74,5.93,5.05,,6.37,34.07,6.15,5.93,5.71,3.08,5.28,7.69,40.0,4.4,4.84,3.52,5.93,6.15,,-6.246914,-12.234568,0.222222,0.677333,30.48,-7.642857,83.443611
US_ID_16011,2020-02-01,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,6.48,11.07,4.86,5.94,8.91,6.48,,,16.2,3.78,8.1,4.05,4.32,7.56,,5.94,4.05,3.78,4.59,7.02,5.13,10.8,33.22,6.21,4.05,8.1,5.4,4.59,8.37,41.86,,8.91,,,5.94,,-0.67284,-4.907407,5.469136,0.03175,30.48,-2.873016,81.438822
US_ID_16011,2020-02-02,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,8.95,7.21,5.72,7.96,10.45,,5.72,,21.14,,6.72,,5.97,10.45,,6.22,4.23,,5.97,5.97,4.23,4.97,35.07,,,7.21,5.97,7.21,7.46,41.29,4.97,6.72,8.46,3.98,3.48,4.73,1.104938,-5.419753,6.04321,0.056444,,-4.928571,66.086238
US_ID_16011,2020-02-03,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,6.95,8.73,,7.94,9.73,5.95,5.76,3.18,18.66,4.57,7.94,3.77,5.76,10.92,4.96,4.76,4.96,3.37,3.37,5.16,,11.51,40.29,5.56,7.54,6.15,5.36,6.15,8.73,43.87,2.98,4.57,3.97,4.57,7.54,6.35,-5.833333,-9.135802,1.290123,3.27025,,-8.912698,76.939331
US_ID_16011,2020-02-04,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,5.12,8.47,4.33,8.67,9.45,4.53,5.12,3.15,22.06,,7.68,2.76,6.11,10.04,2.95,7.29,4.92,,2.76,4.14,,5.51,40.77,2.95,4.53,4.33,7.68,4.33,5.71,38.41,4.33,6.89,6.5,3.94,5.71,4.33,-14.061728,-22.5,-4.851852,1.68275,129.54,-18.214286,68.849184
US_ID_16011,2020-02-05,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,3.4,7.4,5.0,7.8,13.2,4.6,5.0,5.8,17.4,,6.0,,5.6,12.8,3.2,7.4,,3.4,,4.2,3.2,7.8,32.8,4.2,,5.0,4.6,4.2,8.0,37.99,3.0,5.6,4.8,4.8,4.2,,-10.950617,-17.179012,-6.166667,0.1905,149.86,-13.404762,77.053772
US_ID_16011,2020-02-06,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,3.57,6.92,5.88,10.28,10.49,6.92,5.04,4.41,22.24,6.29,6.29,3.78,5.46,8.6,4.2,6.08,5.46,4.41,3.99,4.83,4.83,9.23,40.7,6.92,,6.5,6.5,3.15,5.25,39.24,5.67,10.28,4.62,4.2,5.25,,-4.907407,-10.401235,1.41358,2.95275,99.06,-6.373016,86.273891
US_ID_16011,2020-02-07,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,3.83,6.97,3.38,9.0,9.9,4.95,3.83,4.28,18.22,3.15,9.22,,8.77,11.7,,6.75,6.75,5.4,3.15,6.3,,7.42,33.3,5.85,,5.85,8.55,5.4,6.75,37.12,3.83,7.65,4.5,4.5,,,-0.574074,-4.382716,3.382716,4.15925,78.74,-2.388889,86.355039
US_ID_16011,2020-02-08,ChIJC96h0OOkVVMRw8mHhmNBGno,Q488548,geoId/16011,US,United States of America,ID,Idaho,16011,Bingham County,US,USA,2,,,,,,,45884,22908,22976,7660,7783,5446,5792,4996,5231,4777,2708,1491,1742076,43.22,-112.4,5491,78.775,,,,,,7.22,10.43,,6.69,9.63,,6.15,,24.07,6.15,9.36,4.01,6.15,8.03,,3.75,4.28,5.08,5.88,4.28,,7.49,27.02,5.88,4.55,7.49,7.22,6.15,4.01,40.66,4.28,6.96,5.88,,4.28,,1.111111,-2.746914,3.876543,1.87325,30.48,-2.642857,74.831136
