location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KS_20125,2020-01-01,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,7.74,9.58,,14.74,6.63,,5.9,5.9,12.9,7.37,,7.0,,5.16,5.16,,9.95,5.53,9.58,30.21,7.0,7.37,,,7.37,41.27,5.9,8.47,,,,4.0,-1.91358,14.296296,0.0,-4.041667,56.088128
US_KS_20125,2020-01-02,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,10.38,10.05,4.54,15.24,7.13,6.81,7.78,,19.13,9.73,4.54,6.81,,4.86,,4.54,,5.19,7.13,33.08,5.51,7.46,,,,39.89,,10.05,6.81,,9.73,7.808642,3.092593,12.919753,0.0,3.409722,73.379388
US_KS_20125,2020-01-03,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,,8.38,5.48,11.28,7.74,,,6.13,17.73,10.64,,7.42,4.84,,4.51,4.51,,5.48,6.77,28.69,6.13,11.28,4.51,,4.84,35.79,6.77,6.77,8.38,,,6.814815,2.932099,11.388889,0.0,2.631944,74.45622
US_KS_20125,2020-01-04,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,6.08,,,7.87,10.72,7.87,,,20.38,9.65,5.0,13.23,,8.94,,,5.72,8.58,6.43,25.02,7.15,6.08,6.08,10.72,7.51,45.4,5.36,,6.79,,8.58,3.450617,-2.376543,8.512346,0.0,-6.798611,47.274855
US_KS_20125,2020-01-05,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,6.89,10.15,,9.42,8.34,7.25,9.79,6.16,16.67,11.23,,15.22,,8.7,,9.42,,8.7,,25.01,5.8,7.97,,6.89,,44.22,,8.7,6.89,7.25,,5.283951,-1.049383,14.82716,0.0,-5.25,46.769154
US_KS_20125,2020-01-06,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,5.27,,,14.64,9.96,7.32,5.27,,13.76,8.49,6.74,8.79,,6.74,6.15,5.27,5.56,8.2,6.44,25.77,8.79,7.32,,5.56,4.69,43.05,,11.42,7.03,5.56,,3.0,-4.154321,12.037037,0.0,-4.763889,57.254257
US_KS_20125,2020-01-07,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,5.66,5.37,,7.92,8.2,4.24,7.63,,15.55,8.48,,16.68,5.37,5.66,5.09,,,,5.66,33.08,5.09,7.07,5.09,4.81,6.79,31.67,6.79,6.79,3.96,7.35,4.81,4.216049,-3.166667,13.611111,0.0,-5.416667,49.870687
US_KS_20125,2020-01-08,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,4.64,7.1,5.46,8.46,5.19,4.92,7.92,5.46,14.74,8.46,6.01,10.92,4.37,6.28,5.46,5.19,6.01,4.64,7.92,34.68,3.82,7.64,3.82,,6.01,37.41,5.46,13.38,,4.37,4.37,5.567901,-2.265432,16.530864,0.0,-5.715278,44.992358
US_KS_20125,2020-01-09,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,5.13,5.67,,8.1,6.48,6.75,5.13,,16.75,9.99,5.4,10.54,4.32,5.13,5.67,,5.4,7.83,8.1,34.04,5.4,7.29,4.32,6.21,4.59,40.25,4.86,10.81,8.37,3.78,4.05,13.277778,10.074074,17.271605,0.0,4.423611,54.988689
US_KS_20125,2020-01-10,ChIJdRuxnD7WuYcRj4OeRtXCC1Q,Q374547,geoId/20125,US,United States of America,KS,Kansas,20125,Montgomery County,US,USA,2,,,,,,,32390,16076,16314,4215,4571,3636,3715,3399,4352,4120,2685,1697,1070418,37.2,-95.7333,1687,75.723077,,,,,,6.08,,8.73,4.5,3.97,5.29,3.97,15.08,7.41,5.82,9.79,5.03,5.29,,6.88,5.29,4.5,9.53,28.31,7.41,9.26,3.97,,,32.28,3.7,7.41,5.29,3.7,5.03,14.141975,4.228395,19.185185,6.011333,12.6875,91.365622
