location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_PA_42099,2020-01-01,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,5.3,9.54,7.42,10.6,11.13,4.24,6.1,4.77,21.74,3.71,12.2,3.98,3.71,10.34,5.3,4.77,4.77,6.63,6.89,4.77,6.89,27.84,4.77,7.42,,4.77,4.77,38.97,3.98,6.36,6.1,,6.89,2.222222,-1.395062,7.074074,0.217714,,-4.901235,60.0662
US_PA_42099,2020-01-02,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,5.68,8.77,6.71,9.81,7.48,4.13,6.97,4.13,22.97,,13.16,4.9,4.9,7.48,,,5.93,5.16,4.9,8.77,7.48,32.26,8.0,6.45,,5.16,,41.55,3.61,7.48,7.48,,4.39,0.876543,-4.740741,8.376543,0.0,,-4.666667,67.088352
US_PA_42099,2020-01-03,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,5.07,9.12,3.8,10.38,5.07,3.8,5.82,,17.98,,13.42,,4.56,11.14,4.3,4.81,4.3,,,7.09,8.86,29.12,7.6,7.6,5.07,4.81,4.3,39.5,3.54,7.6,4.3,,4.3,6.345679,3.351852,8.234568,1.04775,,3.41358,81.722843
US_PA_42099,2020-01-04,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,,8.79,,9.07,6.32,5.77,8.24,3.85,18.14,4.4,8.24,4.4,,11.54,6.05,5.22,,6.05,,6.32,5.5,24.18,7.42,7.42,4.67,3.85,4.67,45.34,,7.7,5.5,6.32,5.22,7.814815,5.0,11.469136,5.0165,,6.037037,88.64727
US_PA_42099,2020-01-05,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,,9.1,3.75,9.37,7.23,6.69,9.37,,15.79,4.55,12.05,,8.83,5.35,5.62,5.09,5.89,3.75,5.09,8.57,5.62,25.43,4.01,6.16,,6.42,5.89,41.49,6.96,11.24,4.82,4.28,4.82,2.641975,0.104938,9.45679,1.560286,,-4.654321,58.967813
US_PA_42099,2020-01-06,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,4.44,10.45,4.44,11.23,8.62,6.01,6.79,5.49,20.11,,10.19,3.66,5.75,7.57,4.18,7.83,6.01,5.75,,,9.4,27.68,8.62,6.53,5.22,,6.27,41.27,4.44,6.53,8.1,,,3.407407,-0.555556,8.388889,0.0,,-4.58642,56.226511
US_PA_42099,2020-01-07,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,4.58,8.9,7.63,10.43,11.7,7.89,7.89,4.83,19.59,,12.21,5.34,6.87,7.12,,5.09,3.82,5.09,,5.6,8.9,27.73,,6.11,5.6,,4.32,44.52,,6.61,6.61,4.32,5.09,1.018519,-2.592593,7.506173,0.145143,99.06,-4.864198,65.040531
US_PA_42099,2020-01-08,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,5.85,9.58,4.79,12.24,7.18,4.26,4.26,,16.5,,12.24,5.05,4.79,8.51,,4.52,5.85,,4.52,4.26,7.18,29.0,12.24,6.92,,6.12,5.05,45.76,,6.39,3.73,,5.05,-1.660494,-6.95679,3.074074,4.426857,50.8,-5.518519,75.071695
US_PA_42099,2020-01-09,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,4.89,8.23,4.37,10.54,7.97,6.43,6.17,,17.49,,7.97,4.37,3.86,11.06,3.86,,9.26,5.66,4.12,5.4,6.43,30.09,6.94,5.66,5.14,5.92,6.43,41.66,3.86,10.03,9.52,4.89,7.2,-4.512346,-10.839506,1.271605,0.22225,30.48,-12.018519,56.015668
US_PA_42099,2020-01-10,ChIJEVeDPppMz4kR7n9D3idtSGo,Q501298,geoId/42099,US,United States of America,PA,Pennsylvania,42099,Perry County,US,USA,2,,,,,,,46046,23309,22737,5386,5471,5194,5390,5829,7074,6441,3508,1753,417432,40.4,-77.27,1439,77.17,,,,,4.4,9.06,,11.65,9.06,8.8,6.99,4.4,16.05,5.18,9.06,5.69,4.14,12.94,4.92,6.21,4.4,3.88,3.88,4.66,9.06,27.17,7.5,8.54,5.43,5.69,3.88,43.22,3.88,6.73,6.21,6.73,5.95,1.395062,-5.969136,8.333333,0.0,30.48,-4.067901,67.241321
