location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13173,2020-01-01,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,21.67,29.8,8.272222,1.705556,16.25,0.0,0.283333,57.490059
US_GA_13173,2020-01-02,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,,55.14,13.066667,4.733333,23.333333,0.0,5.711111,61.110642
US_GA_13173,2020-01-03,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,30.2,40.7,21.394444,17.888889,26.016667,0.0,17.655556,79.530351
US_GA_13173,2020-01-04,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,,43.33,19.383333,14.616667,24.594444,9.779,15.755556,79.635517
US_GA_13173,2020-01-05,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,,45.41,8.816667,2.466667,15.088889,0.8128,-1.294444,49.452901
US_GA_13173,2020-01-06,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,,55.82,8.75,1.777778,19.661111,0.0,2.677778,65.835241
US_GA_13173,2020-01-07,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,26.54,51.75,10.944444,3.844444,18.961111,0.0,5.744444,70.38944
US_GA_13173,2020-01-08,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,,29.95,8.633333,0.088889,18.222222,0.0,-1.172222,50.460217
US_GA_13173,2020-01-09,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,25.29,38.91,8.911111,0.238889,21.822222,0.0,2.977778,66.499879
US_GA_13173,2020-01-10,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,19.99,33.32,17.727778,12.916667,25.077778,0.0,12.594444,71.964076
US_GA_13173,2020-01-11,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,30.75,49.47,20.738889,15.727778,26.027778,0.0,17.372222,81.131957
US_GA_13173,2020-01-12,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,30.7,34.89,21.344444,17.144444,25.616667,32.935333,18.794444,85.6834
US_GA_13173,2020-01-13,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,21.03,43.01,20.366667,16.777778,26.094444,0.28575,18.577778,89.665949
US_GA_13173,2020-01-14,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,21.17,41.43,20.038889,15.144444,26.588889,0.0,17.094444,83.34166
US_GA_13173,2020-01-15,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,24.5,30.39,19.983333,16.127778,25.938889,0.0,17.566667,86.068749
US_GA_13173,2020-01-16,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,46.33,31.85,20.072222,16.572222,24.688889,0.0,17.322222,84.404159
US_GA_13173,2020-01-17,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,15.86,32.66,14.566667,10.211111,20.372222,0.0,2.1,43.075758
US_GA_13173,2020-01-18,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,22.48,52.0,12.416667,6.772222,22.533333,0.0,6.883333,69.057891
US_GA_13173,2020-01-19,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,34.79,40.36,16.25,7.472222,20.461111,0.169333,11.55,73.800308
US_GA_13173,2020-01-20,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,23.65,48.7,5.516667,0.816667,9.277778,0.0508,-4.094444,50.369952
US_GA_13173,2020-01-21,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,18.19,41.17,2.366667,-1.9,8.127778,0.0,-5.405556,56.792691
US_GA_13173,2020-01-22,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,29.39,35.08,3.755556,-1.638889,13.061111,0.0,-7.15,45.338864
US_GA_13173,2020-01-23,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,27.58,22.24,8.972222,3.861111,15.361111,0.0,1.133333,58.105046
US_GA_13173,2020-01-24,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,22.51,24.17,14.072222,9.055556,21.022222,1.100667,12.022222,87.5545
US_GA_13173,2020-01-25,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,31.33,51.7,10.544444,4.566667,17.916667,0.2286,5.25,69.852142
US_GA_13173,2020-01-26,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,45.44,24.79,8.405556,1.827778,16.038889,0.0,1.527778,62.3408
US_GA_13173,2020-01-27,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,34.35,39.12,10.933333,5.45,15.572222,0.338667,7.138889,77.651854
US_GA_13173,2020-01-28,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,29.22,34.09,10.433333,3.277778,17.355556,0.056444,4.211111,65.530156
US_GA_13173,2020-01-29,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,27.39,24.66,7.138889,2.105556,14.566667,0.0,3.855556,79.772747
US_GA_13173,2020-01-30,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,28.6,29.52,10.983333,5.444444,16.727778,2.116667,7.438889,78.831745
US_GA_13173,2020-01-31,ChIJhQGxR2hI7ogR0F_KFWtWqo0,Q492070,geoId/13173,US,United States of America,GA,Georgia,13173,Lanier County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10425,5233,5192,1526,1258,1466,1535,1229,1428,1059,636,288,1027989,31.04,-83.06,518,76.75,,,,27.3,28.95,9.716667,7.3,13.416667,0.084667,6.883333,82.563275
