location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18087,2022-03-19,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5847,102,0,8875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,39,,,43,2,,5.42,15.9,9.04,,5.42,10.84,5.42,6.51,6.87,10.84,18.8,5.06,,,29.28,5.42,,6.772222,2.727778,11.566667,13.6652,,6.05,95.212903
US_IN_18087,2022-03-20,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5847,102,2,8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,39,-25,,9.6,,7.2,,,8.8,,,,6.4,15.2,,6.4,,32.01,6.8,,6.533333,0.894444,14.722222,2.7432,,1.216667,69.381134
US_IN_18087,2022-03-21,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5847,102,0,8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,27,10,0,6.09,9.44,4.26,,6.39,7.61,,13.4,,6.7,18.57,5.18,8.22,7.0,35.02,7.92,,10.305556,0.7,21.505556,0.0,,2.088889,56.891876
US_IN_18087,2022-03-22,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,5836,102,0,8877,0,0,0,0,0,0,0,1,1,0,26,66,252,466,151,824,791,864,874,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,2700,3118,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,6,9,,30,6,3,8.83,7.61,6.39,,5.48,11.26,,12.18,,7.61,21.0,7.0,7.0,7.91,32.57,9.44,8.52,8.416667,3.805556,18.122222,0.9144,,3.361111,70.782725
US_IN_18087,2022-03-23,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5848,102,0,8877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,14,,23,6,4,5.79,12.49,8.53,7.01,,7.62,,6.09,,8.53,21.93,,6.4,6.7,35.34,5.79,6.4,8.822222,5.655556,14.727778,7.874,,7.394444,90.877551
US_IN_18087,2022-03-24,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5849,102,2,8879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,5,8,,31,7,4,6.4,7.92,4.26,4.57,5.18,7.92,,10.36,,9.14,17.06,8.53,4.88,4.26,29.25,4.88,7.62,7.083333,4.733333,12.555556,14.3764,,4.433333,83.369806
US_IN_18087,2022-03-25,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5849,102,3,8882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,8,4,,32,8,3,,5.17,7.0,4.26,4.26,,,10.95,,9.43,18.86,8.52,6.08,5.78,28.59,5.78,,4.377778,2.25,8.333333,1.4732,,2.138889,85.428584
US_IN_18087,2022-03-26,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5849,102,0,8882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,33,,,47,2,,,10.02,5.57,,7.42,9.65,,8.54,,5.2,18.93,5.94,5.57,,39.34,,7.79,0.2,-2.038889,5.461111,3.048,,-2.444444,82.573216
US_IN_18087,2022-03-27,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5849,102,3,8885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,46,-22,,7.31,9.23,6.54,6.15,,8.46,,9.62,,8.85,17.31,,6.54,,39.62,8.46,5.77,-2.933333,-4.255556,-0.272222,0.1016,,-9.022222,63.159171
US_IN_18087,2022-03-28,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5849,102,1,8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,28,11,2,6.96,10.6,7.57,6.36,6.96,7.87,4.54,,4.24,8.17,18.77,,,6.66,33.91,4.54,5.75,-4.1,-7.744444,0.666667,0.0,,-11.366667,57.053983
US_IN_18087,2022-03-29,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5849,102,0,8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,16,10,,36,6,3,6.42,7.03,4.89,,,5.81,5.2,10.09,,9.17,20.49,6.12,5.81,7.64,33.63,6.12,4.59,-1.433333,-6.866667,4.827778,0.0,,-9.055556,56.291396
US_IN_18087,2022-03-30,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,-6,0,5843,102,0,8886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,11,,38,7,4,6.09,7.61,6.39,,7.0,8.83,4.26,9.74,10.65,11.87,30.14,,5.48,,32.88,7.61,5.78,8.227778,2.533333,19.016667,0.1905,,1.5,62.834191
US_IN_18087,2022-03-31,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5843,102,5,8891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,16,10,,24,5,5,7.86,6.35,,,6.05,6.35,7.56,10.58,,8.77,21.46,6.65,5.44,9.07,32.95,5.44,10.28,8.027778,0.85,16.638889,11.7856,,5.538889,84.714565
US_IN_18087,2022-04-01,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5843,102,1,8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,15,13,,30,4,3,5.56,12.1,8.18,,5.56,12.1,10.47,5.56,,10.47,25.52,,,5.23,34.02,,,0.822222,-0.555556,3.116667,1.7272,,-2.272222,79.946178
US_IN_18087,2022-04-02,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5843,102,3,8895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,39,,,32,0,,,13.21,6.01,,6.41,10.41,,6.81,,,22.42,,7.21,,26.43,,,1.1,-4.061111,7.422222,0.8636,30.48,-3.266667,72.810505
US_IN_18087,2022-04-03,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5843,102,3,8898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,31,-30,,,8.31,10.5,7.44,,13.56,,10.06,,10.06,19.25,6.56,7.0,,33.69,6.56,8.31,3.894444,-1.011111,8.977778,3.725333,,0.861111,80.765478
US_IN_18087,2022-04-04,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5843,102,0,8898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,27,-4,4,,15.73,10.23,,,11.01,7.47,9.83,,7.87,18.49,,7.08,6.29,31.47,7.87,11.41,6.7,2.1,14.105556,2.3876,,2.611111,75.30725
US_IN_18087,2022-04-05,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5843,102,1,8899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,24,15,,31,-7,3,5.64,9.26,7.25,,,9.66,5.64,12.08,,8.46,19.33,6.44,5.64,,39.06,,11.28,6.0,0.094444,14.238889,1.197429,,2.822222,80.251221
US_IN_18087,2022-04-06,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,-1,0,5842,102,3,8902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,9,,42,-8,6,8.19,10.53,5.85,,10.92,7.02,5.85,12.87,,8.58,17.94,,7.02,,35.1,6.24,5.85,9.872222,6.35,12.838889,1.3208,,7.25,83.947415
US_IN_18087,2022-04-07,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,1,8903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,13,5,,25,-9,6,,14.16,10.22,7.47,,8.26,,9.44,,8.65,16.52,6.69,,6.29,38.15,5.9,5.51,6.433333,3.4,11.244444,11.3284,,1.055556,68.553509
US_IN_18087,2022-04-08,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5837,102,1,8904,0,0,0,0,0,0,0,0,1,0,26,66,252,466,151,824,791,864,875,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,2700,3119,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,21,10,,30,-10,6,,11.5,,,,6.9,,8.05,,8.05,19.16,5.37,6.51,6.9,34.87,10.35,,4.205556,2.305556,7.411111,0.8636,,1.188889,80.775333
US_IN_18087,2022-04-09,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,4,8908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,28,,,35,-12,,6.36,9.72,10.47,5.23,7.85,11.96,9.72,10.47,,8.97,18.69,6.36,,,38.88,5.61,7.1,1.627778,-0.261111,5.388889,1.143,,-1.6,79.240984
US_IN_18087,2022-04-10,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,0,8908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,42,-28,,11.9,8.21,8.62,5.75,5.75,7.8,,,5.75,6.16,23.8,,6.98,,40.21,,9.03,5.505556,-2.522222,15.116667,0.254,,-2.922222,54.879301
US_IN_18087,2022-04-11,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,1,8909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,21,9,2,,9.91,8.31,,6.39,6.07,5.43,9.91,,6.71,20.77,5.43,5.75,6.07,41.54,7.99,7.99,12.816667,9.155556,18.455556,0.2032,,1.527778,46.481076
US_IN_18087,2022-04-12,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,1,8910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,24,22,,31,7,1,,11.42,8.16,4.57,,12.4,6.53,9.79,,6.53,28.06,4.57,5.55,6.53,33.61,5.55,,10.861111,0.433333,20.244444,0.0,,2.094444,54.977124
US_IN_18087,2022-04-13,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,0,8910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,8,,45,6,5,7.58,11.52,8.79,6.37,5.15,5.15,4.25,8.49,,7.58,21.22,4.85,,6.97,34.26,5.15,,17.3,15.844444,18.927778,2.794,,14.616667,84.405991
US_IN_18087,2022-04-14,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,2,8912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,26,18,,51,6,-1,4.39,7.52,4.7,5.95,,7.83,,7.52,,10.65,17.23,5.01,5.95,6.58,33.84,8.15,,9.561111,1.872222,18.0,12.7,,1.872222,58.996543
US_IN_18087,2022-04-15,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,5839,102,4,8916,0,0,0,0,0,2,0,0,0,0,26,66,252,466,151,826,791,864,875,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,2701,3120,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,4,2,,40,-47,15,6.48,11.52,7.92,,,8.64,6.84,6.48,,9.0,27.72,,5.4,5.04,37.08,5.76,,8.261111,3.6,13.888889,1.6256,,-2.177778,47.859916
US_IN_18087,2022-04-16,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5840,102,2,8918,0,0,1,0,0,0,0,0,0,0,26,66,253,466,151,826,791,864,875,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,2702,3120,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,12,,,23,-13,,,9.34,,,6.5,,6.91,9.75,,5.69,22.75,8.12,,,38.59,9.75,,5.055556,0.922222,9.716667,1.651,,-1.311111,63.568499
US_IN_18087,2022-04-17,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5842,102,3,8921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,39,-34,,,8.54,8.54,7.32,,8.54,,,,6.1,14.64,,9.76,,34.56,7.32,,2.072222,-3.316667,8.333333,0.0,,-5.85,56.022528
US_IN_18087,2022-04-18,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5841,102,3,8924,0,0,0,0,0,0,1,0,0,0,26,66,253,466,151,826,792,864,875,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,2702,3121,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,38,7,4,7.46,13.67,6.83,6.52,5.9,7.76,4.35,9.63,4.35,6.21,24.85,4.97,8.7,6.52,32.92,12.11,,2.011111,-1.577778,6.577778,1.016,,-1.933333,75.467469
US_IN_18087,2022-04-19,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5844,102,0,8924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,13,10,,36,8,3,5.89,9.61,7.44,5.27,5.58,8.37,6.2,10.54,,7.13,24.17,6.82,6.82,5.89,32.23,5.27,,2.794444,0.344444,6.5,2.8956,,-1.405556,74.04992
US_IN_18087,2022-04-20,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5845,102,0,8924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,8,,37,5,3,6.92,7.86,7.86,,10.06,8.49,4.4,8.8,,5.03,20.43,4.71,6.29,6.29,41.18,9.74,5.03,4.1,-2.394444,10.538889,0.0508,,-2.227778,63.607868
US_IN_18087,2022-04-21,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5842,102,5,8929,0,0,0,0,0,0,0,0,1,0,26,66,253,466,151,826,792,864,876,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,2702,3122,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,17,10,,35,5,1,6.6,8.8,5.03,5.66,5.34,10.38,,10.06,,,19.49,5.03,5.97,5.97,32.7,7.86,4.4,12.927778,9.577778,19.361111,3.7592,,6.016667,62.929681
US_IN_18087,2022-04-22,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5845,102,1,8930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,21,3,,42,5,2,4.64,11.46,6.5,,4.95,9.6,4.64,6.19,,5.57,21.67,7.12,,4.64,33.44,7.43,5.26,9.4,4.416667,17.311111,2.54,,3.577778,67.049089
US_IN_18087,2022-04-23,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5845,102,4,8934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,52,,,56,-1,,,14.93,6.22,5.8,,,,,,7.05,17.83,,9.54,,39.39,11.2,,15.240741,5.524691,27.845679,3.81,,7.259259,58.974389
US_IN_18087,2022-04-24,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5845,102,0,8934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,54,-23,,7.64,8.03,8.79,,,5.73,,12.23,,6.12,16.05,5.35,9.94,13.38,36.7,10.32,11.09,21.761111,17.727778,26.277778,0.0,,12.427778,55.400391
US_IN_18087,2022-04-25,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,2,0,5844,102,0,8934,0,0,0,0,0,0,0,0,0,0,26,66,253,466,151,826,792,864,876,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,2703,3123,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,,,38,11,0,7.08,8.31,5.24,,,4.93,,12.63,,8.93,18.79,4.93,7.39,6.78,32.64,9.55,,14.061728,9.364198,22.228395,5.5372,,9.0,71.872576
US_IN_18087,2022-04-26,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5845,102,0,8934,0,0,0,0,0,1,0,0,0,0,26,66,253,466,151,827,792,864,876,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,2703,3124,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,22,11,,41,7,2,4.9,11.34,10.42,,,8.28,,11.03,,7.36,23.91,,6.74,6.13,34.02,,6.44,5.244444,3.255556,10.377778,0.03175,,-0.555556,66.251437
US_IN_18087,2022-04-27,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,5848,102,1,8935,0,0,0,0,0,0,1,0,2,0,26,66,253,466,151,827,793,864,878,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,2704,3126,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,,7,,47,6,1,,9.67,6.55,9.98,,6.86,4.37,6.24,,5.3,18.72,8.11,4.68,5.93,35.25,5.93,7.49,2.744444,-2.138889,7.994444,0.0762,,-3.361111,64.248042
US_IN_18087,2022-04-28,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,0,0,5848,102,0,8935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,13,7,,42,7,2,6.44,,5.52,4.6,5.83,8.59,6.75,6.75,,8.89,29.14,6.13,,,38.95,4.6,7.36,5.45,0.422222,10.333333,0.0,,-2.1,58.405134
US_IN_18087,2022-04-29,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,3,0,5851,102,2,8937,0,0,0,0,0,1,0,0,0,0,26,66,253,466,151,828,793,864,878,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,2705,3128,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,26,16,,44,0,1,,8.25,,,,13.01,8.57,10.15,,8.57,19.35,5.71,4.76,,30.46,5.39,4.44,10.116667,3.711111,17.038889,0.0,,-2.805556,40.410508
US_IN_18087,2022-04-30,ChIJVVqCpClFFogRGss69-idxro,Q24464,geoId/18087,US,United States of America,IN,Indiana,18087,LaGrange County,US,USA,2,1,0,5852,102,1,8938,0,0,0,0,0,0,0,0,1,0,26,66,253,466,151,828,793,864,879,773,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,2705,3129,39248,19868,19380,7140,6871,4893,4419,4262,4341,3823,2358,1141,1802083,41.641667,-85.416667,1002,79.2125,45,,,42,-6,,5.6,10.82,5.6,,,5.22,,9.7,,13.81,18.66,,5.6,6.72,35.45,7.09,,11.872222,7.194444,16.638889,0.423333,,1.711111,50.324189
