location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39075,2020-01-01,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,,,8.6,4.3,,,19.21,6.59,,4.3,4.01,,22.65,4.3,4.3,6.02,34.11,,4.01,0.061728,-1.901235,4.135802,1.890889,30.48,-4.236111,72.484932
US_OH_39075,2020-01-02,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,6.0,5.75,6.5,7.0,5.0,4.5,15.75,11.0,6.25,,,7.0,23.75,5.75,7.75,3.5,30.75,4.5,6.5,3.679012,-2.283951,9.024691,0.0,30.48,-2.402778,64.352463
US_OH_39075,2020-01-03,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,5.36,,8.03,,4.38,,16.31,9.25,4.14,,,3.9,22.64,5.6,4.62,,31.89,7.79,3.65,8.512346,4.864198,10.203704,6.152444,,7.180556,90.777776
US_OH_39075,2020-01-04,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,,,6.27,6.55,4.09,4.09,12.55,6.0,7.36,,,,19.36,6.55,4.91,4.36,28.36,,,4.977778,0.638889,9.416667,7.761111,,3.679012,90.819869
US_OH_39075,2020-01-05,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,5.59,7.06,5.29,,5.29,,16.77,12.65,5.88,,,7.06,26.18,6.77,5.59,5.0,33.24,,,-0.033333,-1.211111,6.277778,1.778,,-3.864198,75.024729
US_OH_39075,2020-01-06,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,4.5,4.5,5.68,6.39,,4.5,10.88,7.34,6.39,,,,17.27,,,5.21,26.98,4.97,,3.361111,-0.788889,5.661111,0.0,,-2.796296,63.854151
US_OH_39075,2020-01-07,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,,3.79,3.79,4.9,5.12,4.46,11.36,8.91,6.46,3.12,3.56,3.79,22.5,,3.79,,24.29,4.46,,1.183333,-3.45,7.083333,0.0,,-5.901235,59.076178
US_OH_39075,2020-01-08,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,3.21,4.59,3.67,4.82,3.44,4.36,8.04,6.89,9.18,,,5.51,22.27,4.13,4.82,3.21,26.4,6.89,5.05,-0.022222,-4.877778,6.361111,0.0,30.48,-7.358025,57.712252
US_OH_39075,2020-01-09,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,3.58,4.47,7.83,4.92,,,9.84,7.38,5.14,4.03,,,16.78,4.47,5.14,4.92,26.4,5.59,4.92,-2.094444,-8.15,8.461111,0.2032,30.48,-9.290123,57.477456
US_OH_39075,2020-01-10,ChIJeW0lzN1uN4gRjho7zqb39NY,Q485650,geoId/39075,US,United States of America,OH,Ohio,39075,Holmes County,US,USA,2,,,,,,,43895,21973,21922,7463,7684,6123,4936,4712,4846,4183,2393,1555,911250,40.56,-81.93,1098,83.0,,,,,,4.97,3.89,4.54,3.03,3.89,8.87,5.62,4.76,,,4.11,16.66,3.46,4.11,3.25,23.36,4.33,3.68,8.766667,6.477778,10.811111,3.189111,30.48,2.679012,65.370639
