location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20149,2020-01-01,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,5.16,9.94,9.21,9.21,7.0,6.63,20.62,9.94,9.94,8.47,,6.63,5.52,,27.62,,9.21,9.94,36.46,7.37,6.63,2.188889,-4.666667,12.716667,0.0,,-3.944444,64.641591
US_KS_20149,2020-01-02,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,6.48,7.5,10.91,5.45,5.45,7.84,23.18,11.93,4.77,7.84,,,7.16,9.88,31.36,4.77,10.57,4.77,43.63,10.23,5.45,5.883333,0.061111,11.9,0.0,,1.265432,73.049554
US_KS_20149,2020-01-03,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,5.8,6.49,9.9,6.49,5.12,7.17,21.84,12.29,4.78,9.9,7.17,6.83,,8.19,36.52,9.21,6.83,5.8,46.76,5.12,7.51,3.333333,-3.75,9.605556,0.0,,-1.141975,72.433773
US_KS_20149,2020-01-04,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,6.94,10.96,7.67,6.21,8.04,8.4,23.75,,,10.96,,6.94,,,22.29,,5.85,,39.09,5.48,,1.222222,-6.4,8.7,0.0,,-7.555556,51.97945
US_KS_20149,2020-01-05,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,,9.36,13.68,9.0,5.4,5.04,21.6,11.88,,9.0,,7.2,,5.4,29.88,5.76,,5.76,36.0,7.56,6.48,5.588889,-1.216667,11.572222,0.0,,-3.882716,50.831893
US_KS_20149,2020-01-06,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,,13.75,12.08,9.73,6.71,10.73,18.45,8.72,7.04,12.08,,5.7,10.73,6.37,29.52,6.37,8.05,5.37,40.59,9.73,7.72,0.25,-5.916667,9.644444,0.0,,-5.339506,65.97621
US_KS_20149,2020-01-07,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,,9.26,9.92,9.26,5.95,7.28,21.5,8.27,7.94,7.28,,8.93,,5.95,32.42,5.62,12.57,4.96,34.4,10.92,6.62,2.788889,-4.561111,12.833333,0.0,,-5.024691,56.805234
US_KS_20149,2020-01-08,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,6.24,9.85,9.2,7.55,4.93,8.21,18.39,10.18,5.91,10.84,4.93,,,8.54,31.53,8.21,6.9,10.51,37.77,13.47,6.24,2.922222,-4.177778,13.238889,0.0,,-4.67284,57.878103
US_KS_20149,2020-01-09,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,,9.25,10.57,6.94,,8.26,17.18,9.91,4.63,6.94,5.29,,,7.93,36.67,5.95,9.25,6.28,37.34,8.59,,10.955556,5.522222,14.888889,0.0762,,0.364198,48.230418
US_KS_20149,2020-01-10,ChIJ-_SW8iOKvocRF3WKMmlOBkM,Q376947,geoId/20149,US,United States of America,KS,Kansas,20149,Pottawatomie County,US,USA,2,,,,,,,23916,11872,12044,3854,3624,2911,3282,2672,2882,2496,1347,848,1070381,39.3333,-96.3,2233,79.825,,,,,4.41,6.94,6.3,5.36,5.36,,12.61,9.77,,6.3,,4.41,,6.62,18.29,5.04,11.35,5.04,32.16,6.94,4.73,1.572222,-3.366667,8.7,0.423333,,-2.067901,76.769992
