location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31047,2020-01-01,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,12.61,13.58,,,16.49,,,19.4,7.76,42.68,,8.24,-3.092593,-8.820988,5.376543,0.0,76.2,-7.654321,71.054223
US_NE_31047,2020-01-02,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,10.32,,7.04,,16.41,,,26.26,11.26,44.55,7.5,,1.358025,-3.962963,5.506173,0.03175,53.34,-1.524691,81.275492
US_NE_31047,2020-01-03,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,7.91,10.7,,,21.87,14.43,10.24,27.92,,36.3,9.77,,-0.006173,-3.395062,3.765432,0.0,37.253333,-3.598765,76.968034
US_NE_31047,2020-01-04,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,8.5,11.0,,,14.49,,9.5,25.49,7.5,35.99,,,-1.339506,-8.283951,8.481481,0.0,30.48,-6.024691,70.640304
US_NE_31047,2020-01-05,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,9.31,,8.33,7.35,16.16,10.78,,24.0,,39.67,,,4.475309,-0.302469,8.04321,0.0,30.48,-3.475309,56.621743
US_NE_31047,2020-01-06,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,6.43,,9.24,,17.68,10.04,6.43,22.9,7.23,32.14,7.63,,0.234568,-4.802469,6.598765,0.0,30.48,-5.135802,67.611636
US_NE_31047,2020-01-07,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,6.67,8.63,10.59,,12.16,9.02,,20.4,6.28,39.23,,,0.432099,-5.993827,9.54321,0.0,,-5.845679,62.944025
US_NE_31047,2020-01-08,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,10.1,6.06,6.06,,17.77,6.46,8.48,37.56,5.65,32.31,17.77,5.65,-1.185185,-5.148148,5.308642,0.0,,-4.697531,77.201708
US_NE_31047,2020-01-09,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,10.51,5.84,,7.79,12.46,8.57,8.57,29.98,5.84,38.94,10.12,12.46,1.530864,-4.475309,7.765432,0.0,,-2.950617,72.344722
US_NE_31047,2020-01-10,ChIJZ1vQ_t4snIcRpC5QUxCOeeg,Q490784,geoId/31047,US,United States of America,NE,Nebraska,31047,Dawson County,US,USA,2,,,,,,,23657,12236,11421,3543,3512,2945,2909,2718,2767,2662,1554,1047,1425450,40.87,-99.81,2640,79.642857,,,,,8.06,12.29,8.06,,16.13,8.06,,26.11,5.38,28.8,9.98,,-3.555556,-9.185185,2.882716,0.0,,-5.660494,85.445915
