location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18133,2020-01-11,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,,8.18,,8.18,4.21,4.71,4.96,3.47,14.37,5.2,4.96,8.92,7.93,,6.94,5.2,4.21,4.96,5.2,19.82,,5.95,4.21,,4.71,32.46,3.96,6.44,5.95,,4.46,12.055556,4.483333,16.788889,37.338,,10.567901,92.099536
US_IN_18133,2020-01-12,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,3.79,8.09,5.06,7.08,6.07,5.31,7.08,5.31,8.6,8.6,4.05,9.87,,4.05,5.31,,6.07,6.32,5.57,22.01,5.82,6.58,4.81,6.83,4.55,41.99,,4.55,7.08,4.81,5.31,1.394444,-0.305556,4.377778,25.0698,,-0.32716,89.351334
US_IN_18133,2020-01-13,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.29,7.51,,6.87,7.29,6.01,5.58,4.5,12.87,6.44,4.93,12.01,3.0,4.93,3.86,3.86,3.43,5.15,10.08,25.74,6.22,8.37,4.93,3.43,7.72,37.54,3.86,6.65,9.87,6.65,4.72,3.261111,0.272222,5.122222,0.3556,,0.746914,84.39704
US_IN_18133,2020-01-14,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.15,3.93,4.37,6.34,7.65,3.71,5.68,5.9,11.8,3.5,4.59,10.71,3.93,4.15,3.5,,5.46,4.81,7.65,24.69,7.87,8.3,5.24,3.06,6.34,42.83,4.37,4.37,4.81,5.9,4.37,3.327778,-0.227778,7.727778,0.0,,1.734568,90.51917
US_IN_18133,2020-01-15,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,3.25,6.28,5.19,8.01,5.19,5.19,7.14,4.76,14.5,7.57,4.76,10.6,4.76,3.46,4.98,5.19,,4.33,6.49,24.67,5.84,4.33,3.9,5.19,9.3,43.06,3.68,4.33,4.76,6.71,5.41,3.722222,-0.655556,9.727778,0.03175,,2.938272,95.951893
US_IN_18133,2020-01-16,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,,8.59,5.51,9.69,6.83,3.3,5.29,7.05,15.2,6.39,6.17,9.03,3.3,5.07,5.07,3.08,4.18,5.07,4.62,23.57,4.41,5.73,5.95,6.17,5.73,34.36,4.41,7.93,5.73,7.71,3.74,0.85,-3.666667,9.044444,0.0508,,-2.802469,78.353052
US_IN_18133,2020-01-17,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,5.64,4.99,,9.33,6.51,,4.78,4.12,11.29,3.69,3.69,8.46,3.69,5.86,3.26,4.34,3.91,3.26,6.95,18.67,5.21,8.03,,5.86,4.99,33.86,5.21,5.86,,3.26,4.34,-3.727778,-6.111111,2.716667,0.0,,-8.154321,71.962718
US_IN_18133,2020-01-18,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,,6.75,5.19,8.56,8.56,7.01,,4.93,10.64,5.71,3.89,8.56,5.19,3.63,,5.71,3.89,3.63,5.71,17.65,5.71,4.41,,3.63,4.15,32.96,,5.45,5.97,5.19,4.41,2.383333,-4.95,8.316667,15.3162,,-0.154321,84.362839
US_IN_18133,2020-01-19,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,,8.24,3.6,6.44,6.7,,6.95,,11.07,5.67,5.41,9.79,5.15,3.86,5.67,4.38,4.12,4.63,6.95,23.95,5.41,6.95,4.38,3.6,3.86,41.46,,3.6,7.47,4.89,,-9.244444,-12.761111,-1.355556,9.4488,,-13.537037,72.715574
US_IN_18133,2020-01-20,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.24,5.13,4.68,6.69,7.8,4.24,7.36,5.8,15.83,6.91,7.8,6.91,3.35,6.02,,4.68,4.68,4.68,6.47,21.41,4.68,7.8,4.68,4.91,6.69,33.22,4.68,10.7,3.79,4.01,3.12,-7.922222,-11.961111,-2.866667,0.0,,-11.055556,77.996621
US_IN_18133,2020-01-21,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.97,6.7,3.67,9.08,9.08,4.32,5.62,,15.13,7.35,,11.02,5.4,5.4,6.27,5.19,4.11,9.08,7.35,33.93,5.19,6.7,4.54,10.37,7.78,41.28,,7.78,5.62,6.48,4.54,-3.611111,-9.788889,-0.272222,0.036286,,-7.018519,77.516893
US_IN_18133,2020-01-22,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.57,6.44,,7.69,8.52,6.03,2.91,5.61,16.42,8.94,5.4,10.81,4.99,7.9,6.03,3.95,,5.2,5.4,36.38,8.11,7.9,,6.65,4.57,37.0,4.99,8.11,5.82,4.78,3.33,-3.466667,-7.427778,1.861111,0.0254,,-7.376543,74.287145
US_IN_18133,2020-01-23,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.78,6.23,4.57,11.63,7.48,5.82,4.98,3.74,13.5,6.85,7.68,11.42,5.82,5.61,8.1,4.15,3.74,4.98,9.76,35.09,7.27,6.23,4.36,5.19,6.23,39.46,3.53,6.64,6.02,3.74,3.53,2.3,-4.305556,6.661111,0.0,,-5.222222,58.137543
US_IN_18133,2020-01-24,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.2,7.29,4.42,9.27,9.71,4.86,3.97,4.64,24.5,6.18,4.2,6.84,3.75,4.42,4.2,3.09,4.42,4.42,5.52,37.53,5.74,5.52,4.2,3.09,6.18,37.09,4.42,5.3,6.84,3.75,7.06,4.05,0.483333,6.388889,1.4986,,2.91358,92.75795
US_IN_18133,2020-01-25,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,6.34,7.35,,9.63,5.58,4.56,6.34,,17.23,10.9,6.59,7.1,6.59,3.8,4.31,,,6.59,5.83,30.16,8.11,4.82,,,4.05,35.48,4.56,6.08,,6.08,,1.255556,0.183333,4.588889,1.749778,,0.246914,93.190966
US_IN_18133,2020-01-26,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.33,5.47,3.19,5.92,7.07,,3.87,3.42,24.84,9.12,5.01,6.84,,3.87,6.61,,,6.84,7.75,27.57,4.1,4.79,3.42,4.79,,35.32,3.87,6.15,4.79,,3.87,0.816667,-1.027778,4.594444,0.6604,,-1.512346,84.775723
US_IN_18133,2020-01-27,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,6.17,3.38,4.57,6.56,8.35,,3.78,3.98,24.46,8.15,4.77,9.15,3.98,4.97,4.77,,3.38,,7.36,36.19,6.56,4.97,4.38,5.97,5.37,34.01,4.77,5.57,4.97,3.78,3.78,-0.416667,-2.311111,3.322222,0.0,,-2.314815,87.698783
US_IN_18133,2020-01-28,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,3.37,7.52,4.75,11.28,12.47,6.33,5.34,,28.3,13.26,4.95,9.7,4.55,4.95,6.53,2.77,4.75,3.37,6.73,37.8,7.32,6.14,4.95,3.17,4.55,34.04,4.55,8.51,4.55,6.53,5.15,-0.211111,-1.977778,0.827778,0.0,,-1.969136,87.969327
US_IN_18133,2020-01-29,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.47,6.42,5.64,8.75,10.12,4.86,6.22,5.84,26.46,11.09,5.45,7.39,4.28,5.06,3.89,5.25,,3.89,5.84,31.32,4.86,7.39,5.84,2.92,4.86,36.18,4.08,7.39,6.61,4.47,3.7,0.294444,-0.738889,1.605556,0.0,,-1.95679,85.109034
US_IN_18133,2020-01-30,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,3.75,5.53,4.55,5.14,10.08,5.53,4.55,4.74,32.61,10.08,5.93,8.89,4.74,4.55,5.14,,3.75,3.75,7.31,36.37,8.3,6.52,3.36,4.15,6.33,37.16,4.35,6.52,5.53,4.15,,0.883333,-0.472222,3.161111,0.0,,-2.567901,78.538333
US_IN_18133,2020-01-31,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,5.33,3.95,6.71,8.68,5.53,4.34,3.35,3.95,33.16,9.47,5.53,9.28,5.33,4.74,4.74,3.75,,4.34,6.91,26.45,3.16,4.34,3.35,4.34,7.5,33.94,4.74,5.92,3.55,4.54,,1.527778,-0.377778,4.266667,0.1905,,-0.981481,83.665271
US_IN_18133,2020-02-01,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,5.04,5.04,6.01,6.97,8.17,4.8,4.32,4.56,23.3,9.61,4.08,7.93,4.56,4.08,5.53,4.08,,4.32,6.97,24.26,3.84,5.29,,,,34.11,4.08,7.21,7.69,4.8,4.56,2.727778,0.455556,4.894444,1.0795,,0.993827,88.814786
US_IN_18133,2020-02-02,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.49,8.98,3.54,11.81,6.62,4.25,3.78,,24.1,11.1,6.62,9.92,5.43,4.25,3.31,4.02,3.54,3.54,5.67,27.4,4.49,6.62,3.54,4.72,5.2,35.2,,3.78,4.49,5.43,3.78,6.611111,0.716667,16.988889,0.0508,,0.777778,66.60405
US_IN_18133,2020-02-03,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.86,5.06,5.06,9.92,6.81,,5.83,7.0,23.73,11.48,6.61,9.72,7.39,6.81,4.47,3.31,,5.64,5.25,36.37,4.86,5.45,5.06,3.31,4.28,38.32,6.42,6.22,6.22,4.67,5.06,9.116667,0.955556,19.461111,0.0,,3.450617,69.825899
US_IN_18133,2020-02-04,ChIJ05EYYTLnbIgRBdFbAFyOkUQ,Q506531,geoId/18133,US,United States of America,IN,Indiana,18133,Putnam County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37363,19571,17792,3924,5067,5962,4333,4507,5205,4207,2588,1570,1458328,39.67,-86.84,1250,77.757143,,,,,4.63,6.17,3.09,6.94,9.64,2.7,5.21,3.86,22.37,9.84,5.21,12.15,4.24,5.21,4.24,3.47,3.47,,7.33,33.94,7.52,7.14,3.28,3.47,4.82,32.01,3.66,5.98,4.63,5.98,5.4,10.177778,1.205556,18.394444,0.7366,,5.777778,76.209366
