location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_UT_49007,2020-01-01,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,7.52,,7.52,,12.28,5.94,,19.8,,,28.51,,,-6.372222,-10.977778,-1.188889,0.395111,-8.020833,83.712988
US_UT_49007,2020-01-02,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,8.75,6.2,6.56,5.83,10.58,5.47,8.75,18.96,8.75,7.29,30.63,10.21,,-3.622222,-8.05,0.016667,1.665111,-5.423611,86.615085
US_UT_49007,2020-01-03,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,6.16,5.44,7.61,,13.05,,,18.48,,8.34,31.17,6.89,,-4.466667,-8.444444,1.072222,0.0,-7.111111,82.498766
US_UT_49007,2020-01-04,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,7.75,9.3,13.18,,12.41,8.92,,21.32,,8.92,28.3,7.37,,-5.205556,-9.461111,1.7,0.0,-7.298611,81.478146
US_UT_49007,2020-01-05,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,9.28,8.91,7.42,5.57,14.11,5.57,,17.82,,,27.47,7.79,6.31,-5.416667,-9.922222,-0.072222,0.0,-7.375,83.969548
US_UT_49007,2020-01-06,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,5.47,7.49,6.62,,10.66,7.78,4.03,19.01,,,23.04,5.76,,-4.822222,-9.211111,0.416667,0.0,-7.465278,81.4697
US_UT_49007,2020-01-07,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,6.38,8.4,7.53,,11.59,6.09,,22.31,4.93,6.38,24.05,5.22,,-5.55,-9.644444,0.405556,0.0,-8.826389,76.705144
US_UT_49007,2020-01-08,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,,6.45,,,9.96,6.45,4.1,26.95,,5.27,30.47,13.47,,-4.522222,-8.755556,-0.077778,0.225778,-8.0625,74.067599
US_UT_49007,2020-01-09,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,10.16,6.97,7.26,,8.71,6.1,4.64,23.52,4.06,4.93,29.61,8.42,,-4.494444,-8.966667,-0.433333,0.028222,-6.527778,85.097701
US_UT_49007,2020-01-10,ChIJC6rraGWRTocREEHfwv_B7vQ,Q156467,geoId/49007,US,United States of America,UT,Utah,49007,Carbon County,US,USA,2,,,,,,,20131,9976,10155,2790,3092,2409,2586,2157,2297,2604,1417,779,1744355,39.64,-110.58,3845,75.62,,,,,7.33,9.97,5.28,6.75,10.56,6.45,,20.83,,,27.58,8.8,,-6.133333,-11.1,-0.888889,0.0,-9.777778,76.264198
