location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NY_36123,2020-01-01,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,7.68,12.37,6.4,6.4,6.4,17.07,6.4,9.39,20.48,9.39,8.11,41.39,,9.39,-0.644444,-1.722222,3.405556,0.7366,,-5.587302,70.895516
US_NY_36123,2020-01-02,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,,9.63,8.8,,,14.24,,,29.32,,9.63,36.44,,,1.761111,-4.616667,8.544444,0.1016,,-5.126984,61.067016
US_NY_36123,2020-01-03,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,7.07,10.4,,,,19.56,7.49,,27.46,,10.4,33.71,11.23,,6.0,0.838889,8.466667,0.0508,,1.97619,76.375309
US_NY_36123,2020-01-04,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,7.5,10.42,,,8.33,13.33,,,18.75,,7.5,31.25,,,3.094444,0.0,7.705556,2.4892,30.48,1.97619,91.741917
US_NY_36123,2020-01-05,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,9.55,,,,6.64,17.02,7.06,,24.07,,,39.02,10.38,7.47,-0.333333,-1.366667,3.416667,4.0894,30.48,-4.246032,76.124852
US_NY_36123,2020-01-06,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,7.13,10.88,9.38,,,15.01,5.63,7.13,24.01,5.63,7.5,37.14,9.0,,0.616667,-1.927778,3.133333,1.2192,40.64,-4.015873,71.4861
US_NY_36123,2020-01-07,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,6.65,,6.28,6.28,,10.34,5.91,6.28,23.64,,,31.4,7.76,,-0.316667,-4.777778,3.238889,0.7366,40.64,-5.555556,67.463707
US_NY_36123,2020-01-08,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,6.74,10.11,5.61,5.99,,14.97,12.73,6.74,29.57,,7.86,32.19,,,-1.977778,-6.355556,1.233333,0.254,114.3,-6.357143,73.768101
US_NY_36123,2020-01-09,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,,5.71,8.76,,,14.1,7.62,9.9,24.0,7.24,7.24,32.76,,,-6.727778,-10.894444,-0.711111,0.8382,99.06,-12.698413,63.258391
US_NY_36123,2020-01-10,ChIJdyUXzDDj0IkRbdlhXnMURkU,Q56144,geoId/36123,US,United States of America,NY,New York,36123,Yates County,US,USA,2,,,,,,,25002,12162,12840,3082,3308,3316,2485,2404,3455,3604,2153,1195,1837998,42.64,-77.1,974,80.58,,,,,7.27,8.04,,,,17.61,8.8,,22.59,,7.27,24.88,,,2.494444,-5.938889,7.683333,0.6858,30.48,-3.746032,64.77988
