location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48179,2020-01-01,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,14.49,13.77,,18.84,,34.05,,43.47,,4.877778,-1.766667,16.261111,0.0,,-4.55,51.011544
US_TX_48179,2020-01-02,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,16.16,13.46,10.1,22.89,,28.95,,47.13,,5.555556,-0.622222,12.761111,0.0,,-2.661111,55.952577
US_TX_48179,2020-01-03,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,,13.65,,25.94,,41.64,15.02,58.03,,5.188889,-1.222222,11.394444,0.0,,-2.222222,59.121831
US_TX_48179,2020-01-04,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,,16.17,,27.2,11.76,33.08,,63.23,,4.161111,-3.077778,15.388889,0.0,,-4.105556,55.265046
US_TX_48179,2020-01-05,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,11.51,13.67,,18.7,12.95,21.58,13.67,53.23,10.79,7.955556,1.527778,13.644444,0.0,,-3.338889,45.015335
US_TX_48179,2020-01-06,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,,15.33,14.66,23.33,13.33,31.99,,58.65,,3.488889,-3.905556,12.677778,0.0,,-6.011111,50.147339
US_TX_48179,2020-01-07,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,,15.21,12.39,22.53,14.65,32.67,,58.58,,3.488889,-6.111111,16.888889,0.0,,-9.561111,38.233709
US_TX_48179,2020-01-08,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,,14.3,9.0,11.12,9.0,37.07,,42.9,20.12,6.377778,-1.916667,17.116667,0.0,,-8.555556,33.915562
US_TX_48179,2020-01-09,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,11.64,11.64,10.63,16.7,7.59,30.37,,42.52,8.61,9.672222,0.744444,16.583333,0.0,,-2.077778,44.719231
US_TX_48179,2020-01-10,ChIJ36ObAkdSB4cRB_AtNUgHMFs,Q109312,geoId/48179,US,United States of America,TX,Texas,48179,Gray County,US,USA,2,,,,,,,22106,11711,10395,3198,2964,2706,2945,2816,2664,2294,1533,986,1809555,35.41,-100.81,872,2407,76.157143,,,,,8.9,11.87,9.39,14.34,8.9,30.16,,40.55,13.85,6.027778,1.177778,13.05,0.0,,-2.411111,56.111693
