location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48103,2020-01-01,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,6.005556,-0.894444,13.233333,0.0,,-3.0,52.359719
US_TX_48103,2020-01-02,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,10.166667,4.005556,15.955556,0.0,,-1.432099,44.449204
US_TX_48103,2020-01-03,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,8.338889,5.044444,13.188889,0.725714,,1.425926,62.29535
US_TX_48103,2020-01-04,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,6.511111,-1.655556,18.188889,0.5842,,-2.753086,51.43368
US_TX_48103,2020-01-05,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,9.716667,0.405556,18.916667,0.0,,-4.580247,36.285234
US_TX_48103,2020-01-06,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,8.455556,-0.744444,18.433333,0.0,,-5.154321,38.170399
US_TX_48103,2020-01-07,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,5.711111,-4.122222,17.022222,0.0,,-9.191358,33.724486
US_TX_48103,2020-01-08,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,7.983333,-0.527778,18.938889,0.0,,-8.41358,31.133592
US_TX_48103,2020-01-09,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,13.944444,6.777778,22.833333,0.0,,2.506173,46.863426
US_TX_48103,2020-01-10,ChIJAxB_tw9C-oYR4mXkgdJN9CU,Q109447,geoId/48103,US,United States of America,TX,Texas,48103,Crane County,US,USA,2,,,,,,,4685,2351,2334,797,748,606,593,550,598,414,229,150,1814616,31.41,-102.52,2035,76.8,,,,12.055556,5.488889,19.838889,0.0,,2.296296,51.748664
