location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_LA_22119,2020-01-01,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,6.32,8.05,7.76,6.04,4.02,4.31,18.97,10.63,4.89,,4.31,6.61,6.04,20.69,4.89,6.9,4.31,36.79,4.89,5.75,5.15,0.261111,12.066667,0.0,,0.027778,69.967504
US_LA_22119,2020-01-02,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,3.94,9.19,9.98,8.93,4.46,4.46,16.28,12.08,8.66,,6.04,3.94,8.4,27.57,6.04,8.66,4.99,32.29,6.04,6.83,10.983333,8.672222,14.038889,5.446889,,8.422222,84.271825
US_LA_22119,2020-01-03,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,,7.85,10.99,7.59,3.92,,13.61,13.08,7.59,3.92,,,7.07,26.69,3.66,4.71,6.02,38.73,8.37,,14.783333,12.405556,18.877778,14.224,,12.933333,88.728999
US_LA_22119,2020-01-04,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,5.04,6.43,8.11,8.67,4.48,,14.83,7.27,4.76,4.48,4.2,6.99,6.16,20.7,5.59,5.59,,33.57,7.55,,9.638889,2.572222,15.494444,0.0254,,2.9,63.003052
US_LA_22119,2020-01-05,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,5.21,,10.16,4.67,5.21,,10.71,12.35,5.76,,,4.12,7.69,22.51,,4.12,,32.66,4.39,5.76,8.727778,0.861111,21.644444,0.0,,2.216667,63.969672
US_LA_22119,2020-01-06,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,3.93,8.12,7.86,5.24,6.03,4.71,11.27,6.55,7.6,5.5,3.93,,9.69,24.36,4.45,5.76,4.71,38.51,4.45,5.5,12.088889,4.466667,21.061111,0.0,,6.455556,68.756535
US_LA_22119,2020-01-07,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,5.63,8.85,10.46,4.83,,4.83,12.6,5.09,10.99,,,,8.58,24.94,4.83,6.44,5.36,35.4,8.85,5.9,10.622222,3.027778,17.661111,0.0,,0.155556,48.684888
US_LA_22119,2020-01-08,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,4.63,8.17,12.8,6.27,7.9,4.09,16.62,6.81,10.08,4.09,3.81,4.36,9.81,31.87,9.81,8.99,4.63,35.14,13.89,4.63,6.977778,-0.927778,18.822222,0.0,,-1.066667,56.997395
US_LA_22119,2020-01-09,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,4.83,7.25,12.35,5.91,4.03,,12.88,7.52,6.71,6.98,,5.1,9.93,28.45,5.91,6.17,5.64,35.16,12.88,4.03,12.9,7.705556,19.722222,0.0,,6.961111,67.290577
US_LA_22119,2020-01-10,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,7.22,10.83,9.54,6.19,4.64,4.38,10.31,6.19,9.79,,3.61,4.38,9.28,27.84,6.96,6.7,6.19,29.64,7.99,6.96,19.227778,17.105556,22.577778,0.28575,,16.416667,83.835772
US_LA_22119,2020-01-11,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,,5.93,5.34,5.04,,,13.35,9.19,5.63,5.04,,,5.04,19.28,5.63,7.41,5.04,27.28,4.45,4.15,13.616667,3.45,23.244444,42.00525,,11.633333,87.873806
US_LA_22119,2020-01-12,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,,6.0,4.8,8.7,4.5,5.1,9.6,5.4,9.0,,,,6.6,17.09,,,,28.19,7.5,5.4,3.516667,0.705556,9.727778,11.303,,0.783333,82.359812
US_LA_22119,2020-01-13,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,4.44,5.75,10.71,3.92,8.1,3.92,12.8,9.67,13.07,,6.27,5.23,9.41,20.91,5.23,7.58,7.58,36.59,5.23,,7.277778,2.416667,15.933333,0.0,,5.1,86.175893
US_LA_22119,2020-01-14,ChIJAc7D1CZrMYYRQpZUsW8B7Dg,Q513078,geoId/22119,US,United States of America,LA,Louisiana,22119,Webster Parish,US,USA,2,,,,,,,39264,19084,20180,4936,4864,4824,4607,4451,5430,4850,3382,1920,1827490,32.7,-93.33,615,75.081818,,,,,,8.68,8.16,13.68,7.63,4.74,7.1,12.37,6.58,11.31,6.32,,6.05,10.26,16.84,5.53,7.89,6.32,38.42,5.79,10.0,14.75,12.611111,17.855556,20.376444,,13.966667,95.094634
